# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=9) -> e + D2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  9  8.98178E+00    7.03110E-04  -1.11650E-05   7.72290E-05  -1.94670E-04   1.65680E-04
   1 <-  9  9.19043E+00    1.03570E-02  -2.35630E-03   1.63200E-02  -3.56270E-02   2.81810E-02
   2 <-  9  9.39137E+00    7.20070E-02  -1.10730E-01   7.56050E-01  -1.61850E+00   1.28940E+00
   3 <-  9  9.58477E+00    2.03400E-01  -8.67790E-01   6.05570E+00  -1.25390E+01   1.00940E+01
   4 <-  9  9.77073E+00    2.74890E-01  -1.55870E+00   1.07200E+01  -2.19640E+01   1.74970E+01
   5 <-  9  9.94934E+00    1.65400E-02  -5.66870E-03   3.71960E-02  -8.27150E-02   6.56800E-02
   6 <-  9  1.01208E+01    1.51600E-01  -4.62500E-01   3.32690E+00  -6.51060E+00   5.23930E+00
   7 <-  9  1.02853E+01    6.78600E-02  -9.05400E-02   6.82770E-01  -1.25940E+00   1.02340E+00
   8 <-  9  1.04427E+01    4.43540E-02  -3.94420E-02   2.79290E-01  -5.52510E-01   4.40680E-01
   9 <-  9  1.05931E+01    8.26600E-02  -1.35390E-01   1.06080E+00  -1.96840E+00   1.64870E+00
  10 <-  9  1.07363E+01    7.23800E-02  -1.02180E-01   8.03860E-01  -1.46150E+00   1.22330E+00
  11 <-  9  1.08729E+01    3.40860E-02  -2.23890E-02   1.76580E-01  -3.14830E-01   2.64330E-01
  12 <-  9  1.10026E+01    8.34370E-03  -1.30240E-03   8.85570E-03  -1.72510E-02   1.28430E-02
  13 <-  9  1.11250E+01    4.19460E-02  -3.29920E-02   2.38050E-01  -4.39350E-01   3.42800E-01
  14 <-  9  1.12399E+01    6.00920E-02  -6.72060E-02   4.83250E-01  -8.83540E-01   6.84700E-01
  15 <-  9  1.13472E+01    6.31910E-02  -7.38640E-02   5.32200E-01  -9.65260E-01   7.43150E-01
  16 <-  9  1.14467E+01    5.36470E-02  -5.30830E-02   3.94150E-01  -7.04350E-01   5.45280E-01
  17 <-  9  1.15381E+01    4.22840E-02  -3.28180E-02   2.45610E-01  -4.34640E-01   3.33330E-01
  18 <-  9  1.16209E+01    3.04800E-02  -1.69340E-02   1.26170E-01  -2.21280E-01   1.66330E-01
  19 <-  9  1.16947E+01    1.86350E-02  -6.28240E-03   4.74700E-02  -8.16580E-02   5.99430E-02
  20 <-  9  1.17591E+01    8.26420E-03  -1.22370E-03   1.01130E-02  -1.64080E-02   1.15040E-02
  21 <-  9  1.18134E+01   -4.18420E-07   1.67750E-05   1.75530E-04   3.74910E-05  -2.00420E-04
  22 <-  9  1.18571E+01    3.12720E-03  -1.88910E-04   1.21000E-03  -2.64950E-03   2.26430E-03
  23 <-  9  1.18898E+01    5.59870E-03  -5.81470E-04   3.80620E-03  -7.52760E-03   6.03040E-03
  24 <-  9  1.19117E+01    5.81620E-03  -6.22520E-04   4.14160E-03  -7.98500E-03   6.30380E-03
  25 <-  9  1.19245E+01    4.77870E-03  -4.19140E-04   2.81660E-03  -5.37450E-03   4.22700E-03
  26 <-  9  1.19309E+01    3.51090E-03  -2.26120E-04   1.53260E-03  -2.90960E-03   2.29130E-03
  27 <-  9  1.19341E+01    2.49090E-03  -1.13830E-04   7.76070E-04  -1.46950E-03   1.15950E-03
  28 <-  9  1.19357E+01    1.71060E-03  -5.36790E-05   3.66850E-04  -6.93830E-04   5.47810E-04
  29 <-  9  1.19363E+01    1.11380E-03  -2.27580E-05   1.55690E-04  -2.94310E-04   2.32420E-04
  30 <-  9  1.19366E+01    6.86650E-04  -8.64930E-06   5.91950E-05  -1.11880E-04   8.83630E-05
  DE <-  9  1.19367E+01    1.76640E-06   1.80290E-01  -5.75300E-01   4.51840E+00  -4.18810E+00
