# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=9) -> e + D2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  9  9.00101E+00    1.12170E-03  -2.61610E-05   1.71490E-04  -3.40920E-04   2.07970E-04
   1 <-  9  9.22611E+00   -5.50100E-09   2.03880E-05  -4.19950E-06  -1.04800E-04   9.41380E-05
   2 <-  9  9.44264E+00    1.16950E-02  -2.97170E-03   2.01010E-02  -4.53780E-02   3.74000E-02
   3 <-  9  9.65078E+00    6.75270E-02  -9.55830E-02   6.41670E-01  -1.32940E+00   1.04070E+00
   4 <-  9  9.85071E+00    1.70860E-01  -6.13400E-01   4.13040E+00  -8.77010E+00   7.10240E+00
   5 <-  9  1.00426E+01    1.46700E-01  -4.54760E-01   3.10960E+00  -6.71550E+00   5.64090E+00
   6 <-  9  1.02264E+01    4.93270E-02  -5.12960E-02   3.67590E-01  -7.60400E-01   6.68520E-01
   7 <-  9  1.04024E+01    7.54570E-02  -1.17700E-01   7.94010E-01  -1.68150E+00   1.39260E+00
   8 <-  9  1.05705E+01    8.87650E-02  -1.63790E-01   1.13090E+00  -2.40320E+00   2.05910E+00
   9 <-  9  1.07307E+01    4.30380E-02  -3.82150E-02   2.55620E-01  -5.56090E-01   4.66500E-01
  10 <-  9  1.08829E+01    2.08880E-02  -8.86640E-03   6.05340E-02  -1.24950E-01   1.05970E-01
  11 <-  9  1.10271E+01    6.70500E-02  -9.10350E-02   5.96200E-01  -1.28660E+00   1.06180E+00
  12 <-  9  1.11630E+01    8.20370E-02  -1.35610E-01   8.74880E-01  -1.91010E+00   1.55970E+00
  13 <-  9  1.12903E+01    7.06230E-02  -1.00140E-01   6.40660E-01  -1.40950E+00   1.14570E+00
  14 <-  9  1.14085E+01    4.52910E-02  -4.11490E-02   2.62320E-01  -5.82250E-01   4.73970E-01
  15 <-  9  1.15171E+01    1.74230E-02  -6.14850E-03   3.94080E-02  -8.96310E-02   7.41910E-02
  16 <-  9  1.16152E+01    4.37810E-03  -3.65640E-04   2.48670E-03  -4.81740E-03   3.69360E-03
  17 <-  9  1.17018E+01    2.17070E-02  -9.15890E-03   5.74440E-02  -1.22560E-01   9.65460E-02
  18 <-  9  1.17754E+01    3.12390E-02  -1.89610E-02   1.18300E-01  -2.54090E-01   2.00260E-01
  19 <-  9  1.18343E+01    3.40320E-02  -2.24610E-02   1.39680E-01  -3.00370E-01   2.36410E-01
  20 <-  9  1.18771E+01    3.11430E-02  -1.87800E-02   1.16580E-01  -2.50690E-01   1.97160E-01
  21 <-  9  1.19036E+01    2.44280E-02  -1.15440E-02   7.16050E-02  -1.53970E-01   1.21080E-01
  22 <-  9  1.19170E+01    1.69350E-02  -5.54600E-03   3.43940E-02  -7.39490E-02   5.81580E-02
  23 <-  9  1.19234E+01    1.28790E-02  -3.20690E-03   1.98860E-02  -4.27550E-02   3.36280E-02
  24 <-  9  1.19279E+01    1.15460E-02  -2.57680E-03   1.59780E-02  -3.43510E-02   2.70200E-02
  25 <-  9  1.19313E+01    9.82290E-03  -1.86500E-03   1.15640E-02  -2.48620E-02   1.95570E-02
  26 <-  9  1.19336E+01    7.93130E-03  -1.21580E-03   7.53860E-03  -1.62070E-02   1.27500E-02
  27 <-  9  1.19351E+01    6.13090E-03  -7.26460E-04   4.50430E-03  -9.68370E-03   7.61820E-03
  28 <-  9  1.19359E+01    4.55970E-03  -4.01810E-04   2.49140E-03  -5.35610E-03   4.21380E-03
  29 <-  9  1.19364E+01    3.24810E-03  -2.03900E-04   1.26420E-03  -2.71790E-03   2.13830E-03
  30 <-  9  1.19366E+01    2.39630E-03  -1.10980E-04   6.88110E-04  -1.47930E-03   1.16390E-03
  DE <-  9  1.19367E+01    2.00130E-06   1.40750E-01  -1.27090E+00   4.99970E+00  -3.62510E+00
