# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=9) -> e + D2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  9  1.11515E+01    4.61240E-07   3.93860E-06  -1.43600E-05   1.03310E-05   5.22200E-06
   1 <-  9  1.13482E+01    3.71470E-03  -2.58020E-04   1.93400E-03  -4.01140E-03   3.12590E-03
   2 <-  9  1.15399E+01    2.20010E-02  -9.45470E-03   6.23420E-02  -1.28040E-01   1.01070E-01
   3 <-  9  1.17213E+01    5.60980E-02  -5.93230E-02   3.78810E-01  -7.51240E-01   5.74940E-01
   4 <-  9  1.18935E+01    4.63350E-02  -3.90740E-02   2.54520E-01  -4.84860E-01   3.59630E-01
   5 <-  9  1.20592E+01    1.79550E-02  -5.57020E-03   3.97550E-02  -6.88030E-02   4.96620E-02
   6 <-  9  1.22185E+01    2.35050E-02  -1.01500E-02   6.50230E-02  -1.25520E-01   9.51190E-02
   7 <-  9  1.23711E+01    2.56430E-02  -1.15730E-02   7.79140E-02  -1.38510E-01   1.02560E-01
   8 <-  9  1.25163E+01    5.93830E-03  -5.25170E-04   4.52140E-03  -5.76290E-03   3.78100E-03
   9 <-  9  1.26539E+01    1.16870E-02  -2.47790E-03   1.54620E-02  -2.98640E-02   2.22770E-02
  10 <-  9  1.27847E+01    1.97740E-02  -6.81440E-03   4.38330E-02  -7.85370E-02   5.69030E-02
  11 <-  9  1.29087E+01    1.69340E-02  -4.89610E-03   3.29130E-02  -5.60860E-02   4.03710E-02
  12 <-  9  1.30255E+01    1.02290E-02  -1.74760E-03   1.21780E-02  -1.97660E-02   1.38980E-02
  13 <-  9  1.31355E+01    2.03310E-03  -6.19710E-05   6.78030E-04  -7.93970E-04   4.86590E-04
  14 <-  9  1.32383E+01    4.02880E-03  -2.80090E-04   1.66280E-03  -3.14730E-03   2.31350E-03
  15 <-  9  1.33339E+01    8.67520E-03  -1.26420E-03   7.85230E-03  -1.38470E-02   9.89230E-03
  16 <-  9  1.34222E+01    1.00890E-02  -1.69580E-03   1.11170E-02  -1.89320E-02   1.37050E-02
  17 <-  9  1.35029E+01    1.10740E-02  -2.03260E-03   1.32120E-02  -2.24260E-02   1.60080E-02
  18 <-  9  1.35757E+01    1.07660E-02  -1.91670E-03   1.24080E-02  -2.10440E-02   1.49210E-02
  19 <-  9  1.36405E+01    9.70740E-03  -1.55740E-03   1.00350E-02  -1.70490E-02   1.20350E-02
  20 <-  9  1.36965E+01    8.32030E-03  -1.14470E-03   7.34260E-03  -1.25110E-02   8.80440E-03
  21 <-  9  1.37433E+01    6.80440E-03  -7.66520E-04   4.89540E-03  -8.37050E-03   5.87630E-03
  22 <-  9  1.37802E+01    5.35340E-03  -4.75160E-04   3.02300E-03  -5.18690E-03   3.63400E-03
  23 <-  9  1.38064E+01    3.97580E-03  -2.62450E-04   1.66450E-03  -2.86430E-03   2.00340E-03
  24 <-  9  1.38213E+01    2.52480E-03  -1.05940E-04   6.70580E-04  -1.15600E-03   8.07600E-04
  25 <-  9  1.38258E+01    8.90500E-04  -1.31830E-05   8.33870E-05  -1.43830E-04   1.00440E-04
  26 <-  9  1.38264E+01    3.09960E-04  -1.59720E-06   1.01030E-05  -1.74270E-05   1.21690E-05
  DE <-  9  1.38264E+01   -1.50490E-06   1.30540E-02  -1.08790E-01   3.53840E-01  -2.61360E-01
