# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=9) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  9  1.10985E+01    1.77590E-04  -2.32980E-07   1.53720E-06   2.63030E-08  -1.69330E-06
   1 <-  9  1.13086E+01    4.69530E-03  -4.39340E-04   2.89450E-03  -6.12040E-03   4.50620E-03
   2 <-  9  1.15069E+01    2.71110E-02  -1.45190E-02   9.52020E-02  -1.99100E-01   1.59080E-01
   3 <-  9  1.16962E+01    8.38470E-02  -1.37310E-01   8.73180E-01  -1.84690E+00   1.48700E+00
   4 <-  9  1.18774E+01    8.95300E-02  -1.53970E-01   9.64140E-01  -2.01710E+00   1.59480E+00
   5 <-  9  1.20506E+01    2.00010E-02  -8.02380E-03   5.13640E-02  -1.17580E-01   1.01560E-01
   6 <-  9  1.22160E+01    4.83560E-02  -4.42120E-02   2.74950E-01  -5.69700E-01   4.46810E-01
   7 <-  9  1.23740E+01    4.12210E-02  -3.21110E-02   1.98430E-01  -4.17830E-01   3.34050E-01
   8 <-  9  1.25245E+01    2.03900E-03  -8.22410E-05   5.21210E-04  -1.23800E-03   1.13750E-03
   9 <-  9  1.26676E+01    2.55240E-02  -1.20440E-02   7.37070E-02  -1.52290E-01   1.19660E-01
  10 <-  9  1.28032E+01    3.13740E-02  -1.78970E-02   1.08220E-01  -2.20220E-01   1.71100E-01
  11 <-  9  1.29315E+01    2.10850E-02  -7.90740E-03   4.77490E-02  -9.42400E-02   7.21090E-02
  12 <-  9  1.30522E+01    6.50940E-03  -6.98940E-04   4.39050E-03  -7.61190E-03   5.29210E-03
  13 <-  9  1.31652E+01    4.54680E-03  -4.21910E-04   2.74340E-03  -6.67640E-03   5.82890E-03
  14 <-  9  1.32700E+01    1.34310E-02  -3.27620E-03   1.93500E-02  -4.04120E-02   3.14470E-02
  15 <-  9  1.33664E+01    1.67260E-02  -4.96390E-03   2.90720E-02  -5.86210E-02   4.44140E-02
  16 <-  9  1.34533E+01    1.62860E-02  -4.63980E-03   2.72090E-02  -5.35860E-02   3.99540E-02
  17 <-  9  1.35300E+01    1.40860E-02  -3.42980E-03   2.01910E-02  -3.89460E-02   2.85620E-02
  18 <-  9  1.35953E+01    1.14760E-02  -2.25000E-03   1.32760E-02  -2.51100E-02   1.80340E-02
  19 <-  9  1.36494E+01    8.92830E-03  -1.34780E-03   8.00570E-03  -1.48570E-02   1.04650E-02
  20 <-  9  1.36942E+01    6.83980E-03  -7.83070E-04   4.70710E-03  -8.56560E-03   5.91880E-03
  21 <-  9  1.37318E+01    5.15440E-03  -4.40080E-04   2.69670E-03  -4.80140E-03   3.25030E-03
  22 <-  9  1.37632E+01    3.78990E-03  -2.35180E-04   1.48370E-03  -2.57570E-03   1.70240E-03
  23 <-  9  1.37885E+01    2.69850E-03  -1.17660E-04   7.74300E-04  -1.30540E-03   8.38400E-04
  24 <-  9  1.38073E+01    1.84170E-03  -5.40020E-05   3.75770E-04  -6.13700E-04   3.81310E-04
  25 <-  9  1.38193E+01    1.16870E-03  -2.14500E-05   1.58190E-04  -2.51140E-04   1.51180E-04
  26 <-  9  1.38248E+01    6.19740E-04  -5.98130E-06   4.57610E-05  -7.14850E-05   4.22150E-05
  27 <-  9  1.38262E+01    2.26980E-04  -8.00440E-07   6.18870E-06  -9.62500E-06   5.65330E-06
  28 <-  9  1.38264E+01    1.39140E-04  -3.00690E-07   2.32870E-06  -3.61920E-06   2.12400E-06
  DE <-  9  1.38264E+01    1.61890E-02   9.36540E-03  -8.01020E-02   2.62130E-01  -1.94210E-01
