# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=9) -> e + D2(EF1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  9  9.51084E+00   -3.24590E-08   6.34530E-04  -9.92440E-03   4.52120E-02  -7.85530E-02   4.59430E-02
   1 <-  9  9.55500E+00    1.87590E-10   1.47560E-07  -2.75350E-07   1.00120E-06  -1.26490E-06   6.44320E-07
   2 <-  9  9.66127E+00    3.34140E-09   2.36370E-06  -5.60720E-06   1.86010E-05  -2.32930E-05   1.13420E-05
   3 <-  9  9.72017E+00   -1.72480E-06   1.58230E-03  -1.64390E-02   6.98240E-02  -1.16940E-01   6.67790E-02
   4 <-  9  9.76412E+00   -1.29670E-07   2.16270E-05  -5.80950E-05   1.75380E-04  -2.08470E-04   9.42550E-05
   5 <-  9  9.86348E+00    7.58700E-08   1.79180E-04  -5.39870E-04   1.49930E-03  -1.69500E-03   7.06530E-04
   6 <-  9  9.91737E+00   -8.02640E-08   3.71410E-02  -1.43200E-01   3.84530E-01  -4.60240E-01   1.98450E-01
   7 <-  9  9.95914E+00    1.14670E-06   8.05380E-04  -2.40100E-03   6.01570E-03  -5.88860E-03   1.97460E-03
   8 <-  9  1.00501E+01    1.35580E-06   1.31890E-02  -4.42630E-02   1.04300E-01  -9.81650E-02   2.91710E-02
   9 <-  9  1.00963E+01   -2.29860E-05   3.96540E-01  -1.45250E+00   3.37560E+00  -3.20210E+00   9.37970E-01
  10 <-  9  1.01388E+01   -3.16760E-07   9.07400E-04  -5.12190E-03   1.33220E-02  -1.61960E-02   7.23010E-03
  11 <-  9  1.02128E+01    2.89840E-07   6.96330E-02  -2.15150E-01   4.35930E-01  -2.97380E-01   2.54400E-02
  12 <-  9  1.02620E+01    4.53110E-05   3.07650E-01  -1.03140E+00   2.08140E+00  -1.45950E+00   1.30390E-01
  13 <-  9  1.03180E+01   -1.60130E-05   1.55710E-01  -5.54560E-01   1.10720E+00  -7.73040E-01   5.72770E-02
  14 <-  9  1.03830E+01    4.94850E-06   4.23200E-02  -1.69590E-01   3.52660E-01  -2.76830E-01   4.28030E-02
  15 <-  9  1.04439E+01    6.45250E-06   3.76990E-04  -3.24440E-03   2.12480E-02  -4.46330E-02   3.20080E-02
  16 <-  9  1.05050E+01   -8.74590E-06   4.13000E-02  -1.22880E-01   1.96670E-01  -5.79320E-02  -4.94110E-02
  17 <-  9  1.05679E+01    2.72220E-06   9.55640E-02  -3.08980E-01   4.93440E-01  -1.35740E-01  -1.48690E-01
  18 <-  9  1.06304E+01   -3.60130E-06   1.08790E-01  -3.60180E-01   5.55650E-01  -1.02800E-01  -2.17470E-01
  19 <-  9  1.06921E+01   -1.54300E-05   7.45230E-02  -2.47300E-01   3.56540E-01   8.73980E-05  -2.01160E-01
  20 <-  9  1.07536E+01   -1.47720E-05   2.80770E-02  -9.23940E-02   1.17210E-01   4.74450E-02  -1.10290E-01
  21 <-  9  1.08146E+01    1.02520E-07   2.46540E-03  -9.70090E-03   1.45270E-02   2.30210E-03  -1.09830E-02
  22 <-  9  1.08749E+01   -1.03420E-07   4.16440E-03  -1.82130E-02   5.16120E-02  -7.10400E-02   3.73830E-02
  23 <-  9  1.09344E+01   -3.75610E-06   2.21090E-02  -7.62090E-02   1.39890E-01  -9.41190E-02   1.37790E-02
  24 <-  9  1.09930E+01   -7.13410E-07   4.08190E-02  -1.30700E-01   1.93930E-01  -3.93750E-02  -5.98310E-02
  25 <-  9  1.10508E+01   -3.39580E-07   5.01780E-02  -1.51260E-01   1.82750E-01   6.16830E-02  -1.39590E-01
  26 <-  9  1.11076E+01    2.20990E-05   4.80840E-02  -1.36840E-01   1.29160E-01   1.46480E-01  -1.83720E-01
  27 <-  9  1.11634E+01    2.69880E-02   3.50780E-02  -8.97700E-02   4.06600E-02   2.09000E-01  -1.92430E-01
  28 <-  9  1.12182E+01    4.21850E-02   1.77190E-02  -3.26680E-02  -4.53430E-02   2.32640E-01  -1.70810E-01
  29 <-  9  1.12719E+01    4.42700E-02   4.81250E-03   4.10160E-03  -7.98440E-02   1.93410E-01  -1.22030E-01
  30 <-  9  1.13244E+01    3.72400E-02  -1.34960E-03   1.57560E-02  -6.57370E-02   1.15860E-01  -6.47860E-02
  31 <-  9  1.13758E+01    1.97740E-02  -1.22250E-03   6.67020E-03  -1.99240E-02   2.84760E-02  -1.41630E-02
  32 <-  9  1.14260E+01    7.22230E-07   8.42800E-04  -4.81850E-03   1.64600E-02  -2.40090E-02   1.23130E-02
  33 <-  9  1.14749E+01   -7.98080E-07   4.20380E-03  -1.72290E-02   4.28900E-02  -4.73960E-02   2.01040E-02
  34 <-  9  1.15225E+01   -6.68210E-06   8.71520E-03  -3.16710E-02   6.59980E-02  -5.70550E-02   1.89440E-02
  35 <-  9  1.15688E+01   -1.27550E-05   1.31030E-02  -4.46650E-02   8.29100E-02  -5.75740E-02   1.36940E-02
  36 <-  9  1.16136E+01    2.98030E-06   1.65480E-02  -5.45410E-02   9.46150E-02  -5.64350E-02   9.68750E-03
  37 <-  9  1.16569E+01   -6.14690E-07   1.86440E-02  -6.05270E-02   1.01900E-01  -5.75680E-02   9.44620E-03
  38 <-  9  1.16986E+01    3.42720E-07   1.93180E-02  -6.25020E-02   1.04960E-01  -6.13560E-02   1.29170E-02
  39 <-  9  1.17385E+01    1.57070E-05   1.87350E-02  -6.09370E-02   1.04230E-01  -6.68910E-02   1.89650E-02
  40 <-  9  1.17764E+01   -8.35460E-06   1.71940E-02  -5.67050E-02   1.00590E-01  -7.31180E-02   2.62090E-02
  41 <-  9  1.18120E+01   -3.24610E-06   1.50150E-02  -5.04810E-02   9.37240E-02  -7.70000E-02   3.22860E-02
  42 <-  9  1.18450E+01    3.06270E-07   1.25020E-02  -4.30000E-02   8.38770E-02  -7.67960E-02   3.57300E-02
  43 <-  9  1.18747E+01   -1.46970E-07   9.89610E-03  -3.49060E-02   7.15820E-02  -7.18260E-02   3.58470E-02
  44 <-  9  1.19005E+01    8.15790E-07   7.34340E-03  -2.66190E-02   5.73340E-02  -6.20840E-02   3.25140E-02
  45 <-  9  1.19210E+01    2.62630E-06   4.83790E-03  -1.79980E-02   4.04600E-02  -4.64240E-02   2.50930E-02
  46 <-  9  1.19340E+01    8.33510E-07   2.06420E-03  -7.82320E-03   1.80960E-02  -2.15040E-02   1.18270E-02
  DE <-  9  1.19367E+01   -3.16110E-04   4.06410E-01  -1.00560E+00  -7.50750E-03   4.13850E+00  -3.76230E+00
