   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 9.3387e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.7570e+002 1.0163e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.2045e+001 7.7950e+002 1.0819e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.3486e+000 9.6632e+001 9.0861e+002 1.1353e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 6.4577e-001 6.5139e+000 1.7297e+002 9.1610e+002 1.1675e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 4.0299e-001 3.1140e-001 1.7472e+001 2.6739e+002 8.1368e+002 1.1739e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 5.7376e-001 2.0489e-001 2.1521e+000 3.6204e+001 3.7832e+002 6.1106e+002 1.1496e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.2326e-002 1.3765e-001 2.1819e-001 7.2667e+000 6.1525e+001 4.9535e+002 3.5524e+002 1.0902e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.1319e+000 8.5261e-002 4.9104e-001 5.5910e-003 1.5183e+001 9.7324e+001 6.0059e+002 1.1940e+002 9.9330e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 3.3133e-001 1.6945e-001 2.9105e-002 8.9761e-001 5.9769e-001 2.7058e+001 1.5024e+002 6.6505e+002 1.1756e+000 8.5962e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 5.0173e-002 8.3774e-003 2.9890e-001 1.9264e-002 2.1587e+000 2.5905e+000 4.1165e+001 2.1691e+002 6.4659e+002 1.0720e+002 6.9424e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.9230e-001 8.3359e-002 1.1772e-002 5.4840e-001 1.0130e-001 4.3010e+000 8.7322e+000 7.0874e+001 2.9512e+002 5.1022e+002 5.1244e+002 5.0877e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 3.7140e-002 1.0256e-002 3.0409e-001 1.8943e-002 4.1325e-001 1.0796e+000 6.3770e+000 1.4967e+001 1.1217e+002 3.5921e+002 2.6569e+002 1.1719e+003 3.2393e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 1.0687e-002 1.5931e-002 1.9239e-001 2.1891e-001 1.6061e-001 2.9135e-002 2.4584e+000 1.0128e+001 2.9993e+001 1.6717e+002 3.5496e+002 3.3483e+001 1.8173e+003 1.6581e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 6.2241e-002 4.7385e-002 1.6840e-002 3.4088e-001 1.5815e-002 1.5831e-001 4.2403e-001 6.2209e+000 1.5223e+001 5.7296e+001 2.1596e+002 2.2242e+002 6.4405e+001 1.9576e+003 6.0879e+002 0.0000e+000 0.0000e+000 0.0000e+000
          15 6.4676e-002 3.8668e-002 7.0385e-003 1.8063e-001 1.3414e-001 2.6170e-002 6.9728e-002 2.3438e+000 9.0872e+000 2.4686e+001 9.2318e+001 1.8589e+002 2.8214e+001 4.4438e+002 1.2749e+003 1.2626e+002 0.0000e+000 0.0000e+000
          16 3.4532e-002 1.7445e-002 1.9545e-002 5.6654e-002 1.1224e-001 3.5293e-004 2.2537e-002 6.7343e-001 4.0109e+000 1.0787e+001 3.5007e+001 8.8321e+001 4.9258e+001 6.1266e+001 5.3866e+002 3.6508e+002 6.6109e+000 0.0000e+000
          17 8.0573e-003 3.7586e-003 6.8051e-003 1.0096e-002 2.9673e-002 1.4487e-003 5.4988e-003 1.2322e-001 8.8222e-001 2.4677e+000 7.5602e+000 2.0104e+001 1.4884e+001 6.2111e+000 1.0930e+002 1.0682e+002 1.4678e+001 0.0000e+000
