   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14
           0 1.2427e+005 1.4860e+003 1.4526e+003 2.1676e+002 1.9996e+001 1.2245e+000 4.1408e-002 1.4848e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.3329e+005 1.4322e+005 3.0970e+002 3.2215e+003 8.8756e+002 1.4249e+002 1.7497e+001 1.7396e+000 1.4542e-001 7.8172e-003 4.9563e-003 2.4375e-003 1.2513e-003 7.0400e-004 3.8264e-004
           2 5.4160e+003 2.8832e+005 1.4739e+005 5.6898e+002 4.0549e+003 2.0131e+003 5.1395e+002 1.0795e+002 2.1271e+001 2.1329e+000 1.6524e+000 9.9539e-001 6.0417e-001 3.8626e-001 2.3095e-001
           3 7.0730e+001 1.8631e+004 4.5117e+005 1.3097e+005 6.3553e+003 3.0637e+003 3.2201e+003 1.2344e+003 3.6299e+002 4.5124e+001 3.7117e+001 2.3663e+001 1.5008e+001 9.9062e+000 6.0604e+000
           4 6.0779e+000 7.8277e+001 3.5147e+004 5.8491e+005 8.9714e+004 2.0570e+004 5.7789e+002 3.3194e+003 1.9552e+003 3.0513e+002 2.6423e+002 1.7619e+002 1.1545e+002 7.7937e+001 4.8431e+001
           5 3.2681e+000 1.3579e+002 3.0834e+001 4.9837e+004 6.6749e+005 3.4305e+004 3.9282e+004 1.4580e+003 7.1620e+002 3.3580e+002 3.5126e+002 2.7295e+002 1.9862e+002 1.4377e+002 9.3655e+001
           6 1.0680e-001 6.1367e+000 3.9587e+002 2.3126e+002 7.6328e+004 6.9615e+005 7.6862e+001 4.2222e+004 1.3183e+004 1.0397e+003 7.0236e+002 3.5861e+002 1.8605e+002 1.0416e+002 5.5968e+001
           7 3.7047e-001 1.2707e+001 4.1252e+001 1.5109e+002 2.3268e+000 1.3034e+005 6.1683e+005 5.1839e+004 7.2506e+003 3.9764e+003 4.0884e+003 3.0929e+003 2.1923e+003 1.5532e+003 9.9510e+002
           8 4.9201e-002 1.4793e-001 5.1372e+001 3.4942e+002 2.1528e+001 1.9946e+003 2.1765e+005 3.6615e+005 1.8631e+005 1.5345e+004 1.0318e+004 5.2108e+003 2.6678e+003 1.4746e+003 7.8373e+002
           9 1.5683e-001 5.8233e+000 2.7446e+001 8.9420e-001 5.0337e+002 7.0053e+002 1.6303e+004 3.0963e+005 4.0722e+004 3.4644e+004 3.7547e+004 2.9510e+004 2.1415e+004 1.5390e+004 9.9494e+003
          10 4.2730e-001 3.7498e-001 3.8103e+000 9.0705e+001 5.5001e+001 7.0465e+002 4.7251e+003 6.8915e+004 2.2527e+005 2.9097e+004 1.9741e+004 9.5088e+003 4.4581e+003 2.2193e+003 1.0615e+003
          11 7.3837e-002 1.6258e+000 1.3581e+001 2.8038e+001 2.6796e+001 9.8888e+001 1.6525e+003 2.5053e+004 1.5138e+005 1.6332e+002 8.6623e+002 3.0006e+003 3.9108e+003 3.7964e+003 2.9245e+003
          12 4.7299e-002 1.5564e+000 2.0381e+000 2.2167e+000 7.2486e+001 1.4998e-002 2.6700e+001 8.4841e+003 1.0224e+005 7.9439e+003 1.4734e+004 1.4655e+004 1.1571e+004 8.5158e+003 5.5114e+003
          13 1.1855e-001 1.1720e-001 1.0328e+000 2.2737e+001 2.4404e+001 5.6014e+001 4.1333e+001 5.8926e+002 6.1404e+004 3.3571e+004 3.5949e+004 2.4117e+004 1.4325e+004 8.5447e+003 4.7249e+003
          14 2.9309e-002 6.1213e-002 4.3206e+000 1.3165e+001 5.2644e-001 5.4986e+001 2.7365e+001 5.2782e+002 2.6094e+004 8.2652e+004 5.6496e+004 2.3600e+004 8.8140e+003 3.3580e+003 1.2049e+003
          15 3.9049e-004 1.2031e-001 3.0915e+000 4.0446e-001 1.4501e+001 1.2886e+001 5.1114e+001 1.2313e+002 1.9192e+004 1.9253e+005 5.8089e+004 5.7011e+003 1.3559e+001 1.2687e+003 1.9349e+003
