   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
           0 5.8068e+005 2.4398e+005 5.6074e+004 5.9100e+003 6.3658e+001 1.7212e+003 2.0631e+003 1.4063e+003 7.7136e+002 3.8756e+002 1.8334e+002 8.0130e+001 3.1913e+001 1.1801e+001 4.2665e+000 1.5947e+000 6.2616e-001 2.4797e-001 9.2961e-002 3.1680e-002 9.9242e-003 3.0727e-003 1.0334e-003 3.7821e-004 1.2684e-004 2.6885e-005 7.2185e-007 2.5657e-006 5.4554e-006 3.7343e-006 1.2324e-006 1.7154e-007 4.4084e-009 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.1678e+006 4.0706e+002 1.0879e+005 7.7319e+004 2.7485e+004 3.6510e+003 3.0931e+002 3.3792e+003 4.4077e+003 3.2196e+003 1.7967e+003 9.1544e+002 4.7404e+002 2.5236e+002 1.2966e+002 5.9617e+001 2.3367e+001 7.7390e+000 2.2838e+000 7.0493e-001 2.9017e-001 1.7186e-001 1.1883e-001 7.5436e-002 3.7919e-002 1.3297e-002 2.4453e-003 2.1049e-005 3.5698e-004 6.5606e-004 4.9118e-004 2.1446e-004 5.3554e-005 5.2427e-006 8.7474e-009 2.9685e-007 2.4904e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.3776e+006 2.4893e+006 2.9106e+005 1.8001e+004 3.9024e+004 2.0875e+004 1.0376e+004 2.3807e+003 2.2358e+002 4.1344e+003 6.8661e+003 5.6026e+003 3.0561e+003 1.3653e+003 6.2528e+002 3.4843e+002 2.2893e+002 1.4980e+002 8.4568e+001 3.7776e+001 1.2421e+001 2.6774e+000 2.8417e-001 4.4212e-003 6.4396e-006 1.3919e-002 6.4421e-002 1.0759e-001 1.0358e-001 6.4989e-002 2.5945e-002 5.0371e-003 1.3732e-005 1.1912e-003 2.2244e-003 1.8217e-003 9.1450e-004 2.8969e-004 5.0763e-005 3.0902e-006 5.1662e-009 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 3.2437e+006 1.0726e+007 1.7455e+006 1.1742e+006 6.7576e+002 5.5897e+004 1.3311e+004 9.9194e+002 1.0792e+003 1.1650e+003 3.3658e+000 2.7493e+003 7.3205e+003 8.0140e+003 5.2060e+003 2.3000e+003 7.8111e+002 2.6467e+002 1.3735e+002 1.1911e+002 1.1683e+002 9.6342e+001 5.9654e+001 2.5880e+001 6.7793e+000 5.5890e-001 1.0807e-001 5.2509e-001 4.4060e-001 1.4664e-001 4.3253e-003 3.2196e-002 9.7657e-002 1.1593e-001 8.6820e-002 4.4950e-002 1.5323e-002 2.5267e-003 2.4712e-007 6.3929e-004 1.0353e-003 7.4765e-004 3.0937e-004 6.3986e-005 2.4646e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.4957e+006 1.2981e+007 1.6725e+007 1.9394e+005 2.2757e+006 2.0619e+005 5.9695e+004 6.5314e+004 3.6060e+003 1.4272e+003 7.9072e+002 8.4003e-001 7.0348e+000 1.2545e+003 4.9467e+003 7.5323e+003 6.5589e+003 3.7365e+003 1.4672e+003 4.1200e+002 9.7342e+001 3.5753e+001 3.5366e+001 5.0875e+001 6.1260e+001 5.4515e+001 3.5215e+001 1.5838e+001 4.2087e+000 2.7006e-001 2.1162e-001 8.2759e-001 9.1517e-001 5.8049e-001 2.2137e-001 3.4741e-002 1.0525e-003 2.7725e-002 4.9445e-002 4.8412e-002 3.3531e-002 1.7539e-002 6.8817e-003 1.8657e-003 2.6160e-004 1.1660e-006 2.4988e-005 3.1276e-005 1.4642e-005 3.4066e-006 4.0590e-007 3.8237e-008
           5 9.2527e+004 3.7628e+006 2.0356e+007 1.5466e+007 2.5399e+005 2.0520e+006 7.7907e+005 2.1288e+001 9.3421e+004 3.4039e+004 7.6070e+001 4.0888e+003 2.7520e+003 5.3795e+002 2.8352e+002 1.2777e+003 3.8395e+003 6.1379e+003 6.1525e+003 4.2741e+003 2.1526e+003 7.9371e+002 2.1478e+002 4.7598e+001 1.5481e+001 1.5201e+001 2.4604e+001 3.4144e+001 3.5506e+001 2.7730e+001 1.6261e+001 6.8244e+000 1.6959e+000 7.9340e-002 1.4977e-001 5.2933e-001 6.5927e-001 5.2983e-001 3.1001e-001 1.3106e-001 3.4380e-002 2.3762e-003 1.7511e-003 8.2016e-003 1.1449e-002 1.0457e-002 7.4562e-003 4.4633e-003 2.3391e-003 1.0960e-003 4.4114e-004 1.4098e-004
           6 4.3097e+004 1.5145e+003 4.6051e+006 2.5556e+007 1.3458e+007 1.4265e+006 1.3439e+006 1.3200e+006 8.0476e+004 5.9027e+004 7.4211e+004 9.6132e+003 1.9648e+003 7.4392e+003 4.0028e+003 1.0204e+003 5.1765e+002 1.2750e+003 3.2067e+003 5.1824e+003 5.6600e+003 4.4552e+003 2.6109e+003 1.1456e+003 3.7040e+002 8.6720e+001 1.6512e+001 5.4731e+000 6.9610e+000 1.3439e+001 2.0843e+001 2.4231e+001 2.1725e+001 1.5286e+001 8.3247e+000 3.2628e+000 7.0966e-001 8.8234e-003 1.6439e-001 4.5275e-001 5.7087e-001 5.0661e-001 3.5609e-001 2.0674e-001 9.9888e-002 3.9276e-002 1.1691e-002 2.1117e-003 6.2173e-005 1.2491e-004 2.5155e-004 1.3894e-004
           7 4.3614e+003 1.2387e+005 8.5052e+003 5.9139e+006 3.0231e+007 1.1251e+007 2.6967e+006 5.9859e+005 1.5530e+006 3.1116e+005 8.2324e+003 8.5747e+004 3.6674e+004 5.0791e+002 6.1488e+003 8.9141e+003 4.5142e+003 1.4883e+003 7.9707e+002 1.3027e+003 2.7222e+003 4.3031e+003 4.8999e+003 4.1771e+003 2.7557e+003 1.4258e+003 5.7254e+002 1.7166e+002 3.6049e+001 5.4348e+000 1.4545e+000 2.5018e+000 6.4294e+000 1.1723e+001 1.5291e+001 1.5290e+001 1.2241e+001 7.9711e+000 4.1601e+000 1.6238e+000 3.7451e-001 9.1795e-003 6.9878e-002 2.3191e-001 3.3866e-001 3.5567e-001 3.0778e-001 2.3247e-001 1.5736e-001 9.4876e-002 4.6757e-002 1.6677e-002
           8 1.4868e+004 3.4349e+004 3.4456e+004 2.1628e+004 6.5061e+006 3.3986e+007 1.0375e+007 3.3453e+006 1.8031e+005 1.5012e+006 5.6148e+005 6.1318e+003 6.4062e+004 6.2084e+004 9.3518e+003 1.5752e+003 9.7708e+003 9.0789e+003 4.2943e+003 1.5330e+003 8.8323e+002 1.2953e+003 2.4118e+003 3.6326e+003 4.1734e+003 3.7537e+003 2.7045e+003 1.5705e+003 7.2689e+002 2.5960e+002 6.6969e+001 1.1016e+001 1.0240e+000 2.2268e-001 8.3980e-001 2.9835e+000 6.2303e+000 9.0225e+000 1.0086e+001 9.2038e+000 7.0404e+000 4.5416e+000 2.4340e+000 1.0307e+000 2.9854e-001 3.2010e-002 6.7041e-003 5.9528e-002 1.0345e-001 1.0772e-001 7.3141e-002 3.0215e-002
           9 1.7052e-027 3.9216e-027 3.9734e-027 2.4315e-027 7.4478e-025 3.8516e-024 1.1073e-024 5.5396e-025 2.5803e-025 1.0111e-024 3.6801e-023 7.9900e-022 1.2411e-020 2.9975e-019 4.9845e-018 1.3157e-016 2.4611e-015 3.7569e-014 5.1450e-013 1.0008e-011 1.5118e-010 1.8571e-009 2.3264e-008 3.6879e-007 3.6565e-006 4.2561e-005 3.0679e-004 2.8592e-003 2.1043e-002 1.4768e-001 1.0110e+000 5.7035e+000 3.3324e+001 1.5327e+002 6.4936e+002 2.5852e+003 8.8943e+003 2.7945e+004 7.7646e+004 1.9022e+005 4.0507e+005 7.3937e+005 1.1291e+006 1.3962e+006 1.3207e+006 8.6341e+005 3.1331e+005 3.0991e+004 1.7005e+003 9.0439e+002 4.1384e+002 8.1364e+001
          10 4.6038e-029 4.9618e-029 2.2119e-028 3.9512e-031 1.4220e-026 7.9830e-027 2.5335e-025 3.7810e-024 2.4852e-023 3.2779e-022 4.9710e-021 1.0428e-019 1.5057e-018 3.2751e-017 5.0770e-016 1.2036e-014 2.0750e-013 2.9607e-012 3.8080e-011 6.7087e-010 9.3140e-009 1.0649e-007 1.2281e-006 1.7192e-005 1.5755e-004 1.6266e-003 1.1070e-002 9.1547e-002 6.1096e-001 3.8358e+000 2.2934e+001 1.1506e+002 5.6542e+002 2.2827e+003 8.3215e+003 2.7454e+004 7.8346e+004 1.9587e+005 4.1767e+005 7.4165e+005 1.0522e+006 1.1048e+006 7.2095e+005 1.4678e+005 6.9201e+004 7.3077e+005 1.1573e+006 5.6392e+005 1.7836e+004 2.2364e+004 1.0584e+003 1.6311e-001
          11 3.2615e-027 5.0604e-028 3.4822e-026 1.0140e-027 6.3486e-025 9.1615e-025 6.2383e-023 4.2791e-022 2.2671e-021 2.6421e-020 3.5784e-019 6.6308e-018 8.8803e-017 1.7404e-015 2.5101e-014 5.3434e-013 8.4830e-012 1.1301e-010 1.3634e-009 2.1754e-008 2.7747e-007 2.9495e-006 3.1293e-005 3.8748e-004 3.2775e-003 3.0072e-002 1.9235e-001 1.4126e+000 8.5296e+000 4.7824e+001 2.4988e+002 1.1101e+003 4.6205e+003 1.6214e+004 5.0340e+004 1.3686e+005 3.1708e+005 6.1520e+005 9.6310e+005 1.1435e+006 9.0679e+005 3.2984e+005 6.5934e+001 3.3013e+005 6.2087e+005 1.5626e+005 2.0993e+005 1.1744e+006 5.6351e+005 1.6892e+004 1.4603e+004 9.1714e+003
          12 4.4045e-025 2.4917e-025 1.2488e-023 8.9824e-025 5.5450e-023 9.8226e-022 1.4562e-020 4.0970e-020 1.3055e-019 1.3889e-018 1.6822e-017 2.7323e-016 3.3852e-015 5.9696e-014 7.9959e-013 1.5281e-011 2.2323e-010 2.7734e-009 3.1348e-008 4.5307e-007 5.3071e-006 5.2396e-005 5.1105e-004 5.6079e-003 4.3723e-002 3.5723e-001 2.1378e+000 1.3954e+001 7.6068e+001 3.8019e+002 1.7368e+003 6.7999e+003 2.4082e+004 7.2683e+004 1.8982e+005 4.2025e+005 7.6781e+005 1.1066e+006 1.1656e+006 7.5380e+005 1.5769e+005 4.5249e+004 4.6873e+005 4.9379e+005 3.0642e+004 2.5981e+005 3.4885e+005 8.4302e+004 1.2871e+006 1.9509e+005 1.7240e+005 3.5125e+004
          13 6.9967e-013 9.3434e-012 7.9084e-011 1.1462e-011 8.3983e-011 6.7695e-009 4.0324e-008 1.2055e-008 3.4182e-009 2.3632e-011 1.4231e-009 7.9074e-010 5.1612e-011 2.1547e-011 1.7882e-010 2.0044e-010 5.1186e-009 6.0161e-008 6.2079e-007 8.2883e-006 8.9571e-005 8.2621e-004 7.4573e-003 7.3409e-002 5.3065e-001 3.9067e+000 2.1910e+001 1.2850e+002 6.3667e+002 2.8597e+003 1.1552e+004 4.0107e+004 1.2270e+005 3.1931e+005 7.0197e+005 1.2643e+006 1.7883e+006 1.8249e+006 1.1143e+006 1.9434e+005 1.0259e+005 7.5883e+005 7.0832e+005 3.1260e+004 3.7881e+005 4.8584e+005 4.2665e+004 1.0238e+006 1.2507e+005 3.2000e+005 3.2846e+004 1.8989e+002
          14 8.3748e-022 1.4981e-020 1.1435e-019 1.7769e-020 1.0543e-019 9.6978e-018 5.2719e-017 8.7185e-018 2.3628e-017 5.6798e-017 5.0573e-016 8.4287e-015 9.3629e-014 1.4860e-012 1.8460e-011 3.1662e-010 4.2531e-009 4.9219e-008 5.2056e-007 6.8171e-006 7.3316e-005 6.7159e-004 6.0185e-003 5.8651e-002 4.2096e-001 3.0694e+000 1.7107e+001 9.9331e+001 4.8774e+002 2.1688e+003 8.6607e+003 2.9725e+004 8.9700e+004 2.3009e+005 4.9732e+005 8.7744e+005 1.2086e+006 1.1871e+006 6.7633e+005 9.0843e+004 9.9944e+004 5.3353e+005 4.2647e+005 6.0937e+003 2.9585e+005 3.0690e+005 2.1320e+004 2.7865e+005 1.7100e+005 1.1958e+006 8.3318e+004 5.5977e+002
          15 1.3595e-023 1.8768e-020 5.5865e-020 2.0440e-020 8.6956e-021 3.7766e-018 4.5862e-018 3.5965e-017 3.2589e-016 1.6698e-015 1.5211e-014 1.9501e-013 2.0288e-012 2.8848e-011 3.3136e-010 5.1010e-009 6.2948e-008 6.7769e-007 6.6974e-006 7.9495e-005 7.8467e-004 6.6617e-003 5.4817e-002 4.7543e-001 3.1369e+000 2.0454e+001 1.0566e+002 5.4619e+002 2.4094e+003 9.5079e+003 3.3154e+004 9.9095e+004 2.5409e+005 5.4557e+005 9.5355e+005 1.2899e+006 1.2335e+006 6.6790e+005 7.2757e+004 1.2758e+005 5.6780e+005 4.1527e+005 3.1302e+003 3.0131e+005 3.0845e+005 1.1585e+004 3.3964e+005 6.1438e+003 1.1331e+005 5.4715e+005 1.8712e+005 1.8202e+005
          16 2.3484e-020 9.1436e-019 1.3110e-018 1.1803e-018 2.0843e-020 6.2669e-017 4.3923e-018 2.7764e-015 1.1308e-014 4.2262e-014 3.4035e-013 3.7905e-012 3.5899e-011 4.5714e-010 4.8448e-009 6.6900e-008 7.5764e-007 7.5770e-006 6.9864e-005 7.5172e-004 6.8072e-003 5.3497e-002 4.0388e-001 3.1240e+000 1.8919e+001 1.1051e+002 5.2650e+002 2.4238e+003 9.5759e+003 3.3427e+004 1.0150e+005 2.6199e+005 5.6611e+005 9.9636e+005 1.3579e+006 1.3093e+006 7.1839e+005 8.3936e+004 1.2438e+005 5.8568e+005 4.4844e+005 7.5714e+003 2.8341e+005 3.4586e+005 7.2116e+002 3.2021e+005 4.2138e+004 2.4309e+005 3.2661e+004 8.7492e+000 5.3032e+005 1.5181e+005
          17 7.7439e-018 1.2203e-016 8.4490e-017 1.9857e-016 1.5804e-019 2.8301e-015 1.1729e-014 2.7676e-013 4.8983e-013 8.6026e-013 6.5087e-012 6.3267e-011 5.3601e-010 6.1120e-009 5.9587e-008 7.3756e-007 7.6563e-006 7.1013e-005 6.0987e-004 5.9494e-003 4.9399e-002 3.5888e-001 2.4837e+000 1.7167e+001 9.5264e+001 4.9923e+002 2.1825e+003 8.9460e+003 3.1537e+004 9.6966e+004 2.5520e+005 5.6249e+005 1.0088e+006 1.4101e+006 1.4071e+006 8.2327e+005 1.2450e+005 9.5319e+004 5.8348e+005 5.1629e+005 2.6123e+004 2.4039e+005 4.0194e+005 7.1969e+003 2.7992e+005 1.2566e+005 1.4023e+005 1.0750e+005 2.0302e+005 7.6187e+004 7.8856e+004 1.7602e+002
          18 1.5092e-005 1.4881e-004 4.7646e-005 2.9704e-004 3.5952e-006 1.3137e-003 2.2545e-002 1.9190e-001 6.9365e-002 1.0554e-002 1.8014e-005 5.6274e-003 3.7404e-003 5.2135e-004 4.4069e-005 4.1628e-004 2.6330e-005 8.3860e-004 5.4264e-003 4.1272e-002 3.4853e-001 2.2889e+000 1.4813e+001 9.2786e+001 4.7689e+002 2.2758e+003 9.1972e+003 3.4060e+004 1.0839e+005 2.9715e+005 6.8666e+005 1.3038e+006 1.9500e+006 2.1417e+006 1.4766e+006 3.8136e+005 3.2276e+004 6.8963e+005 8.9910e+005 1.6729e+005 1.7108e+005 6.4895e+005 1.2227e+005 2.2559e+005 3.8416e+005 2.5309e+004 3.5199e+005 3.1397e+004 2.8042e+005 2.5276e+004 5.3740e+004 1.5832e+004
          19 1.8268e-014 1.6952e-013 4.7004e-014 3.4899e-013 5.2589e-015 1.2867e-012 2.6427e-011 1.9551e-010 4.1712e-011 6.6194e-011 1.0619e-010 7.5434e-010 7.3688e-009 7.0356e-008 6.3278e-007 7.0230e-006 6.6682e-005 5.7262e-004 4.5716e-003 4.0433e-002 3.0761e-001 2.0628e+000 1.3073e+001 8.0886e+001 4.1047e+002 1.9315e+003 7.7078e+003 2.8102e+004 8.7994e+004 2.3692e+005 5.3625e+005 9.9382e+005 1.4421e+006 1.5186e+006 9.7522e+005 2.0422e+005 5.1544e+004 5.5164e+005 6.0637e+005 7.3617e+004 1.7307e+005 4.5644e+005 4.9180e+004 2.0794e+005 2.3479e+005 4.2825e+004 2.3183e+005 3.9873e+004 8.9397e+004 3.0711e+005 9.8872e+004 2.5725e+003
          20 1.4214e-014 8.8021e-014 4.7270e-015 2.2740e-013 1.2572e-014 2.1246e-013 1.4246e-011 3.2820e-011 4.3858e-011 5.5036e-010 1.6470e-009 1.1291e-008 8.2124e-008 7.2360e-007 5.9242e-006 5.8763e-005 5.0994e-004 4.0449e-003 2.9959e-002 2.4018e-001 1.6729e+000 1.0337e+001 5.9915e+001 3.3234e+002 1.5389e+003 6.5039e+003 2.3562e+004 7.6254e+004 2.1086e+005 4.9323e+005 9.4884e+005 1.4456e+006 1.6260e+006 1.1664e+006 3.3554e+005 1.1814e+004 4.7953e+005 6.9781e+005 1.6591e+005 9.1684e+004 4.8365e+005 1.3980e+005 1.1324e+005 3.3175e+005 3.6576e+000 2.7543e+005 5.2111e+003 2.1541e+005 1.2359e+004 9.2420e+003 4.8447e+005 2.7977e+004
          21 2.7575e-013 1.1845e-012 9.9965e-015 3.8395e-012 5.8385e-013 9.0660e-013 1.6687e-010 3.8012e-011 2.8113e-009 1.1217e-008 2.2851e-008 1.3468e-007 8.6382e-007 6.6587e-006 4.9669e-005 4.3989e-004 3.4801e-003 2.5442e-002 1.7439e-001 1.2670e+000 8.0710e+000 4.5867e+001 2.4280e+002 1.2087e+003 5.0938e+003 1.9326e+004 6.3184e+004 1.8091e+005 4.3853e+005 8.8153e+005 1.4157e+006 1.7124e+006 1.3815e+006 5.2800e+005 2.0317e+003 3.6707e+005 7.6282e+005 3.1055e+005 2.2007e+004 4.5694e+005 2.7532e+005 2.8511e+004 3.7249e+005 4.7741e+004 2.1031e+005 1.0752e+005 1.4659e+005 4.4800e+004 1.7262e+005 3.4141e+003 9.8187e+004 2.9190e+004
          22 1.7743e-011 5.2122e-011 1.2977e-011 2.1644e-010 7.8012e-011 1.2429e-011 5.9959e-009 2.3594e-009 2.1975e-007 3.6175e-007 2.7688e-007 1.5068e-006 8.5853e-006 5.5578e-005 3.7892e-004 2.9864e-003 2.1480e-002 1.4436e-001 9.1334e-001 6.0098e+000 3.4967e+001 1.8237e+002 8.8008e+002 3.9341e+003 1.5045e+004 5.1164e+004 1.4999e+005 3.7802e+005 7.9535e+005 1.3528e+006 1.7641e+006 1.5967e+006 7.8073e+005 5.1932e+004 2.2741e+005 7.6956e+005 4.9676e+005 1.8720e+003 3.6342e+005 4.2564e+005 1.4696e+003 3.2619e+005 1.7914e+005 8.6434e+004 2.5182e+005 2.4463e+004 1.9698e+005 5.6015e+004 5.1990e+004 1.6641e+005 1.2776e+004 5.6584e+004
          23 2.1693e+001 4.4496e+001 4.1417e+001 2.3585e+002 1.6071e+002 3.0858e+000 4.4202e+003 1.2254e+004 2.3465e+005 1.2506e+005 4.2535e+003 4.3376e+002 7.0016e+003 4.0891e+003 9.0644e+002 1.7981e+001 3.2612e+002 2.3417e+002 8.6648e+001 4.4391e+001 2.7229e+001 1.1923e+003 2.3765e+003 1.3912e+004 4.3542e+004 1.4143e+005 3.6975e+005 8.4727e+005 1.5567e+006 2.2981e+006 2.4274e+006 1.6202e+006 3.6781e+005 5.7001e+004 8.3218e+005 9.9988e+005 1.7299e+005 1.9757e+005 7.3117e+005 1.7245e+005 1.8640e+005 4.9869e+005 2.0961e+003 3.9021e+005 6.4881e+004 2.6972e+005 4.2590e+004 2.4282e+005 1.3692e+004 1.0583e+005 1.1209e+004 2.6069e+004
          24 5.3333e-009 9.9404e-009 1.2124e-008 5.6336e-008 4.4336e-008 4.3990e-010 9.6363e-007 3.6001e-006 5.4357e-005 1.8884e-005 1.0102e-005 1.2742e-005 5.2620e-005 4.8428e-004 2.5979e-003 1.8578e-002 1.2150e-001 7.4635e-001 4.3493e+000 2.5895e+001 1.3740e+002 6.5604e+002 2.8802e+003 1.1561e+004 3.9977e+004 1.2154e+005 3.1711e+005 6.9834e+005 1.2584e+006 1.7704e+006 1.7915e+006 1.0804e+006 1.8663e+005 9.3464e+004 6.9656e+005 6.8981e+005 6.7987e+004 2.1892e+005 5.3722e+005 7.1073e+004 2.0226e+005 3.3328e+005 3.3804e+003 3.1022e+005 1.7053e+004 2.3072e+005 8.7985e+003 1.8483e+005 2.6033e+004 1.4311e+004 2.4986e+005 1.5153e+003
          25 2.7150e-009 2.6353e-009 1.3483e-008 2.4090e-008 4.0584e-008 1.0059e-010 2.5938e-007 3.2913e-006 1.7018e-005 1.9558e-006 7.8995e-005 1.4706e-004 5.8509e-004 3.3314e-003 1.7165e-002 1.0749e-001 6.3363e-001 3.5587e+000 1.9013e+001 1.0232e+002 4.9412e+002 2.1538e+003 8.5801e+003 3.0896e+004 9.6189e+004 2.6034e+005 5.9931e+005 1.1410e+006 1.7278e+006 1.9406e+006 1.4029e+006 4.1806e+005 9.3404e+003 5.4362e+005 8.3930e+005 2.3526e+005 7.4399e+004 5.5422e+005 2.3729e+005 6.3194e+004 4.1908e+005 4.2945e+004 2.2976e+005 1.5364e+005 1.0774e+005 1.4783e+005 1.0463e+005 4.7217e+004 1.4537e+005 2.0371e+004 3.9547e+004 8.5613e+004
          26 2.2122e-008 5.9275e-009 2.1648e-007 1.5462e-007 5.9155e-007 1.6286e-008 1.1526e-006 3.6509e-005 5.7782e-005 2.5496e-004 1.2885e-003 1.4831e-003 4.9697e-003 2.3642e-002 1.0502e-001 5.8283e-001 3.0852e+000 1.5749e+001 7.6894e+001 3.7333e+002 1.6369e+003 6.4916e+003 2.3393e+004 7.5424e+004 2.1029e+005 5.0369e+005 1.0119e+006 1.6402e+006 2.0290e+006 1.7130e+006 7.3746e+005 1.9987e+004 3.4065e+005 8.9116e+005 4.8058e+005 8.5222e+002 4.5261e+005 4.4428e+005 1.1354e+001 3.7410e+005 2.0382e+005 7.9631e+004 3.0848e+005 2.8188e+003 2.6416e+005 4.6114e+002 1.9945e+005 3.2750e+004 5.4285e+004 1.1635e+005 4.6214e+002 1.2191e+005
          27 6.7386e-007 1.4886e-008 1.3201e-005 3.1785e-006 3.3992e-005 2.7613e-006 2.0964e-005 1.4183e-003 2.2096e-004 2.2590e-002 4.4004e-002 1.5843e-002 4.4310e-002 1.7743e-001 5.9820e-001 3.0143e+000 1.4154e+001 6.5232e+001 2.9006e+002 1.2669e+003 5.0281e+003 1.8071e+004 5.8669e+004 1.6884e+005 4.1875e+005 8.8012e+005 1.5212e+006 2.0516e+006 1.9808e+006 1.1160e+006 1.5499e+005 1.4378e+005 8.1833e+005 7.4019e+005 5.7561e+004 2.6582e+005 5.9753e+005 7.8185e+004 2.1718e+005 3.8816e+005 3.1370e+001 3.3162e+005 6.4118e+004 1.9714e+005 9.2474e+004 1.5591e+005 3.6799e+004 1.6562e+005 1.3385e+004 2.4399e+004 1.3542e+005 1.3744e+004
          28 5.6186e+002 4.1670e+002 1.9057e+004 1.5725e+003 4.7544e+004 6.7009e+003 1.3501e+004 1.4588e+006 5.0298e+004 3.2088e+007 3.0416e+007 6.0956e+004 3.9653e+005 1.5552e+006 4.1270e+005 1.8688e+005 3.0974e+003 3.7044e+004 4.2836e+004 1.2145e+004 7.6237e+001 2.4944e+003 1.8591e+004 1.0684e+003 2.7569e+004 6.1540e+003 3.7806e+004 2.0993e+004 3.2909e+004 3.4194e+003 1.8599e+003 1.5233e+004 4.9094e+003 1.3729e+004 2.7162e+003 2.9620e+003 9.8913e+003 6.8393e+002 4.1276e+003 3.2198e+003 1.7781e+003 4.1509e+003 6.0721e+001 3.7648e+003 6.6804e+000 3.1624e+003 1.2616e+002 1.7037e+003 1.2703e+003 3.4394e+001 5.3874e+002 6.9827e+000
          29 1.9266e-005 3.3338e-005 8.6932e-004 3.5462e-005 2.1408e-003 3.7612e-004 4.2823e-004 5.6799e-002 1.1597e-002 1.3889e+000 8.6913e-001 1.1308e-001 1.7308e-001 5.4276e-001 4.0851e+000 1.3872e+001 6.1377e+001 2.5664e+002 1.0221e+003 4.0228e+003 1.4380e+004 4.6606e+004 1.3568e+005 3.4672e+005 7.5846e+005 1.3822e+006 2.0148e+006 2.1817e+006 1.5130e+006 4.1720e+005 1.8700e+004 6.3365e+005 9.3317e+005 2.5644e+005 8.1704e+004 6.1438e+005 2.8535e+005 5.2092e+004 4.6559e+005 8.4125e+004 1.9848e+005 2.4742e+005 4.3491e+004 2.5859e+005 1.5481e+004 2.0019e+005 4.4590e+004 7.8618e+004 1.2288e+005 1.4220e+004 6.1083e+003 1.1220e+005
          30 5.5314e-006 1.0254e-004 8.7955e-004 2.8206e-006 2.0824e-003 6.8719e-004 1.2621e-004 3.4008e-002 6.1809e-002 1.0219e+000 2.9426e-002 1.7102e+000 2.1590e+000 5.5639e+000 2.1244e+001 6.7523e+001 2.5693e+002 9.5147e+002 3.4165e+003 1.1993e+004 3.8456e+004 1.1174e+005 2.8970e+005 6.5284e+005 1.2449e+006 1.9340e+006 2.3079e+006 1.8864e+006 7.8087e+005 1.6292e+004 3.9150e+005 9.9650e+005 5.4806e+005 6.0343e+001 4.7930e+005 5.2623e+005 4.0867e+003 3.7550e+005 2.9048e+005 3.8124e+004 3.7140e+005 1.1784e+004 2.6850e+005 4.6467e+004 2.0138e+005 2.3905e+004 1.8620e+005 5.6415e+003 7.7656e+004 9.5256e+004 6.0362e+003 1.1574e+005
