   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22
           0 2.3700e+007 2.0390e+006 2.2886e+004 1.1006e+001 1.0792e-001 1.1227e-002 8.2822e-004 6.2217e-003 7.0989e-005 2.7052e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.8739e+006 1.9656e+007 3.9452e+006 7.1706e+004 3.7215e+001 4.4852e-001 5.4700e-003 9.9271e-003 6.9746e-003 9.6266e-004 6.6520e-005 6.8666e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.4960e+005 3.3827e+006 1.5943e+007 5.6893e+006 1.4808e+005 8.0198e+001 1.9580e+000 5.3285e-003 9.9099e-003 5.4255e-003 6.0023e-004 3.0749e-005 3.3441e-005 1.2714e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.3202e+004 4.2648e+005 4.5138e+006 1.2610e+007 7.2543e+006 2.5220e+005 1.2005e+002 6.4025e+000 6.8910e-003 1.7599e-002 2.0379e-002 2.0677e-003 2.2125e-005 1.2313e-004 1.0210e-008 1.2484e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.1293e+003 5.2896e+004 8.0089e+005 5.2630e+006 9.6839e+006 8.6273e+006 3.8262e+005 1.1522e+002 1.7273e+001 4.3333e-002 3.3172e-002 1.2980e-002 8.2461e-003 5.5379e-004 2.7025e-004 2.5164e-005 1.8807e-006 1.0149e-006 8.5042e-008 6.1848e-009 1.0549e-009 2.6480e-010 6.0106e-011
           5 1.2275e+002 6.4956e+003 1.3040e+005 1.2326e+006 5.6478e+006 7.1897e+006 9.7978e+006 5.3472e+005 4.4309e+001 4.5405e+001 3.3053e-001 9.7979e-002 1.9820e-002 1.0351e-002 9.4066e-004 1.5848e-003 9.2993e-004 1.3498e-004 1.1557e-005 1.0706e-006 2.1366e-007 5.8548e-008 1.2675e-008
           6 6.2485e+000 8.9756e+002 2.0530e+004 2.5156e+005 1.6787e+006 5.7012e+006 5.1323e+006 1.0771e+007 6.9937e+005 1.4595e+001 1.0435e+002 1.4931e+000 1.2066e-001 5.2389e-002 4.4914e-003 3.0708e-003 6.1236e-004 1.3449e-003 5.6038e-004 1.7064e-004 7.8018e-005 5.1450e-005 3.0175e-005
           7 3.9328e-009 8.5096e+001 3.4772e+003 4.9407e+004 4.1869e+005 2.0958e+006 5.4671e+006 3.4986e+006 1.1561e+007 8.6299e+005 6.1192e+002 1.9984e+002 6.5182e+000 1.8024e-001 2.1931e-002 4.4183e-003 6.9184e-003 7.1162e-004 2.7750e-006 7.9684e-006 9.2514e-006 9.7904e-006 7.6388e-006
           8 2.4985e-001 3.5625e+000 4.7583e+002 9.9337e+003 9.9055e+004 6.2479e+005 2.4404e+006 5.0009e+006 2.2635e+006 1.2189e+007 1.0047e+006 3.7698e+003 3.1890e+002 2.6810e+001 1.1862e+000 2.5876e-004 3.1253e-003 1.0011e-002 4.2995e-003 1.2508e-003 5.5097e-004 3.5126e-004 2.0020e-004
           9 6.1711e-001 2.0454e-001 4.9150e+001 1.8562e+003 2.3727e+004 1.7465e+005 8.5645e+005 2.6779e+006 4.3706e+006 1.3864e+006 1.2695e+007 1.0912e+006 1.4637e+004 3.2388e+002 9.5503e+001 7.2196e+000 1.6485e-001 3.5987e-003 1.5961e-003 9.0438e-004 5.5727e-004 4.5357e-004 3.0899e-004
