   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
           0 1.5916e+006 1.1911e+005 2.9106e+003 6.3689e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.9647e+005 1.4052e+006 1.4004e+005 2.9809e+003 7.8540e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.4375e+005 4.1566e+005 1.5226e+006 1.1976e+005 8.1888e+003 1.6337e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 2.5825e+004 3.3621e+005 1.9718e+005 1.2337e+006 5.2109e+004 2.3490e+004 4.3511e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.6108e+004 1.3323e+004 5.9308e+005 3.9822e+003 6.3506e+005 9.8558e+003 2.1350e+004 4.1242e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.3504e+005 8.1653e+003 1.5629e+004 1.0017e+006 7.3068e+004 4.4053e+005 1.2464e+004 1.4463e+004 6.2522e+002 8.5139e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 9.5361e+004 6.6060e+004 5.3068e+003 1.9324e+005 5.2698e+005 6.4796e+004 3.8815e+005 5.5095e+003 1.3296e+004 1.4010e+003 2.1422e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.2229e+004 1.0296e+005 8.9707e+002 6.8493e+004 7.2222e+005 1.8977e+005 1.2012e+005 2.8140e+005 7.9206e+003 9.3012e+003 1.5265e+003 4.7781e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 7.9050e+003 3.5703e+004 2.9676e+004 6.1456e+004 1.8577e+004 5.3687e+005 8.2008e+004 9.9099e+004 2.4430e+005 5.4441e+003 6.9437e+003 2.0997e+003 3.3498e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 4.6325e+004 7.5644e+002 1.1892e+005 3.6149e+002 1.9650e+005 1.9096e+005 5.2541e+005 1.4349e+004 1.2000e+005 2.0222e+005 8.2220e+003 5.5531e+003 2.1330e+003 8.2166e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 6.5368e+004 3.0685e+004 8.7859e+004 1.2150e+002 1.8959e+005 3.1063e+003 3.7344e+005 2.7457e+005 1.5643e+001 9.7259e+004 1.6282e+005 8.3768e+003 3.2009e+003 2.0109e+003 1.8696e+002 1.8376e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 5.1014e+004 4.3670e+004 3.3164e+003 5.0783e+004 1.3350e+004 1.2065e+005 2.4445e+004 3.8149e+005 1.6482e+005 3.4822e+003 9.5930e+004 1.4546e+005 9.5148e+003 2.2879e+003 2.0918e+003 3.4726e+002 6.6932e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 2.2790e+004 2.9719e+004 3.1465e+004 1.4883e+005 1.1769e+004 1.2509e+005 6.0161e+004 1.6435e+005 3.5915e+005 6.0630e+004 1.9363e+004 9.0984e+004 1.1322e+005 1.3330e+004 1.5448e+003 1.8004e+003 4.6413e+002 3.4223e+001 1.0823e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 3.6389e+003 1.4202e+004 7.6263e+004 1.0285e+005 1.0142e+004 4.4496e+004 1.5243e+005 7.5234e+003 2.6523e+005 1.9489e+005 8.6564e+003 2.7600e+004 7.4706e+004 7.7545e+004 1.6038e+004 6.2304e+002 1.2587e+003 5.2501e+002 8.6820e+001 7.4026e+000 7.2289e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.9014e+001 1.3005e+003 1.3070e+004 4.1335e+003 2.4109e+001 1.5298e+003 2.3449e+004 3.4698e+003 1.9883e+004 4.4081e+004 1.4078e+004 1.0099e+002 6.6456e+003 1.4545e+004 6.5479e+003 4.0581e+003 9.7487e-001 1.2373e+002 2.2799e+002 1.0761e+001 1.8232e+001 8.0558e+001 5.3467e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 1.2067e+002 3.5732e+003 3.7005e+004 9.7197e+003 2.4086e+002 3.7349e+003 6.5650e+004 1.2168e+004 5.2223e+004 1.2759e+005 4.4384e+004 7.4976e+001 1.8095e+004 4.0712e+004 2.2421e+004 1.0487e+004 5.6740e+001 4.2879e+002 3.3420e+002 5.4573e+001 1.1129e+002 4.8890e+001 1.6852e+001 4.0267e-003 0.0000e+000 0.0000e+000 0.0000e+000
          16 6.8573e+001 4.4470e+002 4.9892e+003 6.1529e+002 2.0723e+002 3.0389e+002 8.5274e+003 2.8341e+003 5.4543e+003 1.8429e+004 8.1613e+003 4.4724e+001 2.1595e+003 5.3181e+003 4.7080e+003 8.0998e+002 1.3536e+002 6.0728e+001 1.4062e-001 1.5544e+002 3.5684e+001 2.2263e+002 2.2593e+002 2.8100e+001 8.7874e-004 0.0000e+000 0.0000e+000
          17 7.4316e+001 2.3500e+002 2.7658e+003 1.3799e+002 2.5187e+002 1.0867e+002 4.5861e+003 2.1863e+003 2.4277e+003 1.0759e+004 5.5993e+003 1.1779e+002 1.0870e+003 2.9008e+003 3.2939e+003 1.9158e+002 2.0875e+002 2.3581e+001 1.6154e-001 1.1986e+002 1.8797e+001 4.9096e+001 2.2045e+000 6.8018e+001 1.4472e+001 1.4596e-003 0.0000e+000
          18 3.0134e+001 7.4096e+001 8.8747e+002 2.4791e+001 1.0553e+002 2.8328e+001 1.4518e+003 7.9570e+002 7.0295e+002 3.5286e+003 1.9587e+003 5.8056e+001 3.3392e+002 9.2680e+002 1.1462e+003 3.3827e+001 9.1917e+001 6.0897e+000 9.2976e-005 3.4306e+001 1.6966e+000 3.3358e+000 1.1669e+001 2.2563e+001 1.5898e-001 5.1331e-001 1.3432e-005
