   v'->v''           0           1           2           3           4           5           6           7           8           9          10
          36 1.7767e-002 2.3868e-003 2.0857e-001 4.6659e-002 5.2360e-001 4.1891e+000 1.1826e+001 2.4685e+000 1.0734e+002 4.2516e+003 7.4516e+004
          37 1.9256e-003 1.8069e-004 8.6639e-003 3.3229e-004 4.8842e-002 1.8112e-001 8.1627e-002 4.1552e+000 1.9986e+002 5.9926e+003 8.7973e+004
          38 3.9764e-003 2.9239e-004 7.3469e-003 2.7378e-004 8.4151e-002 1.5100e-001 2.9753e-002 1.3183e+001 3.5727e+002 8.5078e+003 1.0255e+005
          39 1.5508e-002 9.4528e-004 1.0689e-002 7.8091e-003 2.6758e-001 2.1018e-001 7.9732e-001 3.9955e+001 6.6043e+002 1.2017e+004 1.1850e+005
          40 1.1451e-001 5.9722e-003 2.0225e-002 1.2289e-001 1.5760e+000 3.8474e-001 9.2571e+000 1.6346e+002 1.3781e+003 1.6823e+004 1.3515e+005
          41 8.2688e+000 3.7593e-001 4.7939e-002 1.3818e+001 8.8474e+001 1.2895e+000 7.2363e+002 4.7752e+003 8.8850e+003 2.2297e+004 1.4795e+005
          42 1.0740e+004 4.7385e+002 7.0930e-002 1.9442e+004 1.0794e+005 1.1895e+002 9.3077e+005 4.7519e+006 3.6877e+006 3.4031e+004 6.7683e+004
          43 2.1234e+000 8.5046e-002 1.1407e-001 4.8309e+000 1.7063e+001 1.2624e+000 1.6951e+002 3.0088e+002 8.0140e+002 3.4615e+004 1.7480e+005
          44 1.2927e+000 4.5810e-002 3.5305e-001 3.7375e+000 7.4103e+000 4.0046e+000 8.5500e+001 6.6543e+000 3.1294e+003 4.9121e+004 1.9250e+005
          45 2.0144e+000 6.3014e-002 1.3285e+000 7.1345e+000 7.5647e+000 1.4111e+001 1.0380e+002 4.7104e+001 7.5932e+003 7.2608e+004 2.0902e+005
          46 5.6481e+000 1.5436e-001 7.0293e+000 2.4072e+001 1.1858e+001 6.8912e+001 2.1632e+002 5.3758e+002 2.1046e+004 1.1746e+005 2.1888e+005
          47 4.1906e+001 9.7900e-001 8.8113e+001 2.1386e+002 3.4320e+001 7.9452e+002 1.1352e+003 7.0705e+003 1.1545e+005 2.7186e+005 1.9026e+005
          48 3.2314e+003 6.6017e+001 9.5353e+003 1.8792e+004 7.1051e+002 8.0980e+004 6.5592e+004 6.8497e+005 6.0731e+006 3.4493e+006 3.9761e+005
          49 2.9060e+002 5.5040e+000 1.0066e+003 1.8051e+003 1.6153e+001 8.3013e+003 5.0242e+003 6.6928e+004 4.2640e+005 2.7356e+004 5.5541e+005
          50 3.0072e+001 4.2774e-001 1.6664e+002 2.3025e+002 9.5164e+000 1.2589e+003 2.8285e+002 8.3754e+003 1.4531e+004 8.8744e+004 4.1281e+005
          51 1.6679e+001 1.4524e-001 1.5417e+002 1.6500e+002 4.6221e+001 1.0600e+003 4.8243e+001 5.5643e+003 1.9541e+002 2.1655e+005 4.2557e+005
          52 1.5302e+001 4.2528e-002 2.5655e+002 2.1202e+002 1.7071e+002 1.5928e+003 1.0353e+000 6.5605e+003 4.8687e+003 4.4600e+005 4.6004e+005
          53 1.9009e+001 8.3856e-003 6.7874e+002 4.2850e+002 7.5409e+002 3.7713e+003 2.5118e+002 1.2495e+004 3.9576e+004 1.0490e+006 4.9222e+005
          54 2.5375e+001 8.0713e-001 2.5066e+003 1.2100e+003 3.9536e+003 1.2443e+004 2.8664e+003 3.5014e+004 2.1366e+005 2.8525e+006 3.6572e+005
          55 9.2533e+000 3.3333e+000 3.8857e+003 1.4801e+003 7.7142e+003 1.7470e+004 7.8444e+003 4.4489e+004 3.7331e+005 3.0534e+006 4.8681e+003
          56 2.9536e-001 3.1520e+000 1.7034e+003 4.6831e+002 4.2939e+003 6.7053e+003 5.7270e+003 1.5718e+004 1.6700e+005 7.1659e+005 1.8072e+005
          57 6.6416e+000 2.9538e+000 8.0992e+002 1.3509e+002 2.6361e+003 2.6361e+003 4.4202e+003 5.8861e+003 7.2239e+004 1.0016e+005 3.6600e+005
          58 1.7658e+001 3.6034e+000 5.6066e+002 4.3452e+001 2.3304e+003 1.4217e+003 4.6532e+003 3.1923e+003 4.1006e+004 1.4418e+003 4.7843e+005
          59 3.7273e+001 5.1985e+000 4.9469e+002 8.8318e+000 2.5976e+003 8.9921e+002 5.9302e+003 2.1417e+003 2.7492e+004 2.5336e+004 5.5995e+005
          60 7.3601e+001 8.1705e+000 4.9828e+002 4.4148e-001 3.2864e+003 5.6648e+002 8.3229e+003 1.5091e+003 2.0081e+004 1.0815e+005 6.0131e+005
          61 1.3325e+002 1.2695e+001 5.1037e+002 2.4140e+001 4.2261e+003 2.7800e+002 1.1600e+004 8.9505e+002 1.4756e+004 2.2454e+005 5.5331e+005
          62 2.0173e+002 1.7202e+001 4.6094e+002 8.9228e+001 4.8271e+003 5.5519e+001 1.4107e+004 2.8424e+002 9.8912e+003 3.1086e+005 3.7787e+005
          63 2.4124e+002 1.8859e+001 3.3251e+002 1.7241e+002 4.5009e+003 6.9835e+000 1.3819e+004 6.6119e-001 5.7991e+003 2.9844e+005 1.6021e+005
          64 2.4222e+002 1.7609e+001 1.9595e+002 2.3790e+002 3.5797e+003 1.2940e+002 1.1425e+004 2.1261e+002 3.3044e+003 2.1591e+005 3.0454e+004
          65 2.2866e+002 1.5610e+001 1.0185e+002 2.8329e+002 2.6975e+003 3.2850e+002 8.8621e+003 7.6502e+002 2.1716e+003 1.3166e+005 7.3729e+001
          66 2.1829e+002 1.4097e+001 4.7653e+001 3.2352e+002 2.0635e+003 5.5517e+002 6.9121e+003 1.5217e+003 1.7834e+003 7.1893e+004 2.0277e+004
          67 2.1616e+002 1.3277e+001 1.8332e+001 3.6993e+002 1.6377e+003 8.0932e+002 5.5420e+003 2.4647e+003 1.7621e+003 3.4894e+004 5.6629e+004
          68 2.2198e+002 1.3018e+001 3.9449e+000 4.2818e+002 1.3427e+003 1.1057e+003 4.5500e+003 3.6270e+003 1.9221e+003 1.3890e+004 9.3282e+004
          69 2.3313e+002 1.3088e+001 2.9362e-002 4.9823e+002 1.1161e+003 1.4513e+003 3.7547e+003 5.0164e+003 2.1333e+003 3.5318e+003 1.2224e+005
          70 2.4464e+002 1.3169e+001 5.2047e+000 5.7213e+002 9.1414e+002 1.8261e+003 3.0259e+003 6.5308e+003 2.2527e+003 1.2256e+002 1.3739e+005
          71 2.5022e+002 1.2928e+001 1.8669e+001 6.3449e+002 7.1514e+002 2.1752e+003 2.3067e+003 7.9205e+003 2.1425e+003 6.7433e+002 1.3476e+005
          72 2.4593e+002 1.2199e+001 3.8425e+001 6.7152e+002 5.2219e+002 2.4381e+003 1.6223e+003 8.9076e+003 1.7574e+003 2.5213e+003 1.1594e+005
          73 2.3242e+002 1.1063e+001 6.1578e+001 6.8021e+002 3.5085e+002 2.5892e+003 1.0331e+003 9.3629e+003 1.1878e+003 3.8118e+003 8.8019e+004
          74 2.1202e+002 9.6720e+000 8.5239e+001 6.6317e+002 2.1222e+002 2.6271e+003 5.7682e+002 9.2809e+003 5.9720e+002 3.8576e+003 5.8724e+004
          75 1.8725e+002 8.1703e+000 1.0676e+002 6.2494e+002 1.1090e+002 2.5620e+003 2.6412e+002 8.7296e+003 1.5962e+002 2.8882e+003 3.3804e+004
          76 1.6251e+002 6.7658e+000 1.2557e+002 5.7823e+002 4.6312e+001 2.4422e+003 8.4349e+001 7.9265e+003 2.7437e-004 1.5857e+003 1.6287e+004
          77 1.4066e+002 5.5697e+000 1.4289e+002 5.3364e+002 1.1801e+001 2.3138e+003 8.2441e+000 7.0656e+003 1.6479e+002 5.3184e+002 5.9437e+003
          78 1.2127e+002 4.5485e+000 1.5859e+002 4.9104e+002 1.3669e-001 2.1796e+003 7.7626e+000 6.1850e+003 6.5225e+002 2.8131e+001 1.1083e+003
          79 1.0469e+002 3.7019e+000 1.7361e+002 4.5320e+002 5.8954e+000 2.0545e+003 6.1993e+001 5.3524e+003 1.4287e+003 1.4253e+002 9.8336e+000
          80 9.0523e+001 2.9990e+000 1.8852e+002 4.1999e+002 2.5240e+001 1.9408e+003 1.5684e+002 4.5849e+003 2.4480e+003 7.6885e+002 1.0547e+003
          81 7.7587e+001 2.3902e+000 2.0170e+002 3.8711e+002 5.5203e+001 1.8207e+003 2.8063e+002 3.8517e+003 3.6162e+003 1.6937e+003 3.0078e+003
          82 6.5894e+001 1.8699e+000 2.1319e+002 3.5504e+002 9.3264e+001 1.6973e+003 4.2401e+002 3.1746e+003 4.8365e+003 2.6633e+003 4.9791e+003
          83 5.4549e+001 1.4091e+000 2.1942e+002 3.1898e+002 1.3495e+002 1.5481e+003 5.6976e+002 2.5274e+003 5.9150e+003 3.3955e+003 6.3283e+003
          84 4.3752e+001 1.0149e+000 2.1843e+002 2.7898e+002 1.7422e+002 1.3730e+003 6.9709e+002 1.9342e+003 6.6621e+003 3.6905e+003 6.7511e+003
