   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14
           0 1.4659e+008 3.7090e+008 3.6350e+008 1.7670e+008 4.4829e+007 5.6083e+006 2.7726e+005 2.1945e+003 4.1494e+001 4.4760e+000 3.1198e+000 4.6857e-001 9.2675e-001 4.3511e-002 1.4318e-002
           1 2.3513e+008 1.6561e+008 4.0078e+006 2.2867e+008 3.0050e+008 1.3068e+008 2.2611e+007 1.2630e+006 4.9612e+003 5.4961e+002 1.0161e+000 3.4101e+000 8.1217e-001 1.8697e+000 4.6025e-001
           2 2.3514e+008 1.5105e+007 1.3015e+008 8.4705e+007 4.0501e+007 2.8599e+008 2.2304e+008 5.2188e+007 3.0256e+006 3.8635e+002 2.7500e+003 1.0988e+002 4.6882e+000 6.5587e-001 9.1769e-001
           3 1.9174e+008 8.7448e+006 1.2379e+008 4.3572e+006 1.4406e+008 3.9169e+006 1.8859e+008 2.9260e+008 9.0407e+007 4.7199e+006 3.3802e+004 4.5126e+003 1.2613e+003 2.3044e+002 3.1227e+001
           4 1.4067e+008 4.9387e+007 4.7664e+007 6.8821e+007 3.4362e+007 8.2027e+007 5.8803e+007 8.8714e+007 3.3225e+008 1.3024e+008 4.5819e+006 3.4067e+005 7.7246e+002 1.7706e+003 9.1265e+002
           5 9.7464e+007 7.9615e+007 4.8738e+006 8.7442e+007 2.1973e+006 8.6287e+007 1.3629e+007 1.0572e+008 2.7514e+007 3.5465e+008 1.6248e+008 1.5952e+006 1.0840e+006 1.2324e+005 1.1696e+004
           6 6.5567e+007 8.8464e+007 2.4065e+006 5.6734e+007 3.6050e+007 2.0721e+007 7.1380e+007 2.4161e+006 1.0784e+008 4.3497e+006 3.8262e+008 1.7253e+008 7.8373e+005 7.9935e+005 3.6137e+005
           7 4.3543e+007 8.2437e+007 1.6588e+007 2.2487e+007 5.6700e+007 1.9449e+005 5.6390e+007 2.5289e+007 2.7817e+007 7.9830e+007 2.5759e+005 4.4141e+008 1.3348e+008 1.6788e+007 9.2859e+005
           8 2.8820e+007 6.9632e+007 3.0356e+007 4.2141e+006 5.0341e+007 1.4578e+007 1.7889e+007 5.1513e+007 8.3464e+005 4.9762e+007 4.6849e+007 1.1236e+006 5.4022e+008 3.4246e+007 2.3802e+007
           9 1.9085e+007 5.5303e+007 3.7554e+007 6.9962e+003 3.2839e+007 2.9395e+007 8.3153e+005 4.0117e+007 2.1066e+007 6.1879e+006 5.1580e+007 2.1701e+007 2.1013e+007 5.8053e+008 2.3441e+007
          10 1.2620e+007 4.1956e+007 3.8031e+007 2.4164e+006 1.7089e+007 3.2674e+007 2.2146e+006 1.8723e+007 3.2354e+007 1.5228e+006 1.9835e+007 3.8977e+007 4.8319e+006 1.4744e+008 2.1666e+008
          11 8.2348e+006 3.0351e+007 3.3521e+007 5.7069e+006 7.2389e+006 2.7301e+007 7.8892e+006 5.3855e+006 2.7200e+007 1.0227e+007 2.5244e+006 2.4149e+007 2.4664e+007 6.9967e+006 3.7219e+008
          12 5.1034e+006 2.0262e+007 2.5586e+007 6.9559e+006 2.4684e+006 1.8656e+007 1.0144e+007 7.1236e+005 1.6636e+007 1.3518e+007 8.3945e+004 9.3714e+006 1.7371e+007 2.0725e+007 2.0926e+008
          13 2.5381e+006 1.0563e+007 1.4474e+007 5.0042e+006 6.3722e+005 9.4739e+006 7.2040e+006 3.3109e+003 7.3760e+006 9.1772e+006 9.4441e+005 2.4804e+006 8.0190e+006 6.7608e+006 1.1330e+008
