   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
           0 1.1428e+005 1.2325e+004 2.1334e+003 3.3321e+002 5.3227e+001 8.9104e+000 1.2866e+000 1.4168e-001 8.9477e-003 1.1586e-004 1.0422e-006 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.7543e+000 1.1344e+005 2.0343e+004 5.4323e+003 1.1311e+003 2.1909e+002 4.1263e+001 7.1120e+000 1.1830e+000 1.8625e-001 2.5096e-002 2.5905e-003 1.3544e-004 5.8620e-008
           2 5.1611e+002 2.0417e+002 1.1598e+005 2.4890e+004 9.0000e+003 2.3387e+003 5.5476e+002 1.2821e+002 2.8665e+001 6.4217e+000 1.3511e+000 2.4576e-001 3.7972e-002 5.0102e-003
           3 4.1186e+000 1.8240e+003 1.2255e+003 1.2086e+005 2.6630e+004 1.2465e+004 3.9573e+003 1.1350e+003 3.1204e+002 8.0601e+001 2.0657e+001 5.1742e+000 1.2539e+000 3.0561e-001
           4 3.6518e+000 8.6721e+000 4.0193e+003 4.2504e+003 1.2955e+005 2.6408e+004 1.5643e+004 5.7964e+003 1.9295e+003 6.0594e+002 1.8279e+002 5.6390e+001 1.7892e+001 5.7632e+000
           5 1.0702e+000 4.0813e+000 4.5326e+000 7.6935e+003 1.0867e+004 1.4418e+005 2.4185e+004 1.8045e+004 7.5864e+003 2.9228e+003 1.0697e+003 3.8126e+002 1.3872e+002 5.0581e+001
           6 1.3165e-001 4.1192e-002 7.0045e+000 2.7656e+000 1.3959e+004 2.4412e+004 1.6664e+005 2.0049e+004 1.9901e+004 9.3486e+003 4.1322e+003 1.7164e+003 6.8532e+002 2.7869e+002
           7 1.1632e+000 7.7381e-001 1.0947e+000 2.5622e+001 6.7180e-001 2.4042e+004 5.1350e+004 2.0424e+005 1.4380e+004 2.1589e+004 1.0555e+004 5.3277e+003 2.5169e+003 1.0908e+003
           8 2.1542e+000 4.8576e-001 1.7567e-001 4.1349e+000 4.1888e+001 4.3490e+001 4.1511e+004 1.0381e+005 2.7247e+005 6.3844e+003 2.3801e+004 1.1024e+004 5.9381e+003 3.2514e+003
           9 1.1279e+000 2.0428e-001 3.2587e-001 4.3040e-002 2.8591e+000 6.6417e+001 1.5638e+002 7.1710e+004 2.1367e+005 4.1723e+005 1.2435e+000 2.7576e+004 1.1832e+004 5.5283e+003
          10 1.4827e-002 1.5743e-002 3.4499e-002 1.6557e-002 1.7290e-003 1.6710e+001 7.6153e+001 2.4221e+002 1.1750e+005 4.4809e+005 7.7086e+005 2.6050e+004 3.0638e+004 1.4758e+004
          11 4.3196e-001 3.5392e-001 3.5854e-001 1.0170e+000 9.0358e-003 1.5143e+000 5.6594e+001 7.2725e-002 2.0599e+002 1.3948e+005 8.2343e+005 1.5449e+006 1.6350e+005 1.3607e+004
          12 1.2395e+000 5.3441e-001 4.6421e-001 1.6088e+000 1.3542e-003 1.5883e+000 2.2039e+000 1.5990e+002 6.7622e+002 1.7466e+004 5.8765e+004 1.0671e+006 2.5095e+006 2.2206e+005
          13 1.8640e+000 3.9103e-001 5.3245e-001 8.7670e-001 1.7941e-002 3.0313e-001 1.8227e+000 2.4639e+001 8.2371e+001 1.0181e+003 7.3141e+004 5.2247e+002 1.2158e+006 3.0764e+006
          14 1.9423e+000 1.3065e-001 5.7956e-001 1.5449e-001 5.3775e-002 5.2731e-002 1.7656e+000 6.1809e-003 2.9964e+002 5.9410e+002 1.4254e+003 8.7480e+004 1.6888e+003 1.9777e+006
          15 1.5107e+000 4.4538e-003 4.7167e-001 5.6670e-004 1.4440e-002 1.1529e-001 1.9549e-002 4.8635e-001 4.7605e+001 1.8468e+002 2.4448e+003 2.2626e+004 4.0536e+004 5.7852e+004
