0 1.97619e+007
1 3.62578e+007
2 3.61672e+007
3 3.54016e+007
4 3.76248e+007
5 3.88203e+007
6 3.82526e+007
7 3.7241e+007
8 3.62027e+007
9 3.44423e+007
10 3.13179e+007
11 2.47855e+007
12 1.89829e+007
13 1.45695e+007
14 1.67636e+007
15 1.89437e+007
16 9.66806e+007
17 5.51487e+007
18 8.60457e+006
