   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 4.9015e+006 6.2922e+006 2.6079e+006 6.5630e+005 1.7181e+005 6.7613e+004 3.0050e+004 9.2955e+003 1.2368e+003 1.6081e+000 5.9010e+001 9.8947e+000 1.4910e+001 5.6715e+001 4.9273e+001 1.6486e+001 5.7540e-001 2.3953e+000 6.1284e+000 5.2551e+000 2.2930e+000 3.7912e-001 1.0445e-002 2.7343e-001 4.3904e-001 3.6537e-001 1.9838e-001 7.0010e-002 1.2441e-002 5.4280e-005 2.2476e-003 4.0628e-003 3.1782e-003 1.5041e-003 4.2610e-004 5.3457e-005 3.6908e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.5689e+003 7.8707e+005 2.3554e+006 4.7486e+006 1.7063e+006 1.7292e+005 7.8509e+003 1.7002e+004 4.7185e+004 4.1886e+004 1.2759e+004 2.0077e+002 1.9118e+003 2.8663e+003 1.0989e+003 2.5722e+001 2.4304e+002 5.6188e+002 4.5177e+002 1.7322e+002 1.7028e+001 8.1384e+000 4.4369e+001 5.6943e+001 4.1381e+001 1.9062e+001 4.7683e+000 1.5889e-001 6.1039e-001 1.8685e+000 2.2185e+000 1.7392e+000 1.0216e+000 4.6347e-001 1.5860e-001 3.7064e-002 4.1947e-003 1.7230e-009 5.0858e-004 5.2010e-004 2.3558e-004 6.4621e-005 1.5266e-005
           2 4.8648e+006 2.4805e+006 5.9784e+004 6.4640e+004 2.2001e+006 2.9399e+006 1.1390e+006 1.1005e+005 1.4407e+003 3.2406e+003 4.1323e+003 2.4016e+004 2.4933e+004 9.4602e+003 4.7804e+002 1.0498e+003 2.8537e+003 2.2172e+003 7.1216e+002 2.1208e+001 1.3333e+002 3.7062e+002 3.8230e+002 2.2921e+002 7.8349e+001 8.0592e+000 2.8470e+000 1.8895e+001 2.8312e+001 2.5698e+001 1.6902e+001 8.3561e+000 2.9552e+000 5.9270e-001 1.0974e-002 8.4327e-002 2.2115e-001 2.5269e-001 2.0285e-001 1.3039e-001 6.9064e-002 2.6215e-002 7.4288e-003
           3 1.4441e+005 2.7356e+006 2.7319e+005 7.4224e+003 6.1677e+004 1.1014e+006 2.4157e+006 1.9321e+006 7.0163e+005 9.7696e+004 7.6327e+002 7.8635e+002 1.0085e+003 1.0095e+004 1.5731e+004 1.0693e+004 3.1594e+003 6.9272e+001 6.1101e+002 1.4753e+003 1.3028e+003 6.0056e+002 1.0524e+002 4.0155e+000 1.0048e+002 1.8204e+002 1.7652e+002 1.1568e+002 5.2036e+001 1.3422e+001 5.1801e-001 1.8357e+000 6.5205e+000 9.1273e+000 8.7968e+000 6.7434e+000 4.3596e+000 2.4470e+000 1.2128e+000 5.3699e-001 2.1156e-001 6.5955e-002 1.7275e-002
           4 1.2373e+006 3.2140e+005 2.1473e+006 2.9124e+005 7.0615e+004 2.7678e+003 2.5581e+005 1.3003e+006 1.9246e+006 1.3225e+006 4.5724e+005 6.0571e+004 3.3505e+000 3.5016e+003 1.8619e+002 3.2512e+003 1.0518e+004 1.1690e+004 6.7839e+003 1.8255e+003 2.4743e+001 4.6226e+002 1.1552e+003 1.1884e+003 7.3698e+002 2.6935e+002 3.2758e+001 7.8956e+000 6.9465e+001 1.1904e+002 1.2373e+002 9.5220e+001 5.7301e+001 2.6651e+001 8.6791e+000 1.3134e+000 2.4809e-002 9.6660e-001 1.9672e+000 2.2546e+000 1.8045e+000 8.8132e-001 2.7469e-001
           5 3.5453e+003 8.1683e+005 8.0227e+004 2.1698e+006 5.2032e+004 7.0140e+004 1.6471e+004 1.0857e+005 6.5865e+005 1.4030e+006 1.4669e+006 8.7583e+005 2.9618e+005 4.3425e+004 1.2568e+002 2.5882e+003 7.4298e+002 7.1219e+002 5.1723e+003 8.3051e+003 7.0827e+003 3.6017e+003 8.9100e+002 6.6248e+000 2.8197e+002 7.2252e+002 8.3180e+002 6.2873e+002 3.3151e+002 1.0959e+002 1.1658e+001 4.3761e+000 3.3187e+001 5.9288e+001 6.7894e+001 6.0742e+001 4.5723e+001 2.9986e+001 1.7447e+001 9.0755e+000 4.1459e+000 1.4356e+000 3.9247e-001
           6 4.4955e+005 5.6286e+005 3.5054e+005 8.7016e+004 2.2585e+006 3.3812e+004 7.1153e+004 2.8227e+004 4.2562e+004 2.8309e+005 8.4530e+005 1.2400e+006 1.0704e+006 5.7873e+005 1.8694e+005 2.6572e+004 7.2431e+000 2.8694e+003 1.5970e+003 1.4486e+001 2.2204e+003 5.4027e+003 6.2418e+003 4.5724e+003 2.1702e+003 5.3029e+002 4.8565e+000 1.6884e+002 4.7329e+002 6.1131e+002 5.4402e+002 3.6850e+002 1.9127e+002 7.0003e+001 1.2615e+001 5.3073e-002 8.2374e+000 1.9708e+001 2.6035e+001 2.5368e+001 1.8908e+001 8.9683e+000 2.7708e+000
           7 8.8212e+004 4.2915e+004 5.0053e+005 1.2802e+005 1.2961e+004 2.3450e+006 2.9853e+004 3.0157e+004 3.1430e+004 2.9136e+004 1.4644e+005 5.0457e+005 9.1905e+005 1.0188e+006 7.4453e+005 3.6516e+005 1.1154e+005 1.4887e+004 1.4246e+001 2.4947e+003 1.7379e+003 5.8653e+001 8.6927e+002 3.1764e+003 4.6329e+003 4.3052e+003 2.8247e+003 1.2728e+003 3.0909e+002 3.6389e+000 9.4896e+001 2.8794e+002 4.0795e+002 4.1175e+002 3.3324e+002 2.2588e+002 1.2970e+002 6.2341e+001 2.4119e+001 6.9125e+000 1.2533e+000 1.2098e-001 1.2231e-002
           8 4.7829e+004 3.9775e+005 6.5525e+003 6.0011e+005 3.3642e+004 4.2372e+001 2.7563e+006 6.6536e+004 7.4494e+003 3.9752e+004 2.6941e+004 8.7651e+004 3.0177e+005 6.3534e+005 8.4468e+005 7.6626e+005 4.9384e+005 2.2307e+005 6.3745e+004 7.5277e+003 1.1424e+002 2.2547e+003 1.7832e+003 2.3964e+002 2.5443e+002 1.7099e+003 3.1265e+003 3.5113e+003 2.8724e+003 1.7813e+003 8.0354e+002 2.1443e+002 8.1057e+000 3.7767e+001 1.4699e+002 2.3554e+002 2.6681e+002 2.4631e+002 1.9604e+002 1.3700e+002 8.1400e+001 3.3852e+001 9.9663e+000
           9 1.4127e+005 1.6695e+005 1.5378e+005 1.3736e+005 4.7752e+005 4.5081e+002 1.3407e+004 3.2591e+006 2.3109e+005 1.4768e+003 4.7965e+004 2.1566e+004 5.9254e+004 1.9072e+005 4.3631e+005 6.5816e+005 6.9142e+005 5.3443e+005 3.0636e+005 1.2554e+005 3.2156e+004 2.8141e+003 3.7940e+002 2.1165e+003 1.6545e+003 3.4774e+002 5.8797e+001 9.1218e+002 2.0272e+003 2.6312e+003 2.5109e+003 1.8947e+003 1.1462e+003 5.3595e+002 1.6829e+002 1.8622e+001 5.4454e+000 4.7159e+001 8.8618e+001 1.0374e+002 8.6421e+001 4.3536e+001 1.3741e+001
          10 5.3626e+004 3.9280e+001 2.0971e+005 1.8056e+004 2.5199e+005 2.8167e+005 1.8897e+004 3.4519e+004 3.8832e+006 6.8207e+005 6.2650e+004 7.6707e+004 1.2700e+004 5.0409e+004 1.3329e+005 3.1478e+005 5.0472e+005 5.8361e+005 5.0857e+005 3.3980e+005 1.7324e+005 6.3475e+004 1.3688e+004 5.8364e+002 7.0729e+002 1.8753e+003 1.3714e+003 3.4599e+002 1.0354e+001 5.0606e+002 1.3056e+003 1.8723e+003 1.9811e+003 1.6979e+003 1.2226e+003 7.4559e+002 3.7911e+002 1.5282e+002 4.2851e+001 5.4000e+000 3.0373e-002 8.7147e-001 4.6135e-001
          11 1.8609e+002 7.8417e+004 7.0692e+004 1.6053e+005 1.1213e+004 3.2832e+005 1.0537e+005 2.3254e+004 1.2489e+004 4.3213e+006 1.6607e+006 3.5483e+005 1.9341e+005 9.3890e+002 5.7626e+004 9.7848e+004 2.4214e+005 3.9036e+005 4.7636e+005 4.4798e+005 3.3015e+005 1.9334e+005 8.6816e+004 2.7135e+004 4.3001e+003 1.4158e+000 1.0061e+003 1.6017e+003 1.0336e+003 2.6215e+002 2.6054e+000 2.9972e+002 8.3393e+002 1.2722e+003 1.4425e+003 1.3454e+003 1.0813e+003 7.6738e+002 4.8677e+002 2.7651e+002 1.3687e+002 5.0120e+001 1.4015e+001
