   v'->v''           0           1           2           3           4           5           6           7           8           9
          37 5.5141e-001 1.5738e+001 6.0157e+001 3.2389e+000 2.4095e+001 4.0225e+001 2.1813e+001 0.0000e+000 0.0000e+000 0.0000e+000
          38 2.6043e+000 6.4865e+001 2.0952e+002 1.6734e+000 1.2680e+002 1.2416e+002 1.2267e+002 0.0000e+000 0.0000e+000 0.0000e+000
          39 3.9975e+001 8.8541e+002 2.4101e+003 1.3250e+001 2.0958e+003 1.2158e+003 2.1559e+003 0.0000e+000 0.0000e+000 0.0000e+000
          40 6.1857e+002 1.2949e+004 3.2119e+004 9.3829e+002 3.3392e+004 1.4573e+004 3.5389e+004 1.7093e+000 0.0000e+000 0.0000e+000
          41 6.5570e+001 1.2891e+003 2.8556e+003 2.5089e+002 3.6390e+003 1.1156e+003 3.9851e+003 4.7662e+000 0.0000e+000 0.0000e+000
          42 2.2516e+001 3.9924e+002 7.1504e+002 2.2099e+002 1.2937e+003 1.9534e+002 1.4926e+003 1.4971e+001 0.0000e+000 0.0000e+000
          43 2.2114e+001 3.5360e+002 4.9061e+002 4.0682e+002 1.2988e+003 7.1274e+001 1.5739e+003 5.0862e+001 0.0000e+000 0.0000e+000
          44 3.4370e+001 4.9509e+002 5.0043e+002 1.0127e+003 2.0395e+003 1.5593e+001 2.5884e+003 1.8530e+002 0.0000e+000 0.0000e+000
          45 7.2396e+001 9.3826e+002 6.3013e+002 3.1023e+003 4.2959e+003 1.2443e+001 5.6933e+003 7.3702e+002 0.0000e+000 0.0000e+000
          46 1.5563e+002 1.8192e+003 7.1476e+002 8.9879e+003 9.1562e+003 3.1681e+002 1.2623e+004 2.5619e+003 0.0000e+000 0.0000e+000
          47 1.8186e+002 1.9190e+003 3.4565e+002 1.3464e+004 1.0539e+004 1.0302e+003 1.5076e+004 4.3880e+003 0.0000e+000 0.0000e+000
          48 1.1218e+002 1.0452e+003 2.7716e+001 1.0705e+004 6.3386e+003 1.3511e+003 9.4601e+003 3.9357e+003 0.0000e+000 0.0000e+000
          49 6.6080e+001 5.2497e+002 2.0743e+001 8.2470e+003 3.5862e+003 1.4996e+003 5.6359e+003 3.3824e+003 0.0000e+000 0.0000e+000
          50 4.6313e+001 3.0083e+002 1.4770e+002 7.5902e+003 2.3697e+003 1.8046e+003 3.9621e+003 3.4165e+003 2.8553e-001 0.0000e+000
          51 3.7597e+001 1.8822e+002 3.8591e+002 8.1147e+003 1.7713e+003 2.3623e+003 3.1955e+003 3.9443e+003 9.8927e+000 0.0000e+000
          52 3.3345e+001 1.1704e+002 7.9016e+002 9.5350e+003 1.4007e+003 3.2501e+003 2.7849e+003 4.9344e+003 5.1657e+001 0.0000e+000
          53 3.0333e+001 6.2719e+001 1.4294e+003 1.1620e+004 1.0841e+003 4.4940e+003 2.4568e+003 6.3256e+003 1.6096e+002 0.0000e+000
          54 2.6415e+001 2.1374e+001 2.3038e+003 1.3816e+004 7.4483e+002 5.9276e+003 2.0397e+003 7.8331e+003 3.7669e+002 0.0000e+000
          55 2.0665e+001 8.2929e-001 3.2593e+003 1.5241e+004 3.9877e+002 7.1390e+003 1.4833e+003 8.9266e+003 7.0528e+002 0.0000e+000
          56 1.3950e+001 8.3708e+000 4.0580e+003 1.5323e+004 1.3047e+002 7.7473e+003 8.9150e+002 9.2085e+003 1.0985e+003 0.0000e+000
          57 7.9627e+000 4.1119e+001 4.5763e+003 1.4275e+004 7.0493e+000 7.7266e+003 4.1499e+002 8.7510e+003 1.4922e+003 0.0000e+000
          58 3.7086e+000 8.9716e+001 4.8621e+003 1.2734e+004 3.0927e+001 7.3300e+003 1.2503e+002 7.9191e+003 1.8568e+003 0.0000e+000
          59 1.2336e+000 1.4692e+002 5.0448e+003 1.1236e+004 1.6880e+002 6.8383e+003 8.0377e+000 7.0501e+003 2.2053e+003 0.0000e+000
          60 1.4566e-001 2.1207e+002 5.2625e+003 1.0065e+004 3.9516e+002 6.4448e+003 2.2146e+001 6.3389e+003 2.5842e+003 7.8446e-002
          61 8.5903e-002 2.8805e+002 5.5746e+003 9.2166e+003 7.0728e+002 6.1840e+003 1.3888e+002 5.7962e+003 3.0289e+003 3.9584e+000
          62 8.8067e-001 3.7434e+002 5.9357e+003 8.5214e+003 1.1044e+003 5.9715e+003 3.4580e+002 5.3241e+003 3.5230e+003 2.0361e+001
          63 2.4532e+000 4.7135e+002 6.3388e+003 7.9280e+003 1.5891e+003 5.7855e+003 6.3690e+002 4.8956e+003 4.0640e+003 5.8347e+001
          64 4.7871e+000 5.7955e+002 6.7729e+003 7.3878e+003 2.1672e+003 5.6017e+003 1.0113e+003 4.4843e+003 4.6470e+003 1.2754e+002
          65 7.7742e+000 6.8877e+002 7.1218e+003 6.7717e+003 2.8013e+003 5.3259e+003 1.4471e+003 4.0167e+003 5.1875e+003 2.3444e+002
          66 1.1281e+001 7.9473e+002 7.3722e+003 6.0995e+003 3.4676e+003 4.9694e+003 1.9238e+003 3.5127e+003 5.6607e+003 3.8261e+002
          67 1.4985e+001 8.8349e+002 7.4319e+003 5.3316e+003 4.0949e+003 4.4961e+003 2.3925e+003 2.9588e+003 5.9788e+003 5.6583e+002
          68 1.8387e+001 9.4003e+002 7.2376e+003 4.4855e+003 4.5916e+003 3.9126e+003 2.7863e+003 2.3789e+003 6.0653e+003 7.6406e+002
