   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63
           0 2.5589e+005 1.2935e+005 3.5576e+004 5.4108e+003 7.4975e+001 4.0983e+002 7.3408e+002 5.7314e+002 3.3523e+002 1.7484e+002 8.5183e+001 3.8243e+001 1.5573e+001 5.8342e+000 2.1048e+000 7.6760e-001 2.8561e-001 1.0379e-001 3.4481e-002 9.9232e-003 2.3850e-003 4.4690e-004 4.7621e-005 2.4262e-008 3.2095e-006 1.3639e-009 1.8753e-005 9.2254e-005 1.9054e-004 2.3721e-004 1.9264e-004 9.5896e-005 1.9495e-005 6.4507e-007 2.2280e-005 4.5764e-005 4.8409e-005 3.3093e-005 1.4462e-005 3.0330e-006 1.2259e-009 1.1556e-006 2.4199e-006 2.3164e-006 1.3489e-006 4.4557e-007 3.7820e-008 2.6492e-008 1.3592e-007 1.8814e-007 1.5664e-007 9.0980e-008 3.7413e-008 1.0152e-008 1.4590e-009 5.0349e-011 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 9.7845e+005 1.0561e+004 4.4584e+004 4.3211e+004 1.8177e+004 3.6914e+003 8.2708e+000 9.3106e+002 1.6668e+003 1.3647e+003 7.9873e+002 4.1438e+002 2.1851e+002 1.2007e+002 6.3366e+001 2.8679e+001 1.0180e+001 2.7272e+000 6.2063e-001 2.0665e-001 1.6505e-001 1.7914e-001 1.4821e-001 7.4093e-002 1.5801e-002 3.7381e-006 5.9947e-003 9.1119e-003 5.1072e-003 8.2827e-004 1.4818e-004 1.5466e-003 2.4396e-003 2.0497e-003 1.0678e-003 3.0102e-004 1.2316e-005 4.3532e-005 1.5413e-004 2.0975e-004 1.9175e-004 1.3500e-004 7.6119e-005 3.3839e-005 1.0782e-005 1.6963e-006 8.4099e-009 9.0297e-007 1.8736e-006 2.1276e-006 1.7667e-006 1.1602e-006 6.0910e-007 2.4579e-007 6.6741e-008 7.1139e-009 6.3972e-010 6.4060e-009 8.9953e-009 7.3450e-009 4.3837e-009 2.0695e-009 7.8823e-010 3.0786e-010
           2 1.6497e+006 7.1278e+005 2.4768e+005 1.6339e+002 2.0880e+004 1.5056e+004 7.5661e+003 2.3535e+003 1.1679e+001 1.2049e+003 2.7532e+003 2.5033e+003 1.4030e+003 6.1824e+002 2.8531e+002 1.7192e+002 1.2419e+002 8.3569e+001 4.3446e+001 1.5258e+001 2.9245e+000 1.3396e-001 1.9089e-002 4.7864e-003 5.5816e-002 2.6167e-001 3.8388e-001 2.9643e-001 1.2033e-001 1.2832e-002 6.8627e-003 4.0061e-002 5.3568e-002 3.7844e-002 1.4189e-002 1.2272e-003 1.2514e-003 6.4290e-003 9.4399e-003 8.2704e-003 4.8435e-003 1.7351e-003 2.0048e-004 6.8238e-005 5.4972e-004 9.7602e-004 1.0759e-003 8.9442e-004 5.9686e-004 3.2322e-004 1.3758e-004 4.1030e-005 5.4308e-006 2.1605e-007 4.5584e-006 8.5547e-006 9.5946e-006 8.3503e-006 6.1903e-006 4.0879e-006 2.4474e-006 1.2992e-006 5.6384e-007 2.3874e-007
           3 1.7712e+006 3.8100e+006 9.5980e+004 6.2467e+005 4.9517e+004 1.2503e+004 1.3776e+004 3.1085e+003 1.3671e+003 1.1207e+003 1.0749e+002 7.3833e+002 3.1260e+003 3.9387e+003 2.6371e+003 1.1140e+003 3.4844e+002 1.2068e+002 8.1609e+001 9.0324e+001 9.2592e+001 6.7669e+001 3.1175e+001 6.9841e+000 9.3261e-002 9.4243e-001 1.4767e+000 5.9570e-001 5.0946e-003 2.9183e-001 7.7087e-001 8.3149e-001 5.1113e-001 1.6177e-001 6.7454e-003 2.8934e-002 1.0214e-001 1.3369e-001 1.0867e-001 5.8942e-002 1.8488e-002 1.1548e-003 2.2248e-003 1.0027e-002 1.5519e-002 1.5596e-002 1.1630e-002 6.5251e-003 2.5219e-003 4.4790e-004 9.9127e-006 4.4684e-004 1.0602e-003 1.4512e-003 1.5164e-003 1.3313e-003 1.0274e-003 7.1507e-004 4.5659e-004 2.7055e-004 1.4907e-004 7.4343e-005 3.1011e-005 1.2877e-005
           4 1.2009e+006 6.4214e+006 3.8593e+006 3.4382e+005 6.2261e+005 3.5243e+005 9.1761e+002 3.1708e+004 1.1244e+004 1.0071e+002 1.2215e+002 3.9772e+001 9.0602e+001 1.8693e+002 2.0355e+003 4.1141e+003 3.9919e+003 2.2661e+003 7.8337e+002 1.6514e+002 2.9695e+001 1.9965e+001 4.2469e+001 7.1872e+001 7.5770e+001 4.9915e+001 1.8875e+001 2.3993e+000 3.2348e-001 2.8381e+000 3.4470e+000 1.8827e+000 3.4514e-001 3.5738e-002 5.7286e-001 1.0670e+000 1.0606e+000 6.7276e-001 2.5015e-001 2.5861e-002 1.6707e-002 1.0949e-001 1.8724e-001 1.9762e-001 1.5119e-001 8.5633e-002 3.2895e-002 5.6403e-003 1.6990e-004 5.8748e-003 1.3184e-002 1.7013e-002 1.6494e-002 1.3095e-002 8.7862e-003 4.9976e-003 2.3529e-003 8.5395e-004 1.9363e-004 8.6260e-006 1.4432e-005 4.3272e-005 3.6525e-005 2.0217e-005
           5 3.5720e+005 4.4058e+006 9.7075e+006 1.5120e+006 1.6981e+006 1.0085e+005 6.3400e+005 1.2499e+005 8.0987e+003 3.6445e+004 7.9568e+003 1.4479e+002 1.5266e+003 4.0769e+002 1.1629e+001 1.0615e+002 1.1367e+003 3.0960e+003 4.0337e+003 3.1199e+003 1.5305e+003 4.6550e+002 7.8943e+001 7.7872e+000 4.1095e+000 1.6246e+001 4.0695e+001 5.7170e+001 5.0541e+001 2.8536e+001 8.7547e+000 4.5724e-001 1.0086e+000 3.5183e+000 3.9617e+000 2.4435e+000 7.4688e-001 1.8497e-002 2.0517e-001 6.7175e-001 9.0990e-001 8.0064e-001 4.9722e-001 2.0360e-001 3.5882e-002 1.5971e-003 4.5791e-002 1.0541e-001 1.4076e-001 1.4115e-001 1.1538e-001 7.8976e-002 4.5006e-002 2.0422e-002 6.4362e-003 7.9661e-004 1.2899e-004 1.4861e-003 2.9732e-003 3.7192e-003 3.5419e-003 2.6120e-003 1.3785e-003 6.3980e-004
           6 7.5100e+003 8.5204e+005 7.1588e+006 9.6454e+006 1.3450e+005 2.4128e+006 6.6604e+004 4.8044e+005 3.6736e+005 1.7120e+004 2.5454e+004 2.9079e+004 3.3662e+003 1.0063e+003 2.8446e+003 1.1234e+003 1.7238e+002 1.6106e+002 8.5123e+002 2.3813e+003 3.5684e+003 3.3411e+003 2.0909e+003 8.7140e+002 2.2158e+002 2.6640e+001 9.2467e-001 9.2249e-001 9.3609e+000 2.8721e+001 4.4549e+001 4.3738e+001 2.8931e+001 1.2090e+001 2.1335e+000 5.6860e-002 1.8973e+000 3.6049e+000 3.5488e+000 2.2297e+000 8.2659e-001 8.6529e-002 5.4307e-002 3.6609e-001 6.4221e-001 7.0047e-001 5.5959e-001 3.3586e-001 1.4049e-001 2.8741e-002 1.2594e-004 2.3443e-002 6.3017e-002 9.4128e-002 1.0666e-001 1.0160e-001 8.5280e-002 6.4718e-002 4.5099e-002 2.9106e-002 1.7342e-002 9.2162e-003 4.0050e-003 1.6966e-003
           7 1.2318e+004 2.3033e+002 1.2976e+006 9.7088e+006 8.3855e+006 1.7361e+005 2.2381e+006 5.7389e+005 1.6358e+005 5.0818e+005 1.3787e+005 7.4087e+002 3.5511e+004 1.9780e+004 6.9816e+002 2.4908e+003 4.0893e+003 1.8021e+003 4.0081e+002 2.1335e+002 6.5104e+002 1.8024e+003 3.0143e+003 3.2784e+003 2.4640e+003 1.2945e+003 4.5288e+002 8.8973e+001 5.0207e+000 1.8129e-001 1.3274e-002 4.8191e+000 1.9314e+001 3.3893e+001 3.7600e+001 2.9210e+001 1.5736e+001 4.9749e+000 3.2491e-001 5.5987e-001 2.5304e+000 3.7831e+000 3.5605e+000 2.3731e+000 1.0830e+000 2.5685e-001 7.4139e-004 1.1905e-001 3.4695e-001 5.0166e-001 5.2142e-001 4.3223e-001 2.9450e-001 1.6282e-001 6.7911e-002 1.6610e-002 3.1660e-004 4.6009e-003 1.6026e-002 2.5344e-002 2.7847e-002 2.2532e-002 1.2535e-002 5.9601e-003
           8 2.0752e+001 1.2757e+004 1.6002e+003 2.1044e+006 1.1853e+007 6.3891e+006 1.0648e+006 1.4857e+006 1.1809e+006 1.3731e+003 4.3202e+005 3.0018e+005 2.4741e+004 1.5227e+004 3.3654e+004 1.0337e+004 1.0978e+001 3.9226e+003 4.7484e+003 2.2303e+003 6.2315e+002 2.8452e+002 5.6138e+002 1.4286e+003 2.5057e+003 2.9849e+003 2.5399e+003 1.5819e+003 7.0907e+002 2.0924e+002 3.0028e+001 1.6286e-001 1.3983e+000 1.2573e-001 2.6572e+000 1.3607e+001 2.6082e+001 3.1138e+001 2.6441e+001 1.6321e+001 6.7716e+000 1.2937e+000 1.5604e-002 1.1103e+000 2.5852e+000 3.2906e+000 3.0272e+000 2.1636e+000 1.1943e+000 4.6216e-001 8.3439e-002 1.7787e-003 8.6015e-002 2.1107e-001 2.9876e-001 3.2253e-001 2.9152e-001 2.3009e-001 1.6210e-001 1.0313e-001 5.9326e-002 3.0120e-002 1.2593e-002 5.2199e-003
           9 4.0782e+003 1.5113e+004 1.1656e+001 1.9271e+004 2.9370e+006 1.3390e+007 4.5754e+006 2.1248e+006 7.3129e+005 1.5556e+006 9.8566e+004 2.4333e+005 3.9753e+005 1.1188e+005 1.2053e+001 2.8829e+004 2.4956e+004 3.8493e+003 8.1148e+002 5.2542e+003 5.1755e+003 2.4318e+003 7.4620e+002 3.3056e+002 5.0831e+002 1.1648e+003 2.0606e+003 2.6174e+003 2.4685e+003 1.7678e+003 9.5428e+002 3.6795e+002 8.5964e+001 6.0438e+000 1.0684e+000 3.1359e+000 5.0768e-001 1.3112e+000 9.0022e+000 1.8864e+001 2.4507e+001 2.3268e+001 1.6890e+001 9.1477e+000 3.2148e+000 3.7017e-001 1.5251e-001 1.2675e+000 2.4815e+000 3.0960e+000 2.9834e+000 2.3707e+000 1.5844e+000 8.8169e-001 3.8793e-001 1.1536e-001 1.1328e-002 4.8559e-003 3.5621e-002 6.4978e-002 7.4730e-002 6.1357e-002 3.4258e-002 1.6300e-002
