   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
           0 1.7328e+007 2.4725e-002 1.3647e-001 4.8273e+005 1.3556e+001 7.2587e+000 7.3811e+002 1.6738e-001 1.1204e+001 7.3321e+001 9.8581e+000 2.4474e-001 1.2074e-001 1.4250e-001 1.8359e-002 7.5555e-004 4.7365e-003 1.7196e-003 3.9319e-005 1.3197e-004 1.6727e-004 5.7273e-005 6.8361e-006 1.2268e-007 6.3236e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.9494e+005 5.3697e-001 2.1075e+001 1.6326e+007 2.1280e+002 1.7969e+002 7.9053e+005 1.1898e+004 5.6110e+003 1.3164e+004 4.6750e+002 1.6006e+002 3.4113e+002 1.1020e+002 7.4288e+000 9.1841e-001 2.7255e+000 9.1835e-001 2.5702e-002 6.6364e-002 9.8057e-002 3.6762e-002 2.9818e-003 6.5483e-004 2.1251e-003 1.1263e-003 2.0936e-004 7.7499e-006 5.7242e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.7507e+004 5.6574e+000 8.3200e+001 8.0980e+005 1.3518e+003 1.7909e+004 1.5514e+007 1.2191e+005 3.4195e+003 4.5250e+005 2.3276e+005 1.0442e+005 4.1345e+004 3.2864e+003 2.2451e+002 9.8012e+002 4.9044e+002 6.3719e+001 1.4133e+000 1.8264e+001 1.2724e+001 2.6192e+000 2.1356e-005 5.9971e-001 7.4101e-001 3.5735e-001 7.5700e-002 2.0139e-003 3.7130e-003 5.7090e-003 2.3640e-003 3.2671e-004 2.8748e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.8375e+003 5.9199e+001 6.7180e+002 7.7145e+004 4.0094e+003 1.8794e+004 6.8892e+005 2.1947e+005 1.4574e+006 1.1345e+007 1.9768e+006 6.4177e+004 1.3163e+005 3.0709e+005 1.9897e+005 6.8355e+004 8.3579e+003 1.0336e+002 1.9813e+003 1.5629e+003 4.3279e+002 1.5174e+001 2.9823e+001 6.1470e+001 3.7726e+001 9.8827e+000 3.2237e-001 8.8211e-001 2.0709e+000 1.6699e+000 7.6775e-001 2.0617e-001 2.3012e-002 7.1657e-005 3.5386e-003 2.5738e-003 5.6074e-004 1.1108e-005 0.0000e+000 0.0000e+000
           4 1.0631e+002 4.1177e+002 3.6547e+003 6.9654e+003 1.8000e+004 6.6133e+004 1.7759e+005 1.3758e+005 3.0366e+005 1.2634e+005 1.9975e+006 4.4728e+006 5.1428e+006 1.7163e+006 1.1635e+005 6.9209e+004 2.4958e+005 2.0844e+005 8.6213e+004 1.6057e+004 1.0806e+002 2.0168e+003 2.9526e+003 1.5986e+003 3.7894e+002 7.4861e+000 4.6663e+001 9.8169e+001 7.7643e+001 3.4819e+001 8.1206e+000 2.7239e-001 7.2450e-001 1.9706e+000 1.9904e+000 1.3116e+000 6.4884e-001 2.5589e-001 8.3244e-002 2.3025e-002
           5 1.4539e+001 1.8942e+003 1.3019e+004 5.8093e+002 4.7820e+004 1.2321e+005 6.9275e+003 2.6570e+005 4.1064e+005 8.3327e+004 1.5742e+005 2.6910e+003 9.9870e+005 3.1703e+006 3.6537e+006 2.4053e+006 7.4960e+005 3.7632e+004 6.0000e+004 1.7937e+005 1.6521e+005 8.3003e+004 2.2590e+004 1.6560e+003 6.2497e+002 2.6032e+003 2.5244e+003 1.3156e+003 3.7329e+002 2.7115e+001 1.5330e+001 6.7663e+001 8.0890e+001 5.9288e+001 3.1104e+001 1.1880e+001 2.9815e+000 3.0286e-001 1.4872e-002 1.5039e-001
           6 3.2865e-001 5.7118e+003 2.8496e+004 4.8913e+001 7.3952e+004 1.2671e+005 2.8679e+003 1.3924e+005 5.7372e+004 1.1475e+005 1.1279e+005 3.3159e+003 7.3421e+004 8.2218e+003 6.5556e+005 2.2184e+006 3.0981e+006 2.3927e+006 1.1003e+006 2.3722e+005 5.2392e+002 6.8655e+004 1.3575e+005 1.1996e+005 6.6056e+004 2.2791e+004 3.6032e+003 4.9231e+000 1.2449e+003 2.0786e+003 1.7302e+003 9.5124e+002 3.4962e+002 6.7785e+001 5.0656e-001 1.4509e+001 3.4665e+001 3.9442e+001 3.2003e+001 1.9783e+001
           7 1.6773e-002 1.1336e+004 3.5919e+004 3.0526e+001 5.4750e+004 4.4188e+004 3.3101e+002 1.1095e+004 7.6939e+003 1.4986e+004 5.6853e+004 1.9067e+005 5.8107e+004 2.9680e+004 7.2270e+004 8.2296e+003 5.2761e+005 1.6712e+006 2.4432e+006 2.2087e+006 1.2987e+006 4.5548e+005 5.6309e+004 7.4118e+003 7.2546e+004 1.0817e+005 9.1379e+004 5.3131e+004 2.1512e+004 5.1798e+003 2.6860e+002 3.3516e+002 1.2372e+003 1.5362e+003 1.2553e+003 7.8683e+002 3.9631e+002 1.6148e+002 5.1716e+001 1.2328e+001
           8 8.5448e-002 1.5111e+004 2.2104e+004 1.0029e+000 1.1001e+004 1.2712e+000 6.2723e+001 1.5583e+004 4.0577e+004 2.5240e+002 4.3533e+004 1.9351e+001 1.0377e+005 1.1084e+005 2.3575e+003 4.8910e+004 4.2353e+004 2.2442e+004 4.6170e+005 1.3406e+006 1.9939e+006 1.9229e+006 1.2937e+006 5.9444e+005 1.5349e+005 5.5898e+003 2.0462e+004 6.6729e+004 8.3775e+004 6.9529e+004 4.3209e+004 2.0510e+004 6.9858e+003 1.3004e+003 7.6755e+000 3.0366e+002 7.4073e+002 8.8136e+002 7.5413e+002 4.9042e+002
           9 1.1957e-001 1.4548e+004 2.8591e+003 1.3798e+000 1.1668e+003 1.1890e+004 1.8703e+002 1.4722e+004 1.2848e+003 9.0164e+003 1.5768e+003 3.5951e+004 7.0848e+003 4.3906e+004 1.2004e+005 4.5261e+004 4.7597e+003 5.8099e+004 2.0892e+004 4.1585e+004 4.4027e+005 1.1255e+006 1.6320e+006 1.6371e+006 1.2114e+006 6.5945e+005 2.4169e+005 4.0609e+004 4.7443e+002 2.7708e+004 5.6906e+004 6.4545e+004 5.3854e+004 3.6089e+004 1.9997e+004 9.1369e+003 3.2968e+003 8.3523e+002 9.8601e+001 1.4818e-001
          10 2.0080e-002 1.2921e+004 3.4875e+003 1.7560e-005 6.7306e+003 3.2978e+003 4.8849e+001 1.8310e+002 7.4172e+003 1.8885e+001 1.4041e+004 3.7699e+002 2.2751e+004 1.3981e+004 1.0709e+004 8.6785e+004 7.5668e+004 4.1585e+003 2.5401e+004 5.1128e+004 4.3778e+003 7.2981e+004 4.3811e+005 9.7436e+005 1.3597e+006 1.3811e+006 1.0798e+006 6.5597e+005 2.9706e+005 8.5329e+004 6.7677e+003 4.9483e+003 2.7307e+004 4.4332e+004 4.7717e+004 4.0788e+004 2.9651e+004 1.9003e+004 1.0852e+004 5.3374e+003
          11 8.1848e-003 1.4841e+004 2.5406e+004 8.3756e-001 2.4623e+001 2.1049e+003 7.6853e+001 4.6351e+003 9.5053e+002 1.0133e+003 9.1386e+002 1.0139e+004 3.7957e+002 1.7469e+004 1.8763e+004 1.0275e+003 5.2799e+004 7.9357e+004 2.3484e+004 3.1606e+003 4.0295e+004 3.1820e+004 4.7713e+002 1.1262e+005 4.4457e+005 8.6148e+005 1.1389e+006 1.1498e+006 9.2989e+005 6.1039e+005 3.1916e+005 1.2330e+005 2.7128e+004 3.5341e+002 6.8781e+003 2.0736e+004 2.9435e+004 3.0337e+004 2.5258e+004 1.6681e+004
          12 3.7729e-002 1.7726e+004 5.9965e+004 4.9446e-003 3.6763e+004 1.8419e+002 3.6027e+001 1.0143e+001 2.3697e+003 1.6140e+000 1.8915e+003 6.1723e+002 7.5120e+003 1.1121e+002 1.3357e+004 1.8650e+004 1.1623e+001 3.1482e+004 6.9481e+004 3.8365e+004 5.2463e+002 2.0350e+004 3.9809e+004 1.1264e+004 1.3241e+004 1.5984e+005 4.5311e+005 7.6691e+005 9.5369e+005 9.4636e+005 7.7856e+005 5.3892e+005 3.1223e+005 1.4628e+005 5.0354e+004 9.1823e+003 7.9566e-001 3.7101e+003 8.5480e+003 9.1078e+003
          13 7.8847e-002 1.0215e+004 7.9497e+004 3.3409e+000 1.5181e+005 6.3037e+004 4.5661e+001 2.4271e+002 7.2923e+002 5.5280e+002 9.3809e+002 7.4558e+002 1.6073e+003 5.6934e+003 1.0875e+001 1.1285e+004 1.5941e+004 3.1192e+002 2.0021e+004 5.6461e+004 4.2422e+004 4.8665e+003 7.7301e+003 3.2455e+004 2.4245e+004 1.5757e+002 4.4491e+004 2.0954e+005 4.5452e+005 6.7758e+005 7.8985e+005 7.6383e+005 6.3194e+005 4.5353e+005 2.8320e+005 1.5273e+005 6.9252e+004 2.5046e+004 6.4078e+003 8.8607e+002
          14 7.2676e-002 5.8004e+002 3.3456e+004 6.8353e-001 1.9830e+005 3.3698e+005 2.7244e+003 1.4511e+005 1.2236e+004 2.2588e+003 4.6016e+003 2.5283e+003 1.5597e+001 2.1226e+003 4.2875e+003 1.2935e+002 1.0508e+004 1.2736e+004 3.3489e+002 1.4874e+004 4.5227e+004 3.9424e+004 8.3181e+003 2.4406e+003 2.2864e+004 2.6934e+004 5.7442e+003 8.5458e+003 8.9998e+004 2.5266e+005 4.4180e+005 5.8569e+005 6.3891e+005 5.9780e+005 4.9141e+005 3.6054e+005 2.3766e+005 1.4155e+005 7.5714e+004 3.4984e+004
          15 3.6037e-002 3.7712e+002 4.8986e-002 1.2370e-002 4.2716e+004 3.2812e+005 6.0779e+003 6.5416e+005 3.8113e+005 5.7788e+004 7.9683e+004 3.2376e+004 1.5904e+004 5.5206e+003 5.4425e+002 4.0788e+003 1.3971e+003 9.6433e+003 9.7317e+003 4.5227e+001 1.3491e+004 3.7160e+004 3.3583e+004 8.5935e+003 9.2649e+002 1.6171e+004 2.4175e+004 1.0011e+004 7.6432e+002 3.9095e+004 1.4048e+005 2.7930e+005 4.0789e+005 4.8468e+005 4.9291e+005 4.4254e+005 3.5663e+005 2.6099e+005 1.7235e+005 9.7121e+004
          16 9.9091e-003 1.4053e+000 2.1413e+003 2.2624e-001 8.2346e+003 7.1574e+003 1.6782e+003 2.8762e+005 8.7042e+005 3.3801e+005 7.7230e+005 4.3480e+005 2.1584e+005 1.3912e+005 7.2497e+004 8.2769e+003 1.2424e+004 9.9822e+003 5.1984e+003 8.0594e+003 4.5226e+002 1.3523e+004 3.1686e+004 2.5955e+004 6.0689e+003 7.4259e+002 1.2706e+004 2.0063e+004 1.0128e+004 1.8676e-002 1.9266e+004 8.3309e+004 1.8001e+005 2.7819e+005 3.4703e+005 3.7058e+005 3.4864e+005 2.9380e+005 2.2033e+005 1.3800e+005
          17 1.1343e-003 3.2697e+001 3.3747e+002 5.1718e-002 1.2908e+003 3.6504e+004 7.1053e+002 4.1032e+004 2.0203e+004 9.1025e+004 6.5229e+005 1.1455e+006 1.0830e+006 9.9778e+005 7.5181e+005 5.2312e+005 2.1136e+005 1.2168e+005 9.2179e+004 3.8993e+003 1.9263e+004 9.6084e+003 8.5929e+003 3.1674e+004 1.4614e+004 3.4529e+003 1.6086e+003 1.0829e+004 1.5684e+004 7.7394e+003 7.0424e+000 1.2618e+004 5.5918e+004 1.2194e+005 1.9023e+005 2.4033e+005 2.5908e+005 2.4483e+005 2.0219e+005 1.3656e+005
          18 1.7552e-006 1.8812e+001 3.2441e-001 3.2531e-004 2.5213e+003 5.0062e+003 7.3288e+000 1.1686e+004 1.3944e+005 7.4205e+004 1.4401e+005 6.2069e+002 2.0770e+005 7.8215e+005 1.3789e+006 1.6198e+006 1.7633e+006 1.3306e+006 9.2235e+005 7.5723e+005 2.9665e+005 2.0876e+005 1.5135e+005 8.8604e+003 7.9312e+004 9.9482e+000 6.5875e+003 8.1097e+003 6.0407e+003 1.3586e+004 3.4515e+003 9.2468e+001 1.1417e+004 4.3483e+004 8.6608e+004 1.3025e+005 1.5996e+005 1.6650e+005 1.4844e+005 1.0633e+005
          19 1.8598e-004 6.1985e+000 3.4229e+001 3.2137e-003 1.0198e+003 1.5323e+001 1.0847e+002 2.1768e+004 4.0610e+004 4.5290e+003 5.8755e+003 2.0107e+005 3.5330e+005 3.3112e+005 7.8664e+004 2.3337e+004 3.1599e+005 1.0675e+006 1.7414e+006 2.0057e+006 2.4430e+006 1.9836e+006 1.6191e+006 1.4821e+006 6.9656e+005 7.4550e+005 3.1125e+005 2.0338e+005 1.7045e+005 2.7956e+004 6.6281e+004 8.9217e+003 2.4333e+003 2.7975e+004 2.3484e+004 7.1650e+004 7.9602e+004 9.6723e+004 9.2207e+004 6.7732e+004
          20 1.7293e-004 1.5759e+000 2.6718e+001 5.0708e-004 2.5988e+002 4.6637e+002 6.6990e+001 9.7683e+003 4.7334e+003 3.1470e+002 2.8221e+004 1.2072e+005 9.3354e+004 1.4789e+004 4.2501e+004 2.4890e+005 4.2310e+005 5.1023e+005 2.9338e+005 4.7987e+004 5.3837e+003 2.8968e+005 7.8437e+005 1.2736e+006 2.2073e+006 2.1881e+006 2.7714e+006 2.6014e+006 2.3153e+006 2.2980e+006 1.6081e+006 1.4793e+006 1.0576e+006 6.5822e+005 6.8222e+005 1.7716e+005 3.9906e+005 1.3062e+004 1.6880e+005 6.7172e+003
          21 5.6651e-005 3.1647e-001 8.1322e+000 1.9635e-005 5.0990e+001 2.0743e+002 1.8380e+001 2.3993e+003 4.3770e+002 4.3240e+002 1.0901e+004 3.0939e+004 1.5529e+004 5.9390e-001 3.1058e+004 9.0848e+004 1.0769e+005 8.5672e+004 1.7428e+004 7.0126e+003 6.4392e+004 2.2539e+005 3.4240e+005 3.6932e+005 4.2174e+005 2.2412e+005 1.4880e+005 2.3643e+004 7.9302e+003 8.4165e+004 3.6766e+005 6.3660e+005 1.1078e+006 1.6590e+006 1.9550e+006 2.8658e+006 2.7423e+006 3.8447e+006 3.2076e+006 3.5098e+006
