   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 4.7144e+006 2.6304e+007 6.4611e+007 9.2394e+007 8.5465e+007 5.3636e+007 2.3246e+007 6.9299e+006 1.3833e+006 1.7413e+005 1.2096e+004 3.1296e+002 1.5113e-002 1.4327e+000 6.7587e-001 2.3724e-001 1.4336e-005 9.4329e-002 1.9424e-004 3.3119e-002 2.0871e-002 2.4300e-003 1.1866e-005 3.3460e-005
           1 1.5286e+007 5.4434e+007 6.7280e+007 2.6231e+007 1.4439e+005 2.8307e+007 5.6621e+007 4.6990e+007 2.1712e+007 5.9518e+006 9.3863e+005 7.3635e+004 1.6696e+003 1.0964e+001 1.0089e+001 7.1127e-001 6.7644e-002 5.1667e-004 4.2246e-002 3.1147e-004 2.0288e-002 1.3697e-002 3.5932e-003 2.4402e-004
           2 2.8032e+007 6.0715e+007 2.7410e+007 9.2607e+005 3.4039e+007 3.1955e+007 1.2877e+006 1.5488e+007 4.0748e+007 3.3158e+007 1.3039e+007 2.6036e+006 2.2507e+005 3.4652e+003 2.8483e+002 6.9736e+001 3.8824e-001 1.5487e-001 3.5760e-002 3.5303e-003 1.1095e-002 3.5116e-004 7.7728e-004 1.8936e-004
           3 3.8457e+007 4.7246e+007 2.2722e+006 2.1903e+007 2.8519e+007 7.8983e+004 2.3013e+007 2.4589e+007 4.7651e+005 1.4857e+007 3.0411e+007 1.8740e+007 4.8424e+006 4.4323e+005 1.9812e+003 2.8428e+003 3.6513e+002 1.0138e-001 5.0090e-001 7.6110e-002 2.5853e-002 5.8010e-002 1.4209e-002 7.7408e-004
           4 4.4020e+007 2.7580e+007 2.4885e+006 3.0698e+007 4.2583e+006 1.4651e+007 2.1387e+007 3.3268e+004 2.0649e+007 1.4812e+007 2.2622e+005 1.5875e+007 1.8773e+007 6.5368e+006 5.8360e+005 2.2686e+003 1.7675e+004 1.4659e+003 1.2429e+000 1.7392e+000 6.7538e-001 7.0123e-003 9.9939e-002 1.7962e-002
           5 4.4384e+007 1.1877e+007 1.2339e+007 2.0367e+007 1.3969e+006 2.2943e+007 1.7781e+006 1.4607e+007 1.2856e+007 1.5292e+006 1.8240e+007 5.4990e+006 2.6990e+006 1.2453e+007 6.3512e+006 4.3967e+005 8.4353e+004 8.6276e+004 5.4023e+003 7.9756e+000 7.5763e-002 7.0638e-001 9.4929e-004 3.9081e-003
           6 4.0414e+007 3.2592e+006 1.8766e+007 7.5267e+006 9.9195e+006 1.2899e+007 2.8921e+006 1.6786e+007 3.0818e+004 1.4487e+007 4.9428e+006 4.8161e+006 1.2137e+007 5.4030e+005 4.1217e+006 3.8794e+006 5.2937e+004 6.6407e+005 3.9020e+005 2.2671e+004 8.3713e+000 1.1944e+000 1.1710e+001 1.6247e+000
           7 3.3066e+007 2.8486e+005 1.8343e+007 1.1264e+006 1.3945e+007 3.0445e+006 9.8239e+006 6.2790e+006 4.9517e+006 9.9400e+006 7.6821e+005 1.1066e+007 6.8276e+005 6.1373e+006 4.8134e+006 5.3191e+004 7.9427e+005 4.7342e+005 3.5812e+006 1.9460e+006 1.6939e+005 6.6664e+002 6.2826e+001 1.2345e-002
           8 2.2045e+007 5.3479e+004 1.2574e+007 2.6935e+003 1.0530e+007 9.5361e+004 9.2104e+006 6.8402e+005 7.4254e+006 2.1079e+006 4.7190e+006 4.2104e+006 1.5937e+006 5.5044e+006 2.5550e+000 3.1304e+006 9.2040e+005 9.3509e+004 3.9818e+006 1.5859e+007 1.3553e+007 3.1743e+006 1.2656e+005 2.4808e+003
           9 4.2951e+006 5.8747e+004 2.4110e+006 4.7213e+004 2.0344e+006 1.1635e+004 1.8613e+006 5.8636e+003 1.6653e+006 1.0631e+005 1.3165e+006 3.7032e+005 7.6885e+005 7.1216e+005 1.8536e+005 7.1108e+005 1.7891e+004 2.2324e+004 1.8648e+004 7.0697e+005 1.5897e+007 6.4296e+007 1.1824e+008 1.3536e+007
