   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 5.2715e-001 7.3884e+000 5.6295e+002 3.2831e+002 2.3710e+004 5.2013e+004 9.8423e+004 1.3683e+006 1.6768e+006 1.1102e+005 2.5466e+005 1.4407e+005 1.2062e+005 6.2085e+004 2.4540e+004 7.7171e+003 3.3582e+002 4.3521e+003 3.9707e+003 1.4853e+003 1.8374e+002 6.4848e+000 8.6548e+001 9.7925e+001 6.1651e+001 3.7101e+001 3.1584e+001 2.5069e+001 1.8069e+001 1.1914e+001
          11 1.9449e-003 8.6480e+000 1.1582e+002 4.7329e+003 1.0882e+004 1.6069e+005 1.6658e+003 3.0318e+005 1.7630e+006 1.0819e+006 4.0658e+003 2.7718e+005 7.6273e+004 1.2789e+005 6.9995e+004 1.4653e+004 8.8446e+003 3.9470e+001 1.6884e+003 2.7257e+003 1.8621e+003 8.0279e+002 2.5845e+002 7.1978e+001 2.0565e+001 8.0212e+000 4.9563e+000 2.9858e+000 1.7305e+000 9.7598e-001
          12 2.1353e-001 3.0791e+001 5.8389e+002 8.0284e+003 2.3079e+004 8.7129e+004 1.2002e+004 2.5087e+004 7.7988e+005 1.5411e+006 5.1603e+005 8.6179e+003 2.2892e+005 3.5466e+004 1.7708e+005 7.8042e+004 7.0681e+003 1.2864e+004 1.7021e+003 4.6359e+001 9.0408e+002 1.2934e+003 9.9791e+002 5.6224e+002 2.6507e+002 1.4014e+002 1.0973e+002 8.1674e+001 5.6213e+001 3.5943e+001
          13 6.7952e-002 1.0048e+001 1.5052e+002 1.3693e+003 1.0463e+003 1.3757e+003 5.6605e+004 5.7275e+003 1.4579e+005 1.0156e+006 1.1698e+006 2.2692e+005 4.1934e+004 2.0975e+005 1.4153e+004 2.4475e+005 1.2054e+005 1.7629e+003 1.7220e+004 3.7057e+003 3.5194e+002 5.0352e+001 3.2010e+002 3.3185e+002 2.0247e+002 1.2024e+002 1.0152e+002 8.0081e+001 5.7469e+001 3.7785e+001
          14 3.7303e-002 9.6532e-001 5.0073e+001 8.2317e+002 9.8108e+003 2.4133e+004 6.6471e+004 2.0390e+004 6.5471e+003 3.7933e+005 1.1496e+006 7.4066e+005 4.6499e+004 9.1113e+004 1.6856e+005 2.3609e+002 3.4885e+005 2.2617e+005 3.4248e+003 2.2427e+004 3.4630e+003 1.3302e+003 2.6037e+002 2.2902e+001 4.9779e-001 1.5189e-001 7.7096e-001 1.2537e+000 1.3189e+000 1.0745e+000
          15 2.1397e-001 1.1788e+001 3.0172e+002 3.4335e+003 2.0349e+004 3.5909e+004 2.8976e+004 3.7226e+004 2.2016e+000 8.3412e+004 6.5217e+005 8.5133e+005 2.7632e+005 8.4555e+001 1.0223e+005 9.5556e+004 7.7443e+003 5.7246e+005 5.8738e+005 1.3915e+005 1.1288e+005 8.0946e+003 1.8112e+004 1.7233e+001 3.2524e+001 4.0109e+001 4.5295e+001 4.1161e+001 3.1463e+001 2.1228e+001
          16 2.9924e-003 1.7168e-001 4.1674e+000 4.5344e+001 2.4684e+002 3.9894e+002 2.4230e+002 4.8430e+002 1.3376e-004 6.2766e+002 6.5422e+003 1.0170e+004 4.2411e+003 6.2655e+001 9.1361e+002 1.3388e+003 5.1717e-001 1.3567e+003 3.8511e+003 8.1076e+004 5.0932e+005 2.8292e+006 9.0967e+006 6.9604e+006 4.7162e+004 4.9387e+003 1.7301e+004 1.9319e+004 1.5218e+004 1.0148e+004
          17 1.4334e-002 8.4429e-001 1.9729e+001 2.0731e+002 1.0584e+003 1.5766e+003 7.3571e+002 2.2462e+003 2.1331e+000 1.8325e+003 2.4714e+004 4.4513e+004 2.2394e+004 1.0737e+003 2.9412e+003 6.1898e+003 3.2956e+002 2.9811e+002 5.8995e+004 3.7984e+005 1.0486e+006 1.8095e+006 2.4647e+004 9.5127e+006 4.0772e+006 1.0738e+006 4.4071e+005 1.8026e+005 7.4962e+004 3.2690e+004
          18 3.5085e-002 2.0983e+000 4.7907e+001 4.9228e+002 2.4136e+003 3.3887e+003 1.2976e+003 5.4461e+003 2.0755e+001 3.2730e+003 5.2696e+004 1.0462e+005 5.9013e+004 4.4968e+003 5.3954e+003 1.4686e+004 2.2532e+003 1.7270e+002 1.5987e+005 5.7106e+005 6.9864e+005 2.2435e+005 5.7594e+005 1.3071e+003 1.2718e+007 4.0391e+004 2.4755e+005 2.5454e+005 1.8478e+005 1.1550e+005
          19 2.8619e-002 1.7262e+000 3.8894e+001 3.9447e+002 1.8892e+003 2.5549e+003 8.5895e+002 4.4349e+003 3.0732e+001 2.2273e+003 3.9890e+004 8.3877e+004 5.0454e+004 4.7684e+003 3.6546e+003 1.1750e+004 2.7325e+003 6.7098e+002 1.2364e+005 2.9973e+005 1.5698e+005 7.3627e+003 3.9440e+005 1.8388e+005 6.0636e+005 1.1598e+007 2.0802e+005 1.3197e+005 3.4278e+003 6.0711e+002
          20 9.4899e-003 5.7444e-001 1.2871e+001 1.2981e+002 6.1549e+002 8.1852e+002 2.5919e+002 1.4708e+003 1.2768e+001 6.8400e+002 1.2828e+004 2.7648e+004 1.7085e+004 1.7543e+003 1.1136e+003 3.8639e+003 1.0445e+003 3.0755e+002 3.9284e+004 7.8949e+004 2.2355e+004 1.8840e+004 9.9064e+004 8.4072e+004 1.5959e+005 5.6720e+004 7.4566e+006 1.4431e+006 1.8034e+006 1.5607e+005
