   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 9.5114e+006 1.1830e+006 3.0861e+004 1.3687e+002 6.8524e+000 1.6254e+001 8.1259e+000 2.7928e-001 1.3810e+000 2.9700e-001 3.7830e-001 2.5261e-002 1.2659e-001 7.7678e-003 1.2170e-002 1.1576e-002 1.1959e-003 5.1181e-005 1.0122e-004 4.3500e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.1630e+006 7.1436e+006 2.1889e+006 8.9311e+004 2.8707e+001 8.8264e+002 6.6667e+002 3.8667e+001 8.5090e+001 2.7081e+001 2.3719e+001 3.3163e+000 1.0496e+001 4.7490e-001 1.4014e+000 1.3443e+000 1.3785e-001 3.0208e-002 8.1987e-002 3.5740e-002 6.4037e-003 5.0437e-004 1.3086e-005 4.3768e-009 1.0725e-007 5.4658e-008 3.1557e-008 1.5218e-008 6.5524e-009 2.7524e-009
           2 1.2535e+005 1.9921e+006 5.0880e+006 2.8807e+006 1.2047e+005 8.9794e+003 1.6200e+004 1.8940e+003 1.4626e+003 8.1671e+002 4.2374e+002 1.2047e+002 2.3102e+002 3.4368e+000 4.8336e+001 3.8008e+001 2.7042e+000 2.2844e+000 4.9802e+000 2.6388e+000 6.6490e-001 7.8182e-002 1.2196e-003 1.6252e-003 2.2197e-003 1.6317e-003 1.5328e-003 1.2946e-003 9.6927e-004 6.5363e-004
           3 1.4539e+004 3.2819e+005 2.5870e+006 3.0949e+006 2.7432e+006 2.4592e+004 1.2597e+005 3.5196e+004 6.3978e+003 9.6096e+003 2.1093e+003 1.7483e+003 1.7239e+003 9.8800e-001 5.5675e+002 3.1187e+002 6.8755e+000 4.7458e+001 7.1849e+001 3.4873e+001 7.7909e+000 4.9670e-001 6.5386e-002 2.5584e-001 2.0274e-001 1.3142e-001 1.1646e-001 9.4974e-002 6.9664e-002 4.6432e-002
           4 1.6580e+003 5.7782e+004 5.1447e+005 3.3622e+006 1.0167e+006 1.5030e+006 4.2835e+004 2.1406e+005 1.2178e+002 3.6706e+004 8.2485e+002 8.4011e+003 2.9013e+003 4.3982e+002 1.9861e+003 5.6357e+002 1.3221e+001 2.8367e+002 2.5831e+002 8.9150e+001 9.8758e+000 3.6902e-001 4.1438e+000 4.3914e+000 2.6668e+000 1.5758e+000 1.3248e+000 1.0410e+000 7.4476e-001 4.8859e-001
           5 2.6065e+002 7.0211e+003 1.5424e+005 5.9087e+005 4.3958e+006 3.4546e+004 7.3581e+005 5.6580e+004 9.7541e+004 1.0674e+004 8.9226e+003 6.2562e+003 1.3331e+002 2.2621e+003 7.0667e+002 2.1732e+001 3.6161e+002 2.7245e+002 5.5933e+001 5.5631e-002 1.7452e+001 2.5857e+001 1.9671e+001 1.0942e+001 5.1174e+000 2.6939e+000 2.1030e+000 1.5614e+000 1.0726e+000 6.8495e-001
           6 3.5244e+001 1.2229e+003 2.6817e+004 2.1628e+005 1.0226e+006 3.5395e+006 7.3465e+003 6.9452e+005 5.6630e+004 1.1604e+005 1.7117e+004 8.4017e+003 1.1015e+004 8.9451e+001 2.5661e+003 2.0457e+003 1.4492e+002 1.9449e+002 4.9054e+002 3.3087e+002 1.0929e+002 1.6242e+001 1.4606e-001 9.7415e-001 1.2832e+000 9.7357e-001 9.4253e-001 8.1839e-001 6.2643e-001 4.2911e-001
           7 1.1673e+000 5.1815e+002 1.0903e+003 1.2743e+005 9.1862e+004 2.4729e+006 1.6724e+006 7.1666e+004 3.9409e+005 8.4395e+004 6.7375e+004 2.7047e+004 6.5387e+001 8.1280e+003 3.5120e+003 2.3805e-001 1.1148e+003 1.1507e+003 3.4820e+002 9.3557e+000 4.0199e+001 9.2455e+001 8.3875e+001 5.1364e+001 2.5265e+001 1.3635e+001 1.0825e+001 8.1452e+000 5.6507e+000 3.6326e+000
           8 1.4167e-001 6.6951e+001 7.2601e+002 1.2884e+004 1.3442e+005 2.5226e+005 2.6499e+006 9.8994e+005 1.8059e+005 3.3375e+005 8.2502e+004 7.7012e+004 2.9624e+004 1.0232e+002 7.6832e+003 5.6221e+003 3.8170e+002 5.2652e+002 1.3376e+003 9.2150e+002 3.1367e+002 4.8782e+001 5.8197e-001 2.6611e+000 3.6754e+000 2.8273e+000 2.7586e+000 2.4087e+000 1.8508e+000 1.2710e+000
           9 8.7832e-001 8.6920e+000 1.9243e+003 2.0922e+003 1.6285e+005 3.6022e+003 1.0169e+006 2.3158e+006 3.1945e+005 2.2785e+005 1.8722e+005 9.4879e+004 5.4954e+004 2.2938e+004 3.0383e+003 1.7560e+003 4.4880e+003 2.0252e+003 1.6396e+002 1.0042e+002 3.7987e+002 3.8957e+002 2.5416e+002 1.3024e+002 5.8346e+001 3.0061e+001 2.3125e+001 1.6968e+001 1.1555e+001 7.3348e+000
