   v'->v''           0           1           2           3           4           5           6           7           8           9
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 5.7772e+001 5.3830e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.8472e+002 1.1492e+001 1.6970e+001 7.1385e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 7.1030e+002 1.6621e+001 4.1422e+001 9.3882e+001 2.0175e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.5434e+002 1.1472e-001 3.6291e+002 1.5602e+002 3.8433e+001 3.8237e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 9.7109e+001 1.2835e+001 2.7609e+002 3.3179e+000 2.7267e+002 3.7245e+000 4.8004e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 4.6682e+002 2.1748e+001 2.1436e+001 1.0235e+002 2.7246e+002 4.7194e+001 4.3464e+001 1.3000e+000 0.0000e+000 0.0000e+000
          14 4.5621e+002 1.3003e+001 2.9609e+001 2.2448e+002 8.0038e+001 1.7811e+002 1.3149e+001 3.3413e+001 2.1820e-003 0.0000e+000
          15 2.2951e+002 4.2449e+000 8.0335e+001 1.7499e+002 4.3499e+000 1.7178e+002 5.5957e-001 3.7710e+001 5.8604e+000 2.2192e-001
