   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22
           0 4.6506e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.5654e+005 1.0240e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.1033e+005 1.4285e+005 2.0381e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.6200e+004 1.5468e+005 1.1957e+005 3.0743e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.1289e+005 1.6594e+004 1.5997e+005 1.1372e+005 4.1895e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 3.5767e+005 5.0929e+004 6.0916e+004 1.7123e+005 1.0288e+005 5.5333e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.8045e+005 2.0150e+005 1.2396e+003 9.8550e+004 1.5647e+005 8.8021e+004 6.9955e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 5.0329e+004 2.0094e+005 8.5097e+004 4.9222e+003 1.0824e+005 1.3523e+005 7.4790e+004 8.4169e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 2.1203e+004 7.4564e+004 1.7498e+005 3.8944e+004 1.8396e+004 1.1130e+005 1.1862e+005 6.3398e+004 9.7378e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.8779e+005 5.0464e+002 1.5985e+005 1.4760e+005 9.8956e+003 3.8774e+004 1.1327e+005 1.0404e+005 5.2142e+004 1.0925e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 3.2153e+005 4.2546e+004 7.4899e+004 2.0299e+005 8.2707e+004 1.1618e+002 6.0811e+004 1.0863e+005 8.8397e+004 4.0551e+004 1.1876e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 3.0236e+005 1.2521e+005 1.0533e+004 1.6363e+005 1.5325e+005 2.4873e+004 1.1283e+004 7.4532e+004 9.6226e+004 7.2061e+004 2.9122e+004 1.2322e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 1.8471e+005 1.6559e+005 3.3969e+003 8.3062e+004 1.6260e+005 7.6156e+004 1.3963e+003 2.8905e+004 7.6276e+004 7.9560e+004 5.6636e+004 1.8054e+004 1.1787e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 7.1046e+004 1.4691e+005 3.1079e+004 2.2400e+004 1.2037e+005 1.0727e+005 2.3109e+004 3.3036e+003 4.1843e+004 6.8898e+004 6.1364e+004 4.2712e+004 8.0795e+003 9.9178e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.2429e+004 9.8932e+004 5.7593e+004 7.2530e+002 6.7160e+004 1.0348e+005 4.7883e+004 1.5271e+003 1.5306e+004 4.6139e+004 5.5637e+004 4.4091e+004 2.8891e+004 1.3556e+003 6.4129e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 1.8392e+001 5.4853e+004 6.6086e+004 3.5054e+003 2.9641e+004 8.0315e+004 5.8156e+004 1.0441e+004 2.7378e+003 2.5695e+004 4.1818e+004 3.9804e+004 2.9498e+004 1.5427e+004 2.9807e+002 2.5323e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 5.9486e+003 2.7450e+004 6.1899e+004 1.2069e+004 1.0800e+004 5.6814e+004 5.6646e+004 1.8299e+004 1.4653e+000 1.2653e+004 2.9221e+004 3.2597e+004 2.6446e+004 1.8526e+004 4.2138e+003 2.4572e+003 4.6428e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 1.4546e+004 1.2898e+004 5.3798e+004 1.8991e+004 2.9863e+003 3.9323e+004 5.0779e+004 2.2760e+004 1.0618e+003 5.6705e+003 1.9955e+004 2.6141e+004 2.3119e+004 1.7190e+004 9.3590e+003 1.7495e+001 2.2291e+003 4.6932e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 2.0012e+004 5.3976e+003 4.3118e+004 2.1860e+004 3.8529e+002 2.5937e+004 4.1733e+004 2.3234e+004 2.7704e+003 2.1703e+003 1.2888e+004 1.9839e+004 1.9038e+004 1.4531e+004 1.0050e+004 1.8215e+003 9.5511e+002 7.3863e+002 1.5827e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 1.9797e+004 1.9343e+003 3.0697e+004 1.9714e+004 4.9794e+000 1.5708e+004 3.0292e+004 1.9565e+004 3.5411e+003 6.6761e+002 7.6146e+003 1.3553e+004 1.3964e+004 1.0972e+004 8.0845e+003 3.1817e+003 4.2862e+001 8.8986e+002 1.1810e+002 3.9282e+001 0.0000e+000 0.0000e+000 0.0000e+000
          20 1.3598e+004 5.7812e+002 1.7388e+004 1.2893e+004 1.2459e+002 7.9202e+003 1.7381e+004 1.2320e+004 2.7489e+003 1.5917e+002 3.7585e+003 7.4570e+003 8.0886e+003 6.5294e+003 4.8811e+003 2.5355e+003 4.6884e+001 4.3202e+002 2.0271e+002 1.3524e+001 4.6377e+001 4.3713e-006 0.0000e+000
          21 4.7358e+003 1.2453e+002 5.5591e+003 4.3988e+003 7.8620e+001 2.3895e+003 5.5912e+003 4.1359e+003 1.0056e+003 2.7956e+001 1.1210e+003 2.3500e+003 2.6147e+003 2.1423e+003 1.6065e+003 9.1434e+002 4.9990e+001 1.1109e+002 8.4600e+001 1.0828e+001 5.9341e+000 1.0082e+001 1.7815e-002
