   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31
          12 5.5360e+003 2.9118e+004 6.3914e+004 6.7175e+003 2.6562e+004 7.8203e+004 4.2793e+004 8.1721e+002 1.9484e+004 4.9058e+004 5.0115e+004 3.4273e+004 1.0654e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 5.0705e+004 9.3323e+002 6.6680e+004 4.6317e+004 2.7777e+002 5.0449e+004 7.3778e+004 2.5221e+004 2.7881e+002 2.5251e+004 4.7397e+004 4.5555e+004 2.9207e+004 1.1429e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 9.1668e+004 1.0038e+004 3.9869e+004 7.9131e+004 1.4024e+004 1.4217e+004 6.8071e+004 5.8225e+004 1.0650e+004 3.4369e+003 2.9816e+004 4.4606e+004 4.0869e+004 2.3937e+004 1.2027e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 9.3514e+004 3.6763e+004 1.1059e+004 7.7941e+004 4.5304e+004 5.1749e-001 3.8106e+004 6.9374e+004 3.7667e+004 2.2041e+003 8.8492e+003 3.2350e+004 4.0723e+004 3.6031e+004 1.8454e+004 1.2260e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 6.3475e+004 5.4432e+004 1.6280e+001 5.0411e+004 6.5057e+004 1.0682e+004 1.0503e+004 5.4741e+004 5.6159e+004 1.8708e+004 1.4107e+001 1.4353e+004 3.2616e+004 3.5955e+004 3.1419e+004 1.2667e+004 1.1945e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 2.7819e+004 5.2673e+004 6.5978e+003 2.0050e+004 6.2103e+004 3.0833e+004 4.0705e+001 2.9265e+004 5.5766e+004 3.6799e+004 6.0705e+003 2.2254e+003 1.8510e+004 3.1012e+004 3.0633e+004 2.6917e+004 7.1277e+003 1.0961e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 5.6649e+003 3.7718e+004 1.9230e+004 2.9901e+003 4.4056e+004 4.4201e+004 5.5140e+003 9.1122e+003 4.1780e+004 4.4828e+004 1.8520e+004 5.3105e+002 6.5720e+003 2.0667e+004 2.7579e+004 2.5584e+004 2.1738e+004 2.5627e+003 8.9607e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 1.5163e+001 2.0867e+004 2.7818e+004 3.4221e+002 2.4147e+004 4.5227e+004 1.6579e+004 6.3675e+002 2.4344e+004 4.1852e+004 2.8057e+004 5.8697e+003 6.4154e+002 1.0800e+004 2.0798e+004 2.2991e+004 2.0627e+004 1.5937e+004 1.3480e+002 6.0481e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          20 3.7873e+003 8.9330e+003 2.9457e+004 4.9195e+003 1.0184e+004 3.7814e+004 2.4574e+004 8.5133e+002 1.1011e+004 3.2577e+004 3.0990e+004 1.2136e+004 3.8492e+002 3.9430e+003 1.3533e+004 1.8629e+004 1.8264e+004 1.6190e+004 9.1296e+003 6.7326e+002 2.9389e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          21 9.5684e+003 2.7912e+003 2.6532e+004 1.0282e+004 3.0702e+003 2.8212e+004 2.7372e+004 4.3346e+003 3.7099e+003 2.2597e+004 2.8896e+004 1.6184e+004 2.5714e+003 7.9528e+002 7.6462e+003 1.4031e+004 1.5363e+004 1.3961e+004 1.1994e+004 2.8541e+003 2.5003e+003 8.8086e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          22 1.4208e+004 4.4056e+002 2.2293e+004 1.4154e+004 4.2079e+002 2.0058e+004 2.6968e+004 7.9566e+003 7.0865e+002 1.4800e+004 2.4975e+004 1.8020e+004 5.0861e+003 3.6576e+000 3.8758e+003 1.0055e+004 1.2782e+004 1.2114e+004 1.0923e+004 7.3331e+003 5.4891e+001 2.7553e+003 1.5726e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          23 1.6922e+004 7.6350e+000 1.7872e+004 1.6151e+004 3.1804e+001 1.3711e+004 2.4672e+004 1.0582e+004 4.2244e-001 9.2012e+003 2.0512e+004 1.8055e+004 7.0767e+003 3.1197e+002 1.7159e+003 6.8597e+003 1.0320e+004 1.0533e+004 9.3845e+003 8.1967e+003 2.4148e+003 7.2430e+002 1.4875e+003 2.2930e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          24 1.7510e+004 3.8196e+002 1.3642e+004 1.6251e+004 5.8437e+002 8.9394e+003 2.1122e+004 1.1746e+004 3.2437e+002 5.3751e+003 1.5995e+004 1.6585e+004 8.1100e+003 9.8564e+002 6.0762e+002 4.4362e+003 7.9205e+003 8.8449e+003 7.9856e+003 7.2365e+003 4.4424e+003 6.4636e+001 1.4200e+003 4.8877e+002 8.8499e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          25 1.6124e+004 8.8905e+002 9.8635e+003 1.4677e+004 1.2601e+003 5.5332e+003 1.6875e+004 1.1353e+004 8.8434e+002 2.9360e+003 1.1785e+004 1.4001e+004 8.0193e+003 1.5530e+003 1.4098e+002 2.7147e+003 5.7389e+003 6.9973e+003 6.5710e+003 5.8490e+003 4.6527e+003 9.7309e+002 4.0689e+002 9.1508e+002 1.1619e+002 1.8121e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          26 1.3063e+004 1.1396e+003 6.6207e+003 1.1731e+004 1.5766e+003 3.2114e+003 1.2308e+004 9.5132e+003 1.1990e+003 1.4897e+003 8.0377e+003 1.0651e+004 6.8263e+003 1.7214e+003 9.8922e+000 1.5541e+003 3.8561e+003 5.0701e+003 4.9782e+003 4.3668e+003 3.7892e+003 1.5821e+003 9.0944e+000 6.6866e+002 3.2190e+002 2.1980e+001 3.7157e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          27 8.7845e+003 9.8508e+002 3.8951e+003 7.8189e+003 1.3496e+003 1.6759e+003 7.7033e+003 6.5397e+003 1.0650e+003 6.8529e+002 4.7857e+003 6.8644e+003 4.7399e+003 1.3932e+003 2.3920e+000 7.9977e+002 2.2709e+003 3.1598e+003 3.2145e+003 2.8093e+003 2.5006e+003 1.3910e+003 4.0111e+001 2.9738e+002 2.9752e+002 7.4319e+001 4.1598e+000 3.9849e+001 4.4941e-002 0.0000e+000 0.0000e+000 0.0000e+000
          28 4.2080e+003 5.3452e+002 1.7276e+003 3.7275e+003 7.2941e+002 6.8847e+002 3.5443e+003 3.1705e+003 5.8539e+002 2.5752e+002 2.1378e+003 3.2116e+003 2.3103e+003 7.3420e+002 7.0249e+000 3.2517e+002 1.0080e+003 1.4507e+003 1.5070e+003 1.3185e+003 1.1810e+003 7.3949e+002 5.8755e+001 9.6090e+001 1.4797e+002 5.7427e+001 6.5216e+000 4.5560e+000 1.5502e+001 2.1859e-001 0.0000e+000 0.0000e+000
          29 1.1366e+003 1.5091e+002 4.5318e+002 1.0051e+003 2.0567e+002 1.7513e+002 9.4300e+002 8.6021e+002 1.6601e+002 6.3068e+001 5.6235e+002 8.5991e+002 6.2805e+002 2.0526e+002 2.8345e+000 8.2345e+001 2.6452e+002 3.8569e+002 4.0385e+002 3.5372e+002 3.1724e+002 2.0632e+002 2.1169e+001 2.1477e+001 3.9698e+001 1.7586e+001 2.7433e+000 7.7278e-001 3.9273e+000 3.7705e-001 4.2738e-002 0.0000e+000
