   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19
           0 1.0870e+007 7.0901e+004 2.6404e+000 1.0272e+001 1.9925e-002 1.9910e-002 3.2930e-004 1.1208e-003 1.2500e-003 2.6647e-004 5.8812e-005 2.3916e-005 5.7551e-006 3.5510e-007 1.4976e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.0641e+005 9.9565e+006 1.5361e+005 1.9727e+001 9.2876e+001 8.6053e-001 2.3651e-001 2.1159e-002 3.6687e-004 6.1204e-003 1.9024e-003 2.0187e-007 1.2273e-004 4.5021e-005 5.7731e-006 4.1837e-007 2.9019e-008 3.7295e-009 8.6641e-010 2.6874e-010
           2 1.6621e+003 5.1798e+005 8.7576e+006 2.2855e+005 6.5573e+002 6.2127e+002 2.2080e+001 2.9574e+000 6.6498e-002 7.3579e-002 1.2345e-002 1.0919e-002 1.2227e-005 6.6506e-004 7.6546e-005 1.3673e-005 4.2506e-005 2.6550e-005 1.0265e-005 3.6840e-006
           3 3.4013e+000 8.6760e+003 9.6313e+005 7.1882e+006 2.6013e+005 6.9132e+003 4.1997e+003 3.6817e+002 2.5743e+001 1.1950e+000 7.8761e-001 1.0780e-003 4.6596e-002 3.3009e-003 2.5221e-004 3.4892e-004 8.3240e-005 1.2485e-005 2.0473e-006 4.9212e-007
           4 2.3756e+000 1.0764e+002 2.8193e+004 1.5980e+006 5.1194e+006 1.8816e+005 5.5767e+004 3.0788e+004 4.0398e+003 1.0973e+002 4.4099e+001 2.7374e+000 1.8128e+000 1.0087e-001 1.3753e-002 5.8251e-002 5.1012e-002 2.5825e-002 9.5488e-003 3.3897e-003
           5 1.1845e+000 3.8103e+000 9.7412e+002 7.5624e+004 2.4965e+006 2.4635e+006 1.1942e+004 4.1039e+005 2.3653e+005 3.5004e+004 1.4804e+002 3.9449e+002 3.0724e+001 3.4239e+000 1.2666e+001 6.2863e+000 1.5775e+000 2.9796e-001 6.0432e-002 1.6374e-002
           6 4.4498e-001 5.6092e+000 1.0927e+001 5.1670e+003 2.0895e+005 3.4398e+006 1.6691e+005 5.0253e+005 2.5242e+006 1.5795e+006 2.3809e+005 1.0722e+002 9.0049e+002 4.9541e+002 9.1620e+001 3.1226e-001 6.0687e+000 6.0304e+000 2.7046e+000 1.0219e+000
           7 2.2119e-001 2.1692e+000 6.0201e+000 6.7664e+002 2.3933e+004 8.0966e+005 2.8867e+006 3.6841e+005 2.4720e+006 7.2887e+006 4.9855e+006 7.0120e+005 1.9244e+002 5.7782e+002 7.8319e+002 4.9027e+002 1.7059e+002 4.8767e+001 1.3716e+001 4.3801e+000
           8 1.3229e-001 1.0058e+000 8.1967e+000 3.4667e+001 6.0521e+003 1.3072e+005 2.4436e+006 4.2232e+005 7.4335e+004 1.8265e+006 9.5595e+006 8.3317e+006 1.0817e+006 6.3245e+003 1.3148e+000 2.9723e+002 4.2744e+002 2.3961e+002 9.0941e+001 3.2551e+001
           9 6.7445e-002 5.5026e-001 4.0724e+000 6.4107e+000 1.5604e+003 2.1782e+004 7.4128e+005 2.3903e+006 1.7945e+005 4.1361e+005 2.9852e+005 9.7236e+006 1.1900e+007 1.4066e+006 2.7038e+004 1.7919e+003 1.3572e+002 1.0175e-001 2.6572e+000 1.8170e+000
          10 3.0808e-002 3.2204e-001 2.1123e+000 1.3006e+001 2.3141e+002 7.4705e+003 1.3285e+005 2.0949e+006 2.5370e+005 1.5117e+005 1.2571e+006 1.6792e+005 7.9635e+006 1.5335e+007 1.5924e+006 7.4197e+004 1.0096e+004 2.3790e+003 6.2916e+002 1.9673e+002
          11 1.2349e-002 1.6494e-001 1.4268e+000 6.1338e+000 6.0587e+000 3.6142e+003 2.1251e+004 9.2001e+005 1.2451e+006 1.3060e+005 9.3860e+004 8.5711e+005 1.4857e+006 5.3188e+006 1.8746e+007 1.5609e+006 1.4659e+005 2.8255e+004 7.5135e+003 2.3836e+003
          12 4.2391e-003 7.1547e-002 1.0184e+000 2.2215e+000 4.7123e+000 1.5748e+003 5.5422e+003 2.8693e+005 1.3920e+006 4.1255e+003 4.6722e+004 6.5532e+005 3.6175e+004 2.7362e+006 2.6551e+006 2.2068e+007 1.2080e+006 1.9593e+005 4.7013e+004 1.4521e+004
          13 1.2193e-003 2.7694e-002 6.4121e-001 9.2946e-001 8.5218e+000 5.7827e+002 2.6435e+003 7.8792e+004 9.1712e+005 1.2270e+005 9.0505e+004 1.6656e+005 3.4070e+005 4.0329e+005 2.4660e+006 7.9637e+005 2.5070e+007 5.0633e+005 1.4099e+005 4.3085e+004
          14 3.1644e-004 1.0485e-002 3.4688e-001 4.5249e-001 5.7987e+000 1.9930e+002 1.4742e+003 2.2862e+004 4.7242e+005 1.6477e+005 4.9560e+004 2.5072e+004 2.7461e+005 2.0134e+004 1.0129e+006 1.0826e+006 1.0965e+005 2.6542e+007 2.1513e+004 3.2234e+003
          15 9.4740e-005 4.6562e-003 1.9278e-001 2.5414e-001 3.4270e+000 8.0637e+001 8.7567e+002 8.5398e+003 2.4976e+005 1.3476e+005 2.2740e+004 3.0359e+003 1.6419e+005 6.2187e+002 4.2080e+005 6.9566e+005 2.3552e+005 1.7202e+005 2.2176e+007 1.8028e+006
