   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56
           0 1.7102e+007 3.2881e-009 1.3552e-004 7.2846e+005 7.2768e-004 3.4732e-004 3.2581e+002 8.8717e-003 1.0373e-001 1.0515e+002 1.4457e-002 2.1774e-002 3.8571e-001 1.1893e-002 7.0104e-007 2.2923e-003 2.7650e-004 5.0874e-004 1.5732e-003 1.0695e-003 4.2793e-004 2.2408e-004 2.4711e-004 3.1844e-004 2.8501e-004 1.4191e-004 2.5009e-005 1.0402e-006 1.9613e-005 2.6247e-005 1.6525e-005 5.9561e-006 1.1529e-006 7.1377e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 7.2223e+005 5.9407e-005 6.7890e-003 1.5672e+007 1.2082e-006 9.6399e-001 1.3310e+006 2.7177e+000 2.7889e+000 1.4926e+001 6.2656e+000 9.0916e+001 7.6009e+002 1.4549e+001 2.4184e-001 1.2798e+000 9.6914e-001 2.1220e-001 5.3762e-003 2.9058e-003 5.3014e-004 7.7687e-004 1.8578e-003 7.8503e-004 3.9258e-005 5.8522e-005 1.4310e-004 1.2369e-004 8.7829e-005 6.8746e-005 5.6567e-005 4.0247e-005 2.1173e-005 7.2942e-006 1.3794e-006 8.8360e-008 5.2454e-011 3.5223e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.4269e+004 1.0258e-003 2.3469e-002 1.2434e+006 5.7758e-001 2.3082e+001 1.4555e+007 4.8327e-001 7.0472e+002 1.7277e+006 1.5776e+003 3.0106e+003 9.0491e+003 1.6797e+002 1.6739e+003 1.6685e+003 2.9039e+002 1.7265e+001 3.0575e+000 6.8202e+000 1.8434e+000 7.4854e-003 2.3873e-001 2.0811e-001 3.3483e-002 2.7378e-003 2.1634e-002 1.5477e-002 2.7626e-003 1.4770e-004 2.0209e-003 2.2203e-003 1.0329e-003 1.9240e-004 4.3346e-007 2.7764e-005 3.1522e-005 1.1364e-005 9.8068e-007 1.1159e-007 2.8787e-007 3.0459e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 3.0959e+003 1.9695e-002 3.7049e-001 1.1989e+005 3.7266e+000 2.4413e+001 1.5256e+006 4.2202e+002 1.1533e+004 1.3894e+007 1.2459e+003 7.7358e+004 1.4663e+006 1.2547e+005 1.0158e+005 3.2196e+004 1.8055e+001 3.0689e+003 3.1988e+003 9.9129e+002 7.9957e+001 8.0667e+000 2.9396e+001 1.1173e+001 3.2146e-001 1.0948e+000 1.7075e+000 6.2849e-001 2.0096e-002 7.8873e-002 1.5880e-001 9.2274e-002 1.7415e-002 2.5799e-004 9.3859e-003 1.2684e-002 7.6997e-003 2.4231e-003 2.4851e-004 2.1695e-005 1.5078e-004 1.3118e-004 5.1203e-005 8.8650e-006 3.0351e-007 1.1637e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.2668e+002 2.6138e-001 4.0564e+000 1.1174e+004 3.4380e+001 2.2078e+002 2.1633e+005 1.0180e+003 3.1536e+003 1.4278e+006 6.3127e+004 1.3174e+006 1.2231e+007 2.1030e+005 7.9508e+004 6.1237e+005 4.6278e+005 2.3167e+005 5.2942e+004 7.8947e+002 3.9321e+003 5.3897e+003 2.1649e+003 2.4151e+002 1.3666e+001 9.4858e+001 5.6777e+001 7.5101e+000 1.0758e+000 6.8484e+000 5.7047e+000 1.6871e+000 3.1023e-002 2.9047e-001 5.9003e-001 4.1659e-001 1.3363e-001 7.5426e-003 1.0988e-002 3.6109e-002 3.6375e-002 2.0762e-002 7.0718e-003 1.0821e-003 2.2372e-008 2.3081e-004 3.0094e-004 1.6676e-004 4.8677e-005 6.0838e-006 9.1614e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 2.8462e+001 2.6701e+000 3.5014e+001 1.1648e+003 2.4538e+002 1.2312e+003 2.4588e+004 5.1903e+003 2.1143e+004 3.3161e+005 4.8229e+004 6.5802e+004 7.5310e+005 1.5092e+006 5.7590e+006 5.5127e+006 7.8877e+005 6.5994e+003 3.9863e+005 5.0297e+005 2.6692e+005 6.4723e+004 1.8870e+003 4.3312e+003 7.7504e+003 3.9642e+003 6.9086e+002 1.4099e+000 1.8160e+002 1.8837e+002 6.4742e+001 2.6876e+000 7.0846e+000 1.7760e+001 1.3591e+001 4.6858e+000 3.2667e-001 3.1786e-001 1.1936e+000 1.2440e+000 6.9991e-001 2.0826e-001 1.3226e-002 1.4075e-002 5.4642e-002 6.4531e-002 4.6540e-002 2.3461e-002 8.2646e-003 1.7680e-003 1.1227e-004 2.9651e-005 1.1377e-004 9.8093e-005 4.7825e-005 1.5568e-005 3.5923e-006
           6 7.9823e-001 2.0500e+001 2.2631e+002 1.5592e+002 1.3264e+003 5.5158e+003 3.1793e+003 1.8241e+004 5.0549e+004 3.5014e+004 1.4039e+005 4.3533e+005 3.1385e+005 2.2326e+005 2.4813e+004 1.1094e+006 3.4487e+006 4.5771e+006 2.7247e+006 4.7697e+005 1.5823e+004 3.3234e+005 4.2787e+005 2.4076e+005 6.3687e+004 2.7645e+003 3.8221e+003 9.0531e+003 5.9774e+003 1.6523e+003 5.6058e+001 1.5137e+002 3.3659e+002 2.2864e+002 6.4471e+001 1.3531e+000 1.1396e+001 2.6820e+001 2.3545e+001 1.1286e+001 2.4794e+000 5.6428e-003 7.7905e-001 1.6590e+000 1.6131e+000 1.0053e+000 4.1285e-001 9.0699e-002 1.4449e-003 1.6793e-002 4.4566e-002 5.2561e-002 4.3595e-002 2.9116e-002 1.6684e-002 8.4512e-003 3.6194e-003
           7 4.7854e-001 1.1762e+002 1.0795e+003 1.5627e+001 5.2261e+003 1.7727e+004 4.6122e+002 4.7191e+004 1.0450e+005 6.6993e+003 1.8768e+005 2.2729e+005 9.6861e+004 4.5310e+005 2.5082e+005 3.2495e+003 1.0256e+004 3.5797e+005 2.2455e+006 3.6791e+006 3.0203e+006 1.2571e+006 1.2925e+005 5.9382e+004 3.0235e+005 3.3479e+005 1.8695e+005 5.2443e+004 2.9638e+003 2.7791e+003 8.4738e+003 7.0201e+003 2.8101e+003 3.9003e+002 2.2261e+001 2.9060e+002 3.6191e+002 2.1352e+002 6.0755e+001 2.0813e+000 8.7497e+000 2.5766e+001 2.8076e+001 1.8606e+001 7.8712e+000 1.6720e+000 6.6040e-003 5.0742e-001 1.2225e+000 1.4081e+000 1.1381e+000 7.1901e-001 3.6706e-001 1.5092e-001 4.7917e-002 1.0534e-002 1.2626e-003
           8 1.0420e+000 5.0709e+002 3.7748e+003 6.9616e+000 1.4669e+004 3.9282e+004 6.7000e+001 8.0265e+004 1.2951e+005 1.1642e+003 1.6521e+005 1.3570e+005 4.2657e+003 4.3676e+004 6.6700e+004 3.2341e+005 5.5417e+004 1.3452e+004 4.3952e+003 2.2715e+005 1.4358e+006 2.8982e+006 2.9875e+006 1.7243e+006 4.6479e+005 5.4102e+003 1.2068e+005 2.7808e+005 2.5579e+005 1.3447e+005 3.7763e+004 2.2828e+003 2.0772e+003 7.1490e+003 6.9004e+003 3.5508e+003 9.0627e+002 2.5090e+001 1.2282e+002 3.2045e+002 3.1062e+002 1.7494e+002 5.4635e+001 4.0073e+000 3.8083e+000 1.7676e+001 2.4559e+001 2.1448e+001 1.3670e+001 6.4576e+000 2.0665e+000 2.8924e-001 1.0597e-002 2.4352e-001 4.5740e-001 4.8882e-001 3.4419e-001
           9 9.7984e-002 1.6553e+003 9.5430e+003 6.4999e-001 2.8252e+004 5.5860e+004 1.1860e+001 7.9778e+004 8.1247e+004 5.2065e+001 4.9712e+004 3.5727e+003 2.0090e+004 6.3200e+003 6.0967e+004 8.3912e+002 1.7653e+005 2.4152e+005 3.7027e+004 1.5987e+004 6.9118e+003 1.4116e+005 1.0283e+006 2.2587e+006 2.6775e+006 1.9353e+006 7.9829e+005 1.1124e+005 1.6206e+004 1.6419e+005 2.4406e+005 1.9337e+005 9.5281e+004 2.6064e+004 1.5035e+003 1.6811e+003 5.9800e+003 6.4193e+003 3.9568e+003 1.4478e+003 2.0716e+002 1.0777e+001 1.8356e+002 2.9547e+002 2.5831e+002 1.5049e+002 5.6685e+001 9.5052e+000 1.6202e-001 7.3331e+000 1.5280e+001 1.8006e+001 1.5944e+001 1.1699e+001 7.4424e+000 4.1642e+000 1.9271e+000
