   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.3005e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.0722e-001 4.8921e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 5.6589e-002 1.5105e-001 1.0027e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 3.5811e-001 5.4530e-003 3.7519e-001 1.7465e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.1283e-002 1.2775e-001 1.9201e-002 8.3531e-001 3.0030e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 2.2058e-001 9.5276e-004 1.3813e-001 3.8642e-003 1.8961e+000 5.9234e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.5395e-002 6.1017e-004 1.6813e-004 2.2465e-001 5.8506e-002 3.3763e+000 1.4040e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.3099e-001 5.9413e-002 6.0009e-003 8.2204e-007 1.3960e-001 2.9225e-001 1.0256e+001 2.3039e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.4690e-001 2.5984e-002 5.7240e-002 3.7360e-002 1.4017e-001 5.0754e-003 4.7832e-001 2.9278e+001 2.2000e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 7.2766e-003 3.7432e-003 2.0118e-002 2.5618e-001 5.2804e-002 6.1587e-001 4.6450e-003 5.3006e+000 4.9955e+001 1.2084e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 3.9848e-002 3.5097e-002 2.0265e-004 1.1886e-001 3.1753e-001 3.0731e-001 9.7188e-001 6.5015e-001 2.0403e+001 4.7890e+001 3.5908e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.0596e-001 3.5252e-002 6.0224e-003 1.1314e-004 3.2009e-001 3.0837e-002 6.8431e-001 1.9336e-001 6.3954e+000 3.6283e+001 2.4220e+001 6.4686e-001 0.0000e+000 0.0000e+000
          15 9.9389e-002 1.7710e-002 4.4812e-003 3.4095e-002 1.9638e-001 6.6945e-004 2.1366e-001 4.5921e-001 8.2481e-001 1.7325e+001 2.7360e+001 4.5943e+000 2.0247e-001 0.0000e+000
          16 5.3413e-002 5.9123e-003 1.4369e-003 4.0650e-002 8.6813e-002 7.5472e-005 6.2359e-002 2.6429e-001 5.2903e-002 6.0795e+000 1.6479e+001 5.8792e+000 2.6570e-001 5.1435e-002
          17 1.2676e-002 1.1147e-003 2.4326e-004 1.1951e-002 1.9312e-002 6.6100e-005 1.2418e-002 6.3771e-002 2.5508e-003 1.2245e+000 3.9891e+000 1.8702e+000 8.6638e-002 4.8354e-002
