   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14
           0 8.9713e+006 6.1697e+007 1.9152e+008 3.5577e+008 4.3815e+008 3.7204e+008 2.1812e+008 8.5202e+007 2.0171e+007 2.2827e+006 5.1523e+004 1.8873e+003 6.1719e+001 1.0726e+001 1.8564e+000
           1 3.1551e+007 1.5195e+008 2.8153e+008 2.2314e+008 3.7505e+007 3.5420e+007 2.4004e+008 3.4013e+008 2.2067e+008 6.7614e+007 6.9601e+006 9.9663e+003 2.3633e+004 1.7521e+003 1.1438e+002
           2 6.4382e+007 2.1128e+008 2.0296e+008 2.4664e+007 5.9051e+007 1.9872e+008 7.8613e+007 1.8326e+007 2.4293e+008 3.0769e+008 1.1767e+008 7.6858e+006 3.3139e+005 4.2838e+003 7.5472e+003
           3 9.9828e+007 2.1459e+008 7.8245e+007 1.7809e+007 1.5713e+008 5.6383e+007 3.4164e+007 1.7019e+008 2.8372e+007 1.0755e+008 3.3670e+008 1.3994e+008 1.1566e+006 1.6304e+006 2.7028e+005
           4 1.3055e+008 1.7351e+008 7.7304e+006 9.3701e+007 9.6916e+007 6.3714e+006 1.3298e+008 2.2927e+007 8.4112e+007 1.0209e+008 3.9975e+007 3.5856e+008 1.0560e+008 6.5988e+006 5.7411e+003
           5 1.5205e+008 1.1443e+008 6.4138e+006 1.2397e+008 1.3572e+007 8.0205e+007 6.1499e+007 3.2178e+007 1.0016e+008 1.0045e+007 1.2105e+008 2.8845e+007 3.9299e+008 1.5974e+007 1.5469e+007
           6 1.6298e+008 6.0012e+007 4.1195e+007 9.1774e+007 6.3464e+006 1.0210e+008 2.1478e+005 9.7983e+007 4.2987e+006 9.6278e+007 1.6211e+006 9.7293e+007 7.2013e+007 3.1719e+008 3.6389e+007
           7 1.6421e+008 2.2246e+007 7.6226e+007 4.0089e+007 4.7409e+007 5.3420e+007 3.2907e+007 5.7829e+007 3.2048e+007 4.6814e+007 5.3063e+007 1.0596e+007 5.0960e+007 2.1865e+008 1.9689e+007
           8 1.5784e+008 3.5056e+006 9.2793e+007 6.3930e+006 7.8737e+007 7.5134e+006 7.4244e+007 4.4520e+006 7.5349e+007 2.7328e+004 6.6879e+007 2.4651e+007 1.2296e+007 8.3008e+005 1.7567e+008
           9 1.4629e+008 3.9954e+005 8.8874e+007 1.0828e+006 7.6722e+007 3.2109e+006 6.7448e+007 1.0768e+007 4.9440e+007 3.3200e+007 1.2777e+007 5.7708e+007 1.6709e+007 1.7993e+007 3.6751e+007
          10 1.3180e+008 7.4386e+006 7.1317e+007 1.5469e+007 5.1371e+007 2.7282e+007 3.1520e+007 4.4873e+007 8.1069e+006 5.8947e+007 4.4611e+006 2.5677e+007 4.0941e+007 3.0377e+007 4.3950e+007
          11 1.1615e+008 1.9378e+007 4.8798e+007 3.5718e+007 2.2713e+007 5.1270e+007 4.3925e+006 5.9046e+007 2.6829e+006 3.8959e+007 3.4281e+007 1.4870e+005 2.4662e+007 1.8051e+007 9.5832e+007
          12 1.0062e+008 3.2267e+007 2.7996e+007 5.1504e+007 4.4537e+006 5.8762e+007 1.7704e+006 4.4334e+007 2.4723e+007 8.5757e+006 4.5269e+007 1.3464e+007 1.6209e+006 1.8563e+007 4.5060e+006
          13 8.6006e+007 4.3644e+007 1.2536e+007 5.8357e+007 1.6507e+005 4.9523e+007 1.6379e+007 1.9267e+007 4.3450e+007 5.4045e+005 2.7591e+007 3.2597e+007 5.1402e+006 3.5133e+005 3.5320e+007
          14 7.2773e+007 5.2293e+007 3.4461e+006 5.6442e+007 6.4918e+006 3.1911e+007 3.3546e+007 2.6948e+006 4.3278e+007 1.3622e+007 6.3161e+006 3.1711e+007 2.0023e+007 2.8120e+006 1.2515e+007
          15 6.1106e+007 5.7881e+007 9.8893e+004 4.8343e+007 1.7670e+007 1.4854e+007 4.3001e+007 9.9116e+005 2.8668e+007 2.9667e+007 2.0202e+005 1.6245e+007 2.5168e+007 1.3299e+007 7.1172e+005
          16 5.1020e+007 6.0605e+007 1.0896e+006 3.7231e+007 2.8637e+007 3.7604e+006 4.2074e+007 9.9477e+006 1.1795e+007 3.5483e+007 8.4785e+006 2.9053e+006 1.7463e+007 1.5973e+007 2.0770e+007
          17 4.2430e+007 6.0931e+007 4.8503e+006 2.5794e+007 3.6309e+007 1.2259e+004 3.3489e+007 2.1751e+007 1.6455e+006 2.9588e+007 2.0369e+007 4.2547e+005 6.3849e+006 1.2339e+007 1.1304e+006
          18 3.5191e+007 5.9409e+007 9.9950e+006 1.5827e+007 3.9586e+007 2.2503e+006 2.1870e+007 3.0270e+007 5.6957e+005 1.7822e+007 2.6892e+007 6.6585e+006 3.6548e+005 5.1999e+006 1.0777e+007
          19 2.9139e+007 5.6573e+007 1.5463e+007 8.2425e+006 3.8775e+007 7.9745e+006 1.1213e+007 3.2917e+007 6.0531e+006 6.9380e+006 2.5476e+007 1.4896e+007 1.3739e+006 6.9329e+005 1.1492e+005
          20 2.4110e+007 5.2888e+007 2.0536e+007 3.2635e+006 3.4927e+007 1.4727e+007 3.8344e+006 3.0102e+007 1.3897e+007 9.1132e+005 1.8543e+007 1.9826e+007 6.4825e+006 3.1919e+005 1.0339e+006
          21 1.9947e+007 4.8728e+007 2.4796e+007 6.6883e+005 2.9295e+007 2.0699e+007 3.8247e+005 2.3812e+007 2.0567e+007 3.7636e+005 1.0176e+007 1.9708e+007 1.1652e+007 2.9440e+006 1.1825e+006
          22 1.6511e+007 4.4378e+007 2.8052e+007 5.7139e+003 2.3010e+007 2.4876e+007 3.5454e+005 1.6333e+007 2.4158e+007 3.7741e+006 3.6258e+006 1.5671e+007 1.4305e+007 6.2739e+006 6.7628e+005
          23 1.3679e+007 4.0040e+007 3.0267e+007 7.4646e+005 1.6926e+007 2.6926e+007 2.6887e+006 9.4806e+006 2.4328e+007 8.8175e+006 3.7422e+005 1.0027e+007 1.3870e+007 8.5811e+006 4.0630e+006
          24 1.1345e+007 3.5853e+007 3.1507e+007 2.3859e+006 1.1592e+007 2.6994e+007 6.2246e+006 4.3227e+006 2.1761e+007 1.3534e+007 3.2740e+005 4.8777e+006 1.1158e+007 9.1640e+006 2.8759e+006
          25 9.4216e+006 3.1903e+007 3.1888e+007 4.4927e+006 7.2884e+006 2.5480e+007 9.9774e+006 1.2245e+006 1.7569e+007 1.6718e+007 2.4863e+006 1.4509e+006 7.4993e+006 8.1565e+006 4.6831e+006
          26 7.8334e+006 2.8234e+007 3.1545e+007 6.7263e+006 4.0878e+006 2.2880e+007 1.3251e+007 4.2992e+004 1.2851e+007 1.7952e+007 5.6053e+006 5.9713e+004 4.0735e+006 6.2086e+006 2.9642e+006
          27 6.5186e+006 2.4861e+007 3.0611e+007 8.8353e+006 1.9254e+006 1.9673e+007 1.5645e+007 3.4668e+005 8.4509e+006 1.7392e+007 8.6260e+006 3.7315e+005 1.5948e+006 4.0415e+006 3.0211e+006
          28 5.4252e+006 2.1778e+007 2.9200e+007 1.0643e+007 6.5382e+005 1.6260e+007 1.7004e+007 1.5989e+006 4.8810e+006 1.5511e+007 1.0865e+007 1.7548e+006 2.8669e+005 2.1740e+006 1.5790e+006
          29 4.5098e+006 1.8960e+007 2.7403e+007 1.2029e+007 8.5928e+004 1.2945e+007 1.7345e+007 3.2807e+006 2.3465e+006 1.2876e+007 1.2022e+007 3.5337e+006 1.4227e+004 8.7176e+005 1.1189e+006
          30 3.7351e+006 1.6370e+007 2.5272e+007 1.2905e+007 2.3139e+004 9.9267e+006 1.6785e+007 4.9550e+006 8.2067e+005 1.0002e+007 1.2093e+007 5.1639e+006 4.5099e+005 1.8313e+005 4.1004e+005
          31 3.0675e+006 1.3953e+007 2.2819e+007 1.3194e+007 2.7072e+005 7.3200e+006 1.5481e+007 6.2850e+006 1.2681e+005 7.2798e+006 1.1252e+007 6.2820e+006 1.2152e+006 1.4100e+002 1.4611e+005
          32 2.4754e+006 1.1631e+007 1.9992e+007 1.2800e+007 6.4302e+005 5.1661e+006 1.3577e+007 7.0197e+006 9.2655e+003 4.9502e+006 9.7449e+006 6.6945e+006 1.9551e+006 1.3133e+005 1.1459e+004
