   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21
           0 2.3816e+007 1.9218e+006 1.7989e+004 3.5972e+000 1.1262e-001 1.2125e-002 3.0850e-003 4.8484e-003 1.6425e-007 1.5721e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.7675e+006 1.9963e+007 3.7403e+006 5.6742e+004 9.6306e+000 3.7675e-001 2.7139e-003 8.3861e-003 4.4394e-003 2.8704e-004 2.2467e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.3606e+005 3.2177e+006 1.6381e+007 5.4255e+006 1.1778e+005 1.4824e+001 1.5520e+000 1.1240e-002 7.9549e-003 1.8449e-003 2.7947e-004 2.7590e-006 3.4220e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.1678e+004 3.9228e+005 4.3271e+006 1.3127e+007 6.9586e+006 2.0115e+005 9.9268e+000 4.9952e+000 3.8395e-002 7.2747e-003 3.5971e-003 3.1283e-004 9.1159e-006 3.0960e-005 1.0969e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 9.4558e+002 4.7681e+004 7.4457e+005 5.0823e+006 1.0237e+007 8.3245e+006 3.0502e+005 3.3328e-001 1.3644e+001 6.8602e-002 5.4256e-002 1.7482e-002 3.9148e-003 1.5240e-003 4.0130e-005 5.5703e-005 3.9189e-006 4.2674e-008 2.5005e-009 5.4480e-009 6.0219e-009 4.3935e-009
           5 9.7204e+001 5.6369e+003 1.1897e+005 1.1556e+006 5.4897e+006 7.7428e+006 9.5108e+006 4.2424e+005 8.6446e+001 3.3432e+001 4.8034e-001 1.3340e-001 1.4992e-002 6.4446e-003 4.8317e-003 2.0177e-006 2.8720e-004 1.7160e-004 5.9296e-005 3.1728e-005 2.1368e-005 1.2431e-005
           6 3.4221e+000 7.7136e+002 1.8632e+004 2.3311e+005 1.5857e+006 5.5742e+006 5.6619e+006 1.0518e+007 5.4860e+005 6.7256e+002 6.8929e+001 2.8007e+000 1.2346e-001 1.2551e-003 2.1819e-003 1.0181e-003 1.0776e-006 9.1784e-005 5.7207e-005 3.7667e-005 2.9060e-005 1.8432e-005
           7 2.9943e-001 6.4954e+001 3.0262e+003 4.5353e+004 3.9176e+005 1.9906e+006 5.3710e+006 3.9901e+006 1.1359e+007 6.6195e+005 3.0401e+003 1.0930e+002 9.7931e+000 5.9379e-001 5.3627e-003 1.9794e-005 3.2748e-003 1.9675e-003 6.4477e-004 3.3245e-004 2.1675e-004 1.2300e-004
           8 8.4105e-003 6.7243e-001 3.9934e+002 9.1397e+003 9.2811e+004 5.9082e+005 2.3284e+006 4.9315e+006 2.7105e+006 1.2053e+007 7.3956e+005 1.0669e+004 9.5845e+001 3.4037e+001 3.4757e+000 6.0635e-002 2.9771e-004 1.0876e-003 9.6313e-004 7.3306e-004 6.2318e-004 4.2052e-004
           9 4.2697e-001 4.4879e-002 3.8764e+001 1.6679e+003 2.2275e+004 1.6499e+005 8.1400e+005 2.5587e+006 4.3171e+006 1.7915e+006 1.2637e+007 7.4336e+005 3.1363e+004 1.1578e-001 8.7898e+001 2.1091e+001 2.8185e+000 4.0809e-001 8.4570e-002 3.7158e-002 2.1977e-002 1.1780e-002
          10 5.2062e-002 1.1998e-001 2.4716e+000 2.7996e+002 5.1909e+003 4.7063e+004 2.6618e+005 1.0436e+006 2.6561e+006 3.5942e+006 1.1891e+006 1.3149e+007 6.2803e+005 7.6992e+004 1.1605e+003 3.7370e+001 5.7812e+001 2.1755e+001 6.7058e+000 3.4671e+000 2.2912e+000 1.3194e+000
          11 2.1153e-001 1.0880e+000 2.3088e-001 4.7477e+001 1.2064e+003 1.3121e+004 8.7298e+004 3.9280e+005 1.2518e+006 2.6089e+006 2.8341e+006 8.5693e+005 1.3577e+007 3.7049e+005 1.5514e+005 1.2602e+004 6.1950e+002 1.5981e+001 2.2146e-002 2.2739e-001 5.0381e-001 4.8609e-001
          12 6.0040e-001 2.4230e+000 2.4935e+000 4.2925e+000 2.7513e+002 3.6696e+003 2.8700e+004 1.4819e+005 5.3729e+005 1.4050e+006 2.4098e+006 2.1059e+006 7.5837e+005 1.3816e+007 5.5028e+004 2.1246e+005 5.6821e+004 1.2395e+004 3.0617e+003 1.4402e+003 8.8997e+002 4.8997e+002
