   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27
           0 6.5071e+006 3.8247e+003 4.2777e+000 1.5939e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 5.6479e+003 6.4743e+006 8.0381e+003 1.3455e+001 1.6834e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.3463e+001 1.2091e+004 6.4321e+006 1.2854e+004 3.3560e+001 2.9748e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.2867e-002 3.0592e+001 2.0207e+004 6.3893e+006 1.7085e+004 9.6987e+001 7.0370e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.9379e+000 1.5584e-002 9.5833e+001 2.6514e+004 6.3756e+006 1.8614e+004 2.7420e+002 3.0027e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 6.5304e-001 2.5322e-001 7.5203e+000 4.9527e+002 2.5322e+004 6.4066e+006 1.7638e+004 5.3594e+002 2.0413e+000 1.0662e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.2241e+000 1.0440e-001 1.4947e+000 6.6454e+001 1.8059e+003 1.8933e+004 6.4408e+006 1.8988e+004 5.7165e+002 1.6664e+001 8.8067e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 2.9028e-001 3.7896e+000 6.5818e-002 3.1684e-003 6.5568e+001 3.0311e+003 1.9638e+004 6.3888e+006 2.7736e+004 4.3560e+002 2.6208e+001 1.8001e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.7426e+000 7.6129e-001 7.0203e+000 1.2177e+001 7.2401e+001 7.7919e+001 1.4951e+003 3.9141e+004 6.2725e+006 3.4845e+004 7.3852e+002 1.7045e+001 7.1462e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 2.0800e-001 7.9244e-001 1.5084e-002 4.3118e+000 3.5898e+001 3.3491e+002 1.0383e+003 2.4257e+002 5.7255e+004 6.2350e+006 3.2381e+004 1.4038e+003 2.8527e+001 1.2711e+000 6.9989e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 9.9978e-001 3.1510e-001 3.5337e-001 1.2091e+000 4.2575e+000 8.6559e+000 8.3059e+001 7.6605e+002 9.5769e+002 5.0866e+004 6.2292e+006 3.1025e+004 2.1672e+003 4.5677e+001 2.0756e+000 3.6342e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 3.2500e-002 1.1982e-002 1.6863e-002 1.1200e-002 2.3897e+000 6.5750e+001 3.8108e+002 2.6363e+002 4.2244e+001 2.7326e+003 4.9510e+004 6.2133e+006 2.5880e+004 3.2821e+003 1.0821e+002 3.6525e+000 1.4497e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 8.4560e-001 6.7998e-001 7.1446e-001 1.0837e-001 8.5831e+000 1.9890e+001 8.0358e-002 1.8490e+002 3.2467e+002 3.5759e+001 4.1663e+003 4.1500e+004 6.2064e+006 2.1277e+004 4.4800e+003 2.0153e+002 8.3157e+000 4.3107e-001 1.0400e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 1.5111e-001 3.4813e-001 1.2346e+000 1.1885e+000 1.5401e+000 1.8500e+001 1.6722e+002 3.9163e+002 3.1455e+001 1.1895e+002 3.4097e+001 6.1605e+003 3.6851e+004 6.1901e+006 1.3695e+004 6.0399e+003 4.0289e+002 2.2240e+001 1.3271e+000 9.0855e-002 4.8266e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 2.4503e-001 3.6545e-002 9.1978e-002 7.8910e-001 2.6034e+000 2.6915e+001 3.6912e+001 2.0210e-001 1.9013e+002 9.7154e+001 2.2902e+001 2.1740e+002 7.4229e+003 2.6607e+004 6.1821e+006 6.3397e+003 7.8855e+003 7.4237e+002 5.3393e+001 3.8066e+000 4.3532e-001 3.4984e-002 6.5212e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
