   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 8.8658e+002 1.2336e-003 3.2590e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.5090e+002 1.4189e-001 8.4332e-001 9.5784e+002 2.8655e+000 2.5953e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 6.9287e+001 6.7676e+000 4.0704e+001 1.2716e+003 1.1892e+002 2.3710e+002 2.3952e+002 4.2542e+002 3.3144e+002 2.6672e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.7535e+001 1.6383e+002 8.5889e+002 1.3022e+002 2.3977e+003 4.7714e+003 4.6556e+003 5.6320e+003 7.1935e+003 7.1866e+002 3.2777e+003 1.8041e+003 3.0148e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 5.4700e+000 2.4739e+003 1.0436e+004 1.1637e+002 2.3684e+004 3.8129e+004 3.2798e+002 4.7373e+004 4.8012e+004 6.7688e+003 1.4217e+004 5.4774e+003 7.4602e+002 3.9591e+003 8.6499e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 4.4265e-001 2.4414e+004 7.7011e+004 3.4286e+000 1.3131e+005 1.5612e+005 2.0174e+003 1.3312e+005 7.0614e+004 4.0449e+003 3.9975e+004 2.0672e+003 6.9672e+003 4.2474e+003 3.3824e+002 3.8786e+003 2.1721e+003 1.0676e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 4.9172e-001 1.6180e+005 3.4488e+005 2.9987e+001 3.8766e+005 2.8166e+005 1.6869e+000 1.2394e+005 1.1501e+004 2.3539e+004 7.8754e+001 3.2762e+004 2.7025e+004 4.5264e+001 9.4202e+003 4.3634e+003 1.8295e+002 3.7279e+003 3.0463e+003 5.1184e+002 1.8698e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 5.3796e-001 7.1837e+005 8.5832e+005 2.0402e-002 4.7811e+005 1.1092e+005 9.4829e+002 5.5180e+001 6.4265e+004 1.6563e+004 6.4059e+004 3.9166e+004 5.0933e+003 4.3017e+004 1.3318e+004 8.7781e+002 8.8664e+003 3.4151e+003 1.5611e+002 3.3397e+003 3.4340e+003 9.9532e+002 2.3905e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 7.1369e-002 2.0569e+006 8.7838e+005 1.0656e+000 5.4466e+004 7.4600e+004 2.9779e+003 2.1600e+005 1.2931e+005 1.4804e+004 4.3215e+004 1.1426e+004 5.2526e+004 8.2111e+002 2.8632e+004 3.3755e+004 3.6809e+003 3.4325e+003 8.2799e+003 2.3298e+003 2.5046e+002 3.1362e+003 3.4464e+003 1.3285e+003 1.1113e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
