   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
          10 1.6518e-003 1.3196e+004 9.1742e+003 3.4642e-001 5.6022e+002 4.6028e+003 7.9072e+000 1.7488e+004 1.5975e+004 3.7493e+002 1.6827e+003 1.3478e+004 9.5750e+003 1.8103e+004 3.8363e+004 2.7363e+002 8.5285e+004 1.2566e+005 2.8888e+004 8.5512e+003 4.0730e+004 1.7116e+003 1.1791e+005 6.4251e+005 1.3601e+006 1.7688e+006 1.6140e+006 1.0684e+006 4.9065e+005 1.2554e+005 3.4342e+003 2.3221e+004 7.3739e+004 9.6684e+004 8.5435e+004 5.7284e+004 2.9820e+004 1.1492e+004 2.6821e+003 1.0721e+002 2.8668e+002 1.0259e+003 1.4346e+003 1.4004e+003 1.1013e+003 7.1177e+002 2.9365e+002
          11 8.3976e-004 1.2325e+004 6.4345e+000 1.0294e-001 4.7366e+003 9.0262e+003 1.0740e+000 3.4815e+003 6.4439e+002 6.1764e+002 9.7686e+003 7.2150e+003 8.5290e+003 1.3187e+004 3.1090e+003 3.3778e+004 5.9722e+003 2.7770e+004 1.0737e+005 7.4513e+004 3.1533e+003 2.1434e+004 3.1676e+004 2.1179e+002 1.3756e+005 5.8696e+005 1.1593e+006 1.4998e+006 1.4201e+006 1.0186e+006 5.4299e+005 1.9253e+005 2.7907e+004 2.1106e+003 3.5206e+004 6.8127e+004 7.7738e+004 6.6446e+004 4.5887e+004 2.6208e+004 1.2245e+004 4.4044e+003 1.0155e+003 5.7517e+001 5.2925e+001 1.9297e+002 1.4725e+002
          12 6.7706e-002 1.1915e+004 8.4124e+003 1.9853e-002 3.5991e+003 4.8342e+001 7.2880e+000 2.9782e+003 6.9022e+003 3.8956e+001 2.5005e+003 1.8198e+003 2.1158e+003 7.3384e+003 1.4603e+004 1.9562e+002 2.5277e+004 1.6702e+004 3.9123e+003 6.6370e+004 9.0144e+004 2.8225e+004 1.3430e+003 2.9189e+004 1.8587e+004 5.9645e+003 1.6322e+005 5.5319e+005 1.0091e+006 1.2775e+006 1.2298e+006 9.3090e+005 5.5091e+005 2.3982e+005 6.1773e+004 2.1998e+003 1.0267e+004 3.7804e+004 5.7036e+004 6.0239e+004 5.1344e+004 3.7343e+004 2.3886e+004 1.3605e+004 6.9577e+003 3.1432e+003 1.0084e+003
          13 7.2230e-002 1.3607e+004 2.9550e+004 8.9180e-003 2.9534e+003 3.8372e+003 2.0634e+000 2.4952e+003 5.0450e+000 3.0345e+002 2.7350e+003 2.5275e+003 1.8644e+003 1.8698e+003 4.0345e+003 1.2306e+004 4.3407e+001 1.6997e+004 2.1348e+004 2.8732e+001 3.4188e+004 8.0389e+004 5.1873e+004 3.7580e+003 1.1310e+004 2.8970e+004 6.5366e+003 2.0897e+004 1.9499e+005 5.3313e+005 8.8981e+005 1.0889e+006 1.0513e+006 8.2478e+005 5.2619e+005 2.6388e+005 9.3179e+004 1.5127e+004 4.0843e+002 1.4465e+004 3.2429e+004 4.2533e+004 4.2986e+004 3.6624e+004 2.7274e+004 1.7378e+004 7.1863e+003
          14 2.4933e-003 1.2787e+004 5.4941e+004 1.5453e-002 4.8965e+004 1.0700e+003 5.9021e-002 1.2264e+003 3.3515e+003 3.4590e+001 7.6407e+002 8.2710e+002 3.5495e+002 2.5303e+003 1.3713e+003 3.4942e+003 1.0131e+004 3.3191e+002 1.1294e+004 2.0701e+004 1.9238e+003 1.5679e+004 6.1091e+004 6.0316e+004 1.6173e+004 1.1408e+003 2.1050e+004 2.0321e+004 1.3971e+002 4.6220e+004 2.2956e+005 5.1698e+005 7.8863e+005 9.2689e+005 8.8801e+005 7.1127e+005 4.7881e+005 2.6627e+005 1.1546e+005 3.3001e+004 2.7517e+003 1.8965e+003 1.1430e+004 1.9931e+004 2.2789e+004 1.9283e+004 9.4088e+003
          15 3.7352e-002 5.1303e+003 5.5199e+004 1.3443e-002 1.3474e+005 8.3679e+004 9.8378e+000 2.3256e+003 2.2495e+000 2.4115e+002 2.7617e+003 5.0929e+002 7.2957e+002 5.0815e+001 1.9534e+003 5.5523e+002 3.5522e+003 8.3153e+003 4.4156e+002 8.3504e+003 1.8530e+004 3.9378e+003 7.0362e+003 4.4074e+004 5.7809e+004 2.6377e+004 5.3994e+002 1.0463e+004 2.2481e+004 8.1277e+003 4.5572e+003 8.1260e+004 2.6331e+005 4.9928e+005 6.9641e+005 7.8130e+005 7.3668e+005 5.9665e+005 4.1779e+005 2.5155e+005 1.2715e+005 5.0602e+004 1.3387e+004 1.0802e+003 4.9959e+002 2.4972e+003 2.0875e+003
          16 9.6726e-002 1.2105e+002 1.6091e+004 9.4419e-002 1.3332e+005 2.7895e+005 1.0630e+002 1.6711e+005 1.4822e+004 1.2653e+002 3.2539e+003 3.6839e+003 1.6460e+002 5.4006e+002 1.3304e-001 1.8233e+003 6.9925e+001 3.8024e+003 6.6494e+003 2.1271e+002 7.2796e+003 1.5938e+004 4.4805e+003 3.6660e+003 3.2495e+004 5.0559e+004 3.0409e+004 3.5085e+003 3.9158e+003 1.7941e+004 1.4450e+004 3.0727e+002 2.2986e+004 1.2268e+005 2.9111e+005 4.7376e+005 6.0565e+005 6.4710e+005 5.9674e+005 4.8404e+005 3.4899e+005 2.2383e+005 1.2745e+005 6.3595e+004 2.7366e+004 9.8411e+003 2.4951e+003
          17 8.1756e-002 1.9966e+002 6.4174e+001 7.3526e-002 2.0029e+004 2.1573e+005 1.7402e+002 5.0627e+005 3.6624e+005 1.3098e+004 7.6373e+004 2.2580e+004 1.2146e+004 6.6344e+003 1.7814e+002 6.6530e-001 1.9373e+003 1.1440e+002 3.9752e+003 4.8858e+003 5.0686e+000 7.1010e+003 1.3290e+004 3.7858e+003 2.6803e+003 2.5693e+004 4.2745e+004 2.9562e+004 5.7756e+003 1.2674e+003 1.2914e+004 1.5554e+004 3.5541e+003 4.7678e+003 5.5037e+004 1.6441e+005 3.0654e+005 4.3549e+005 5.1133e+005 5.1808e+005 4.6501e+005 3.7494e+005 2.7488e+005 1.8389e+005 1.1236e+005 6.0799e+004 2.2475e+004
          18 3.2095e-002 8.7949e-003 9.9715e+002 4.6521e-002 4.9366e+003 3.6012e+003 2.4584e+001 2.0460e+005 7.0911e+005 5.8232e+004 7.3281e+005 2.9095e+005 1.2380e+005 1.1020e+005 5.1978e+004 1.4818e+004 2.8858e+003 4.8062e+003 2.2352e+003 2.8589e+003 3.6795e+003 2.9992e+002 7.1724e+003 1.0934e+004 2.2522e+003 2.9984e+003 2.2115e+004 3.5893e+004 2.5477e+004 5.8651e+003 4.9810e+002 9.4098e+003 1.3967e+004 5.6659e+003 5.8257e+002 2.5649e+004 9.4756e+004 1.9680e+005 3.0201e+005 3.7909e+005 4.0991e+005 3.9239e+005 3.3917e+005 2.6678e+005 1.9099e+005 1.1956e+005 4.9120e+004
          19 3.4805e-003 1.2134e+001 1.3174e+002 4.4095e-002 8.1677e+002 2.1636e+004 2.4398e+001 1.9696e+004 4.3444e+004 1.7376e+004 5.8291e+005 9.0935e+005 6.3356e+005 7.1701e+005 4.9549e+005 3.1006e+005 1.6771e+005 6.2835e+004 3.5680e+004 2.3184e+004 3.2640e+001 5.3989e+003 3.1202e+003 5.7682e+003 8.9629e+003 5.5164e+002 4.0960e+003 2.0736e+004 2.9381e+004 1.9610e+004 4.3168e+003 4.5509e+002 7.5206e+003 1.1588e+004 5.6868e+003 2.4692e+001 1.3849e+004 5.8871e+004 1.3003e+005 2.0834e+005 2.7163e+005 3.0373e+005 3.0071e+005 2.6718e+005 2.1325e+005 1.4625e+005 6.3874e+004
          20 1.1339e-003 7.9603e+000 5.8719e+000 4.4847e-002 1.2500e+003 1.3337e+003 1.6548e-001 1.6537e+004 1.1226e+005 8.2543e+003 5.8740e+004 3.5188e+004 2.2438e+005 7.9885e+005 1.1223e+006 1.1586e+006 1.1063e+006 8.6594e+005 5.1189e+005 3.0254e+005 2.1157e+005 5.5878e+004 4.0386e+004 3.1511e+004 3.5966e+001 1.3142e+004 8.3159e+002 4.0891e+003 2.2055e+004 2.1463e+004 1.3494e+004 2.0139e+003 8.6087e+002 6.5410e+003 9.2596e+003 4.3055e+003 1.4579e+001 9.6430e+003 4.1094e+004 9.0904e+004 1.4584e+005 1.9027e+005 2.1346e+005 2.1063e+005 1.8349e+005 1.3485e+005 6.1567e+004
          21 7.4911e-003 2.6739e+000 3.2491e+001 3.7719e-002 2.9531e+002 6.0380e+002 2.9901e+000 1.6649e+004 7.8048e+003 1.7539e+002 4.7072e+004 2.2238e+005 2.0134e+005 1.2516e+005 4.9324e+003 2.3127e+005 7.2331e+005 1.2942e+006 1.6863e+006 1.6391e+006 1.3508e+006 1.1836e+006 6.8921e+005 4.3576e+005 3.3932e+005 9.6055e+004 9.6151e+004 4.8824e+004 1.2553e+003 4.7109e+004 4.7138e+003 1.3700e+004 9.3851e+000 7.8189e+002 7.2340e+003 6.0133e+003 2.3961e+003 1.9484e+002 9.2002e+003 3.2341e+004 6.6905e+004 1.0305e+005 1.2978e+005 1.4027e+005 1.3169e+005 1.0250e+005 4.8487e+004
          22 1.0673e-002 5.8095e-001 2.3430e+001 2.5700e-002 1.8475e+001 1.1798e+003 1.0726e+000 4.3558e+003 2.7060e+003 1.9661e+003 6.5134e+004 6.3568e+004 8.1805e+003 4.3557e+004 2.9537e+005 4.1807e+005 3.1947e+005 9.0048e+004 7.2565e+003 2.9512e+005 8.8597e+005 1.3974e+006 2.0430e+006 2.1149e+006 1.8933e+006 1.8842e+006 1.2393e+006 9.8295e+005 7.6905e+005 3.1578e+005 3.9723e+005 9.5886e+004 1.1770e+005 5.2418e+004 1.1549e+004 3.2749e+004 2.5874e+002 5.4465e+003 4.2370e+003 6.4908e+003 3.0775e+004 4.8285e+004 6.9444e+004 8.3201e+004 8.1562e+004 6.5973e+004 3.2168e+004
          23 8.2858e-003 8.0272e-002 1.0259e+001 1.3756e-002 6.6380e-001 6.7428e+002 1.2589e-001 5.7830e+002 5.8361e+003 1.3528e+003 2.6901e+004 5.0650e+003 5.0538e+003 9.3289e+004 1.7532e+005 9.3127e+004 3.3383e+003 6.5160e+004 2.8206e+005 5.1315e+005 5.2054e+005 2.8249e+005 9.1216e+004 8.6074e+003 2.4090e+005 6.0632e+005 1.3575e+006 1.7867e+006 2.1367e+006 2.6387e+006 2.1665e+006 2.4770e+006 1.8360e+006 1.6443e+006 1.3521e+006 8.7843e+005 7.9298e+005 4.4628e+005 3.1952e+005 2.5540e+005 6.3305e+004 1.6589e+005 5.4628e+001 1.0400e+005 1.8081e+004 4.6113e+004 1.7389e+004
          24 3.3752e-003 8.2373e-003 3.0422e+000 4.7743e-003 2.0406e+000 2.1839e+002 6.7622e-003 5.4407e+001 2.6744e+003 4.4921e+002 6.9188e+003 7.8027e+001 5.4321e+003 4.0445e+004 4.8250e+004 1.0750e+004 5.3936e+003 6.3293e+004 1.3294e+005 1.5175e+005 8.4343e+004 7.7087e+003 1.1739e+004 1.2848e+005 2.9949e+005 3.8598e+005 4.9314e+005 3.7105e+005 2.2331e+005 1.1082e+005 1.2361e+002 2.2523e+004 2.4159e+005 5.0136e+005 8.8164e+005 1.4129e+006 1.6928e+006 2.2173e+006 2.4396e+006 2.5543e+006 2.8783e+006 2.3969e+006 2.8076e+006 1.8456e+006 2.0363e+006 8.4866e+005 3.4642e+005
