   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 5.7535e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 9.9442e+002 7.0133e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.0427e+001 1.6625e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 2.4115e+001 3.8357e+002 1.8326e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 6.4882e-003 3.9228e+001 5.2252e+002 2.9968e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 3.3326e+001 4.1868e+002 1.4956e+003 4.1773e+002 6.1498e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.4255e+001 2.3581e+002 1.6567e+003 3.0599e+003 1.5146e+002 5.5836e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 3.4689e+001 7.1123e+002 3.7963e+003 5.7133e+003 1.3012e+003 5.0395e+002 5.9328e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.8802e+000 9.8102e+000 1.8375e+002 1.1153e+003 1.5014e+003 7.1850e+001 8.3004e+002 4.5771e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 3.5656e+001 6.9962e+002 4.9810e+003 1.1987e+004 7.0754e+003 4.1827e+001 7.8833e+001 1.7705e+003 1.8386e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 3.4477e+001 8.2241e+002 5.3610e+003 1.0593e+004 4.3213e+003 1.3901e+002 5.8354e+002 3.7802e+002 3.4129e+003 1.8000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 8.3334e+000 2.4699e+002 1.3212e+003 1.4970e+003 5.5314e+001 7.3645e+002 2.1378e+002 3.3372e+001 9.6312e+002 3.1671e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 1.6184e+000 2.4371e+001 3.7416e+002 2.3365e+003 3.5062e+003 7.9101e+002 2.1032e+002 4.3869e+001 1.4326e+002 2.2243e+003 5.3543e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 2.1125e+001 5.0957e+002 4.2144e+003 1.3037e+004 1.0267e+004 2.3930e+002 1.9417e+003 1.3640e+002 5.6411e-001 3.9116e+002 3.3737e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 3.7032e+001 9.6105e+002 7.1088e+003 1.8698e+004 1.1245e+004 9.8852e+000 3.4222e+003 3.8594e+001 1.6739e+002 6.9399e+001 1.8376e+003 1.1650e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 3.3232e+001 8.8110e+002 5.9600e+003 1.3977e+004 6.3345e+003 3.8189e+002 2.8856e+003 2.4982e+001 3.9252e+002 3.2197e+001 3.9869e+002 2.8851e+003 4.5318e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 1.8698e+001 4.8944e+002 2.9192e+003 5.8676e+003 1.5176e+003 8.4097e+002 1.2884e+003 2.2686e+002 3.2096e+002 7.3098e+000 8.3459e+001 1.7037e+003 8.7470e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 6.4640e+000 1.5882e+002 7.2019e+002 9.7142e+002 1.0877e-002 9.6201e+002 2.0640e+002 4.1230e+002 9.7472e+001 1.2880e+000 4.0467e+001 5.0561e+002 1.8427e+003 2.0606e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 1.0145e+000 1.9477e+001 2.0035e+001 2.0167e+001 7.3546e+002 7.7479e+002 1.0994e+001 4.2978e+002 7.4179e-001 1.4119e+001 2.8874e+001 9.6880e+001 1.4958e+003 1.9152e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 1.5757e-004 8.8786e-001 8.6766e+001 6.3241e+002 1.6082e+003 4.9680e+002 1.8962e+002 3.2774e+002 3.0054e+001 2.0277e+001 1.6467e+001 1.3624e+001 8.1919e+002 4.8848e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          20 2.6941e-001 1.2320e+001 2.3120e+002 1.0743e+003 1.7858e+003 2.8691e+002 3.1077e+002 2.1418e+002 6.9705e+001 1.6835e+001 7.3426e+000 1.5961e+000 3.9666e+002 5.2187e+002 1.6287e-001 6.5912e-003 0.0000e+000 0.0000e+000 0.0000e+000
          21 5.0912e-001 1.9558e+001 2.7966e+002 1.1343e+003 1.5853e+003 1.6866e+002 3.2521e+002 1.3786e+002 8.2685e+001 1.1839e+001 2.9879e+000 1.4563e-001 2.0127e+002 4.3087e+002 2.5138e+000 2.0047e+000 0.0000e+000 0.0000e+000 0.0000e+000
          22 5.7233e-001 2.0666e+001 2.6443e+002 1.0056e+003 1.2806e+003 1.0251e+002 2.8738e+002 8.9768e+001 7.7933e+001 7.9131e+000 1.1587e+000 2.5943e-003 1.0904e+002 3.2480e+002 4.8826e+000 5.4997e+000 3.6220e-002 0.0000e+000 0.0000e+000
          23 4.7340e-001 1.6591e+001 2.0068e+002 7.3690e+002 8.8924e+002 5.8592e+001 2.1030e+002 5.3965e+001 5.9155e+001 4.7547e+000 4.0771e-001 4.0800e-003 5.7350e+001 2.1353e+002 5.0457e+000 6.6593e+000 1.0195e-001 3.8549e-004 0.0000e+000
          24 2.4954e-001 8.6225e+000 1.0149e+002 3.6617e+002 4.2965e+002 2.5301e+001 1.0445e+002 2.4023e+001 2.9935e+001 2.1008e+000 1.1813e-001 5.6175e-003 2.3576e+001 9.9735e+001 2.9184e+000 4.1711e+000 7.8240e-002 3.7175e-003 1.9421e-006
