   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 7.8260e+005 1.9883e+005 2.7308e+004 7.7606e+002 1.3161e+003 3.1607e+003 2.6380e+003 1.4412e+003 6.4487e+002 2.7196e+002 1.1657e+002 5.0984e+001 2.1785e+001 8.6144e+000 3.0109e+000 8.9896e-001 2.2571e-001 4.9590e-002 1.1613e-002 4.2423e-003 2.6421e-003 1.8908e-003 1.1084e-003 4.4856e-004 1.0634e-004 1.0068e-005 4.6903e-008 8.9356e-011 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.0408e+006 9.0754e+004 1.8002e+005 4.5510e+004 8.7969e+003 4.3676e+002 1.3368e+003 4.9407e+003 5.7395e+003 3.8310e+003 1.7687e+003 6.5352e+002 2.3830e+002 1.0916e+002 6.5641e+001 4.2478e+001 2.4098e+001 1.0615e+001 3.2969e+000 6.0169e-001 2.9661e-002 6.9475e-003 1.5774e-002 5.5663e-003 8.2295e-005 1.1793e-003 2.3646e-003 1.7560e-003 6.8900e-004 1.2910e-004 5.3700e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.7165e+006 5.9947e+006 6.3357e+004 2.2576e+005 5.9405e+004 1.5529e+003 3.0399e+001 1.5168e+002 1.4670e+002 3.0049e+003 6.8626e+003 6.9532e+003 4.1499e+003 1.6184e+003 4.3595e+002 9.3645e+001 2.7961e+001 2.2234e+001 2.8213e+001 3.0816e+001 2.4706e+001 1.4138e+001 5.4822e+000 1.1796e+000 3.8607e-002 8.6220e-002 2.1252e-001 1.8106e-001 8.9985e-002 2.7061e-002 3.7885e-003 9.5991e-006 3.1213e-004 2.3837e-004 2.7289e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 3.7648e+006 1.7544e+007 6.4342e+006 1.3375e+006 1.4582e+005 2.5310e+005 1.8507e+004 6.5086e+003 7.3625e+003 7.2788e+002 7.3180e+000 5.0353e+002 3.1540e+003 5.9654e+003 5.9083e+003 3.6433e+003 1.4522e+003 3.4818e+002 3.6507e+001 9.0037e-002 4.1500e-001 5.3218e-001 6.3811e+000 1.3835e+001 1.6119e+001 1.2676e+001 7.1811e+000 2.8637e+000 6.7938e-001 3.5892e-002 3.6836e-002 1.2903e-001 1.4274e-001 9.8718e-002 4.9042e-002 1.7939e-002 4.6647e-003 7.7703e-004 6.4856e-005 1.3000e-006 0.0000e+000 0.0000e+000 0.0000e+000
           4 7.4048e+005 1.1263e+007 2.5330e+007 2.8967e+006 3.0689e+006 2.0897e+004 2.7559e+005 1.3629e+005 2.2775e+003 1.2884e+004 1.3551e+004 3.9161e+003 5.9958e+002 4.5341e+002 1.5524e+003 3.4245e+003 4.4127e+003 3.7554e+003 2.2579e+003 9.6719e+002 2.7609e+002 4.0529e+001 4.3059e-001 2.0401e+000 1.5634e+000 5.7674e-003 1.4337e+000 4.3692e+000 6.0538e+000 5.6399e+000 3.9665e+000 2.1825e+000 9.2686e-001 2.7912e-001 4.3431e-002 1.3086e-005 1.1052e-002 2.0986e-002 2.0227e-002 1.4057e-002 7.6600e-003 2.9226e-003 8.2779e-004
           5 2.9713e+004 5.8842e+005 1.4715e+007 2.7962e+007 1.0278e+006 3.6949e+006 3.5758e+005 1.2870e+005 2.2334e+005 3.9965e+004 2.1314e+003 1.9504e+004 1.4521e+004 4.4567e+003 8.9366e+002 5.0893e+002 1.1741e+003 2.4842e+003 3.4960e+003 3.4503e+003 2.5199e+003 1.3895e+003 5.6789e+002 1.5782e+002 2.1933e+001 3.3600e-002 2.7225e+000 3.0854e+000 9.8109e-001 4.8256e-004 8.1722e-001 2.2077e+000 3.0310e+000 2.9746e+000 2.3285e+000 1.5237e+000 8.5176e-001 4.1005e-001 1.7004e-001 6.0571e-002 1.8472e-002 4.5668e-003 1.0700e-003
           6 4.5865e+004 2.8338e+005 4.1937e+005 1.8811e+007 3.0376e+007 2.3977e+005 3.4378e+006 9.1076e+005 1.0853e+004 2.1799e+005 1.0830e+005 5.0793e+003 1.0253e+004 2.2041e+004 1.3922e+004 4.7636e+003 1.2295e+003 5.6898e+002 8.5082e+002 1.6563e+003 2.4908e+003 2.7597e+003 2.3390e+003 1.5651e+003 8.3496e+002 3.4741e+002 1.0369e+002 1.6725e+001 9.9434e-002 2.3797e+000 4.1436e+000 2.9246e+000 1.0312e+000 7.0157e-002 1.3054e-001 6.2229e-001 1.0295e+000 1.1530e+000 1.0289e+000 7.7395e-001 4.8276e-001 2.0647e-001 6.1418e-002
           7 8.2622e-025 1.6902e-024 5.8401e-024 1.5445e-023 4.1732e-022 6.8205e-021 6.6288e-020 6.1612e-019 1.1698e-017 1.9467e-016 5.2900e-015 6.8033e-014 1.5797e-012 2.4986e-011 4.8213e-010 8.7145e-009 1.1404e-007 1.9594e-006 2.0279e-005 2.6404e-004 2.0823e-003 2.1805e-002 1.7606e-001 1.2898e+000 8.6927e+000 4.9014e+001 2.6722e+002 1.2324e+003 5.0450e+003 1.8321e+004 5.8301e+004 1.6042e+005 3.7623e+005 7.4461e+005 1.2065e+006 1.5353e+006 1.4252e+006 8.3009e+005 2.0458e+005 1.3354e+003 5.4906e+003 6.6151e+002 7.8373e+001
           8 4.5654e-022 4.8357e-022 2.9148e-021 3.4268e-025 3.5163e-019 2.2947e-018 1.0753e-017 8.3056e-017 1.3749e-015 2.0357e-014 4.7606e-013 5.7539e-012 1.1829e-010 1.7192e-009 2.9697e-008 4.7909e-007 5.7597e-006 8.6233e-005 8.2578e-004 9.3748e-003 6.9283e-002 6.2795e-001 4.4981e+000 2.8967e+001 1.6867e+002 8.3241e+002 3.8012e+003 1.4747e+004 4.9715e+004 1.4405e+005 3.5145e+005 7.0292e+005 1.1083e+006 1.2711e+006 8.8678e+005 1.8601e+005 9.6770e+004 9.3538e+005 1.1947e+006 2.6217e+005 2.2631e+004 5.9774e+002 8.2151e+002
           9 6.3062e-018 2.2086e-018 4.4038e-017 4.7532e-017 4.4916e-015 8.6110e-015 1.2077e-015 2.7835e-015 8.7579e-014 1.0309e-012 2.0713e-011 2.3494e-010 4.2691e-009 5.6908e-008 8.7967e-007 1.2668e-005 1.3969e-004 1.8270e-003 1.6142e-002 1.6026e-001 1.1034e+000 8.6795e+000 5.5090e+001 3.1144e+002 1.5669e+003 6.7226e+003 2.5723e+004 8.3229e+004 2.2806e+005 5.1738e+005 9.3811e+005 1.2845e+006 1.1853e+006 5.3969e+005 1.0064e+004 3.1805e+005 6.6410e+005 9.3492e+004 5.0438e+005 1.2983e+006 4.6363e+004 7.9044e+004 2.1411e+004
