   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.0567e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.0446e+001 6.1389e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.2611e+000 2.8156e+001 6.4728e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.5382e-002 3.4258e+000 4.6820e+001 6.0374e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 2.9953e-001 1.4945e-002 8.0381e+000 6.5474e+001 5.1379e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 5.9309e-001 4.1263e-001 4.8838e-001 1.5231e+001 8.2119e+001 4.0059e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.4103e-002 7.0006e-001 2.6097e-001 1.6244e+000 2.3516e+001 9.5852e+001 2.8354e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 3.3436e-002 9.3149e-002 3.0361e-001 7.5063e-001 3.9232e+000 3.2611e+001 1.0650e+002 1.7679e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.7107e-001 1.6996e-001 2.2288e-001 4.6970e-001 1.3273e+000 7.1864e+000 4.1326e+001 1.1353e+002 9.1165e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.1364e-001 4.0558e-001 2.7310e-002 2.7430e-001 2.0722e-001 2.5810e+000 1.1877e+001 5.0138e+001 1.1659e+002 3.3036e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.5911e-001 2.2490e-001 2.9205e-001 5.9943e-002 2.7831e-001 5.3156e-002 3.7673e+000 1.6199e+001 5.8096e+001 1.1629e+002 4.0415e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 5.6816e-001 2.3943e-001 1.4710e-002 3.5756e-001 1.3361e-002 3.9051e-001 1.2270e-001 6.3092e+000 2.2052e+001 6.5634e+001 1.1265e+002 2.5791e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 1.7713e-001 5.8642e-001 1.7554e-001 9.5835e-003 2.9618e-001 1.7250e-002 3.2541e-001 4.8016e-001 8.4323e+000 2.8077e+001 7.2260e+001 1.0578e+002 2.5274e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.2426e-002 4.8094e-002 5.8965e-002 3.3263e-001 1.3547e-003 3.5605e-001 7.9470e-004 8.0498e-001 2.1331e+000 1.1779e+001 3.2625e+001 7.6587e+001 9.6071e+001 6.7746e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 1.3342e-001 1.2424e-001 4.1626e-002 1.2953e-001 3.5264e-001 5.1493e-003 1.2977e-001 4.9290e-002 1.2302e+000 4.1606e+000 1.7463e+001 3.8719e+001 7.9200e+001 8.4351e+001 1.2602e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 7.2996e-002 1.9060e-001 9.7660e-002 6.4235e-002 9.2288e-002 2.5450e-001 8.3906e-003 1.0695e-001 1.7459e-001 2.0221e+000 5.0044e+000 2.0338e+001 4.2615e+001 7.8772e+001 7.1272e+001 1.9674e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 5.8004e-004 1.5718e-002 1.8066e-003 2.5151e-001 7.2776e-002 9.7827e-002 1.3494e-001 2.8459e-003 7.4018e-003 5.7739e-001 4.3055e+000 8.7579e+000 2.5773e+001 4.5560e+001 7.5509e+001 5.7066e+001 2.7705e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 2.9210e-002 6.0566e-002 9.1929e-002 7.2649e-002 2.3732e-001 3.0706e-002 3.0605e-002 1.9735e-001 4.0464e-002 2.0099e-001 1.9585e+000 5.8766e+000 1.0354e+001 3.0008e+001 4.6765e+001 6.9692e+001 4.2458e+001 3.6710e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 5.4213e-002 2.0305e-001 2.3778e-001 1.5694e-002 9.3253e-002 1.4931e-001 6.7096e-003 1.2506e-001 6.8218e-002 1.6608e-001 3.2505e-001 2.8498e+000 7.9810e+000 1.2712e+001 3.2500e+001 4.6291e+001 6.0605e+001 2.8508e+001 4.6642e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          20 3.4173e-002 2.0625e-001 2.2443e-001 1.5743e-001 6.4688e-006 6.7844e-002 1.8163e-002 4.7427e-003 2.8314e-002 1.2137e-001 1.3838e-001 1.1245e+000 5.1769e+000 9.3081e+000 1.5271e+001 3.2088e+001 4.3485e+001 4.8992e+001 1.4490e+001 5.3931e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          21 8.3927e-003 1.1577e-001 1.2207e-001 2.2455e-001 4.3976e-002 3.7882e-004 1.1771e-003 1.0345e-002 5.3186e-003 5.9485e-002 2.4893e-001 6.3724e-001 2.2468e+000 6.9324e+000 1.0350e+001 1.7129e+001 3.0289e+001 3.6056e+001 3.8144e+001 2.7155e+000 5.5873e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          22 3.4584e-005 3.9182e-002 4.1796e-002 1.6961e-001 7.8746e-002 2.4991e-002 6.7057e-003 1.3627e-002 1.7411e-003 2.4782e-002 2.9957e-001 4.6540e-001 9.3672e-001 3.7202e+000 7.4093e+000 1.0638e+001 1.6742e+001 2.6066e+001 2.8096e+001 2.0934e+001 2.3693e-001 4.8937e+001 0.0000e+000 0.0000e+000 0.0000e+000
          23 1.7976e-003 8.0348e-003 9.4308e-003 8.9714e-002 6.3908e-002 4.7176e-002 1.8469e-002 4.4849e-003 2.0507e-003 1.1418e-002 2.1110e-001 3.0474e-001 4.6985e-001 1.6748e+000 4.2299e+000 6.5504e+000 9.1590e+000 1.4296e+001 1.6560e+001 1.8157e+001 5.2665e+000 7.1439e+000 2.8494e+001 0.0000e+000 0.0000e+000
          24 2.0600e-003 9.5172e-004 1.4004e-003 3.1295e-002 2.7956e-002 2.8605e-002 1.2730e-002 6.0484e-004 1.5718e-003 4.4465e-003 8.5196e-002 1.2759e-001 1.9134e-001 5.7327e-001 1.5945e+000 2.6912e+000 3.6768e+000 5.4472e+000 6.5082e+000 8.1704e+000 3.9071e+000 8.8208e-002 1.0267e+001 6.1331e+000 0.0000e+000
          25 1.1709e-004 3.0579e-005 5.0058e-005 1.4504e-003 1.3583e-003 1.4770e-003 6.7269e-004 1.9425e-005 8.6706e-005 2.1526e-004 4.0666e-003 6.1735e-003 9.3141e-003 2.6736e-002 7.5421e-002 1.2981e-001 1.7737e-001 2.5965e-001 3.1173e-001 3.9869e-001 2.0680e-001 1.8851e-004 4.1381e-001 3.9325e-001 1.0236e-002
