   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14
           0 4.6498e+000 1.2174e+004 3.5273e+000 5.5699e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 5.7439e+000 3.6361e+002 1.3064e+003 1.1525e+004 3.5449e+002 3.2045e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.9962e+001 2.2234e+002 2.6997e+002 3.5096e+002 3.7165e+003 6.7949e+003 9.5095e+002 5.5384e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 3.9847e+003 2.4321e+002 3.0449e+003 1.3257e+003 2.7832e+001 4.6986e+001 3.3059e+003 4.4019e+003 8.9054e+002 8.7394e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 6.1516e+004 1.0890e+002 4.1065e+004 1.6208e-001 1.2355e+004 4.7780e+002 4.9400e+001 6.8315e+002 3.1239e+003 3.0057e+003 7.8831e+002 3.1017e+001 0.0000e+000 0.0000e+000 0.0000e+000
           5 4.2740e+005 3.9863e+000 1.3661e+005 1.1382e+004 1.3533e+004 9.5966e+003 3.9886e+003 3.8851e+001 1.3962e+002 1.1545e+003 2.7097e+003 2.3050e+003 8.9218e+002 1.6549e+002 1.2855e+001
           6 1.5397e+006 5.4117e+002 9.2084e+004 3.5048e+004 1.2543e+004 1.9025e+004 6.4173e+003 7.7692e+003 4.7556e+002 1.0540e+001 2.1892e+002 1.0016e+003 1.8389e+003 1.7082e+003 1.0210e+003
           7 2.8708e+006 2.2065e+003 8.3229e+004 2.6530e+003 1.5490e+005 1.3119e+004 4.3340e+004 1.3267e+003 1.2113e+004 2.5875e+003 3.6110e+001 4.7950e+001 1.9434e+002 4.8337e+002 6.8436e+002
           8 2.4721e+006 3.2435e+003 1.5747e+006 1.3478e+005 3.1721e+004 1.6622e+005 5.5976e+003 5.6382e+004 3.7221e+002 1.1367e+004 6.5639e+003 7.7633e+002 3.3096e+000 3.1890e+001 6.2653e+001
           9 6.7520e+005 1.7282e+003 3.2315e+006 5.9089e+005 5.8184e+005 1.7560e+003 2.4196e+005 1.1868e+003 7.0702e+004 7.4842e+003 6.3037e+003 1.0299e+004 3.6189e+003 5.5527e+002 3.4210e+001
          10 1.6905e+003 1.3856e+002 1.6363e+006 5.1437e+005 2.6056e+006 1.0766e+006 6.6119e+002 2.8178e+005 2.7990e+002 7.2648e+004 2.3304e+004 5.4656e+002 8.7420e+003 7.1673e+003 3.0517e+003
          11 2.5723e+004 3.3504e+001 5.7890e+004 6.5092e+004 1.7785e+006 2.6882e+006 1.7870e+006 1.5032e+002 3.5480e+005 7.9628e+003 6.4087e+004 4.5403e+004 3.2151e+003 1.8650e+003 5.0496e+003
          12 1.0392e+003 4.5233e+000 3.9581e+004 5.2974e+003 8.6049e+004 8.9149e+005 3.5415e+006 2.3062e+006 1.7948e+002 4.1738e+005 3.2200e+004 4.1393e+004 6.1659e+004 2.0576e+004 2.1507e+003
          13 3.5953e+003 7.5093e+000 3.0799e+002 7.9757e+002 3.3739e+004 3.8549e+002 6.9815e+005 3.5502e+006 2.9374e+006 2.6033e+003 4.7801e+005 9.0337e+004 1.0724e+004 5.3032e+004 3.8462e+004
          14 2.3366e+003 1.3378e+000 6.7205e+003 2.2364e+003 1.1062e+003 1.1969e+004 1.8818e+004 3.7947e+005 3.7717e+006 3.2742e+006 3.4404e+004 4.9175e+005 1.9940e+005 3.8131e+003 1.4821e+004
          15 2.6500e+001 1.9366e+000 3.6606e+003 2.5036e+002 4.6779e+003 1.0768e+004 4.4810e+002 2.8419e+004 2.3739e+005 3.8849e+006 3.3808e+006 1.8760e+005 3.8018e+005 3.3432e+005 7.9682e+004
          16 9.5194e+002 2.8187e+000 5.5229e+000 2.5381e+002 4.3680e+003 3.4325e+002 1.1777e+004 5.9871e+003 1.7454e+004 1.8907e+005 4.1221e+006 2.9993e+006 6.2757e+005 1.1521e+005 3.2525e+005
          17 5.7599e+002 7.9965e-002 1.2976e+003 4.4025e+002 2.6212e+002 1.6416e+003 5.4527e+003 2.7168e+003 2.0148e+004 2.0148e+003 2.2790e+005 4.5320e+006 1.9409e+006 1.3769e+006 4.3434e+004
          18 2.0026e+001 4.5450e-001 1.1900e+003 1.2633e+002 5.1003e+002 2.1476e+003 6.8522e+001 6.8030e+003 2.2917e+002 2.7621e+004 5.7224e+003 4.1697e+005 4.8875e+006 4.8169e+005 1.6077e+006
          19 1.3300e+002 5.6931e-001 1.9804e+002 1.0012e+000 1.2260e+003 6.5440e+002 1.0360e+003 2.8852e+003 2.7419e+003 4.5835e+003 2.7564e+004 5.5105e+004 9.0761e+005 4.4247e+006 1.3647e+005
          20 2.9095e+002 2.5780e-001 5.1541e+001 8.5603e+001 6.6553e+002 5.0378e-001 1.8422e+003 1.8529e+002 4.2258e+003 7.9951e+000 8.7500e+003 2.8018e+004 2.2179e+005 1.8665e+006 2.0616e+006
          21 1.8007e+002 7.2122e-002 3.4553e+002 1.2312e+002 6.8488e+001 3.3086e+002 9.7863e+002 3.3073e+002 2.3956e+003 1.7762e+003 1.7646e+003 7.8379e+003 4.6623e+004 7.3709e+005 2.5306e+006
          22 3.4234e+001 3.9057e-003 3.7644e+002 6.5440e+001 4.0382e+001 5.2297e+002 1.4481e+002 9.9606e+002 4.2275e+002 2.8031e+003 1.0615e+001 4.7161e+003 2.5006e+003 1.5357e+005 1.8684e+006
          23 1.1972e+000 1.5804e-002 2.0028e+002 1.1955e+001 1.9802e+002 3.5886e+002 1.3873e+001 9.0733e+002 8.7966e+000 1.8822e+003 9.1590e+002 9.9285e+002 5.8266e+003 1.5627e+003 6.6568e+005
          24 2.9241e+001 7.1610e-002 5.5225e+001 1.9567e-001 2.5087e+002 1.4362e+002 1.6163e+002 4.9138e+002 2.6117e+002 7.7200e+002 1.4725e+003 1.0015e+000 2.5910e+003 6.6530e+003 9.6466e+004
          25 5.0458e+001 1.1247e-001 3.3567e+000 7.8126e+000 1.9915e+002 2.9756e+001 2.5657e+002 1.7776e+002 4.4635e+002 1.8433e+002 1.3405e+003 2.1591e+002 7.4274e+002 2.1488e+003 3.2040e+004
          26 4.9438e+001 1.1072e-001 3.3016e+000 1.4128e+001 1.2120e+002 5.1517e-001 2.4701e+002 3.7536e+001 4.4340e+002 1.0168e+001 9.2981e+002 4.6853e+002 1.2756e+002 1.3127e+003 9.8377e+001
          27 3.6591e+001 8.1291e-002 1.3061e+001 1.4305e+001 6.1506e+001 4.1242e+000 1.8326e+002 1.7124e+000 3.3573e+002 8.8413e+000 5.3439e+002 5.2538e+002 5.6917e-001 7.7419e+002 1.0207e+003
          28 2.2016e+001 4.7458e-002 1.5466e+001 1.0449e+001 2.6969e+001 9.2507e+000 1.1089e+002 1.3668e+000 2.0584e+002 2.9226e+001 2.6269e+002 4.0653e+002 1.8135e+001 3.2535e+002 5.7736e+002
          29 1.0025e+001 2.0901e-002 9.7730e+000 5.3172e+000 9.8031e+000 7.1210e+000 5.0673e+001 2.9048e+000 9.4738e+001 2.4243e+001 1.0424e+002 2.1241e+002 2.3018e+001 1.0810e+002 2.1649e+002
