   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.4739e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 6.9590e+000 8.6717e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 3.1235e+000 9.1617e+001 1.9340e+003 9.8217e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 5.7876e+000 9.2774e+001 5.0106e+002 3.4351e+003 2.0619e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 4.1748e-001 2.4576e+000 2.8786e+001 1.8433e+002 3.1103e+003 7.8161e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.8467e+001 1.9458e+002 1.0601e+003 2.4892e+003 1.2403e+003 2.0832e+003 2.0833e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 3.1876e+000 1.0380e+002 9.6503e+002 3.3791e+003 4.4394e+003 1.1152e+003 3.5796e+003 5.1670e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.1407e+001 1.5874e+002 1.3366e+003 3.5407e+003 2.5502e+003 3.2438e+001 3.0408e+002 4.4114e+003 1.1845e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 3.7458e+000 9.4767e+001 1.1181e+003 5.1953e+003 9.2957e+003 3.9526e+003 8.8061e-001 1.3082e+002 8.1416e+003 2.8557e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.0812e+001 2.8289e+002 3.0363e+003 9.8304e+003 1.0277e+004 7.3288e+002 2.0643e+003 1.3534e+003 1.9411e+002 1.4704e+004 6.8935e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 8.7587e-001 1.2570e+000 4.7259e+001 1.0066e+003 3.6069e+003 4.1106e+003 2.2471e+002 1.0979e+003 1.2383e+003 2.8099e+003 3.5023e+004 1.3023e+004 5.9131e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 1.5678e+001 3.5864e+002 4.0312e+003 1.7857e+004 2.5239e+004 6.5100e+003 2.3630e+003 3.8393e+003 6.6308e+002 4.9355e+003 1.5879e+004 7.7423e+004 1.0316e+004 2.2240e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 4.8621e+000 2.6016e+002 2.1786e+003 7.1630e+003 5.8610e+003 1.5987e+001 3.5515e+003 3.0748e+002 1.5145e+003 9.9718e+001 1.4158e+004 7.1521e+004 1.1418e+005 3.0362e+002 7.9685e+003 9.4359e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 3.4549e+000 5.3108e+000 3.2910e+002 2.4565e+003 7.9215e+003 6.6390e+003 6.6666e+001 2.9082e+003 1.8504e+002 9.9347e+002 1.7112e+003 4.9697e+004 1.6531e+005 1.0144e+005 8.4850e+003 7.7598e+003 2.4104e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 1.9002e+001 3.2502e+002 4.3539e+003 1.9232e+004 3.2568e+004 9.4914e+003 2.9536e+003 7.0383e+003 8.6046e+002 2.0947e+003 6.5033e+002 7.6388e+003 1.2427e+005 2.3472e+005 6.1482e+004 3.1597e+004 1.8485e+003 5.9160e+003 5.8823e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 1.5235e+001 3.8713e+002 4.0884e+003 1.5507e+004 1.9694e+004 1.8745e+003 5.6106e+003 2.6682e+003 2.7360e+003 4.7751e+002 1.5149e+003 3.2869e+001 1.4281e+004 1.8464e+005 2.7508e+005 2.8751e+004 4.6575e+004 3.9372e+002 5.0973e+003 2.8692e+003 2.2515e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 2.8828e+000 9.7878e+001 7.4642e+002 2.0214e+003 9.4824e+002 5.6960e+002 2.2664e+003 1.7503e+001 1.5499e+003 1.8518e+002 5.6415e+002 8.5670e+001 1.0088e+003 5.6171e+003 1.6215e+005 2.7835e+005 2.2555e+004 3.5442e+004 4.1541e+003 1.9158e+003 3.0557e+003 1.2653e+003 1.5724e+002 3.0098e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 5.3208e-002 1.9133e+000 1.3180e+001 3.0905e+001 6.9601e+000 2.7644e+001 4.9737e+001 3.4979e+000 3.6403e+001 8.6479e+000 1.1091e+001 4.1788e+000 1.0143e+001 2.9008e+002 4.0394e+003 4.1199e+003 1.0491e+002 2.9863e+003 1.7982e+001 1.3361e+002 5.8487e+002 3.2776e+001 1.0480e+002 8.9544e-001 3.6955e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 3.1822e-002 1.3518e+000 6.4427e+000 7.1504e+000 5.6838e+000 9.4584e+001 4.9114e+001 2.6362e+001 4.2554e+001 2.8503e+001 7.6149e+000 1.3844e+001 2.4533e-001 7.3970e+002 4.1580e+003 6.4892e+002 5.8666e+003 8.0870e+003 1.0488e+001 3.2682e+002 3.0150e+002 2.0117e+002 2.2957e+001 1.3288e+002 2.3745e+000 3.9523e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          20 1.9070e-002 1.0774e+000 2.1536e+000 5.6942e-001 8.7921e+001 2.9048e+002 6.3080e+001 1.0426e+002 6.5634e+001 8.6234e+001 5.5310e+000 3.9650e+001 2.1899e+000 1.5817e+003 4.8250e+003 2.5006e+002 2.1959e+004 1.3175e+004 4.7101e+002 2.6714e+002 9.2907e+001 5.5766e+002 6.1767e+001 1.2476e+000 1.1483e+002 2.1838e+000 1.4181e-002 0.0000e+000 0.0000e+000 0.0000e+000
          21 4.1516e-003 4.1092e-001 5.4427e-003 1.4105e+001 1.7917e+002 3.7202e+002 4.4428e+001 1.4905e+002 5.4562e+001 1.0971e+002 1.7512e+000 4.7670e+001 5.3780e+000 1.5433e+003 2.9956e+003 2.0255e+003 2.6563e+004 9.2239e+003 1.7857e+003 1.5688e+002 2.2486e+001 4.1356e+002 2.3691e+002 2.1214e+000 2.2563e+000 5.6940e+001 2.5448e+000 5.5200e-002 1.3339e-006 0.0000e+000
          22 3.2575e-004 8.6885e-002 1.9133e-001 1.2902e+001 1.0944e+002 1.9148e+002 1.6499e+001 8.0317e+001 2.2536e+001 5.6312e+001 2.8493e-001 2.3653e+001 3.0800e+000 6.8592e+002 1.0199e+003 1.5597e+003 1.2825e+004 3.2378e+003 1.2702e+003 6.4068e+001 5.3238e+000 1.5235e+002 1.4104e+002 9.5302e+000 1.5411e-001 1.1691e+001 5.8012e+000 1.4955e+000 9.1136e-002 3.1648e-005
