   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19
           0 3.4846e+006 7.3040e+003 4.4512e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.8667e+002 3.5476e+006 1.9725e+004 3.6307e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 5.5919e+001 2.0064e+003 3.5990e+006 4.0131e+004 2.1330e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.6247e+000 1.6524e+002 7.6451e+003 3.6225e+006 7.4361e+004 1.1860e+002 2.1719e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.2920e-001 1.0264e+001 3.2258e+002 2.4427e+004 3.5711e+006 1.3614e+005 6.6557e+002 2.7198e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 3.7345e-001 2.3685e+000 2.6916e+001 5.0634e+002 7.7051e+004 3.2818e+006 2.5609e+005 3.8389e+003 6.9522e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 8.0094e-002 1.1019e+000 6.2032e+000 5.5973e+001 4.9137e+002 2.8138e+005 2.2337e+006 4.3088e+005 1.7476e+004 5.9076e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.3910e-001 1.6063e-001 3.0156e-001 4.0941e+001 1.1320e+002 1.3858e+003 9.4530e+005 6.3468e+005 3.7867e+005 2.7561e+004 4.7892e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.1738e-003 1.4231e-002 4.0913e-001 7.6138e+000 1.4095e+001 9.8963e+002 1.0536e+005 1.4270e+006 1.7153e+004 1.7899e+005 2.0829e+004 5.8459e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 8.6431e-002 3.6875e-002 1.1699e-001 4.7455e-001 3.4531e+001 6.0834e+001 3.7155e+001 5.9245e+005 7.4444e+005 4.4210e+004 6.1091e+004 1.2909e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.5692e-001 5.7214e-001 3.6145e-001 2.6528e+000 4.0901e+001 1.7560e+001 2.2456e+003 8.5276e+004 8.9332e+005 1.3256e+005 9.3674e+004 1.2401e+004 6.5907e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.1545e-001 1.0185e+000 2.5201e-002 1.6439e+000 1.6565e+001 1.3662e+000 4.4923e+002 1.2930e+003 4.4626e+005 4.7245e+005 3.1832e+002 6.4089e+004 5.5712e+002 2.7049e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 6.0816e-002 8.2822e-001 1.1961e-001 6.6721e-001 1.9560e+000 1.3986e+001 2.2021e+000 1.8797e+003 1.3796e+005 4.8259e+005 6.5357e+004 3.3568e+004 1.9665e+004 3.8794e+002 8.2063e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 2.9778e-002 4.4003e-001 3.3856e-001 2.7281e-001 4.2222e-002 3.0759e+001 7.5733e+001 2.2221e+003 3.2232e+004 3.0185e+005 1.3017e+005 3.2417e+003 2.4735e+004 1.4629e+003 7.2376e+002 1.8355e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.4690e-002 1.9071e-001 3.2432e-001 1.2117e-001 5.5160e-001 2.5029e+001 6.7175e+001 1.1379e+003 7.0315e+003 1.5012e+005 1.1097e+005 3.5114e+002 1.4770e+004 3.4625e+003 8.2316e+001 2.4338e+002 4.7914e+001 0.0000e+000 0.0000e+000 0.0000e+000
          15 8.1025e-003 8.8819e-002 2.3484e-001 6.2626e-002 6.3676e-001 1.6275e+001 4.1349e+001 5.4871e+002 1.9032e+003 7.7569e+004 7.5993e+004 1.9974e+003 7.7413e+003 3.2764e+003 1.2534e+000 1.5273e+002 4.6802e+001 1.1447e+001 0.0000e+000 0.0000e+000
          16 4.4416e-003 4.2310e-002 1.4580e-001 3.2887e-002 4.7481e-001 9.4258e+000 2.2577e+001 2.6218e+002 5.9346e+002 3.9779e+004 4.5745e+004 2.2340e+003 3.8515e+003 2.2710e+003 2.5146e+001 7.6148e+001 3.2841e+001 1.1903e+001 1.5265e+000 0.0000e+000
