   v'->v''           0           1           2           3           4           5           6           7           8           9
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.1805e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 2.7273e-003 1.2745e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 4.0521e-005 3.6938e-003 1.0487e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 7.0799e-005 4.4454e-004 2.9942e-003 5.8842e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 8.5283e-003 2.9755e-004 6.0807e-003 1.1036e-003 2.3260e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 5.7585e-003 1.5104e-002 1.0053e-003 9.2731e-003 1.3382e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 1.5045e-003 9.1071e-004 1.2056e-002 5.4850e-005 2.2230e-003 1.7335e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.1352e-002 1.8865e-002 1.6485e-003 2.2211e-002 1.8910e-003 1.1540e-003 6.1402e-006 0.0000e+000 0.0000e+000 0.0000e+000
          15 8.7121e-003 3.8493e-002 8.5947e-003 1.0935e-002 9.2009e-003 1.4013e-004 2.0163e-003 4.5087e-006 0.0000e+000 0.0000e+000
          16 2.7171e-003 2.3262e-002 1.4619e-002 1.9754e-005 1.9047e-003 2.7074e-004 2.5671e-004 1.5123e-003 0.0000e+000 0.0000e+000
          17 5.5419e-004 7.7892e-003 5.4417e-003 8.5624e-004 8.4393e-006 1.9069e-004 1.0921e-005 1.3278e-005 3.6133e-004 0.0000e+000
          18 1.2233e-004 2.0130e-003 8.2107e-004 4.4482e-004 1.9178e-004 6.4880e-004 1.0320e-004 4.1424e-004 7.3945e-005 0.0000e+000
          19 3.5124e-005 5.2467e-004 8.0780e-005 1.1207e-004 1.1517e-004 4.1990e-004 1.1522e-004 3.0914e-004 2.1406e-006 5.1544e-007
          20 1.6902e-005 2.2652e-004 1.1842e-005 4.1617e-005 6.7364e-005 2.6412e-004 8.8737e-005 1.8790e-004 2.5269e-008 2.1117e-006
          21 1.1942e-005 1.4403e-004 1.0886e-006 2.1883e-005 5.2111e-005 2.1734e-004 8.3077e-005 1.4674e-004 6.3828e-007 3.1933e-006
          22 7.4870e-006 8.2439e-005 7.4861e-008 1.0262e-005 3.4061e-005 1.4919e-004 6.2146e-005 9.5733e-005 9.5325e-007 2.7396e-006
