   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.4143e+002 2.5549e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.2267e+004 1.8645e+002 3.7375e+002 1.6095e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 2.9741e+005 7.0046e+002 1.3065e+004 2.1569e+003 5.2222e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.1699e+006 4.9260e+003 6.6663e+003 4.9256e+003 4.7420e+003 1.5129e-001 4.6664e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.1885e+006 1.0146e+004 4.7110e+005 9.2366e+004 2.9942e+003 5.2546e+003 9.3941e+001 7.5523e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.4618e+004 1.3621e+003 7.3682e+005 4.3853e+005 3.0834e+005 8.0337e+003 2.7062e+003 2.1811e+002 2.0022e+002 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.5592e+005 1.3833e+003 1.4353e+004 8.7710e+003 3.6282e+005 4.1754e+005 8.0614e+004 8.4565e+002 7.5981e+002 2.9076e+002 0.0000e+000 0.0000e+000
           8 2.1819e+004 7.5356e+001 1.6178e+004 3.0029e+004 9.1647e+004 1.3381e+004 3.2615e+004 4.1852e+004 8.6113e+003 2.1001e+003 3.4569e+002 0.0000e+000
           9 8.8318e+003 2.0047e+001 1.2940e+004 1.8328e+004 3.9948e+004 1.5442e+003 2.9696e+004 2.3819e+004 2.6437e+003 2.6961e+002 1.4288e+001 2.1906e-001
          10 4.3692e+003 5.4050e+000 1.1151e+004 1.3117e+004 2.0965e+004 2.8514e-001 2.7119e+004 1.4871e+004 6.0479e+002 6.5220e-001 1.8338e+001 4.6280e+000
          11 2.2465e+003 1.2682e+000 8.5344e+003 8.9436e+003 1.1228e+004 3.6947e+002 2.1179e+004 8.7581e+003 6.2794e+001 8.0462e+001 5.0319e+001 7.6074e+000
          12 1.2468e+003 2.5111e-001 6.2696e+003 6.1067e+003 6.4091e+003 6.8501e+002 1.5644e+004 5.2615e+003 6.8293e-001 1.3926e+002 5.4618e+001 6.7768e+000
