   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21
           0 3.4424e+006 5.4476e+003 2.9941e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 5.1543e+003 3.4128e+006 1.3360e+004 5.8232e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.4838e+000 1.4154e+004 3.3656e+006 2.5109e+004 1.8606e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 2.5696e+000 3.7886e-001 3.0190e+004 3.2834e+006 4.3160e+004 1.7566e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.1652e+000 5.9235e+000 9.3408e-001 6.0735e+004 3.1352e+006 7.1804e+004 1.0849e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 9.4948e-001 7.9936e+000 5.1831e+000 1.4887e+001 1.2353e+005 2.8534e+006 1.1804e+005 5.3238e+002 2.2029e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 4.7079e-001 7.3798e-003 1.4054e+001 8.5038e-001 1.2786e+002 2.6341e+005 2.3247e+006 1.8353e+005 1.9692e+003 3.1340e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 5.7677e-001 1.0489e+000 1.1248e+000 1.7198e+001 7.8873e-001 1.6767e+003 5.4810e+005 1.5128e+006 2.3978e+005 4.9359e+003 9.6078e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 9.8961e-002 7.1554e-001 2.1014e+000 6.9259e+000 3.7282e+000 1.4918e+001 2.0568e+004 9.3762e+005 6.8237e+005 2.3591e+005 7.5368e+003 5.8964e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 5.6077e-001 8.0191e-002 1.6772e+000 4.5412e+000 1.2754e+001 6.8806e+000 3.4608e+001 1.2334e+005 1.1316e+006 1.8868e+005 1.8172e+005 8.1088e+003 8.9993e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 9.5046e-002 4.9128e-001 4.2473e-002 2.7987e+000 1.6464e+001 6.4641e-001 2.3134e+001 1.9715e+003 3.6970e+005 9.1234e+005 1.9332e+004 1.2187e+005 7.5049e+003 8.5274e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.2147e-001 5.1957e-002 1.5928e-001 5.4123e-001 1.0707e+001 1.8240e+001 2.7987e+001 3.5124e+002 3.7040e+004 6.2266e+005 5.1766e+005 2.5678e+003 7.4100e+004 6.5130e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 4.5337e-001 1.4947e-001 3.8946e-002 2.2704e-002 2.3550e+000 3.5721e+001 8.4167e+000 2.9390e+001 9.8122e+001 1.7287e+005 6.5796e+005 1.9865e+005 2.3257e+004 4.1005e+004 5.4613e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 3.4866e-001 3.9741e-001 5.3345e-002 2.7490e-002 3.3591e-002 1.9953e+001 4.9812e+000 3.9412e+001 6.0850e+002 2.0441e+004 3.5604e+005 4.5764e+005 3.9550e+004 3.5877e+004 1.9896e+004 4.4957e+003 8.7335e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 9.5457e-002 2.6272e-001 1.9255e-001 1.4756e-001 3.7066e-002 5.3705e+000 2.1871e+001 3.9417e+001 1.7079e+002 3.0943e+002 1.1654e+005 4.0305e+005 1.9724e+005 2.1617e+002 3.2548e+004 7.4208e+003 3.5290e+003 2.0766e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
