   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
           0 2.1748e+007 4.0747e-004 3.8846e-002 4.4943e+006 8.1036e-003 1.9763e+000 2.2590e+005 7.8729e+000 1.1338e-002 1.2088e+003 3.7870e+001 6.2608e+001 7.6911e+001 3.8973e-001 2.6633e+000 2.9302e+000 5.9583e-001 9.1049e-003 2.5025e-002 2.2370e-002 4.2548e-003 5.6438e-005 8.9868e-005 3.6892e-005 1.0253e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 5.1575e+006 3.4070e-002 8.8642e-001 1.1783e+007 4.0423e+000 1.4084e+002 7.1409e+006 4.0577e+001 1.5206e+003 5.3578e+005 5.2543e+003 1.4616e+003 2.9837e+001 1.2620e+003 1.3418e+003 5.1283e+002 2.4183e+001 1.1064e+001 2.0799e+001 7.1543e+000 4.1266e-001 1.5216e-001 3.0214e-001 1.0497e-001 7.8703e-003 4.2350e-004 8.7832e-004 6.1372e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 8.6891e+005 5.4525e-001 8.3430e+000 7.4951e+006 9.7754e+001 8.7575e+002 5.3265e+006 1.9183e+003 5.0009e+004 8.1405e+006 2.3303e+004 5.1890e+004 4.4570e+005 1.2328e+005 3.3494e+004 1.3128e+003 2.6008e+003 3.9029e+003 1.5795e+003 1.4814e+002 1.7763e+001 7.3181e+001 3.8977e+001 5.8557e+000 3.0591e-002 1.1383e+000 8.0074e-001 1.7639e-001 6.5754e-003 9.8125e-004 2.2693e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.3311e+005 3.1117e+000 6.2091e+001 2.1910e+006 4.9090e+002 2.2847e+003 7.4302e+006 1.9984e+004 1.0205e+005 2.0358e+006 1.2569e+005 1.8090e+006 5.2516e+006 4.0700e+005 1.3220e+004 2.3416e+005 1.9288e+005 5.8313e+004 3.0487e+003 2.7996e+003 5.9368e+003 2.9719e+003 4.6068e+002 4.0128e+000 1.2611e+002 1.0940e+002 3.3637e+001 2.2176e+000 7.0602e-001 1.8729e+000 9.3393e-001 1.6735e-001 5.9223e-003 1.4060e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.9881e+004 3.2229e-001 1.0232e+002 5.0893e+005 1.5475e+003 9.3068e+003 3.3939e+006 2.4139e+004 3.3481e+004 5.5462e+006 6.0608e+005 1.1361e+006 2.3658e+005 8.1699e+005 2.2395e+006 1.6532e+006 2.2978e+005 1.7396e+004 1.5991e+005 1.3998e+005 4.4082e+004 2.3114e+003 2.3480e+003 5.6653e+003 3.4236e+003 7.9180e+002 1.0809e+001 8.9459e+001 1.3927e+002 7.3218e+001 1.6490e+001 5.3532e-001 6.6978e-001 1.0575e+000 4.0496e-001 4.5951e-002 1.8627e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 3.0971e+003 1.0218e+003 5.7284e+002 1.0866e+005 2.7142e+002 7.1240e+003 1.1222e+006 3.6044e+004 1.2372e+005 3.7057e+006 2.7553e+002 3.0661e+005 3.5348e+006 1.1845e+006 7.9188e+004 4.7630e+005 1.3410e+006 1.0932e+006 3.5328e+005 7.3851e+003 5.6270e+004 1.0775e+005 6.6903e+004 1.6607e+004 2.6049e+002 2.1853e+003 3.8617e+003 2.3512e+003 6.3982e+002 2.9979e+001 3.5157e+001 8.9291e+001 6.5061e+001 2.3795e+001 3.8383e+000 3.0178e-002 2.4085e-001 2.0878e-001 3.5851e-002 3.1113e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 5.0847e+002 3.4542e+004 3.1072e+004 2.2629e+004 1.2965e+004 1.0624e+003 3.2993e+005 6.4092e+002 8.4909e-001 1.7119e+006 5.2920e+004 2.6154e+005 1.9792e+006 1.4056e+006 1.8581e+006 1.0125e+006 7.5469e+003 4.6167e+005 1.0577e+006 8.1660e+005 2.6093e+005 1.0403e+004 2.9992e+004 7.4715e+004 5.7336e+004 2.0608e+004 2.1297e+003 4.0693e+002 2.3729e+003 2.3569e+003 1.1372e+003 2.5800e+002 5.7870e+000 2.5943e+001 5.3128e+001 3.9086e+001 1.5968e+001 3.5040e+000 2.2956e-001 1.9604e-002 5.2819e-002 9.4233e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 8.6687e+001 4.5533e+005 1.7252e+005 6.0512e+003 6.6253e+004 1.4935e+004 9.3731e+004 4.2894e+003 2.0276e+003 6.4712e+005 6.7785e+004 3.1752e+005 1.0440e+006 4.2329e+005 1.0587e+006 1.9154e+006 1.2183e+006 2.3456e+005 5.0757e+004 5.3052e+005 7.3707e+005 4.6236e+005 1.2450e+005 1.5705e+003 2.5650e+004 5.2045e+004 3.9528e+004 1.5276e+004 2.0993e+003 9.9350e+001 1.3979e+003 1.7386e+003 1.0592e+003 3.5815e+002 4.6034e+001 1.5356e+000 2.4720e+001 3.0631e+001 1.9202e+001 7.4148e+000 1.6756e+000 1.4860e-001 4.4594e-004 8.7713e-003 8.2907e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.5826e+001 2.1464e+006 7.3519e+003 1.4650e+003 9.6800e+003 3.3581e+004 2.6646e+004 9.1756e+002 3.4847e+003 2.2198e+005 1.4841e+004 1.5151e+005 5.5171e+005 1.7721e+005 3.4984e+005 9.3647e+005 1.1755e+006 8.8623e+005 2.5977e+005 3.2406e+003 2.4873e+005 4.6083e+005 3.6528e+005 1.4199e+005 1.4961e+004 4.7767e+003 2.6956e+004 3.0295e+004 1.7297e+004 5.0859e+003 3.3385e+002 2.5938e+002 9.5592e+002 9.6874e+002 5.4747e+002 1.8121e+002 2.4223e+001 5.1593e-001 1.1866e+001 1.6052e+001 1.1178e+001 5.0418e+000 1.4936e+000 2.5423e-001 1.3735e-002 4.3823e-004 6.3429e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.6088e+000 1.4305e+005 9.1237e+005 4.9053e+001 3.4984e+005 3.5382e+005 3.8371e+003 2.8798e+005 1.8835e+005 1.5466e+004 1.7744e+005 2.2106e+004 2.4286e+005 4.3486e+003 1.8619e+005 3.8098e+004 3.7591e+005 1.1209e+005 2.1437e+005 7.1447e+002 1.2497e+003 1.0551e+005 5.9983e+004 7.4810e+004 9.1354e+003 2.3157e+003 4.1122e+003 3.7719e+003 6.7975e+003 1.9203e+003 9.7468e+002 8.8633e-001 3.1853e+001 2.3565e+002 1.4100e+002 1.1108e+002 2.5849e+001 5.8395e+000 1.8531e-001 1.6645e+000 2.9586e+000 2.0009e+000 9.9881e-001 3.3795e-001 6.9457e-002 7.4298e-003 7.6623e-005 7.4706e-005 5.9206e-006 0.0000e+000 0.0000e+000
          10 1.2617e+000 2.0754e+005 6.2468e+005 3.0808e+001 7.5447e+004 5.0594e+004 2.9802e+003 6.9632e+003 1.8837e+003 2.8039e+004 5.4329e+003 7.6876e+004 3.0303e+004 1.3524e+005 2.1946e+002 2.9708e+005 4.4540e+004 4.5549e+005 2.3951e+004 1.2365e+005 6.9477e+004 4.4077e+003 1.9142e+005 1.1020e+004 6.5626e+004 3.5441e+003 2.3140e+003 1.8911e+004 2.6615e+002 9.6230e+003 2.5961e+001 1.2435e+003 6.9869e+002 9.2608e+000 5.9143e+002 4.0446e+000 1.4711e+002 1.5819e+000 8.8028e+000 8.4367e+000 1.9677e-001 4.5780e+000 4.5571e-001 7.7069e-001 5.1116e-002 3.0523e-002 9.0286e-005 3.9021e-007 2.7654e-005 0.0000e+000 0.0000e+000
