   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
          10 3.5185e-002 9.9794e+003 2.1025e+004 6.1548e+000 1.8563e+004 4.9997e+003 5.8342e-001 1.0343e+003 1.8176e+004 1.5359e+002 3.4519e+004 1.1132e+004 2.0948e+004 5.6395e+003 2.3280e+004 3.0838e+004 9.8682e+003 1.3126e+005 1.3606e+005 1.4825e+004 1.7537e+004 2.3803e+004 1.6567e+004 3.6871e+005 1.1666e+006 1.8850e+006 1.9713e+006 1.4216e+006 6.8285e+005 1.7380e+005 3.1952e+003 4.0096e+004 1.1440e+005 1.3823e+005 1.0971e+005 6.2705e+004 2.5059e+004 5.6191e+003 1.2347e+002 9.1200e+002 2.6093e+003 3.1626e+003 2.6082e+003 1.6421e+003 8.0195e+002 2.8668e+002 5.9103e+001 1.0765e+000 9.5820e+000 2.5308e+001 2.4723e+001
          11 4.9109e-002 1.2040e+004 8.9004e+003 7.7446e-001 6.8348e+002 3.7142e+003 1.5837e+000 1.5188e+004 1.5322e+004 1.5842e+002 2.7473e+003 5.5168e+003 1.4479e+003 2.2284e+004 2.0830e+004 5.3341e+003 4.0568e+004 3.9827e+003 4.4884e+004 1.3454e+005 7.5802e+004 1.2040e+003 2.3098e+004 1.4671e+004 2.4244e+004 3.3516e+005 9.8531e+005 1.5895e+006 1.7300e+006 1.3570e+006 7.6103e+005 2.7167e+005 3.5128e+004 5.9232e+003 6.1760e+004 1.0788e+005 1.1162e+005 8.3971e+004 4.8285e+004 2.0658e+004 5.6397e+003 4.3952e+002 2.6988e+002 1.4649e+003 2.2669e+003 2.3107e+003 1.8612e+003 1.2671e+003 7.5466e+002 3.9666e+002 1.7262e+002
          12 1.1228e-002 1.1693e+004 1.2734e+002 2.3958e-001 3.8960e+003 8.6312e+003 1.6899e+000 4.0744e+003 1.5258e+002 1.2532e+002 8.0605e+003 9.6516e+003 3.1330e+003 5.0295e+003 6.8448e+003 2.0446e+004 1.2964e+002 2.9431e+004 2.0042e+004 5.6179e+003 8.3196e+004 1.0942e+005 3.2854e+004 1.4508e+003 2.5801e+004 6.9118e+003 3.6313e+004 3.2422e+005 8.6258e+005 1.3571e+006 1.5046e+006 1.2497e+006 7.8040e+005 3.4349e+005 8.2364e+004 1.0225e+003 2.3623e+004 6.9635e+004 9.3958e+004 8.8566e+004 6.5288e+004 3.8827e+004 1.8345e+004 6.3549e+003 1.1958e+003 2.7504e+000 3.8756e+002 9.7779e+002 1.2484e+003 1.1410e+003 7.4032e+002
          13 1.4133e-002 1.1177e+004 5.7150e+003 1.6366e+000 4.1882e+003 2.4731e+002 6.1933e-003 2.2204e+003 7.0566e+003 7.3760e+000 3.9802e+003 4.0447e+002 1.6072e+003 4.8883e+003 6.0783e+003 3.5590e+003 1.9155e+004 1.6296e+003 1.5308e+004 2.7449e+004 6.4161e+002 3.4891e+004 9.6392e+004 6.8625e+004 7.3571e+003 8.6220e+003 2.3179e+004 1.2682e+003 5.4094e+004 3.2530e+005 7.7403e+005 1.1734e+006 1.3048e+006 1.1233e+006 7.5578e+005 3.8320e+005 1.2748e+005 1.4779e+004 4.0531e+003 3.5844e+004 6.6390e+004 7.7344e+004 6.9432e+004 5.1663e+004 3.2725e+004 1.7721e+004 8.0785e+003 2.9497e+003 7.6781e+002 9.9695e+001 3.1498e-001
          14 7.2477e-002 1.2024e+004 2.2634e+004 1.4929e+000 7.5384e+002 3.5415e+003 1.0758e-002 3.1847e+003 1.2025e+002 9.6115e+001 2.1687e+003 4.1122e+003 8.6114e+002 2.1333e+003 2.0163e+003 4.3452e+003 1.8544e+003 1.5823e+004 4.3776e+003 6.8684e+003 2.6447e+004 7.3854e+003 9.5010e+003 6.5577e+004 8.1282e+004 3.0550e+004 2.2745e+000 1.6015e+004 1.6341e+004 3.8321e+002 7.7753e+004 3.3449e+005 7.0850e+005 1.0234e+006 1.1265e+006 9.8986e+005 7.0266e+005 3.9468e+005 1.6188e+005 3.6673e+004 2.6486e+002 1.2850e+004 3.8457e+004 5.6306e+004 6.0306e+004 5.3241e+004 4.0890e+004 2.8026e+004 1.7419e+004 9.7797e+003 4.5690e+003
          15 7.0706e-002 1.1495e+004 4.3921e+004 7.9220e-001 2.9725e+004 1.1587e+001 7.2906e-002 8.2769e+002 3.5042e+003 1.6726e+001 1.7511e+003 2.4750e+002 5.9196e+002 2.0823e+003 1.5358e+003 1.9783e+003 3.5614e+003 9.1596e+002 1.2441e+004 5.6138e+003 2.7072e+003 2.1343e+004 1.2991e+004 1.0328e+003 3.7834e+004 7.3619e+004 4.9300e+004 6.7658e+003 4.2552e+003 1.8881e+004 7.7018e+003 6.6053e+003 1.0730e+005 3.4811e+005 6.5613e+005 8.9667e+005 9.6800e+005 8.5783e+005 6.3180e+005 3.8277e+005 1.8201e+005 5.8906e+004 7.0656e+003 1.5968e+003 1.6120e+004 3.2158e+004 4.1102e+004 4.1506e+004 3.5668e+004 2.6398e+004 1.5277e+004
          16 2.6153e-002 5.8552e+003 4.9677e+004 4.1654e-002 9.8147e+004 4.0634e+004 6.1012e-001 1.4450e+001 2.2232e+001 3.2678e+001 2.2619e+003 1.6507e+003 5.6784e+002 3.8496e+002 1.2987e+003 5.6418e+002 2.0109e+003 2.7474e+003 7.1860e+002 1.0210e+004 5.8677e+003 1.0458e+003 1.6457e+004 1.5158e+004 9.5064e+001 2.0143e+004 5.8415e+004 5.5942e+004 1.8361e+004 1.2000e+001 1.1654e+004 1.5299e+004 1.0378e+003 2.2077e+004 1.4167e+005 3.6150e+005 6.0846e+005 7.8385e+005 8.2436e+005 7.3051e+005 5.5233e+005 3.5461e+005 1.8827e+005 7.7062e+004 1.9546e+004 8.1302e+002 2.8510e+003 1.1362e+004 1.7915e+004 1.8988e+004 1.3666e+004
          17 1.9683e-003 5.6277e+002 2.2008e+004 1.5201e-001 1.2475e+005 1.9230e+005 5.4746e+000 7.1017e+004 1.1164e+003 2.3560e-001 1.5607e+003 1.9346e+003 1.3228e+001 1.3025e+003 1.3187e+002 1.2728e+003 1.5294e+002 1.9606e+003 1.7585e+003 8.9982e+002 8.6830e+003 5.2279e+003 5.6365e+002 1.2949e+004 1.4775e+004 1.0647e+003 1.0635e+004 4.3872e+004 5.3686e+004 2.6855e+004 1.9560e+003 4.6953e+003 1.4786e+004 7.4786e+003 1.2432e+003 4.7332e+004 1.7786e+005 3.7067e+005 5.6030e+005 6.7911e+005 6.9286e+005 6.0985e+005 4.6834e+005 3.1462e+005 1.8271e+005 8.9029e+004 3.3961e+004 8.3479e+003 5.2116e+002 4.1546e+002 1.3620e+003
          18 1.2306e-003 9.6641e+001 6.5510e+002 3.5693e-002 4.1500e+004 2.3241e+005 1.4864e+001 3.5829e+005 1.5657e+005 8.9557e+002 1.5873e+004 7.0009e+003 3.8988e+003 1.8086e+003 2.6753e+002 2.5951e+000 1.3332e+003 4.5598e-001 1.8221e+003 9.6396e+002 1.3073e+003 7.6108e+003 4.0408e+003 5.1857e+002 1.0911e+004 1.3378e+004 1.6969e+003 6.3087e+003 3.3340e+004 4.7624e+004 3.0096e+004 5.4074e+003 1.2140e+003 1.0940e+004 1.0992e+004 7.9595e+002 1.2323e+004 8.1006e+004 2.1168e+005 3.7085e+005 5.0689e+005 5.7774e+005 5.6875e+005 4.9438e+005 3.8358e+005 2.6706e+005 1.6713e+005 9.3436e+004 4.6327e+004 2.0044e+004 7.1418e+003
          19 4.9770e-003 2.5047e+001 9.4539e+002 1.8638e-001 1.8949e+002 3.8372e+004 1.6944e+000 3.2101e+005 6.0917e+005 7.7840e+003 3.7089e+005 8.5058e+004 2.3750e+004 3.8512e+004 1.3476e+004 1.5051e+003 3.0249e+002 1.9220e+003 4.3617e+002 1.4142e+003 3.6499e+002 2.0531e+003 6.7238e+003 2.5504e+003 8.1307e+002 9.8975e+003 1.1297e+004 1.5079e+003 4.6964e+003 2.6696e+004 4.0799e+004 2.8968e+004 7.4501e+003 1.5140e+002 7.3673e+003 1.1033e+004 3.4411e+003 2.1263e+003 3.5693e+004 1.1828e+005 2.3672e+005 3.5728e+005 4.4378e+005 4.7534e+005 4.5060e+005 3.8439e+005 2.9883e+005 2.1276e+005 1.3924e+005 8.2633e+004 4.0502e+004
          20 6.0958e-003 1.3490e+001 5.5151e+000 1.6728e-002 3.1815e+003 1.0823e+004 9.3761e-001 5.0706e+003 2.6515e+005 7.3206e+003 8.1173e+005 6.5817e+005 2.3543e+005 3.0628e+005 1.6986e+005 9.5130e+004 3.8557e+004 1.1090e+004 8.1470e+003 4.6165e+003 1.1687e+002 2.0654e+002 3.6897e+003 4.9746e+003 1.2826e+003 1.5820e+003 9.2799e+003 8.7088e+003 8.5524e+002 4.6528e+003 2.2947e+004 3.4271e+004 2.5278e+004 7.4703e+003 3.8486e+000 5.1628e+003 9.5964e+003 4.8036e+003 1.1665e+002 1.6311e+004 6.8046e+004 1.5158e+005 2.4599e+005 3.2515e+005 3.6901e+005 3.7047e+005 3.3587e+005 2.7758e+005 2.1011e+005 1.4304e+005 7.8532e+004
          21 5.5678e-003 1.7071e+000 9.1409e+001 2.3421e-002 4.1682e+002 2.0212e+003 1.0098e+000 3.8875e+004 3.2270e+004 2.0755e+001 4.7065e+004 4.5379e+005 3.6114e+005 1.0004e+006 7.7001e+005 5.9791e+005 4.8960e+005 2.8354e+005 1.2911e+005 6.9619e+004 4.2203e+004 7.5967e+003 2.6421e+003 1.0180e+004 1.4558e+003 7.4466e+002 3.5210e+003 7.8666e+003 6.3085e+003 1.2718e+002 5.6174e+003 2.0792e+004 2.8695e+004 2.0001e+004 5.7585e+003 3.5264e+000 4.1353e+003 8.0221e+003 4.6872e+003 1.4685e+001 8.6608e+003 4.2394e+004 1.0061e+005 1.7028e+005 2.3283e+005 2.7243e+005 2.8204e+005 2.6236e+005 2.2079e+005 1.6475e+005 9.7025e+004
          22 4.8246e-003 4.3242e-003 3.3533e+001 3.6121e-002 3.9569e+001 3.1569e+003 1.1415e+000 2.3435e+003 2.4848e+004 1.2567e+003 1.5489e+005 8.1520e+004 4.9524e+003 8.1234e+004 4.9026e+005 8.0231e+005 1.1206e+006 1.2106e+006 1.0381e+006 7.2619e+005 4.6804e+005 3.1736e+005 1.4714e+005 5.8109e+004 6.1428e+004 6.4495e+003 4.8533e+003 1.2797e+004 3.0348e+003 5.3788e+003 4.0644e+002 6.6848e+003 1.9839e+004 2.2800e+004 1.3785e+004 3.4132e+003 1.1455e+002 3.8500e+003 6.4257e+003 3.6944e+003 2.3140e+001 6.0999e+003 2.9922e+004 7.0869e+004 1.2025e+005 1.6498e+005 1.9370e+005 1.9995e+005 1.8372e+005 1.4740e+005 9.1539e+004
          23 4.1960e-003 3.4394e-001 3.4733e+000 8.0033e-003 1.4769e+002 6.7282e+002 1.2992e-001 1.5878e+003 2.7210e+004 4.5788e+002 1.1106e+004 3.4680e+004 6.5788e+004 3.1882e+005 2.2631e+005 3.1533e+004 3.9820e+004 3.4879e+005 8.6248e+005 1.3876e+006 1.5976e+006 1.4788e+006 1.3253e+006 9.8440e+005 5.7839e+005 4.7385e+005 2.1953e+005 1.0699e+005 1.0795e+005 1.2610e+004 2.3121e+004 1.4261e+004 1.8415e+003 2.7398e+004 1.1227e+004 1.0392e+004 7.0491e+002 4.2534e+002 3.7570e+003 5.1133e+003 2.0840e+003 1.9091e+001 5.7017e+003 2.4198e+004 5.3306e+004 8.6404e+004 1.1517e+005 1.3123e+005 1.3022e+005 1.1090e+005 7.1847e+004
          24 3.4880e-003 6.3711e-001 1.9484e-002 1.6946e-004 9.2825e+001 1.7651e+001 6.9445e-003 2.8860e+003 6.6343e+003 1.8892e+001 5.2869e+003 6.7179e+004 4.6079e+004 6.3931e+004 3.9086e+003 1.4944e+005 3.8192e+005 4.0768e+005 2.3117e+005 3.0256e+004 6.3496e+004 4.5576e+005 9.7346e+005 1.5636e+006 1.9924e+006 1.8469e+006 1.8845e+006 1.5215e+006 1.0434e+006 9.3834e+005 4.8927e+005 3.4712e+005 2.7321e+005 6.3799e+004 1.4292e+005 9.4699e+003 3.7795e+004 8.3407e+003 1.0121e+003 1.0724e+004 6.7964e+002 2.1170e+003 1.0219e+003 5.7526e+003 2.1649e+004 4.1218e+004 6.1081e+004 7.6900e+004 8.1483e+004 7.2707e+004 4.8764e+004
          25 2.4635e-003 5.1039e-001 5.7074e-001 3.9309e-003 3.6059e+001 1.7887e+001 3.6106e-002 1.6475e+003 5.6330e+002 8.6933e+000 1.1667e+004 3.1412e+004 1.1122e+004 2.8752e+002 6.0866e+004 1.6460e+005 1.5869e+005 3.5420e+004 1.1128e+004 1.6962e+005 4.3771e+005 5.5983e+005 4.0704e+005 1.8358e+005 1.1943e+004 1.0431e+005 3.9873e+005 9.7508e+005 1.6142e+006 1.8500e+006 2.3699e+006 2.2545e+006 2.0544e+006 2.0887e+006 1.3545e+006 1.4342e+006 8.2919e+005 7.1297e+005 4.9491e+005 2.7215e+005 2.4782e+005 1.0189e+005 7.5762e+004 5.8839e+004 3.6954e+003 5.5667e+004 1.0805e+004 5.7075e+004 3.5859e+004 4.3292e+004 2.8928e+004
          26 1.1763e-003 2.3408e-001 4.4167e-001 3.5769e-003 1.0593e+001 2.3288e+001 2.0898e-002 5.8501e+002 3.8797e+000 1.3337e+001 6.3524e+003 8.9471e+003 1.6495e+003 2.4111e+003 4.1119e+004 6.4561e+004 3.0674e+004 3.5665e+002 4.8055e+004 1.3911e+005 1.8943e+005 1.2779e+005 2.4500e+004 5.5893e+003 1.0526e+005 3.2346e+005 4.3210e+005 5.1492e+005 4.4272e+005 2.1501e+005 9.3733e+004 6.6183e-002 8.4131e+004 2.6326e+005 7.7301e+005 9.9231e+005 1.6653e+006 1.8934e+006 2.2264e+006 2.4926e+006 2.3607e+006 2.4684e+006 2.1960e+006 1.9369e+006 1.8261e+006 1.2119e+006 1.3026e+006 5.6604e+005 6.8403e+005 1.2736e+005 1.2291e+005
          27 4.4878e-004 8.6224e-002 1.8834e-001 1.6312e-003 3.2258e+000 1.0997e+001 7.9199e-003 1.9229e+002 3.1808e+000 6.4209e+000 2.4146e+003 2.6066e+003 3.1047e+002 1.7890e+003 1.6408e+004 2.1188e+004 6.6590e+003 1.9352e+003 2.5573e+004 5.5204e+004 5.9890e+004 2.8137e+004 6.0439e+002 1.4973e+004 6.9251e+004 1.4480e+005 1.5134e+005 1.3903e+005 8.0785e+004 1.2919e+004 3.2214e+002 4.9597e+004 1.5312e+005 2.4893e+005 4.4049e+005 4.2653e+005 5.2898e+005 4.2290e+005 3.3350e+005 2.1764e+005 7.2194e+004 1.1599e+004 1.9281e+004 1.4934e+005 3.7508e+005 9.2686e+005 1.3145e+006 2.4982e+006 2.9630e+006 4.4997e+006 3.8087e+006
