   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 8.5254e+005 8.8262e+003 4.4078e+002 3.0760e+001 1.5672e+000 4.3668e-001 3.2864e-001 7.6344e-003 2.5649e-002 3.8442e-003 2.7409e-004 4.0377e-004 2.6094e-005 4.1753e-006 4.9752e-006 6.3101e-007 4.9514e-009 0.0000e+000 0.0000e+000
           1 4.9431e+003 9.2050e+005 3.2991e+004 3.5490e+003 2.6874e+002 1.7640e+000 2.1543e+001 6.7963e-003 2.0530e+000 1.0686e-001 1.6770e-001 1.1826e-001 3.6305e-003 7.0352e-003 7.2796e-003 1.7837e-003 1.1374e-004 2.2968e-006 1.0684e-005
           2 1.3774e+003 4.0208e+003 1.0823e+006 1.0325e+005 1.4821e+004 2.6371e+002 3.4808e+002 4.3259e+001 4.6569e+001 3.0964e-001 8.2252e+000 1.6572e+000 1.0731e-001 5.7649e-001 2.5543e-001 2.8240e-002 6.4593e-004 7.4515e-003 6.6648e-003
           3 1.0528e+001 5.8169e+003 4.3982e+002 1.3546e+006 2.4590e+005 2.6670e+004 4.5879e+002 1.2562e+003 1.0960e+002 1.0033e+002 7.0427e+001 2.4503e-001 1.0100e+001 7.2827e+000 1.0414e+000 2.9737e-002 3.8419e-001 3.7947e-001 2.0760e-001
           4 1.4256e+000 1.6013e+002 1.0034e+004 1.0861e+002 1.5348e+006 3.7064e+005 2.1240e+004 3.9663e+003 4.1833e+002 7.2184e+002 1.5633e+001 8.0281e+001 6.1957e+001 5.8649e+000 1.7898e+000 6.0698e+000 4.2961e+000 1.6436e+000 4.0932e-001
           5 8.8458e+000 5.0355e+001 3.4790e+003 2.0291e+003 1.3298e+004 1.4474e+006 4.2848e+005 1.4842e+004 6.1510e+003 1.1705e+000 6.7765e+002 2.4570e+002 9.5594e-002 5.1913e+001 4.3415e+001 1.1529e+001 4.1422e-001 6.8009e-001 1.5682e+000
           6 5.4163e-005 3.5514e+001 2.9727e+002 1.5238e+004 2.4519e+003 6.6433e+004 1.3072e+006 4.8352e+005 1.0122e+004 7.6920e+003 4.6029e+002 3.1466e+002 4.6911e+002 9.8750e+001 4.5304e-001 3.0057e+001 3.4368e+001 1.8997e+001 7.0964e+000
           7 1.1750e+000 4.8203e+001 2.0375e+002 9.0639e+002 1.0512e+004 4.4996e+003 1.3100e+005 1.1627e+006 5.2015e+005 6.0848e+003 7.8457e+003 1.4038e+003 1.5064e+001 3.7517e+002 2.6673e+002 6.2980e+001 1.1242e+000 6.4956e+000 1.2540e+001
           8 1.8395e-004 7.7321e-002 1.5250e+002 1.5574e+003 1.1687e+004 7.2374e+002 1.3919e+003 1.9992e+005 1.0189e+006 5.4915e+005 2.9047e+003 7.4303e+003 2.4202e+003 1.2718e+002 1.1531e+002 2.7154e+002 1.8564e+002 7.1753e+001 1.7759e+001
           9 4.5526e-001 1.3376e+001 2.7915e+002 6.8407e+002 1.6227e+002 1.2489e+004 6.7282e+002 3.1645e+002 2.5429e+005 8.8725e+005 5.6621e+005 7.1944e+002 6.5834e+003 3.1322e+003 6.1593e+002 2.7774e+000 9.3532e+001 1.5525e+002 1.1787e+002
          10 1.9865e-001 3.6295e+000 1.1413e+001 1.7035e+002 2.2162e+003 6.2809e+003 5.6326e+003 3.0035e+003 6.8576e+003 2.9317e+005 7.7187e+005 5.7148e+005 3.6958e+001 5.3638e+003 3.4456e+003 1.2677e+003 2.2471e+002 3.6496e+000 1.7558e+001
          11 1.9886e-004 1.1029e+000 6.5955e+001 8.2409e+002 1.4887e+003 1.3378e+001 1.0446e+004 5.2551e+002 2.7880e+003 2.2262e+004 3.1207e+005 6.7109e+005 5.6369e+005 2.0694e+003 3.9073e+003 3.3083e+003 1.7612e+003 6.7489e+002 1.9381e+002
          12 2.4168e-002 5.7846e+000 8.9408e+001 3.1999e+002 2.2149e+000 1.6772e+003 3.3358e+003 7.3839e+003 3.8770e+002 7.7442e+002 4.3641e+004 3.1428e+005 5.8246e+005 5.3794e+005 8.7611e+003 2.2352e+003 2.7195e+003 1.8364e+003 9.6969e+002
          13 8.4465e-003 3.5402e+000 1.6522e+001 3.5704e-001 6.4369e+002 1.6950e+003 2.9902e-001 7.5728e+003 2.1563e+003 1.9018e+003 1.8530e+002 6.6525e+004 3.0261e+005 4.9715e+005 4.8895e+005 2.2510e+004 5.9452e+002 1.7044e+003 1.3845e+003
          14 4.7109e-004 2.9666e-001 2.9599e+000 1.4734e+002 8.9793e+002 3.3578e+002 1.0334e+003 2.5234e+003 5.9648e+003 3.2048e+000 1.8171e+003 4.2924e+003 8.4414e+004 2.7733e+005 3.7858e+005 4.1114e+005 4.0132e+004 4.6160e+000 2.4580e+002
