   v'->v''           0           1           2           3           4           5           6           7           8           9
           0 6.9864e+005 1.8662e+005 1.9060e+004 3.0449e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.0101e+006 3.3267e+005 1.9051e+005 2.3420e+004 7.4036e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 8.9878e+005 3.2341e+006 4.8184e+005 1.3213e+005 2.5332e+004 4.4622e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.5807e+004 7.6624e+005 2.5621e+006 6.1192e+005 1.1242e+005 2.9294e+004 1.4902e+003 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.2219e+005 3.8265e+002 8.1919e+005 2.0735e+006 6.5636e+005 1.0771e+005 3.0375e+004 3.1527e+003 7.7009e+000 0.0000e+000
