   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11
           0 1.3253e+005 2.7956e+003 1.3952e+003 1.4627e+002 8.5576e+000 1.8561e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.6646e+005 1.7015e+005 1.0922e+003 3.4521e+003 7.3568e+002 9.8906e+001 1.0863e+001 6.5793e-001 3.9736e-001 1.9169e-001 9.9499e-002 5.0339e-002
           2 2.9185e+003 3.6022e+005 1.8917e+005 3.3136e+002 4.5656e+003 1.9771e+003 4.6808e+002 4.7100e+001 3.2370e+001 1.7575e+001 9.9208e+000 5.3074e+000
           3 1.1524e+001 8.6170e+003 5.4406e+005 1.6743e+005 9.3905e+003 2.3881e+003 2.8660e+003 4.5829e+002 3.4274e+002 1.9941e+002 1.1775e+002 6.4797e+001
           4 4.3360e+001 1.4080e+002 1.1239e+004 6.6978e+005 9.7353e+004 3.4076e+004 3.8720e+002 1.0490e+002 1.3775e+002 1.1567e+002 8.4041e+001 5.2157e+001
           5 1.3030e+000 2.6811e+002 1.1224e+003 1.7568e+004 7.5178e+005 1.4938e+004 4.7989e+004 5.9530e+003 4.0598e+003 2.1576e+003 1.1911e+003 6.2602e+002
           6 3.1164e+000 5.5481e+001 4.1785e+001 5.9132e+002 4.5296e+004 7.2075e+005 3.3181e+004 4.2126e+002 1.0420e+003 1.1237e+003 9.0751e+002 5.9302e+002
           7 3.8026e-002 2.1298e+001 4.3687e+002 2.3285e+002 1.8157e+002 1.1933e+005 3.9769e+005 7.5125e+004 5.3866e+004 2.9654e+004 1.6702e+004 8.8794e+003
           8 2.0477e+000 3.5508e+001 4.4752e+001 3.2044e+002 1.2570e+003 1.0342e+004 2.3204e+005 6.2101e+001 2.3875e+003 4.1744e+003 4.0444e+003 2.8867e+003
           9 6.9913e-001 4.6523e-001 4.7817e+001 2.6869e+002 2.3018e+002 6.4584e+003 7.7121e+004 2.8557e+004 3.1198e+004 2.2232e+004 1.4349e+004 8.2168e+003
          10 1.8807e-001 8.1464e+000 8.1479e+001 2.4131e+001 2.3098e+002 8.1073e+002 4.6463e+004 5.6711e+004 4.1171e+004 2.0517e+004 1.0193e+004 4.8609e+003
          11 1.2005e+000 8.0856e+000 2.2396e+001 2.4353e+001 1.2243e+002 1.3997e+001 1.7813e+004 1.2392e+005 5.2890e+004 1.4624e+004 4.1480e+003 1.1861e+003
          12 9.3168e-001 1.4980e+000 7.1442e-002 7.4431e+001 4.8679e+000 2.9536e+002 7.9043e+003 3.8099e+005 2.2321e+004 7.1360e+002 4.9273e+003 4.9788e+003
