   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          12 2.5896e-002 1.9140e-002 2.8455e-005 2.1040e-002 1.0455e-001 1.8922e-001 5.7625e-002 4.6056e-001 3.0661e+001 1.0023e+003 9.9468e+002 8.9782e+004 7.7080e+003 4.9504e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 3.0268e-002 7.2675e-002 3.3372e-007 1.6511e-001 9.2881e-006 1.1818e-001 2.1763e-001 4.4830e-003 1.5829e+000 6.5899e+001 1.3732e+003 2.3041e+002 8.9907e+004 8.4496e+003 9.6585e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 9.8512e-004 4.8623e-002 6.9166e-004 4.1707e-003 6.9157e-002 5.6005e-003 1.1856e-001 2.3732e-002 1.0893e-002 3.5322e+000 1.3459e+002 1.7423e+003 6.3140e+001 8.6091e+004 9.3896e+003 1.3785e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 3.1686e-002 8.4676e-003 6.5636e-004 1.0222e-001 1.2885e-003 9.9686e-002 2.6501e-002 1.6960e-002 3.0614e-001 6.2921e-002 1.0008e+001 2.6802e+002 1.9394e+003 1.4369e+003 7.7722e+004 1.0566e+004 1.5446e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 2.4075e-002 6.9401e-002 2.5887e-006 3.2434e-002 4.3937e-002 1.2892e-003 1.0072e-001 2.7879e-004 2.4792e-002 1.4915e-001 2.8534e-001 2.5952e+001 5.1987e+002 1.6068e+003 5.3106e+003 6.4020e+004 1.2022e+004 1.2358e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 1.5252e-003 3.9774e-002 1.3461e-004 2.2989e-002 4.1696e-003 6.8269e-002 2.9718e-002 1.3093e-002 1.0712e-001 1.5523e-003 2.8286e-001 2.0788e+000 6.8201e+001 9.0880e+002 6.7415e+002 1.2418e+004 4.4437e+004 1.3366e+004 4.9711e+001 1.1641e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 4.1717e-003 1.5164e-003 4.3144e-005 9.4223e-002 1.3932e-002 4.7894e-002 2.0124e-002 2.8867e-004 4.5730e-003 2.6206e-002 2.7330e-002 6.5741e-001 7.6411e+000 2.0753e+002 1.1101e+003 5.2451e+000 2.0953e+004 2.1676e+004 1.3598e+004 5.1819e-002 1.3213e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 1.2166e-002 6.7758e-003 1.8317e-005 6.9360e-002 3.0103e-002 1.3639e-003 5.3160e-002 4.3870e-003 5.7409e-002 4.7556e-005 1.5308e-002 1.2625e-001 2.0259e+000 3.6129e+001 4.8972e+002 6.5557e+002 2.1834e+003 2.3869e+004 3.9958e+003 1.0694e+004 8.9164e+001 3.5536e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          20 1.1507e-002 1.5583e-002 1.1606e-004 2.4065e-002 1.9034e-002 6.3949e-003 2.5891e-002 5.4383e-003 2.8528e-002 6.8083e-003 1.4216e-002 6.1334e-004 8.0782e-001 7.4020e+000 1.5790e+002 5.7755e+002 1.2182e+001 8.3302e+003 1.2744e+004 3.4361e+002 4.4575e+003 2.3888e+002 5.9547e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          21 6.7208e-003 1.2535e-002 1.2560e-004 5.5089e-003 7.4510e-003 1.0599e-002 6.5871e-003 2.6380e-003 5.5414e-003 6.4764e-003 2.5669e-003 5.6365e-003 2.8853e-001 2.0402e+000 4.9858e+001 2.8271e+002 6.0078e+001 2.2175e+003 8.1851e+003 7.3338e+002 2.4788e+003 3.2909e+002 1.2150e+002 4.1174e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          22 3.0410e-003 6.5006e-003 7.3854e-005 1.1836e-003 2.5443e-003 6.6946e-003 1.4492e-003 9.8172e-004 7.7572e-004 3.0509e-003 2.4358e-004 5.1220e-003 9.8304e-002 6.7505e-001 1.6806e+001 1.1531e+002 5.9934e+001 6.1848e+002 3.5960e+003 9.4126e+002 7.2768e+002 4.7619e+002 2.5045e+001 3.7198e+000 2.5621e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          23 1.6898e-003 3.8393e-003 4.6144e-005 4.0012e-004 1.2031e-003 4.2481e-003 4.8973e-004 4.8292e-004 1.5306e-004 1.6572e-003 2.0877e-005 3.4592e-003 4.7103e-002 3.2905e-001 8.1665e+000 6.0928e+001 4.2671e+001 2.6509e+002 1.9437e+003 7.2527e+002 2.8889e+002 3.6052e+002 2.9167e+000 7.3314e+000 2.6971e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          24 1.3182e-003 3.1228e-003 3.9011e-005 1.9869e-004 8.2632e-004 3.6100e-003 2.4108e-004 3.4125e-004 3.0832e-005 1.2513e-003 2.3100e-007 2.9875e-003 3.2899e-002 2.3574e-001 5.8121e+000 4.5879e+001 3.8491e+001 1.6973e+002 1.4802e+003 6.8574e+002 1.6508e+002 3.3037e+002 1.6021e-003 8.7440e+000 3.2387e-002 1.5293e-002 0.0000e+000 0.0000e+000 0.0000e+000
          25 9.3199e-004 2.2776e-003 2.9286e-005 9.1021e-005 5.2564e-004 2.7129e-003 1.0875e-004 2.2200e-004 1.3731e-006 8.5488e-004 1.1076e-005 2.2437e-003 2.1305e-002 1.5685e-001 3.8388e+000 3.1583e+001 3.0003e+001 1.0229e+002 1.0250e+003 5.5186e+002 8.7016e+001 2.5725e+002 1.2669e+000 7.3380e+000 2.2991e-002 4.5055e-002 7.1137e-006 0.0000e+000 0.0000e+000
          26 5.9758e-004 1.4915e-003 1.9558e-005 4.0389e-005 3.1188e-004 1.8107e-003 4.7365e-005 1.3385e-004 1.0171e-006 5.3274e-004 1.8351e-005 1.4881e-003 1.2835e-002 9.6661e-002 2.3511e+000 1.9887e+001 2.0461e+001 5.8461e+001 6.4722e+002 3.8405e+002 4.3884e+001 1.7424e+002 2.3532e+000 4.9763e+000 1.0071e-001 3.6502e-002 1.4860e-003 0.0000e+000 0.0000e+000
