   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63
           0 4.1733e+006 5.6289e+006 3.3654e+006 1.4637e+006 5.7841e+005 2.1606e+005 7.1844e+004 2.0399e+004 5.2069e+003 1.4122e+003 4.7383e+002 1.7778e+002 5.4706e+001 9.1316e+000 1.8428e-001 2.2957e-001 9.6347e-002 4.0157e-002 3.0242e-001 3.3241e-001 1.3376e-001 7.9466e-003 1.3711e-002 3.9774e-002 3.0631e-002 8.9926e-003 9.2444e-005 2.3895e-003 5.0584e-003 4.0361e-003 1.5616e-003 1.4834e-004 9.2517e-005 4.8796e-004 6.4828e-004 4.9385e-004 2.4071e-004 6.5044e-005 2.8779e-006 7.3982e-006 2.5653e-005 3.2312e-005 2.6271e-005 1.5556e-005 6.7191e-006 1.8897e-006 2.0433e-007 1.7392e-008 1.6955e-007 2.1575e-007 1.4401e-007 5.6761e-008 1.0614e-008 2.0957e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.9241e+006 7.6075e+005 1.6521e+006 3.6660e+006 2.2111e+006 9.9902e+005 5.1782e+005 2.8105e+005 1.1872e+005 3.2394e+004 5.5268e+003 9.6215e+002 5.8421e+002 6.6469e+002 4.7709e+002 1.4527e+002 3.5955e+000 1.7417e+001 2.7181e+001 8.7353e+000 1.5129e-002 5.0275e+000 7.8134e+000 4.3899e+000 7.1988e-001 8.7277e-002 9.4199e-001 1.2409e+000 7.4876e-001 1.9202e-001 4.6057e-004 7.2802e-002 1.5949e-001 1.5124e-001 8.3579e-002 2.3915e-002 8.0933e-004 4.1404e-003 1.3332e-002 1.6592e-002 1.3187e-002 7.3467e-003 2.7146e-003 4.6505e-004 2.9987e-006 2.7220e-004 5.4999e-004 5.9525e-004 4.6156e-004 2.7823e-004 1.3239e-004 4.8166e-005 1.2004e-005 1.3900e-006 4.4430e-009 2.9673e-007 3.0594e-007 1.2325e-007 1.6268e-008 2.1157e-012 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.3629e+006 1.2159e+006 2.5052e+006 3.7853e+004 2.4991e+006 2.6390e+006 7.4130e+005 1.4771e+005 1.1399e+005 1.5354e+005 1.0856e+005 2.9016e+004 6.7555e+002 1.3623e+003 7.2048e+002 1.1288e+002 1.3375e+003 1.4027e+003 4.1860e+002 2.8778e-003 1.7805e+002 2.6023e+002 1.2198e+002 9.1055e+000 1.3898e+001 5.0128e+001 4.8787e+001 2.1456e+001 2.3705e+000 1.1854e+000 6.9088e+000 9.0105e+000 6.1987e+000 2.2943e+000 2.2126e-001 1.3781e-001 7.7997e-001 1.1237e+000 9.4835e-001 5.3040e-001 1.7985e-001 1.9117e-002 6.8871e-003 4.9365e-002 8.0211e-002 7.9883e-002 5.8463e-002 3.2811e-002 1.3683e-002 3.6154e-003 2.6390e-004 1.7438e-004 8.7329e-004 1.2691e-003 1.2045e-003 8.8987e-004 5.4712e-004 2.8938e-004 1.3454e-004 5.6131e-005 2.1539e-005 7.7479e-006 2.5728e-006 9.5039e-007
           3 1.9939e+006 4.4200e+006 3.4198e+005 2.5874e+005 2.2417e+005 8.5439e+005 3.0611e+006 2.1676e+006 6.2392e+005 1.2270e+005 6.5273e+004 8.7344e+004 8.1231e+004 3.5229e+004 4.1144e+003 4.1061e+002 1.8783e+003 5.2070e+002 9.2480e+001 9.2648e+002 1.0360e+003 3.9686e+002 1.1674e+001 8.5324e+001 2.0843e+002 1.6274e+002 5.0323e+001 4.9058e-001 1.6737e+001 3.9655e+001 3.7013e+001 1.8304e+001 3.5086e+000 1.0184e-001 3.3181e+000 6.2201e+000 5.9717e+000 3.6410e+000 1.3255e+000 1.5561e-001 4.6909e-002 3.7787e-001 6.3427e-001 6.3909e-001 4.6311e-001 2.4815e-001 9.0740e-002 1.5413e-002 1.9227e-004 1.1325e-002 2.4420e-002 2.9428e-002 2.6394e-002 1.9323e-002 1.1985e-002 6.3817e-003 2.9091e-003 1.1136e-003 3.4170e-004 7.5241e-005 8.4783e-006 1.2701e-008 5.1880e-007 5.0722e-007
           4 8.6536e+004 7.5230e+005 2.1966e+006 3.5689e+004 6.6857e+004 3.8481e+005 7.0167e+004 1.7945e+006 2.6585e+006 1.4491e+006 3.9408e+005 8.4417e+004 4.8157e+004 6.5020e+004 6.6096e+004 3.5148e+004 6.9629e+003 5.2370e+000 1.7201e+003 1.3883e+003 1.1459e+002 2.5747e+002 8.9485e+002 8.2130e+002 2.9947e+002 9.9871e+000 6.3024e+001 1.7513e+002 1.6540e+002 7.6091e+001 1.0383e+001 2.7609e+000 2.3017e+001 3.4919e+001 2.8478e+001 1.3859e+001 3.0423e+000 4.0838e-003 1.9050e+000 4.3771e+000 5.0442e+000 3.9235e+000 2.1567e+000 7.5585e-001 9.3516e-002 2.1265e-002 2.0482e-001 3.7842e-001 4.3048e-001 3.7006e-001 2.5644e-001 1.4493e-001 6.4681e-002 2.0306e-002 2.8235e-003 1.3297e-004 2.8264e-003 5.7153e-003 6.9678e-003 6.5885e-003 5.1921e-003 3.3681e-003 1.6506e-003 7.4028e-004
           5 5.2861e+005 9.0481e+005 5.5299e+005 2.1512e+006 8.1023e+003 1.9069e+003 2.2846e+005 3.7250e+004 5.6292e+005 2.0808e+006 2.0929e+006 9.7339e+005 2.4344e+005 4.8196e+004 2.7530e+004 4.2557e+004 5.1165e+004 3.3972e+004 1.0215e+004 3.3883e+002 1.0835e+003 2.0520e+003 8.7004e+002 1.0446e+001 3.4540e+002 8.1186e+002 6.9223e+002 2.6665e+002 1.6605e+001 3.6384e+001 1.3676e+002 1.6059e+002 1.0224e+002 3.2764e+001 1.2761e+000 6.4050e+000 2.2164e+001 2.8795e+001 2.3154e+001 1.2294e+001 3.6617e+000 1.6353e-001 6.1530e-001 2.3990e+000 3.5755e+000 3.5411e+000 2.6433e+000 1.5173e+000 6.3036e-001 1.4613e-001 1.6257e-003 4.4984e-002 1.3947e-001 2.0651e-001 2.2290e-001 1.9847e-001 1.5387e-001 1.0694e-001 6.7832e-002 3.9740e-002 2.1565e-002 1.0578e-002 4.3551e-003 1.7956e-003
           6 8.2808e+003 3.0832e+005 6.3398e+005 7.6758e+005 1.5219e+006 1.3792e+005 3.5560e+003 8.7623e+004 1.2149e+005 7.8114e+004 1.1305e+006 2.0282e+006 1.5652e+006 6.4720e+005 1.5673e+005 3.2544e+004 1.9757e+004 3.1348e+004 4.0337e+004 3.0640e+004 1.2052e+004 1.2947e+003 3.5621e+002 1.8226e+003 1.4977e+003 3.5359e+002 1.5365e+001 4.0990e+002 6.9964e+002 5.4922e+002 2.1605e+002 1.8527e+001 2.0429e+001 9.9807e+001 1.3788e+002 1.0883e+002 5.2184e+001 1.1155e+001 5.5277e-002 8.3488e+000 1.9232e+001 2.2851e+001 1.8619e+001 1.0933e+001 4.2629e+000 7.0732e-001 3.7754e-002 9.0689e-001 1.9936e+000 2.5613e+000 2.4740e+000 1.9473e+000 1.2816e+000 7.0066e-001 3.0350e-001 9.0086e-002 9.7442e-003 2.4181e-003 2.1301e-002 3.9035e-002 4.4317e-002 3.5887e-002 1.9850e-002 9.4011e-003
           7 1.4364e+005 3.6206e+005 7.1009e+004 5.2991e+005 8.9909e+005 1.1468e+006 3.0032e+005 3.1358e+002 1.7650e+004 1.2040e+005 1.5177e+003 4.1280e+005 1.4348e+006 1.7446e+006 1.1156e+006 4.1572e+005 9.5442e+004 2.0037e+004 1.3336e+004 2.2811e+004 3.1660e+004 2.6938e+004 1.2938e+004 2.4623e+003 2.2523e+001 1.2808e+003 1.7573e+003 9.0212e+002 1.0488e+002 7.1970e+001 4.2460e+002 5.9626e+002 4.4719e+002 1.8401e+002 2.2104e+001 9.2116e+000 6.7965e+001 1.1075e+002 1.0453e+002 6.5861e+001 2.5880e+001 3.7164e+000 6.2720e-001 7.5702e+000 1.4851e+001 1.7376e+001 1.4942e+001 9.9500e+000 5.0170e+000 1.6697e+000 1.8844e-001 6.8053e-002 5.8124e-001 1.1515e+000 1.4817e+000 1.5144e+000 1.3269e+000 1.0351e+000 7.3443e-001 4.7958e-001 2.8792e-001 1.5372e-001 6.6968e-002 2.8400e-002
           8 1.3216e+004 4.8555e+004 3.9587e+005 2.4505e+004 3.5562e+005 1.0862e+006 7.9570e+005 4.1355e+005 7.5732e+003 2.7256e+003 7.5235e+004 3.6636e+004 9.3511e+004 8.0076e+005 1.5032e+006 1.3966e+006 7.6838e+005 2.6228e+005 5.8083e+004 1.2936e+004 9.8112e+003 1.7603e+004 2.5382e+004 2.3244e+004 1.2844e+004 3.4476e+003 6.0181e+001 7.0514e+002 1.6041e+003 1.2863e+003 4.4359e+002 1.0764e+001 1.3406e+002 4.1365e+002 5.0302e+002 3.6564e+002 1.5834e+002 2.5505e+001 2.8916e+000 4.3348e+001 8.4684e+001 9.4039e+001 7.3055e+001 4.0586e+001 1.4232e+001 1.5524e+000 7.6128e-001 5.7886e+000 1.0976e+001 1.3323e+001 1.2473e+001 9.5842e+000 6.1370e+000 3.2110e+000 1.2714e+000 2.9499e-001 5.0549e-003 7.6683e-002 2.5392e-001 3.8542e-001 4.0918e-001 3.2253e-001 1.7656e-001 8.3313e-002
           9 3.3836e+004 1.8599e+005 1.6348e+003 4.2385e+005 1.0013e+003 2.3341e+005 1.2611e+006 5.8282e+005 4.6323e+005 3.5913e+004 5.2913e+002 3.4930e+004 5.5469e+004 5.4020e+003 3.5532e+005 1.0612e+006 1.3775e+006 1.0472e+006 5.0845e+005 1.5982e+005 3.3960e+004 8.1531e+003 7.3060e+003 1.3790e+004 2.0411e+004 1.9764e+004 1.2170e+004 4.1358e+003 3.2101e+002 2.9144e+002 1.2446e+003 1.3986e+003 7.8622e+002 1.7412e+002 3.1032e+000 1.7359e+002 3.7530e+002 4.1464e+002 2.9824e+002 1.3749e+002 2.8849e+001 2.2312e-001 2.4547e+001 5.9360e+001 7.6477e+001 6.9974e+001 4.8801e+001 2.5524e+001 8.7464e+000 1.0004e+000 3.9282e-001 3.3472e+000 6.7272e+000 8.7673e+000 9.0338e+000 7.9272e+000 6.1359e+000 4.2683e+000 2.6965e+000 1.5561e+000 8.2016e-001 3.8685e-001 1.5381e-001 6.2135e-002
          10 2.3003e+004 3.7928e+003 1.4256e+005 3.6399e+004 3.7699e+005 5.5548e+003 1.2470e+005 1.4339e+006 4.5738e+005 4.4434e+005 7.3324e+004 1.1412e+003 1.4838e+004 5.0139e+004 3.8425e+003 1.2435e+005 6.4601e+005 1.1477e+006 1.1479e+006 7.4217e+005 3.2176e+005 9.3088e+004 1.9148e+004 5.2452e+003 5.7104e+003 1.1163e+004 1.6696e+004 1.6775e+004 1.1173e+004 4.4779e+003 6.4843e+002 7.1399e+001 8.5573e+002 1.3065e+003 1.0114e+003 4.2480e+002 5.0356e+001 2.6286e+001 1.9147e+002 3.3168e+002 3.4346e+002 2.4841e+002 1.2396e+002 3.4162e+001 7.2659e-001 1.0268e+001 3.6069e+001 5.6240e+001 6.1246e+001 5.2405e+001 3.6452e+001 2.0351e+001 8.4449e+000 1.9804e+000 1.8095e-002 7.2569e-001 2.3687e+000 3.7915e+000 4.4746e+000 4.3587e+000 3.6095e+000 2.4564e+000 1.2438e+000 5.6702e-001
          11 6.7907e+002 5.6138e+004 6.6869e+004 8.8389e+004 9.5427e+004 3.3256e+005 3.2061e+004 5.2469e+004 1.6344e+006 4.1204e+005 3.9100e+005 1.0937e+005 3.8213e+003 6.6704e+003 3.5881e+004 1.5701e+004 3.1941e+004 3.5231e+005 8.4985e+005 1.0807e+006 8.8499e+005 4.9767e+005 1.9385e+005 5.1707e+004 1.0472e+004 3.5007e+003 4.7179e+003 9.3977e+003 1.3917e+004 1.4173e+004 9.9324e+003 4.4766e+003 9.2686e+002 1.6840e+000 5.3216e+002 1.1016e+003 1.0836e+003 6.4017e+002 1.9555e+002 5.0638e+000 5.6731e+001 1.9827e+002 2.9186e+002 2.8680e+002 2.0829e+002 1.1055e+002 3.6784e+001 3.2250e+000 3.2609e+000 2.0049e+001 3.7809e+001 4.7499e+001 4.7161e+001 3.9420e+001 2.8432e+001 1.7765e+001 9.4712e+000 4.1272e+000 1.3224e+000 2.2419e-001 3.7692e-004 4.4369e-002 5.8513e-002 3.6792e-002
