   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
          10 2.6186e-003 6.4123e-002 2.1173e+001 4.8012e+002 6.3747e+003 5.5135e+004 3.1445e+005 1.2404e+006 3.0755e+006 3.5873e+006 2.1871e+005 1.2642e+007 2.2909e+006 9.6548e+001 2.2165e+003 8.3110e+001 3.7594e-001 1.2063e-001 1.6011e-003 6.6091e-004 4.6264e-003 4.1867e-003 2.0643e-003 1.1626e-003 9.0637e-004 6.3701e-004 4.0569e-004
          11 8.2898e-001 2.5865e-001 3.0468e+000 8.6228e+001 1.4692e+003 1.4604e+004 9.7945e+004 4.5304e+005 1.4781e+006 3.0344e+006 2.8073e+006 3.7997e+004 1.2727e+007 2.4592e+006 6.5967e+003 3.2182e+003 3.1352e+002 7.7451e+000 2.0692e-001 7.9177e-002 1.8298e-004 1.4990e-003 9.7577e-004 5.5177e-004 4.1587e-004 2.7951e-004 1.7102e-004
          12 9.9135e-001 1.3524e-001 8.6970e-003 1.0351e+001 3.3896e+002 3.9682e+003 2.9895e+004 1.5961e+005 6.1035e+005 1.6703e+006 2.8579e+006 2.0747e+006 5.1863e+002 1.2845e+007 2.4905e+006 3.5942e+004 3.0284e+003 9.4312e+002 9.4885e+001 3.2725e+000 7.5535e-005 4.2091e-002 2.3562e-002 1.3156e-002 1.0047e-002 6.9125e-003 4.3298e-003
          13 3.0270e-001 3.3073e-002 2.8356e-001 3.4470e-001 6.5623e+001 1.1383e+003 9.3031e+003 5.4754e+004 2.4182e+005 7.7836e+005 1.7960e+006 2.5653e+006 1.4344e+006 2.9885e+004 1.3060e+007 2.3132e+006 1.1508e+005 7.0752e+002 1.8015e+003 4.7857e+002 9.1153e+001 1.8916e+001 4.9553e+000 2.1125e+000 1.3646e+000 8.3510e-001 4.8467e-001
          14 2.5240e-002 2.1037e-001 3.5123e-002 1.2501e-001 9.7879e+000 3.0297e+002 2.9505e+003 1.9107e+004 9.3194e+004 3.4363e+005 9.3769e+005 1.8361e+006 2.1911e+006 9.2279e+005 5.9140e+004 1.3422e+007 1.8452e+006 2.8718e+005 3.5439e+003 1.0966e+003 1.0366e+003 4.2950e+002 1.5677e+002 7.8202e+001 5.6454e+001 3.7606e+001 2.3141e+001
          15 3.2104e-003 7.9476e-002 4.5311e-005 4.0479e-001 1.5874e+000 6.7041e+001 9.0122e+002 6.9229e+003 3.6247e+004 1.4657e+005 4.5672e+005 1.0644e+006 1.7759e+006 1.7614e+006 5.4360e+005 4.8031e+004 1.3960e+007 1.0457e+006 5.3861e+005 5.7415e+004 2.9176e+003 1.6379e+001 2.6503e+001 3.6189e+001 4.2160e+001 3.7691e+001 2.7694e+001
          16 1.9711e-002 1.2586e-002 6.2598e-002 4.4070e-001 4.1362e-001 1.3325e+001 2.6602e+002 2.5287e+003 1.4725e+004 6.3183e+004 2.1545e+005 5.7372e+005 1.1440e+006 1.6210e+006 1.3361e+006 2.8013e+005 4.5082e+003 1.4425e+007 1.8000e+005 6.3205e+005 2.1670e+005 5.7660e+004 1.6652e+004 7.3734e+003 4.8731e+003 3.0270e+003 1.7726e+003
          17 4.8872e-002 2.0051e-001 4.8097e-001 2.8677e-001 5.3913e-002 2.6087e+000 8.0715e+001 9.1259e+002 6.0587e+003 2.8047e+004 1.0178e+005 2.9630e+005 6.7337e+005 1.1515e+006 1.3806e+006 9.5059e+005 1.1299e+005 6.2535e+004 1.4031e+007 2.4946e+005 1.8733e+005 1.9274e+005 9.1448e+004 5.0457e+004 3.8823e+004 2.7048e+004 1.7137e+004
          18 3.8948e-002 3.6726e-001 9.8470e-001 1.0299e-001 3.6688e-002 3.0608e-001 2.6440e+001 3.4283e+002 2.4997e+003 1.2792e+004 4.9682e+004 1.5314e+005 3.8017e+005 7.3878e+005 1.0807e+006 1.1008e+006 6.2658e+005 2.0937e+004 5.9021e+005 1.0909e+007 2.3219e+006 2.2971e+005 1.9767e+004 2.4435e+003 1.4740e+002 7.4157e+001 2.8013e+002
          19 5.8481e-003 3.6882e-001 1.0402e+000 1.1372e-002 2.7041e-001 2.7330e-002 8.7202e+000 1.3864e+002 1.0519e+003 5.9174e+003 2.4752e+004 8.0404e+004 2.1150e+005 4.4757e+005 7.4662e+005 9.3083e+005 7.9457e+005 3.8345e+005 6.7883e+003 2.0322e+006 4.1806e+006 3.0325e+006 1.1604e+006 5.6893e+005 3.9988e+005 2.5893e+005 1.5563e+005
          20 6.0119e-003 2.7663e-001 7.1125e-001 1.7578e-003 4.5383e-001 3.9182e-001 2.5941e+000 5.9586e+001 4.6967e+002 2.8270e+003 1.2568e+004 4.3022e+004 1.1861e+005 2.6593e+005 4.8187e+005 6.8259e+005 7.1093e+005 5.1795e+005 2.1744e+005 1.5662e+005 3.2623e+006 6.8421e+003 2.6641e+005 2.6770e+005 2.7854e+005 2.3374e+005 1.6548e+005
          21 3.9682e-002 1.7552e-001 3.4646e-001 1.1769e-002 4.4658e-001 6.5718e-001 6.2441e-001 2.5536e+001 2.2030e+002 1.3874e+003 6.4057e+003 2.2895e+004 6.5759e+004 1.5396e+005 2.9396e+005 4.5082e+005 5.3326e+005 4.6379e+005 2.9036e+005 1.0253e+005 4.5569e+005 1.1025e+006 6.4191e+005 2.8469e+005 1.6593e+005 8.5961e+004 4.2034e+004
          22 6.1749e-002 9.8931e-002 1.3009e-001 1.2759e-002 3.1792e-001 5.8722e-001 1.1540e-001 1.0485e+001 1.0383e+002 6.7714e+002 3.1891e+003 1.1728e+004 3.4744e+004 8.3984e+004 1.6588e+005 2.6690e+005 3.3955e+005 3.2842e+005 2.3325e+005 1.5270e+005 6.8145e+001 3.3806e+004 5.1213e+004 4.8428e+002 2.0965e+004 3.7672e+004 3.6224e+004
          23 6.3240e-002 5.9014e-002 4.8857e-002 9.4606e-003 2.1310e-001 4.3441e-001 1.8435e-002 4.8339e+000 5.5292e+001 3.7114e+002 1.7668e+003 6.6069e+003 1.9974e+004 4.9328e+004 9.9562e+004 1.6488e+005 2.1843e+005 2.2424e+005 1.7313e+005 1.0902e+005 1.1402e+005 5.8051e+005 7.6413e+005 1.0835e+004 1.0137e+004 1.9111e+004 1.3952e+004
          24 6.0150e-002 3.9924e-002 1.9805e-002 6.7791e-003 1.5373e-001 3.2788e-001 1.5004e-003 2.6097e+000 3.4330e+001 2.3644e+002 1.1339e+003 4.2871e+003 1.3145e+004 3.2968e+004 6.7574e+004 1.1413e+005 1.5523e+005 1.6553e+005 1.3527e+005 8.4583e+004 8.0646e+004 9.2954e+004 3.1466e+006 4.3317e+005 4.4632e+005 1.8288e+005 6.1992e+004
          25 5.1579e-002 2.7225e-002 7.7376e-003 4.5435e-003 1.0872e-001 2.3615e-001 1.2611e-004 1.4606e+000 2.1855e+001 1.5396e+002 7.4263e+002 2.8294e+003 8.7634e+003 2.2230e+004 4.6083e+004 7.8944e+004 1.0937e+005 1.1968e+005 1.0165e+005 6.5028e+004 5.1221e+004 3.4519e+004 1.0163e+006 6.2793e+006 3.2235e+005 2.8052e+004 9.6549e+004
          26 3.9169e-002 1.7766e-002 2.8671e-003 2.8235e-003 7.2374e-002 1.5786e-001 1.0985e-003 8.1142e-001 1.3526e+001 9.7047e+001 4.7021e+002 1.8010e+003 5.6173e+003 1.4364e+004 3.0015e+004 5.1930e+004 7.2861e+004 8.1142e+004 7.0684e+004 4.6447e+004 3.2253e+004 3.2529e+004 3.1391e+004 5.3206e+006 5.1351e+006 1.4644e+006 2.8548e+005
          27 2.4865e-002 1.0273e-002 1.0034e-003 1.5522e-003 4.2281e-002 9.2070e-002 1.3507e-003 4.1816e-001 7.5413e+000 5.4813e+001 2.6641e+002 1.0239e+003 3.2076e+003 8.2443e+003 1.7317e+004 3.0152e+004 4.2647e+004 4.8020e+004 4.2482e+004 2.8482e+004 1.8411e+004 2.1584e+004 1.6003e+003 2.4673e+005 9.1872e+006 4.1555e+006 1.1989e+006
          28 1.0335e-002 4.0734e-003 2.8568e-004 5.9542e-004 1.6840e-002 3.6586e-002 7.2164e-004 1.5554e-001 2.9315e+000 2.1460e+001 1.0448e+002 4.0225e+002 1.2631e+003 3.2550e+003 6.8556e+003 1.1976e+004 1.7010e+004 1.9262e+004 1.7173e+004 1.1640e+004 7.2755e+003 8.7367e+003 2.5598e+003 2.2105e+004 4.1142e+002 8.0537e+006 5.6622e+006
