   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 1.4712e+006 1.0426e+004 1.8101e+003 1.0308e+003 3.2551e+002 2.2379e+001 7.0358e+000 5.2879e+000 2.1672e-001 6.7964e-001 9.1598e-002 4.4530e-002 3.8650e-002 7.8798e-004 2.0730e-003 1.1818e-003 8.0404e-005 2.1926e-006 1.5404e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.4740e+005 8.9365e+005 2.3877e+003 3.5894e+004 2.8571e+004 7.1054e+003 9.2241e-001 7.9214e+002 2.5508e+001 1.0088e+002 2.8186e-001 1.5938e+001 1.8751e+000 7.3727e-001 1.0490e+000 1.3014e-001 9.3442e-003 3.4156e-002 1.1912e-002 1.1593e-003 8.2147e-006 1.1822e-006 0.0000e+000 0.0000e+000
           2 4.9444e+003 4.0132e+005 7.5614e+004 5.3931e+004 2.9035e+005 1.9419e+005 1.5113e+004 1.0069e+004 4.8868e+003 1.1526e+003 5.2987e+002 3.8786e+002 2.6817e+000 7.9519e+001 2.1987e+001 1.4764e-001 4.5316e+000 2.4974e+000 3.4474e-001 4.1305e-005 3.1634e-002 2.2089e-002 6.6203e-003 1.2514e-003
           3 6.0256e+002 1.1702e+005 6.9571e+005 1.8281e+003 6.0621e+004 2.3129e+005 9.4262e+004 8.6932e+002 1.7720e+004 3.4957e+000 2.8547e+003 1.7021e+002 3.0881e+002 2.1368e+002 1.9348e+000 2.8159e+001 2.2670e+001 3.4622e+000 5.1232e-002 8.7976e-001 7.1430e-001 2.8238e-001 7.4922e-002 1.5565e-002
           4 3.0246e+002 2.1797e+003 4.5234e+005 2.3387e+005 1.1952e+004 1.5995e+003 1.1159e+005 3.9858e+004 9.1152e+003 1.2061e+004 1.9803e+003 1.3139e+003 1.1506e+003 1.7125e+000 2.1529e+002 1.2788e+002 6.4742e+000 8.0966e+000 1.5081e+001 7.4505e+000 1.6224e+000 8.6844e-002 2.5365e-002 7.3673e-002
           5 4.6934e+001 5.1240e+002 2.5221e+004 7.4670e+005 1.7161e+004 5.6120e+004 3.8146e+003 7.3842e+004 1.5109e+004 2.1526e+004 4.8535e+003 5.9022e+003 6.1047e+000 1.3653e+003 5.0231e+002 1.0035e+000 1.3466e+002 1.0468e+002 2.1826e+001 1.8300e-002 4.1023e+000 5.9156e+000 4.1251e+000 2.0077e+000
           6 4.3113e+000 1.1043e+003 5.1177e+002 2.0720e+005 4.9577e+005 4.7188e+003 5.7216e+004 1.3230e+004 4.3599e+004 2.7530e+003 2.6968e+004 3.5434e+002 6.4712e+003 9.8918e+002 3.6235e+002 8.9113e+002 2.5223e+002 6.0432e-004 6.4095e+001 7.6958e+001 3.8630e+001 1.0754e+001 1.4375e+000 1.6171e-002
           7 1.5506e+000 5.9618e+001 1.3627e+003 1.0809e+002 5.3674e+005 1.7413e+005 9.6897e+003 4.8235e+004 2.2662e+004 2.5901e+004 6.7023e+000 2.6870e+004 7.6983e+002 4.1910e+003 2.8953e+003 5.8048e+001 4.4488e+002 5.7778e+002 1.9680e+002 1.0070e+001 1.2104e+001 3.4671e+001 3.2746e+001 1.9475e+001
           8 2.6540e+000 1.0798e+002 3.3796e+003 4.3360e+003 5.4534e+004 5.4046e+005 6.1610e+004 1.7164e+004 3.4029e+004 2.8505e+004 1.4385e+004 2.1795e+003 2.2006e+004 4.1445e+003 1.2806e+003 3.4860e+003 1.0109e+003 7.0774e-001 3.1762e+002 3.8828e+002 2.0131e+002 5.6807e+001 6.9786e+000 3.6556e-003
           9 1.9500e+000 2.5520e+001 8.0906e+001 3.3570e+003 1.2663e+004 2.6749e+005 3.4709e+005 2.4096e+004 2.5385e+004 2.1490e+004 3.1983e+004 7.2208e+003 6.5340e+003 1.5281e+004 7.8502e+003 3.2895e+000 2.3274e+003 2.0327e+003 4.5022e+002 1.6084e-001 1.4345e+002 2.2238e+002 1.7238e+002 9.1970e+001
