   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 2.3168e+007 2.5601e+006 5.3083e+004 1.6312e+002 3.3025e-002 8.6601e-002 1.1329e-002 3.6095e-002 1.1031e-002 2.3379e-003 7.2061e-005 4.8560e-007 1.5842e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.3484e+006 1.8277e+007 4.8248e+006 1.6198e+005 6.6294e+002 1.4189e-001 4.3429e-002 3.9514e-002 3.3727e-002 1.7375e-002 1.3915e-004 1.2737e-003 2.9707e-005 1.1978e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.1616e+005 4.0959e+006 1.4017e+007 6.7743e+006 3.2681e+005 1.7171e+003 9.2169e-001 1.3377e-002 1.2480e-003 3.5896e-002 5.1895e-003 7.1208e-004 1.2121e-004 8.5694e-004 3.3501e-005 4.4887e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 2.0973e+004 5.9236e+005 5.2863e+006 1.0389e+007 8.4079e+006 5.4629e+005 3.4667e+003 2.9570e+000 1.1739e-001 1.7261e-002 4.4557e-002 4.8924e-002 9.4900e-004 7.9880e-004 4.6305e-004 4.7933e-006 2.2918e-005 8.9317e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.0663e+003 7.9872e+004 1.0731e+006 5.9666e+006 7.3789e+006 9.7247e+006 8.1845e+005 5.9909e+003 1.0369e+001 3.2506e-002 1.6034e-002 1.6786e-002 5.8603e-003 8.7622e-003 9.3342e-005 1.2788e-003 1.2253e-004 2.8746e-008 1.5224e-007 2.5267e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 2.4889e+002 1.0602e+004 1.8705e+005 1.5974e+006 6.2050e+006 4.9669e+006 1.0732e+007 1.1368e+006 9.3125e+003 3.2554e+001 1.8824e-001 9.5283e-004 5.8796e-002 3.6935e-002 3.3284e-003 1.6058e-005 1.9565e-003 8.4018e-007 3.2079e-004 7.4308e-005 4.8088e-007 6.3546e-007 1.1334e-007 1.7339e-009 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.3600e+001 1.5777e+003 3.1199e+004 3.4667e+005 2.1128e+006 6.0737e+006 3.1081e+006 1.1454e+007 1.4947e+006 1.2992e+004 8.5089e+001 3.2687e-001 2.9266e-002 5.0666e-002 5.6865e-002 1.9112e-002 6.6704e-003 1.7990e-003 5.4422e-004 7.1062e-005 8.6697e-005 3.7193e-006 2.5514e-006 4.0109e-006 2.3036e-006 1.2722e-006 1.0085e-006 7.5112e-007 5.1466e-007 3.2733e-007
           7 3.0725e+000 1.8800e+002 5.3737e+003 7.0150e+004 5.5669e+005 2.5691e+006 5.6496e+006 1.7520e+006 1.1909e+007 1.8839e+006 1.6573e+004 2.2127e+002 2.0191e-001 4.0917e-002 9.8774e-003 7.6351e-005 1.8084e-003 3.5645e-004 4.4989e-004 2.6183e-005 1.8927e-004 1.1518e-004 4.4404e-005 1.6400e-005 6.3068e-006 3.0442e-006 2.2513e-006 1.6057e-006 1.0729e-006 6.7294e-007
           8 2.1684e+000 2.0265e+001 8.4992e+002 1.4359e+004 1.3280e+005 8.0350e+005 2.9268e+006 5.0205e+006 8.3759e+005 1.2139e+007 2.2898e+006 1.9017e+004 5.1336e+002 2.0778e-001 2.3978e-002 8.8856e-002 8.7747e-002 1.1175e-002 1.7344e-002 2.3056e-005 5.8678e-004 2.4837e-005 3.7622e-004 3.4080e-004 1.7769e-004 9.5557e-005 7.4816e-005 5.5313e-005 3.7742e-005 2.3950e-005
           9 5.8889e-001 4.9492e+000 1.4423e+002 2.7884e+003 3.1616e+004 2.2387e+005 1.0749e+006 3.1601e+006 4.2607e+006 2.9256e+005 1.2181e+007 2.6998e+006 1.9091e+004 1.1328e+003 2.4602e-001 1.2072e-001 2.6206e-001 4.6166e-002 9.6427e-003 2.1340e-002 2.7010e-005 3.9374e-003 2.1679e-003 5.3273e-004 1.0838e-004 3.0138e-005 1.2855e-005 4.8941e-006 1.6782e-006 5.5273e-007
