   v'->v''           0           1
           0 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000
           2 4.8043e+002 0.0000e+000
           3 2.2753e+003 2.3484e+002
           4 6.8150e+002 7.5339e+002
           5 2.0019e+004 1.1306e+003
           6 4.4987e+004 1.4302e+004
           7 3.9892e+004 2.8471e+004
           8 1.3589e+004 2.6587e+004
           9 8.8844e+000 1.1556e+004
          10 1.0316e+004 8.1662e+002
          11 2.9846e+004 1.9894e+003
          12 4.1083e+004 8.8570e+003
          13 3.9657e+004 1.3507e+004
          14 3.3024e+004 1.4630e+004
          15 2.6130e+004 1.3881e+004
          16 1.8680e+004 1.1321e+004
          17 1.0823e+004 7.1617e+003
          18 3.4984e+003 2.4161e+003
