   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22
           0 9.2836e+005 1.0112e+006 8.6590e+004 3.1405e+003 1.4435e+004 5.1111e+003 3.3447e+002 4.2774e+001 8.7448e+001 1.9728e+001 3.9235e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.3011e+006 7.6459e+005 7.3945e+005 6.6918e+004 9.9202e+002 9.0571e+003 4.2915e+003 5.8965e+002 2.4528e-002 4.8116e+001 2.9029e+001 4.4777e+000 4.9675e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 6.9106e+005 1.6756e+006 3.9628e+005 6.3333e+005 1.0188e+005 1.4544e+003 4.1582e+003 4.7468e+003 1.7036e+003 2.3823e+002 1.1271e+000 1.2954e+001 1.0443e+001 2.2972e+000 7.0357e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 2.9815e+003 6.0987e+005 1.3344e+006 3.1485e+005 6.1419e+005 1.2595e+005 5.7789e+003 2.2931e+003 5.2253e+003 2.9365e+003 8.1557e+002 9.4681e+001 3.2585e-003 9.2158e+000 8.0796e+000 2.7562e+000 4.0286e-001 9.0115e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.6068e+005 3.2198e+004 7.8487e+005 1.1899e+006 2.4719e+005 5.4179e+005 1.2635e+005 1.0105e+004 7.1648e+002 4.1011e+003 3.2464e+003 1.3377e+003 3.2366e+002 3.5443e+001 3.0887e-003 4.6425e+000 5.2483e+000 3.0248e+000 1.2855e+000 4.6702e-001 1.5728e-001 5.3883e-002 2.0261e-002
           5 2.2590e+005 4.5257e+004 1.6721e+005 8.6913e+005 9.5840e+005 1.7258e+005 4.6662e+005 1.2501e+005 1.6557e+004 5.2412e+000 2.1970e+003 2.7960e+003 1.6993e+003 6.8910e+002 2.0040e+002 3.9181e+001 3.6494e+000 1.0578e-002 6.4620e-001 7.5309e-001 4.5436e-001 2.0388e-001 8.5994e-002
           6 8.8725e+004 1.1970e+005 1.5574e+001 2.7915e+005 8.1221e+005 7.3994e+005 1.2319e+005 4.1744e+005 1.2614e+005 2.4507e+004 9.8625e+002 7.6734e+002 2.0887e+003 1.8646e+003 1.1051e+003 5.1473e+002 2.0432e+002 7.2377e+001 2.4028e+001 7.7746e+000 2.4999e+000 8.4273e-001 3.1507e-001
           7 1.7068e+003 8.3292e+004 6.1437e+004 1.5675e+004 3.4691e+005 7.3430e+005 5.8375e+005 9.3547e+004 3.8240e+005 1.2305e+005 3.1143e+004 3.0570e+003 8.1930e+001 1.2619e+003 1.6651e+003 1.3065e+003 8.0818e+002 4.3773e+002 2.1937e+002 1.0226e+002 4.2675e+001 1.6532e+001 6.5803e+000
           8 2.8343e+004 2.0149e+004 1.0341e+005 2.5583e+004 5.8289e+004 4.0748e+005 6.6272e+005 4.6499e+005 6.9717e+004 3.4851e+005 1.1259e+005 3.5476e+004 5.6343e+003 1.0859e+002 4.4669e+002 1.0553e+003 1.0885e+003 8.2583e+002 5.2924e+002 2.9319e+002 1.3567e+002 5.5213e+001 2.2442e+001
           9 7.6569e+004 1.2319e+002 7.5796e+004 8.9650e+004 1.2193e+003 1.2752e+005 4.5016e+005 5.7674e+005 3.6064e+005 4.7014e+004 3.1758e+005 9.7304e+004 3.8575e+004 8.6513e+003 9.7439e+002 8.0040e+000 3.4446e+002 5.4741e+002 5.0204e+002 3.3993e+002 1.7482e+002 7.4591e+001 3.0918e+001
          10 8.1775e+004 1.5155e+004 2.8859e+004 1.0124e+005 4.1436e+004 1.1165e+004 2.0117e+005 4.5184e+005 4.7231e+005 2.7062e+005 2.7397e+004 2.9783e+005 7.9145e+004 4.1236e+004 1.1881e+004 2.6547e+003 3.1121e+002 5.8621e-001 7.6155e+001 1.0658e+002 7.2101e+001 3.4238e+001 1.4799e+001
          11 5.1853e+004 3.2158e+004 3.0062e+003 6.7729e+004 7.3885e+004 5.6619e+003 5.1637e+004 2.5171e+005 4.1405e+005 3.6559e+005 2.0035e+005 1.2152e+004 2.9634e+005 5.7178e+004 4.3531e+004 1.4750e+004 4.7172e+003 1.3661e+003 3.2485e+002 6.2500e+001 1.0653e+001 2.1244e+000 5.8032e-001
          12 1.9527e+004 3.4827e+004 1.5605e+003 2.8586e+004 7.1149e+004 3.2362e+004 2.4136e+003 1.0031e+005 2.7136e+005 3.5297e+005 2.6900e+005 1.4866e+005 1.9428e+003 3.2411e+005 3.0729e+004 4.4562e+004 1.7106e+004 6.5844e+003 2.6352e+003 1.0208e+003 3.7499e+002 1.3601e+002 5.2581e+001
