   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30
           0 1.0089e+006 1.0601e+006 6.8860e+004 1.1991e+004 2.3959e+004 5.3401e+003 4.0203e+000 9.5060e+002 6.9783e+002 1.4210e+002 1.5033e+000 6.9214e+000 4.7971e+000 4.9982e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.0983e+006 8.5743e+005 8.1143e+005 5.2593e+004 7.0796e+003 1.7228e+004 5.1463e+003 8.2172e+001 4.5229e+002 5.6238e+002 1.9709e+002 1.8051e+001 9.9981e-001 4.5478e+000 1.7293e+000 1.1327e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.9520e+005 1.6573e+006 5.0794e+005 7.4422e+005 8.6870e+004 5.6178e+002 1.3398e+004 8.0561e+003 1.2656e+003 1.0256e+001 3.3860e+002 3.0670e+002 1.1032e+002 1.5302e+001 1.8599e-002 1.0966e+000 6.6187e-001 6.0707e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.2853e+003 4.8473e+005 1.4522e+006 4.2400e+005 7.3037e+005 1.0773e+005 3.2670e+001 1.2391e+004 1.0836e+004 2.9494e+003 9.3736e+001 2.0087e+002 3.8806e+002 2.3538e+002 7.1213e+001 8.7785e+000 1.1445e-004 8.1805e-001 5.4592e-001 8.0927e-002 4.8341e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.4947e+005 6.9922e+003 6.7531e+005 1.3460e+006 3.4013e+005 6.5786e+005 1.1111e+005 9.5636e+002 8.8113e+003 1.0471e+004 4.0373e+003 4.7348e+002 2.7628e+001 2.5714e+002 2.5724e+002 1.2912e+002 3.7769e+001 5.3218e+000 4.2765e-002 3.1885e-001 3.4746e-001 1.1875e-001 1.1386e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.2306e+005 6.4525e+004 7.4706e+004 7.7796e+005 1.1402e+006 2.5460e+005 5.9167e+005 1.1893e+005 4.2891e+003 4.6767e+003 9.2841e+003 5.2753e+003 1.3273e+003 5.5729e+001 7.5520e+001 1.9788e+002 1.6906e+002 8.7327e+001 3.0621e+001 6.9742e+000 7.5221e-001 3.3165e-006 9.1832e-002 1.0238e-001 5.5866e-002 2.1315e-002 6.6602e-003 1.9738e-003 6.4369e-004 2.4846e-004 1.0710e-004
           6 1.3734e+004 9.0538e+004 1.6446e+004 1.4434e+005 7.7907e+005 9.5100e+005 2.0399e+005 5.5438e+005 1.2729e+005 8.7856e+003 2.2712e+003 8.2528e+003 6.3325e+003 2.4154e+003 3.9609e+002 6.0414e-004 9.9074e+001 1.6141e+002 1.3054e+002 7.3750e+001 3.2033e+001 1.1152e+001 3.0707e+000 6.3688e-001 8.1845e-002 2.1383e-003 1.9967e-003 4.0851e-003 3.1785e-003 1.9335e-003 1.0609e-003
           7 1.3007e+004 2.8476e+004 8.6594e+004 1.8678e+003 2.1105e+005 7.8013e+005 8.1760e+005 1.7027e+005 5.1458e+005 1.2706e+005 1.2806e+004 8.1498e+002 6.6533e+003 6.5816e+003 3.3357e+003 9.4406e+002 8.9823e+001 1.3093e+001 9.4961e+001 1.2534e+002 1.0174e+002 6.4365e+001 3.4584e+001 1.6787e+001 7.6380e+000 3.3668e+000 1.4683e+000 6.3837e-001 2.8402e-001 1.3442e-001 6.5317e-002
           8 5.3486e+004 5.7490e+001 7.0141e+004 7.2726e+004 3.9637e+003 2.9581e+005 7.7223e+005 6.9050e+005 1.3656e+005 4.7023e+005 1.2291e+005 1.7025e+004 6.2348e+001 4.6250e+003 6.0425e+003 3.9138e+003 1.5923e+003 3.7926e+002 2.3387e+001 1.5276e+001 6.4079e+001 8.2591e+001 7.2366e+001 5.2407e+001 3.3810e+001 2.0166e+001 1.1218e+001 5.7866e+000 2.8538e+000 1.4293e+000 7.1580e-001
           9 4.8345e+004 1.8173e+004 1.7606e+004 9.1626e+004 3.5382e+004 3.2291e+004 3.6597e+005 7.2380e+005 5.6692e+005 1.0804e+005 4.3277e+005 1.1827e+005 2.1647e+004 1.7815e+002 2.7133e+003 5.0584e+003 4.1554e+003 2.2440e+003 8.5920e+002 2.1060e+002 1.7305e+001 4.3343e+000 2.7396e+001 4.0438e+001 3.9463e+001 3.0969e+001 2.0685e+001 1.1947e+001 6.2744e+000 3.2482e+000 1.6549e+000
          10 1.5486e+004 3.1524e+004 2.2327e+002 4.3594e+004 7.6536e+004 8.4811e+003 7.4409e+004 4.0658e+005 6.5654e+005 4.6277e+005 8.6600e+004 4.0341e+005 1.1268e+005 2.6119e+004 1.0902e+003 1.2791e+003 3.8886e+003 4.0399e+003 2.7473e+003 1.4233e+003 5.7591e+002 1.7520e+002 3.2544e+001 1.0164e+000 2.4301e+000 7.0246e+000 7.7806e+000 5.7351e+000 3.3943e+000 1.8640e+000 9.7829e-001
