   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
           0 2.2665e+007 1.1539e-002 4.0843e+000 3.4915e+006 4.8197e+001 1.9566e+001 8.8497e+004 1.2183e+003 3.1461e+002 1.9293e+002 2.4075e+001 8.0970e+001 5.0909e+001 6.2486e+000 7.7929e-003 4.9162e-001 2.1877e-001 1.9799e-002 1.7534e-005 1.7332e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.3713e+006 5.0022e+000 1.0009e+002 1.3636e+007 1.9717e+001 5.6785e+003 5.6219e+006 4.6131e+004 2.5348e+002 9.4336e+004 4.6081e+004 1.5267e+004 3.1247e+003 5.5624e+000 4.3313e+002 3.0165e+002 6.2141e+001 9.0678e-001 2.5864e+000 2.3083e+000 4.7958e-001 1.7148e-002 1.8432e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 6.2170e+005 3.3268e+001 4.7392e+002 6.7584e+006 6.5341e+003 4.0745e+004 7.3696e+006 4.9873e-002 4.8901e+005 4.5829e+006 8.5579e+005 3.6844e+004 3.1529e+004 7.6747e+004 3.9455e+004 8.0365e+003 6.1670e+001 7.2921e+002 7.9497e+002 2.7050e+002 2.5961e+001 9.9041e-001 5.9007e+000 2.6868e+000 3.3401e-001 3.4663e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 8.4227e+004 1.1428e+001 1.3072e+003 1.6888e+006 9.0603e+003 3.2179e+004 6.5731e+006 5.8074e+005 1.3054e+006 2.9858e+006 1.1799e+004 1.1730e+006 1.7979e+006 6.4261e+005 4.5930e+004 1.7830e+004 5.9826e+004 3.8890e+004 1.0080e+004 4.2758e+002 4.3747e+002 9.0760e+002 5.0161e+002 1.1982e+002 6.8100e+000 1.3060e+000 2.7032e+000 7.1132e-001 1.3952e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.1035e+004 4.1609e+003 5.4326e+002 3.6599e+005 5.2213e+003 4.1969e+004 2.6215e+006 1.3828e+003 4.1552e+004 4.3435e+006 2.6539e+006 9.5383e+005 1.3485e+004 4.6597e+005 8.5495e+005 5.7329e+005 1.4956e+005 2.4411e+003 1.8809e+004 3.3109e+004 2.0103e+004 5.6368e+003 3.7921e+002 1.4099e+002 4.7123e+002 3.5241e+002 1.2992e+002 2.2872e+001 7.6435e-001 2.6642e-001 2.1141e-001 2.3565e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.5078e+003 1.6257e+005 6.7978e+004 7.6111e+004 1.8799e+004 2.5511e+003 8.2746e+005 1.4393e+004 4.2577e+004 1.5336e+006 1.4560e+006 2.1473e+006 2.2700e+006 5.2084e+005 1.2957e+004 4.1563e+005 6.0838e+005 3.6611e+005 1.0113e+005 4.1757e+003 8.0145e+003 2.0091e+004 1.5752e+004 6.4829e+003 1.2480e+003 1.3918e+001 1.4229e+002 2.4067e+002 1.5808e+002 5.8861e+001 1.2117e+001 9.0814e-001 3.0956e-003 2.3212e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.2988e+002 1.6107e+006 3.8867e+004 1.5813e+004 3.7004e+004 2.4221e+001 2.4124e+005 2.5447e+004 5.9193e+004 5.8510e+005 3.0992e+005 7.5923e+005 1.8815e+006 1.5860e+006 5.7667e+005 2.6143e+004 1.1554e+005 3.3161e+005 3.0913e+005 1.4935e+005 3.1966e+004 1.6194e+002 6.4526e+003 1.1561e+004 8.6071e+003 3.6809e+003 8.2670e+002 3.2766e+001 4.5137e+001 1.1571e+002 9.5686e+001 4.6159e+001 1.4104e+001 2.4821e+000 1.6570e-001 6.8808e-006 6.1600e-004 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.9602e+001 5.7682e+005 9.8088e+005 1.4487e+003 2.8556e+005 3.6251e+005 4.9045e+004 1.4196e+005 2.1336e+005 1.4122e+004 2.0358e+005 4.3853e+003 5.0625e+005 1.9534e+005 3.8045e+005 2.5354e+004 8.3219e+003 6.2323e+004 4.1143e+004 7.3418e+004 1.5188e+004 7.8548e+003 2.4852e+002 6.0140e+002 2.9160e+003 1.1684e+003 9.0179e+002 1.1594e+002 2.3865e+001 9.7292e+000 1.3912e+001 2.0369e+001 8.8125e+000 3.9245e+000 8.0566e-001 1.2163e-001 4.7089e-003 2.1022e-005 1.9808e-006 0.0000e+000
           8 1.3016e+001 4.5109e+005 3.7666e+005 1.0616e+003 1.1122e+004 1.3233e+004 2.0345e+004 1.5804e+004 1.4199e+003 1.2872e+005 6.9226e+002 1.9532e+005 6.6561e+004 5.6449e+005 5.6297e+004 2.2856e+005 2.3623e+004 1.1601e+003 1.4432e+005 6.1245e+003 7.0342e+004 5.4705e+002 7.6375e+003 8.0605e+003 6.4341e+001 5.5055e+003 2.5857e+000 1.1794e+003 9.3649e+001 7.9042e+001 1.0303e+002 1.7777e-001 3.1772e+001 2.2742e-001 3.2913e+000 4.2455e-003 6.3948e-002 6.4696e-004 7.8424e-007 0.0000e+000
           9 6.8590e+000 2.4021e+005 8.0975e+004 6.1363e+002 1.7624e+004 1.2463e+004 7.6133e+003 7.6090e+004 2.5379e+004 1.1326e+005 9.6326e+003 1.3664e+005 3.6584e+004 3.0823e+005 7.0642e+004 9.1849e+004 4.2651e+002 9.0752e+003 2.0967e+004 4.8504e+004 3.8797e+003 1.9685e+004 4.3179e+003 3.8436e+003 1.1682e+004 1.6894e+003 7.3360e+003 1.7690e+003 2.5654e+003 1.3734e+003 6.9472e+002 6.0723e+002 1.6753e+002 1.4859e+002 3.1677e+001 1.7388e+001 2.8157e+000 4.8784e-001 2.1003e-002 3.9506e-006
