   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
          10 2.7211e+004 1.6884e+005 3.1647e+003 2.9726e+005 2.3843e+004 3.9507e+005 9.5386e+004 5.4281e+005 2.1486e+006 7.9115e+004 1.3955e+004 4.9365e+003 3.1290e+002 5.8588e+002 4.0294e+004 2.5103e+005 6.2096e+005 8.7970e+005 8.3139e+005 5.5512e+005 2.6189e+005 8.2055e+004 1.3808e+004 4.3619e+002 1.4030e+002 3.1917e+000 7.5701e+002 3.2596e+003 5.7316e+003 6.3343e+003 4.9426e+003 2.7290e+003 9.3149e+002 9.2385e+001 5.4674e+001 3.5951e+002 6.2003e+002 6.7431e+002 5.4814e+002 3.4625e+002 1.6381e+002 4.8512e+001 3.1706e+000 5.6207e+000 2.8571e+001 5.1484e+001 6.4067e+001 6.4409e+001 5.5196e+001 4.0179e+001 2.2561e+001 8.5857e+000
          11 4.1047e+004 4.0996e+004 7.4815e+004 7.4234e+004 2.3317e+005 6.3280e+002 4.2189e+005 2.7756e+004 6.9827e+005 2.6096e+006 1.4093e+004 3.6051e+004 5.2298e+003 5.6776e+002 4.7591e+002 2.0098e+004 1.4833e+005 4.2726e+005 6.9681e+005 7.6524e+005 6.0534e+005 3.5188e+005 1.4744e+005 4.0507e+004 5.2940e+003 1.8327e+001 2.0864e+002 2.5143e+000 6.0168e+002 2.5037e+003 4.4654e+003 5.1698e+003 4.3645e+003 2.7419e+003 1.2022e+003 2.7469e+002 5.1581e-001 1.2899e+002 3.6555e+002 5.1913e+002 5.3099e+002 4.3318e+002 2.9060e+002 1.5873e+002 6.6350e+001 1.7316e+001 8.6323e-001 2.0193e+000 8.1798e+000 1.1529e+001 9.0810e+000 3.9957e+000
          12 8.1682e+003 5.8114e+003 9.9986e+004 8.7551e+003 1.5320e+005 1.4374e+005 3.7313e+004 3.7764e+005 4.8715e+003 8.1099e+005 3.3380e+006 1.9449e+004 8.7997e+004 9.6580e+003 1.9901e+002 8.0642e+002 1.2048e+004 9.5491e+004 3.0130e+005 5.4146e+005 6.6307e+005 5.9224e+005 3.9981e+005 2.0424e+005 7.5047e+004 1.7139e+004 1.4249e+003 4.9899e+001 2.2106e+002 3.4193e-002 5.4848e+002 2.0764e+003 3.6119e+003 4.2125e+003 3.6983e+003 2.5227e+003 1.2967e+003 4.3369e+002 4.5920e+001 2.2511e+001 1.7051e+002 3.2737e+002 4.0864e+002 4.0126e+002 3.3253e+002 2.3984e+002 1.5249e+002 8.5646e+001 4.2351e+001 1.8264e+001 6.6171e+000 1.9556e+000
          13 1.3737e+003 4.9359e+004 2.7284e+004 8.7285e+004 1.3071e+004 1.9383e+005 5.3058e+004 1.2415e+005 2.6153e+005 2.6367e+003 7.6069e+005 4.2734e+006 2.6374e+005 2.2908e+005 3.2588e+004 4.9641e+002 2.1219e+003 8.2944e+003 6.9377e+004 2.2152e+005 4.2407e+005 5.5589e+005 5.4126e+005 4.0654e+005 2.3706e+005 1.0497e+005 3.2642e+004 5.6329e+003 1.4315e+002 1.9190e+002 1.6761e+002 9.0783e+000 5.6938e+002 1.7888e+003 2.9394e+003 3.4024e+003 3.0597e+003 2.2044e+003 1.2548e+003 5.2018e+002 1.1623e+002 2.3552e-001 5.5775e+001 1.6681e+002 2.5659e+002 2.9384e+002 2.8037e+002 2.3370e+002 1.7335e+002 1.1283e+002 5.8656e+001 2.1478e+001
          14 1.1188e+004 4.6349e+004 2.9869e+002 8.7469e+004 1.7408e+004 8.1173e+004 1.5818e+005 1.6427e+003 2.2034e+005 1.1343e+005 2.1469e+004 4.4132e+005 5.0159e+006 9.9152e+005 6.1763e+005 1.3590e+005 1.3638e+004 8.1516e+003 5.0033e+003 5.8347e+004 1.7272e+005 3.3942e+005 4.6202e+005 4.7174e+005 3.8063e+005 2.4277e+005 1.2161e+005 4.5768e+004 1.1201e+004 1.0856e+003 2.7429e+001 2.5846e+002 8.2084e+001 5.0264e+001 6.3655e+002 1.6206e+003 2.4464e+003 2.7326e+003 2.4518e+003 1.8179e+003 1.1065e+003 5.2605e+002 1.6740e+002 1.7572e+001 7.7214e+000 6.0801e+001 1.1961e+002 1.5391e+002 1.5503e+002 1.2618e+002 7.6063e+001 2.9938e+001
          15 1.2374e+004 1.6126e+004 1.8250e+004 3.3325e+004 6.3265e+004 5.1906e+003 1.3480e+005 7.5055e+004 2.6436e+004 2.4079e+005 2.1340e+004 1.2118e+005 3.1935e+004 4.6442e+006 2.1878e+006 1.5200e+006 5.2118e+005 1.1007e+005 4.2240e+004 4.1631e+002 6.4304e+004 1.3817e+005 2.8469e+005 3.8123e+005 4.0120e+005 3.3544e+005 2.2525e+005 1.2253e+005 5.1479e+004 1.5249e+004 2.4390e+003 2.3461e+001 2.0037e+002 2.0007e+002 9.0668e+000 1.5183e+002 7.3464e+002 1.4803e+003 2.0242e+003 2.1565e+003 1.8985e+003 1.4173e+003 8.9893e+002 4.7190e+002 1.8962e+002 4.5866e+001 1.2968e+000 8.6091e+000 2.9190e+001 3.9413e+001 3.0541e+001 1.3359e+001
          16 6.5537e+003 8.4674e+002 2.9985e+004 2.6110e+003 6.6077e+004 8.7491e+003 5.7324e+004 1.1928e+005 7.7935e+003 1.1418e+005 1.4213e+005 3.4023e+003 2.7675e+005 3.4446e+005 2.4441e+006 2.8103e+006 2.8442e+006 1.5379e+006 5.4223e+005 2.2394e+005 1.4643e+004 1.1056e+005 9.8667e+004 2.6248e+005 3.0949e+005 3.3744e+005 2.7987e+005 1.9401e+005 1.0957e+005 4.8751e+004 1.6272e+004 3.2385e+003 1.3492e+002 1.0698e+002 2.2647e+002 7.2871e+001 1.4951e+001 3.0386e+002 8.3538e+002 1.3515e+003 1.6502e+003 1.6561e+003 1.4166e+003 1.0510e+003 6.8025e+002 3.8119e+002 1.7983e+002 6.6997e+001 1.7022e+001 1.8963e+000 6.4148e-004 1.1028e-001
          17 1.7652e+003 1.7399e+003 2.4650e+004 2.2490e+003 4.0192e+004 3.2919e+004 1.0021e+004 9.8600e+004 5.0033e+004 1.6389e+004 1.6270e+005 2.8682e+004 3.1837e+004 1.5104e+005 1.7673e+006 1.5255e+005 1.4039e+006 3.0621e+006 2.8890e+006 1.6549e+006 9.1025e+005 1.9823e+005 3.1182e+005 3.1449e+004 3.0285e+005 2.2198e+005 2.9165e+005 2.1443e+005 1.5699e+005 8.6688e+004 4.0159e+004 1.3907e+004 2.9702e+003 1.9421e+002 6.6161e+001 2.1436e+002 1.0447e+002 1.8188e-001 1.2237e+002 4.7381e+002 8.8943e+002 1.1868e+003 1.2857e+003 1.1990e+003 9.8615e+002 7.2222e+002 4.7349e+002 2.7871e+002 1.4731e+002 6.9279e+001 2.7500e+001 8.6388e+000
          18 9.6507e+001 6.2400e+003 1.3997e+004 1.0370e+004 1.6491e+004 4.2400e+004 4.2268e+001 5.7686e+004 7.1853e+004 7.4779e+002 9.1280e+004 8.4545e+004 2.9667e+003 1.5098e+005 8.0575e+004 1.9050e+006 6.8686e+005 3.6916e+003 8.6344e+005 2.3398e+006 2.4922e+006 2.1666e+006 8.8234e+005 9.9855e+005 1.8898e+004 5.2909e+005 8.7446e+004 3.0584e+005 1.2913e+005 1.3038e+005 5.6691e+004 3.0399e+004 9.1663e+003 2.1530e+003 1.0840e+002 6.1038e+001 1.7059e+002 1.0461e+002 3.6612e+000 6.3448e+001 2.9221e+002 5.9625e+002 8.4722e+002 9.6058e+002 9.3337e+002 8.0573e+002 6.2736e+002 4.4381e+002 2.8613e+002 1.6555e+002 7.8942e+001 2.7639e+001
          19 1.2538e+002 8.2216e+003 6.0677e+003 1.4680e+004 4.3593e+003 3.7172e+004 5.1051e+003 2.6361e+004 6.6859e+004 1.3240e+004 3.3034e+004 9.9636e+004 8.1956e+003 3.8629e+004 4.7748e+004 1.1399e+006 1.1355e+005 9.3201e+005 1.2319e+006 2.7437e+005 1.1661e+005 8.7962e+005 1.9590e+006 1.4020e+006 2.1054e+006 3.6308e+005 1.1940e+006 3.9479e+003 4.9679e+005 2.1847e+004 1.5140e+005 1.7682e+004 2.8011e+004 2.9444e+003 1.7402e+003 9.6033e-002 4.1660e+001 1.6343e+002 7.1288e+001 1.9365e+000 4.4985e+001 2.1687e+002 4.2827e+002 6.0254e+002 6.9389e+002 6.8324e+002 5.9643e+002 4.7270e+002 3.4125e+002 2.1885e+002 1.1287e+002 4.1188e+001
          20 4.8026e+002 7.4744e+003 2.0405e+003 1.3888e+004 4.8177e+002 2.6358e+004 1.0154e+004 9.6532e+003 4.9730e+004 2.2514e+004 7.6780e+003 7.6603e+004 2.0405e+004 6.7094e+003 9.1831e+004 2.8438e+005 7.4162e+005 6.0920e+005 5.6722e+004 3.4973e+005 1.1120e+006 8.0055e+005 2.3793e+005 7.4705e+004 2.1398e+005 1.4660e+006 5.0709e+005 1.7928e+006 2.3934e+005 9.8024e+005 5.3611e+004 3.1689e+005 9.0852e+003 6.1461e+004 2.4503e+003 5.6773e+003 1.1359e+003 6.3683e+001 3.4129e+002 7.5024e+000 5.5366e-001 4.8541e+001 1.8759e+002 3.0426e+002 4.3879e+002 4.7900e+002 4.5910e+002 4.0216e+002 3.1277e+002 2.1165e+002 1.1359e+002 4.2358e+001
          21 5.8994e+002 5.2823e+003 5.1632e+002 1.0070e+004 9.5760e+000 1.5713e+004 1.0419e+004 2.8098e+003 3.0880e+004 2.1561e+004 8.4331e+002 4.5408e+004 2.4945e+004 1.6519e+003 5.7837e+004 3.4622e+004 7.1490e+005 1.0627e+005 8.9096e+004 6.2312e+005 4.8343e+005 1.8638e+004 1.4413e+005 6.9844e+005 4.3160e+005 5.8750e+005 1.0494e+003 2.2635e+004 5.0245e+005 9.9924e+004 8.0785e+005 2.0968e+005 5.1972e+005 1.5442e+005 1.9049e+005 6.8211e+004 4.2709e+004 1.9295e+004 5.3685e+003 2.6730e+003 2.5761e+002 2.4280e-001 1.7193e+000 5.1515e+002 1.1628e+001 7.6158e+002 7.6587e+001 4.9598e+002 1.4718e+002 1.6855e+002 1.0003e+002 3.6273e+001
          22 3.7881e+002 2.6128e+003 9.5519e+001 5.0561e+003 1.2016e+002 6.9978e+003 6.2303e+003 6.3654e+002 1.4156e+004 1.2467e+004 6.4505e+000 1.9669e+004 1.6097e+004 6.7453e+002 2.3106e+004 1.3706e+003 3.5367e+005 3.1835e+003 1.3562e+005 3.0478e+005 8.0777e+004 3.6896e+004 2.3119e+005 3.6096e+005 7.7188e+004 3.5294e+004 1.6232e+005 4.9758e+004 4.6973e+005 5.2091e+004 2.2397e+005 1.6788e-001 9.7961e+003 4.1528e+004 2.8377e+004 7.6663e+004 6.4261e+004 5.5451e+004 4.0432e+004 1.8487e+004 7.5444e+003 7.0580e+002 9.0750e+002 4.1385e+003 1.3898e+004 1.5271e+004 2.6239e+004 1.9986e+004 2.3170e+004 1.0822e+004 4.6302e+003 6.9431e+000
