   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
           0 4.6891e+006 6.0036e+006 2.9642e+006 1.0150e+006 3.4337e+005 1.2721e+005 4.3759e+004 1.1296e+004 1.9236e+003 2.4964e+002 7.2237e+001 7.1655e+001 6.4160e+001 2.8849e+001 3.4901e+000 6.6831e-001 3.7405e+000 2.8896e+000 6.3343e-001 1.6454e-002 4.9227e-001 7.1818e-001 4.5829e-001 1.3248e-001 3.2545e-003 2.4940e-002 6.6128e-002 6.7069e-002 4.0169e-002 1.4157e-002 1.8064e-003 1.8948e-004 2.0762e-003 3.1330e-003 2.6578e-003 1.5506e-003 6.3615e-004 1.6493e-004 1.6115e-005 1.0343e-006 8.6416e-006 8.0420e-006 3.1855e-006 4.0761e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 5.6946e+005 7.4170e+005 2.3764e+006 4.4439e+006 1.8467e+006 4.3587e+005 1.6233e+005 1.2875e+005 8.8044e+004 3.0568e+004 2.9190e+003 2.0072e+002 6.5634e+002 4.1986e+001 2.2708e+002 5.8556e+002 4.0126e+002 8.1632e+001 2.8452e+000 6.3723e+001 8.3610e+001 4.4729e+001 7.9304e+000 4.5732e-001 8.0630e+000 1.2374e+001 9.3523e+000 3.9744e+000 6.5854e-001 2.5969e-002 6.0361e-001 1.0619e+000 1.0024e+000 6.3903e-001 2.7968e-001 7.1080e-002 3.3255e-003 6.5872e-003 2.3434e-002 2.9740e-002 2.4788e-002 1.5620e-002 7.7626e-003 3.0380e-003 9.0138e-004 1.8397e-004 1.9903e-005 2.7709e-007 2.4128e-007 1.2895e-007 1.0552e-008 2.1882e-010
           2 3.4921e+006 2.0764e+006 8.8421e+005 1.1968e+000 2.5972e+006 3.0965e+006 8.9934e+005 6.3034e+004 2.5620e+003 2.1118e+004 5.8746e+004 4.7840e+004 1.2024e+004 5.1899e-001 3.4478e+003 3.5264e+003 7.5435e+002 6.5693e+001 8.6793e+002 1.0622e+003 5.1709e+002 6.6213e+001 2.0084e+001 1.3689e+002 1.7412e+002 1.1119e+002 3.5306e+001 1.6628e+000 4.9329e+000 1.7166e+001 2.1057e+001 1.5793e+001 7.8253e+000 2.2226e+000 1.2295e-001 2.2304e-001 8.9430e-001 1.2435e+000 1.1324e+000 7.7974e-001 4.2195e-001 1.7632e-001 5.1653e-002 7.3072e-003 3.0852e-005 2.9310e-003 5.1768e-003 4.9849e-003 3.5521e-003 2.0516e-003 9.4080e-004 3.1955e-004
           3 9.2747e+005 3.8994e+006 1.9951e+005 2.2161e+004 8.5747e+002 1.0709e+006 2.8803e+006 2.1865e+006 6.8715e+005 8.9792e+004 8.3889e+003 1.1526e+004 2.9956e+004 3.3932e+004 1.6761e+004 2.3269e+003 3.0232e+002 2.2249e+003 1.9117e+003 4.7998e+002 5.8791e+000 3.6094e+002 6.0094e+002 4.3425e+002 1.4835e+002 7.4776e+000 2.1355e+001 7.4894e+001 8.9627e+001 6.3053e+001 2.7017e+001 4.9878e+000 7.3654e-002 3.9211e+000 8.0676e+000 8.9010e+000 6.9027e+000 4.0009e+000 1.6749e+000 4.1448e-001 1.5610e-002 5.5520e-002 1.9855e-001 2.8348e-001 2.8229e-001 2.2702e-001 1.5700e-001 9.6657e-002 5.4131e-002 2.7622e-002 1.2017e-002 4.0165e-003
           4 6.1350e+005 1.6099e+004 2.3021e+006 9.6380e+004 1.5875e+002 6.6094e+004 1.7093e+005 1.6273e+006 2.4123e+006 1.4489e+006 4.0267e+005 4.4455e+004 2.2451e+003 4.3672e+003 1.8371e+004 2.8031e+004 1.9642e+004 5.8420e+003 1.1144e+002 1.1176e+003 2.3322e+003 1.5890e+003 3.8697e+002 1.7908e+000 2.6200e+002 5.0378e+002 4.4641e+002 2.2524e+002 5.0933e+001 6.7131e-003 2.7607e+001 6.3100e+001 7.0635e+001 5.2726e+001 2.7405e+001 8.7608e+000 7.9625e-001 5.0071e-001 3.0615e+000 5.1323e+000 5.5566e+000 4.6430e+000 3.1838e+000 1.8235e+000 8.6177e-001 3.1844e-001 7.8405e-002 6.2796e-003 2.0152e-003 1.0710e-002 1.1355e-002 5.4541e-003
           5 2.8608e+005 1.3446e+006 4.2660e+004 2.4489e+006 7.7561e+002 2.9308e+004 1.4864e+004 1.2390e+004 6.4289e+005 1.7862e+006 1.8670e+006 9.8647e+005 2.6782e+005 3.0232e+004 1.0462e+003 1.4583e+003 9.4439e+003 1.9142e+004 1.8149e+004 8.8438e+003 1.5382e+003 6.6955e+001 1.3084e+003 1.8598e+003 1.1840e+003 3.2403e+002 1.2076e+000 1.3495e+002 3.3355e+002 3.6679e+002 2.5135e+002 1.0702e+002 1.9337e+001 5.3713e-001 1.9144e+001 4.0505e+001 4.7402e+001 3.9815e+001 2.5653e+001 1.2497e+001 4.0686e+000 4.9474e-001 9.5434e-002 9.9542e-001 1.9354e+000 2.3875e+000 2.3246e+000 1.9340e+000 1.4207e+000 9.1541e-001 4.7261e-001 1.7253e-001
           6 2.2973e+005 1.1281e+004 7.2351e+005 7.1320e+004 2.0272e+006 3.6179e+004 2.5045e+004 2.1594e+003 1.1952e+003 1.8959e+005 1.0243e+006 1.6731e+006 1.3748e+006 6.4104e+005 1.6188e+005 1.6677e+004 2.9883e+002 4.8560e+002 5.3833e+003 1.3478e+004 1.5582e+004 1.0051e+004 3.2739e+003 1.6845e+002 4.0492e+002 1.3692e+003 1.4996e+003 8.9438e+002 2.6101e+002 5.1949e+000 7.3508e+001 2.2542e+002 2.9127e+002 2.4465e+002 1.4444e+002 5.5653e+001 8.8510e+000 6.0003e-001 1.2008e+001 2.5443e+001 3.1819e+001 3.0044e+001 2.3223e+001 1.5124e+001 8.3010e+000 3.7300e+000 1.2624e+000 2.4899e-001 4.6948e-003 3.0275e-002 5.7748e-002 3.2496e-002
           7 3.4563e+004 5.0008e+005 9.2722e+004 6.0291e+005 1.6046e+005 1.9154e+006 1.1354e+005 8.8200e+003 1.2700e+003 1.9712e+003 4.6336e+004 4.9475e+005 1.2030e+006 1.4139e+006 9.7753e+005 4.1397e+005 9.8904e+004 9.4540e+003 6.4740e+001 1.2720e+002 2.9893e+003 9.1082e+003 1.2385e+004 9.8439e+003 4.6336e+003 9.3128e+002 6.9026e+000 6.2532e+002 1.2190e+003 1.1627e+003 6.8184e+002 2.2048e+002 1.2667e+001 3.1404e+001 1.3506e+002 2.0710e+002 2.0765e+002 1.5549e+002 8.8580e+001 3.5683e+001 7.3356e+000 1.1432e-003 4.3528e+000 1.1732e+001 1.6996e+001 1.8523e+001 1.6904e+001 1.3536e+001 9.6970e+000 6.1383e+000 3.1312e+000 1.1361e+000
           8 1.3117e+005 1.3489e+005 2.2017e+005 2.2421e+005 3.6481e+005 2.4846e+005 1.8473e+006 1.3989e+005 6.7133e+002 4.7930e+003 8.0127e+002 8.2887e+003 2.1135e+005 7.4853e+005 1.1864e+006 1.1045e+006 6.6192e+005 2.5455e+005 5.5627e+004 4.3468e+003 1.6707e+000 1.5733e+001 1.7352e+003 6.2596e+003 9.6366e+003 8.9172e+003 5.3082e+003 1.8017e+003 1.4544e+002 1.4444e+002 7.1939e+002 1.0408e+003 9.0913e+002 5.3599e+002 1.9450e+002 2.2360e+001 9.1352e+000 7.3081e+001 1.3660e+002 1.6104e+002 1.4490e+002 1.0580e+002 6.3391e+001 3.0189e+001 1.0205e+001 1.5736e+000 5.3879e-002 1.5463e+000 3.2396e+000 3.7209e+000 2.6755e+000 1.1348e+000
           9 8.4962e+003 5.4458e+004 2.2949e+005 1.0725e+005 3.0294e+005 2.0794e+005 3.9162e+005 1.9000e+006 1.2963e+005 2.6456e+003 5.1880e+003 7.2387e+000 1.6770e+003 9.0368e+004 4.3821e+005 8.8686e+005 1.0436e+006 8.0969e+005 4.2916e+005 1.4975e+005 2.9340e+004 1.7112e+003 5.0321e+001 1.4203e-001 1.1059e+003 4.4505e+003 7.4319e+003 7.6254e+003 5.3098e+003 2.4195e+003 5.3350e+002 1.0499e-008 2.8466e+002 6.9747e+002 8.4940e+002 7.0766e+002 4.2842e+002 1.7632e+002 3.4025e+001 3.8668e-001 3.0642e+001 7.6473e+001 1.0740e+002 1.1386e+002 1.0037e+002 7.6752e+001 5.1998e+001 3.1528e+001 1.7181e+001 8.3546e+000 3.4262e+000 1.0990e+000
