   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11
           0 7.0966e+006 3.9531e+005 8.4879e+003 6.4876e+000 2.8413e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.4937e+005 5.6256e+006 6.0730e+005 2.6441e+004 1.9284e+002 2.0430e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 6.3326e+003 1.2260e+006 4.5013e+006 8.5793e+005 7.0473e+004 2.4362e+003 6.4726e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 6.0619e+004 2.9323e+003 1.8407e+006 3.7011e+006 1.1031e+006 1.3617e+005 8.8254e+003 1.7191e+002 7.5949e-005 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.2220e+004 4.4257e+004 5.7987e+003 2.3765e+006 2.8838e+006 1.2761e+006 2.2029e+005 2.3058e+004 1.2509e+003 1.7141e+001 9.8998e-006 0.0000e+000
           5 6.7189e+003 1.2887e+003 2.8987e+004 3.2762e+004 2.9762e+006 2.0685e+006 1.3944e+006 3.3054e+005 5.1635e+004 5.5128e+003 3.5040e+002 9.0587e+000
           6 3.9569e+004 1.7830e+004 1.3427e+003 3.7552e+004 7.9455e+004 3.5285e+006 1.3316e+006 1.4505e+006 4.6541e+005 1.0202e+005 1.7726e+004 2.5593e+003
           7 3.6480e+004 4.2133e+004 6.8995e+003 4.6895e+003 4.8232e+004 1.7371e+005 3.9624e+006 6.9289e+005 1.4035e+006 6.0955e+005 1.8017e+005 4.5817e+004
           8 7.3193e+003 2.6763e+004 2.1861e+004 1.8353e+003 5.3681e+003 5.8257e+004 3.4210e+005 4.2394e+006 2.0635e+005 1.1988e+006 7.2554e+005 2.8434e+005
           9 2.1564e+003 2.3437e+003 1.9007e+004 1.5688e+004 9.4543e+002 3.7520e+003 7.8433e+004 6.0860e+005 4.2737e+006 4.7178e+001 8.0120e+005 7.3483e+005
          10 2.1071e+004 5.0502e+003 4.9233e+003 2.1686e+004 1.4017e+004 5.4288e+002 2.2472e+003 1.2721e+005 1.0061e+006 3.8654e+006 2.5023e+005 2.7575e+005
          11 3.2751e+004 2.2567e+004 2.2409e+002 1.2576e+004 2.4196e+004 1.0980e+004 3.3604e+001 8.7644e+002 2.3217e+005 1.5708e+006 2.7745e+006 9.9111e+005
          12 2.3778e+004 2.9857e+004 7.4337e+003 2.1506e+003 1.8401e+004 2.0344e+004 6.2331e+003 2.5730e+002 1.9494e+002 4.5398e+005 2.2126e+006 1.0783e+006
          13 7.4208e+003 2.0706e+004 1.5381e+004 6.3069e+002 6.6843e+003 1.7698e+004 1.4102e+004 3.3009e+003 1.3015e+003 1.1808e+004 9.2514e+005 2.3971e+006
          14 2.6054e+001 6.8741e+003 1.5502e+004 6.5727e+003 1.3957e+002 8.6036e+003 1.4892e+004 9.8667e+003 2.0847e+003 4.4910e+003 8.7825e+004 1.7494e+006
          15 4.2916e+003 1.6326e+002 9.4117e+003 1.2393e+004 2.7832e+003 1.2698e+003 1.0143e+004 1.3002e+004 7.1415e+003 1.8667e+003 1.8635e+004 4.0610e+005
          16 1.2684e+004 2.3787e+003 3.0853e+003 1.3565e+004 9.4158e+003 4.0354e+002 3.7361e+003 1.1303e+004 1.0872e+004 5.0694e+003 3.1713e+003 9.7585e+004
          17 1.7742e+004 8.4883e+003 1.5741e+002 1.0522e+004 1.3886e+004 3.9192e+003 3.1634e+002 6.5296e+003 1.1225e+004 8.4882e+003 3.0528e+003 1.5124e+004
          18 1.7221e+004 1.3174e+004 5.4698e+002 6.0231e+003 1.4095e+004 7.8146e+003 3.5863e+002 2.4515e+003 8.2188e+003 9.3886e+003 5.8975e+003 5.5227e+002
          19 1.3132e+004 1.4267e+004 2.3062e+003 2.4549e+003 1.1237e+004 9.7116e+003 2.0421e+003 4.0684e+002 4.7556e+003 7.8532e+003 6.8070e+003 3.5911e+003
          20 8.4086e+003 1.2522e+004 3.7572e+003 5.9371e+002 7.5159e+003 9.3850e+003 3.6694e+003 1.1916e+001 2.2032e+003 5.5837e+003 5.8723e+003 4.3629e+003
          21 4.7808e+003 9.7522e+003 4.3730e+003 2.4370e+001 4.4651e+003 7.8793e+003 4.5228e+003 4.0386e+002 7.7367e+002 3.5309e+003 4.6937e+003 3.8803e+003
          22 2.5032e+003 7.2132e+003 4.4167e+003 8.2143e+001 2.4576e+003 6.2191e+003 4.7435e+003 9.6601e+002 1.6068e+002 2.0685e+003 3.5960e+003 3.4313e+003
          23 1.1750e+003 5.1231e+003 4.1031e+003 3.5460e+002 1.2328e+003 4.6973e+003 4.5224e+003 1.4293e+003 1.2041e+000 1.1183e+003 2.6175e+003 2.8911e+003
          24 4.6527e+002 3.4709e+003 3.5482e+003 6.2483e+002 5.4089e+002 3.3840e+003 3.9829e+003 1.6776e+003 5.2494e+001 5.4616e+002 1.8029e+003 2.2718e+003
          25 1.4103e+002 2.2332e+003 2.8543e+003 7.7609e+002 1.9723e+002 2.3157e+003 3.2464e+003 1.6759e+003 1.5609e+002 2.3600e+002 1.1772e+003 1.6699e+003
          26 2.6587e+001 1.3456e+003 2.0918e+003 7.5641e+002 5.5544e+001 1.4798e+003 2.4016e+003 1.4337e+003 2.1651e+002 8.8403e+001 7.2025e+002 1.1342e+003
          27 1.5904e+000 7.2497e+002 1.3134e+003 5.6908e+002 1.1092e+001 8.3745e+002 1.5174e+003 9.9813e+002 1.9391e+002 2.8489e+001 3.9361e+002 6.7363e+002
          28 6.1254e-002 3.0415e+002 6.0537e+002 2.8908e+002 1.5763e+000 3.6265e+002 7.0184e+002 4.8715e+002 1.0691e+002 7.8283e+000 1.6674e+002 3.0063e+002
          29 1.1839e-001 7.8035e+001 1.6118e+002 7.9767e+001 2.0316e-001 9.4239e+001 1.8711e+002 1.3249e+002 3.0348e+001 1.6429e+000 4.2953e+001 7.9062e+001
