   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56
           0 4.4889e+006 5.8461e+006 3.1434e+006 1.2074e+006 4.4053e+005 1.6221e+005 5.3808e+004 1.4245e+004 2.9840e+003 6.3202e+002 2.2041e+002 1.2206e+002 5.8968e+001 1.4630e+001 3.5356e-001 1.2476e+000 1.7629e+000 4.5338e-001 1.7530e-002 4.1224e-001 5.4911e-001 2.9084e-001 4.9425e-002 3.1933e-003 4.8147e-002 6.7085e-002 4.4184e-002 1.4579e-002 9.5806e-004 1.2274e-003 4.7942e-003 5.6532e-003 3.8588e-003 1.6186e-003 3.1536e-004 4.2630e-008 1.3453e-004 2.7594e-004 2.7977e-004 1.9217e-004 9.5756e-005 3.3590e-005 6.9853e-006 3.5322e-007 1.8264e-007 4.7425e-007 2.6558e-007 4.1771e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.1428e+006 7.2965e+005 2.1206e+006 4.1326e+006 1.9960e+006 6.5887e+005 3.0423e+005 1.9482e+005 9.9768e+004 2.8167e+004 2.8376e+003 1.6118e+000 3.5898e+000 1.6671e+002 5.1567e+002 4.1912e+002 1.0774e+002 1.0277e-001 4.5497e+001 6.1348e+001 2.7170e+001 1.8465e+000 3.1626e+000 1.0926e+001 1.0669e+001 4.9623e+000 7.4854e-001 9.2585e-002 1.0397e+000 1.5602e+000 1.2214e+000 5.7030e-001 1.2550e-001 1.1533e-004 4.9079e-002 1.1162e-001 1.2077e-001 8.7136e-002 4.4521e-002 1.4904e-002 2.1157e-003 7.9383e-005 1.7169e-003 3.0123e-003 2.9858e-003 2.1479e-003 1.2079e-003 5.4010e-004 1.8873e-004 4.8763e-005 8.2148e-006 6.4777e-007 3.3362e-009 2.6220e-009 1.6490e-012 0.0000e+000 0.0000e+000
           2 2.5533e+006 1.7411e+006 1.5661e+006 8.9825e+003 2.6461e+006 2.9505e+006 7.9312e+005 7.5494e+004 2.4851e+004 6.7022e+004 8.7528e+004 4.1725e+004 4.1504e+003 1.1612e+003 3.5681e+003 1.1157e+003 4.4014e+001 1.0595e+003 1.2947e+003 5.3220e+002 2.5296e+001 8.2583e+001 2.3410e+002 2.0035e+002 7.4491e+001 4.2879e+000 9.6923e+000 3.4174e+001 3.8242e+001 2.3476e+001 7.5000e+000 4.0878e-001 9.2771e-001 3.5241e+000 4.5765e+000 3.6720e+000 2.0090e+000 6.9192e-001 8.7860e-002 1.2523e-002 1.3559e-001 2.3451e-001 2.4202e-001 1.8467e-001 1.1096e-001 5.2723e-002 1.8831e-002 4.2304e-003 2.3523e-004 1.9893e-004 7.7267e-004 9.5185e-004 7.7640e-004 4.9724e-004 2.6537e-004 1.1479e-004 4.0826e-005
           3 1.4061e+006 4.2375e+006 2.2610e+005 8.8119e+004 4.3065e+004 1.0012e+006 3.0226e+006 2.2277e+006 6.6495e+005 9.7667e+004 2.3414e+004 3.5743e+004 5.3481e+004 3.8625e+004 1.0965e+004 1.5566e+002 1.6249e+003 2.2241e+003 6.1920e+002 1.5921e+001 5.5715e+002 8.1794e+002 4.7403e+002 9.0056e+001 4.9451e+000 9.4856e+001 1.4686e+002 1.0725e+002 3.9856e+001 3.3246e+000 3.3019e+000 1.5955e+001 2.1853e+001 1.7554e+001 9.1103e+000 2.6217e+000 1.1366e-001 3.9416e-001 1.4574e+000 2.0404e+000 1.8856e+000 1.3047e+000 6.8892e-001 2.6034e-001 5.3477e-002 3.0675e-004 1.5713e-002 4.1734e-002 5.4242e-002 5.1427e-002 4.0134e-002 2.7240e-002 1.6609e-002 9.2749e-003 4.7306e-003 2.0501e-003 7.3736e-004
           4 3.3268e+005 2.1573e+005 2.2904e+006 5.5910e+004 1.2172e+004 1.7012e+005 1.2723e+005 1.7350e+006 2.5641e+006 1.4628e+006 3.8927e+005 5.3034e+004 1.2323e+004 2.2087e+004 3.9590e+004 3.5701e+004 1.4913e+004 1.5095e+003 5.4441e+002 2.3517e+003 1.7214e+003 3.1659e+002 4.7715e+001 5.1664e+002 7.1943e+002 4.6223e+002 1.2931e+002 8.5416e-001 4.6679e+001 1.1434e+002 1.1905e+002 7.3581e+001 2.5272e+001 2.0024e+000 2.2046e+000 1.0990e+001 1.6475e+001 1.5347e+001 1.0179e+001 4.7572e+000 1.2971e+000 5.4646e-002 1.9785e-001 7.6291e-001 1.1552e+000 1.2033e+000 9.9365e-001 6.8564e-001 4.0259e-001 2.0028e-001 8.1897e-002 2.5375e-002 4.6752e-003 1.0735e-004 3.8589e-004 7.1489e-004 4.2033e-004
           5 4.3140e+005 1.2540e+006 1.9910e+005 2.3795e+006 6.2717e+003 1.3174e+004 7.3614e+004 2.7704e+002 6.1553e+005 1.9421e+006 2.0022e+006 9.9514e+005 2.5209e+005 3.2379e+004 6.0092e+003 1.1617e+004 2.5862e+004 2.9472e+004 1.7238e+004 4.1411e+003 3.1440e+000 1.3371e+003 2.1482e+003 1.2079e+003 1.8308e+002 4.6180e+001 3.9602e+002 5.7689e+002 4.2867e+002 1.7126e+002 1.9215e+001 8.9900e+000 6.0539e+001 9.4304e+001 8.5518e+001 5.1821e+001 1.9573e+001 2.6873e+000 4.5539e-001 5.1963e+000 9.8353e+000 1.1168e+001 9.3920e+000 6.2019e+000 3.1915e+000 1.1719e+000 2.1570e-001 5.2061e-004 1.3429e-001 3.3197e-001 4.5492e-001 4.7429e-001 4.1630e-001 3.1926e-001 2.1170e-001 1.1026e-001 4.3509e-002
           6 9.7211e+004 4.5566e+004 7.5225e+005 3.0035e+005 1.8230e+006 8.9385e+004 1.1141e+004 2.3956e+004 2.7319e+004 1.4016e+005 1.0867e+006 1.8526e+006 1.4809e+006 6.4954e+005 1.5475e+005 1.9261e+004 3.5262e+003 7.3729e+003 1.8234e+004 2.3789e+004 1.7069e+004 6.2024e+003 4.8559e+002 4.3001e+002 1.7060e+003 1.6948e+003 7.5948e+002 8.2241e+001 5.4752e+001 3.2200e+002 4.6630e+002 3.7890e+002 1.8798e+002 4.3789e+001 8.3445e-004 2.4123e+001 6.0195e+001 7.4154e+001 6.2445e+001 3.8427e+001 1.6425e+001 3.6426e+000 4.3985e-003 1.7320e+000 4.8318e+000 6.8722e+000 7.1578e+000 6.0866e+000 4.4157e+000 2.7797e+000 1.5189e+000 7.0939e-001 2.7320e-001 8.0751e-002 1.6012e-002 1.7519e-003 1.2525e-004
           7 9.9722e+004 5.3342e+005 2.6675e+003 6.6035e+005 4.2535e+005 1.5882e+006 2.1679e+005 2.7186e+003 1.4540e+003 2.9189e+004 1.2252e+004 4.6612e+005 1.3186e+006 1.5790e+006 1.0560e+006 4.1901e+005 9.3897e+004 1.0961e+004 1.8724e+003 4.4981e+003 1.2627e+004 1.8617e+004 1.5722e+004 7.5740e+003 1.4874e+003 1.5221e+001 9.5204e+002 1.6148e+003 1.2413e+003 4.8080e+002 3.9565e+001 5.0772e+001 2.5043e+002 3.6962e+002 3.2784e+002 1.9462e+002 7.0234e+001 7.6949e+000 3.6830e+000 2.7104e+001 4.8748e+001 5.4969e+001 4.6528e+001 3.1038e+001 1.6068e+001 5.8132e+000 9.4789e-001 3.6651e-002 1.0830e+000 2.5020e+000 3.4406e+000 3.6680e+000 3.3128e+000 2.6154e+000 1.7788e+000 9.4314e-001 3.7549e-001
           8 7.5290e+004 9.3119e+003 3.6267e+005 3.9612e+004 4.3319e+005 5.6672e+005 1.3481e+006 2.8629e+005 1.0457e+003 1.2699e+002 1.7892e+004 6.9693e+002 1.5952e+005 7.8290e+005 1.3382e+006 1.2478e+006 7.1920e+005 2.5912e+005 5.3813e+004 5.7213e+003 9.9622e+002 3.0003e+003 9.1834e+003 1.4630e+004 1.3827e+004 8.0532e+003 2.4650e+003 1.0610e+002 3.6426e+002 1.1953e+003 1.3584e+003 8.7225e+002 2.9674e+002 1.7066e+001 4.5877e+001 1.9431e+002 2.9105e+002 2.7852e+002 1.9136e+002 9.2439e+001 2.5324e+001 7.0460e-001 6.2431e+000 2.2856e+001 3.6170e+001 4.0240e+001 3.5839e+001 2.6820e+001 1.7119e+001 9.2387e+000 4.0551e+000 1.3037e+000 2.1804e-001 1.4274e-005 6.1856e-002 9.0493e-002 5.1292e-002
           9 4.4073e+003 1.6639e+005 1.0316e+005 3.0044e+005 9.8275e+004 2.8930e+005 7.4922e+005 1.2409e+006 3.1427e+005 1.4215e+004 5.4967e+002 6.8780e+003 5.4626e+003 4.3903e+004 4.1096e+005 9.7636e+005 1.2028e+006 9.2697e+005 4.7192e+005 1.5493e+005 2.9445e+004 2.8156e+003 5.5773e+002 2.1288e+003 6.8339e+003 1.1469e+004 1.1792e+004 7.8862e+003 3.1775e+003 4.6339e+002 5.7196e+001 6.9711e+002 1.1635e+003 1.0517e+003 5.9927e+002 1.8599e+002 7.6649e+000 3.7986e+001 1.4786e+002 2.2633e+002 2.3136e+002 1.7855e+002 1.0588e+002 4.5131e+001 1.0352e+001 3.0997e-002 4.8162e+000 1.4657e+001 2.2713e+001 2.6144e+001 2.5085e+001 2.1098e+001 1.5956e+001 1.0938e+001 6.6587e+000 3.2732e+000 1.2548e+000
