   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63
           0 1.1901e+005 1.8310e+005 4.2162e+005 6.4062e+005 6.4937e+005 1.2680e+005 2.2688e+004 3.1571e+004 6.1820e+003 4.6278e+003 3.8718e+003 5.7540e+001 1.3423e+003 3.4185e+002 4.9799e+001 2.3873e+002 7.2919e+001 2.0181e+000 3.7521e+001 2.3953e+001 1.5210e+000 2.3753e+000 5.1104e+000 2.2447e+000 1.1915e-001 2.0024e-001 4.6068e-001 2.6283e-001 4.6061e-002 4.6791e-004 1.5821e-002 1.4811e-002 4.9205e-003 4.9557e-004 1.0593e-007 3.9962e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.8544e+007 1.6438e+007 8.5169e+006 3.7222e+006 1.2468e+006 4.5691e+005 1.3158e+005 3.4693e+004 1.0527e+004 3.2827e+003 8.3736e+002 1.5881e+002 2.9573e+001 1.0513e+001 5.6102e+000 1.9463e+000 2.2189e-001 2.4087e-003 2.5784e-002 4.2959e-003 2.8239e-003 1.1603e-002 8.0835e-003 1.2094e-003 2.2987e-004 1.2959e-003 8.4671e-004 1.0692e-004 2.5848e-005 1.1952e-004 8.2771e-005 2.0024e-005 5.5223e-007 8.4487e-007 1.0602e-006 2.9438e-007 1.3092e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.4985e+006 9.0246e+005 1.1992e+006 3.1866e+003 2.3199e+006 3.0142e+005 4.8451e+005 7.4101e+004 2.3790e+004 2.2909e+003 1.3705e+004 9.5477e+003 6.3552e-001 2.2388e+003 8.2329e+002 4.3066e+001 5.0252e+002 2.4997e+002 2.1001e+000 5.9461e+001 6.9579e+001 1.5657e+001 5.3054e-001 9.6148e+000 8.9287e+000 2.3621e+000 1.1487e-004 7.5749e-001 1.0222e+000 4.7576e-001 6.4437e-002 4.5932e-003 4.2257e-002 3.9680e-002 1.5887e-002 2.5580e-003 2.2450e-005 8.0598e-005 2.0071e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.4313e+007 7.3145e+000 6.6105e+006 9.7096e+006 3.5524e+006 4.4158e+006 6.2978e+005 4.5282e+005 2.6934e+005 5.1611e+004 3.5589e+003 1.6764e+003 3.4770e+003 2.2856e+003 2.9722e+002 2.7667e+001 9.8286e+001 1.1821e+001 1.3803e+001 3.6317e+001 1.5807e+001 4.1378e-001 2.4865e+000 4.1898e+000 1.7740e+000 8.9719e-002 1.9441e-001 4.7522e-001 3.0561e-001 6.6645e-002 7.0618e-006 1.9904e-002 2.6191e-002 1.3344e-002 2.9370e-003 8.1835e-005 1.3294e-004 1.8036e-004 5.1128e-005 1.6555e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.0904e+005 4.5304e+006 2.4276e+005 2.4210e+006 5.3093e+006 2.3660e+005 3.8935e+006 1.0568e+005 1.1461e+005 2.4992e+005 7.8970e+004 4.8796e+002 1.6209e+003 3.7018e+002 4.0556e+003 2.5928e+003 1.3418e+002 2.5872e+002 3.8226e+002 6.7612e+001 1.4982e+001 8.3424e+001 5.6556e+001 7.6986e+000 1.9537e+000 1.0430e+001 8.3031e+000 2.1317e+000 1.9364e-003 6.2752e-001 9.6301e-001 5.5236e-001 1.2808e-001 8.8971e-004 2.3295e-002 3.8195e-002 2.3270e-002 6.9351e-003 7.5158e-004 5.9437e-007 3.5578e-005 1.5489e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.9286e+006 2.7093e+006 3.2257e+006 2.0383e+003 3.4840e+006 8.4180e+006 6.7939e+005 4.3395e+006 6.3645e+005 1.3849e+005 1.9031e+005 1.4388e+005 2.7645e+004 5.9913e+001 3.9991e+002 3.1595e+002 2.0978e+003 1.5389e+003 1.8666e+002 5.9446e+001 2.1247e+002 9.7025e+001 1.8926e+000 2.2085e+001 3.8994e+001 1.8912e+001 1.7117e+000 1.1157e+000 4.1737e+000 3.4365e+000 1.1495e+000 5.9075e-002 1.0097e-001 2.8430e-001 2.3387e-001 9.4039e-002 1.4803e-002 2.8448e-005 3.6872e-003 3.9915e-003 1.6872e-003 2.9789e-004 1.0365e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 3.0078e+005 2.4839e+005 1.9205e+006 2.0148e+006 3.6998e+002 2.3998e+006 7.9994e+006 2.0826e+005 3.7604e+006 7.6250e+005 1.0258e+005 1.0312e+005 1.3706e+005 5.7177e+004 3.7079e+003 7.6278e+002 4.2362e+002 3.9219e+002 1.7225e+003 1.1237e+003 1.3053e+002 5.0108e+001 1.9460e+002 1.1456e+002 1.0875e+001 8.4227e+000 3.0493e+001 2.3973e+001 6.8175e+000 5.3975e-002 1.7172e+000 3.2229e+000 2.2050e+000 6.7396e-001 3.2702e-002 5.4811e-002 1.5382e-001 1.3186e-001 6.0154e-002 1.4055e-002 7.3510e-004 3.2019e-004 6.9311e-004 2.6016e-004 1.3728e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 6.2176e+004 1.3461e+006 3.0833e+004 2.3000e+006 1.4565e+006 8.7590e+003 2.2954e+006 8.5358e+006 2.1312e+005 3.5014e+006 1.0516e+006 1.7918e+005 7.6941e+004 1.1087e+005 7.8703e+004 1.7938e+004 1.3422e+002 8.7297e+002 9.5906e+001 4.7787e+002 1.2285e+003 7.2564e+002 8.4679e+001 3.2068e+001 1.3674e+002 9.6608e+001 1.8293e+001 1.0699e+000 1.6212e+001 1.9712e+001 9.7597e+000 1.5291e+000 1.1077e-001 1.4063e+000 1.8085e+000 1.1073e+000 3.4482e-001 2.5351e-002 1.5436e-002 6.0120e-002 5.8637e-002 3.0386e-002 8.8645e-003 1.1183e-003 4.1309e-006 3.1104e-005 2.8947e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.6317e+005 2.5766e+005 6.0315e+005 2.8147e+005 1.9041e+006 9.4345e+005 1.3569e+004 2.0242e+006 8.2586e+006 9.5298e+004 3.1407e+006 1.0767e+006 2.3571e+005 5.6411e+004 7.6998e+004 7.7748e+004 3.2479e+004 3.1261e+003 3.3576e+002 7.3704e+002 3.6805e+000 5.2866e+002 9.3684e+002 4.7773e+002 4.6476e+001 2.7327e+001 1.0659e+002 8.4199e+001 2.2372e+001 2.2551e-003 8.8263e+000 1.4988e+001 1.0171e+001 3.1892e+000 1.5019e-001 3.4798e-001 1.0614e+000 1.0481e+000 5.7088e-001 1.6844e-001 1.3505e-002 4.9517e-003 2.2174e-002 2.2355e-002 1.2116e-002 3.8598e-003 6.2039e-004 2.6487e-005 1.5792e-009 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 2.3534e+004 5.5174e+004 6.3818e+005 1.9733e+005 5.8524e+005 1.6591e+006 6.1665e+005 2.7573e+004 2.1367e+006 7.6414e+006 3.9531e+004 3.0274e+006 9.7559e+005 3.0614e+005 5.2308e+004 5.7599e+004 6.6506e+004 4.0578e+004 8.7392e+003 3.6795e+001 7.5402e+002 3.2123e+002 4.7132e+001 5.7371e+002 6.6585e+002 2.7400e+002 1.6451e+001 2.8895e+001 8.3974e+001 6.5345e+001 1.9963e+001 3.3987e-001 4.6133e+000 1.0609e+001 9.0075e+000 3.9325e+000 6.4454e-001 1.9770e-002 4.7117e-001 7.2673e-001 5.6441e-001 2.6935e-001 7.2633e-002 5.3288e-003 2.0144e-003 8.2650e-003 7.7578e-003 3.8337e-003 1.0483e-003 1.1859e-004 9.1757e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
