   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30
           0 5.3413e+005 5.6971e+000 2.5543e+001 2.9347e-002 4.3992e-012 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 7.3255e+001 5.6172e+005 3.4233e+002 1.6287e+002 8.3482e-001 1.4148e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 6.1620e+002 1.4186e+002 6.2136e+005 3.0054e+003 7.2434e+002 3.9797e+000 3.9014e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 3.2874e+000 3.0323e+003 3.3618e+003 7.3558e+005 1.4055e+004 2.0499e+003 5.3986e-001 3.3773e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.7316e+000 3.7291e+001 8.9883e+003 1.4330e+004 8.9250e+005 3.7577e+004 3.1038e+003 2.3999e+001 1.3674e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 2.1410e+000 7.7384e-001 1.3336e+001 1.2000e+004 2.1236e+004 1.0054e+006 6.1840e+004 3.0049e+003 1.0972e+002 8.2225e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.3746e+000 7.4431e+001 4.6250e+002 3.2856e+003 3.3596e+003 1.1454e+004 1.0437e+006 8.3076e+004 2.7855e+003 2.0038e+002 1.6415e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.5704e-002 1.0275e+000 1.7747e+002 1.9160e+003 1.5879e+004 4.1782e+002 2.3732e+003 1.0643e+006 1.0587e+005 2.5354e+003 2.8996e+002 1.2062e+000 1.1716e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 8.0870e-001 1.2823e+001 1.9916e+002 2.9748e+002 6.9723e+001 1.8797e+004 4.8054e+003 4.7130e+001 1.0699e+006 1.2906e+005 2.3140e+003 3.5609e+002 6.6771e+000 4.2877e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.5526e-002 3.5663e-001 2.1812e+001 8.8516e+002 3.8886e+003 4.2852e+003 1.1004e+004 9.5672e+003 3.9793e+003 1.0658e+006 1.5371e+005 2.1278e+003 4.0116e+002 1.8004e+001 1.5960e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
