   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 5.0028e+007 5.7261e+005 2.2219e+001 3.3274e-001 3.6481e-002 9.6180e-002 4.7601e-003 2.5484e-002 2.2591e-004 2.0699e-003 2.2930e-006 2.1025e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 7.7297e+005 4.8294e+007 1.1632e+006 4.3363e+001 6.2172e+000 7.0887e-006 8.3211e-002 5.7378e-002 5.1139e-002 1.0389e-003 3.0750e-003 1.6860e-004 2.7624e-005 5.4601e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.1202e+004 1.5203e+006 4.6587e+007 1.7475e+006 2.6578e+001 1.6156e+001 1.2391e-001 2.8062e-003 6.6752e-003 1.2553e-002 5.3536e-004 7.5340e-005 8.4960e-005 8.3686e-005 1.9079e-005 6.4609e-012 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 8.6506e+002 6.4268e+004 2.2033e+006 4.4931e+007 2.3315e+006 1.2664e-001 3.4965e+001 4.0122e-001 3.5169e-002 2.4618e-002 2.6138e-002 6.6838e-003 3.0576e-004 5.3799e-004 2.7288e-005 4.6329e-005 5.3620e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.8746e+001 3.2079e+003 1.2862e+005 2.8315e+006 4.3327e+007 2.9065e+006 7.3587e+001 6.7964e+001 1.1472e+000 4.0864e-002 3.2667e-002 9.4170e-003 5.2216e-003 7.2190e-004 1.9559e-003 2.3138e-005 1.4195e-004 4.8801e-006 7.7037e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 9.8328e+000 1.6600e+002 8.3164e+003 2.1320e+005 3.3925e+006 4.1799e+007 3.4632e+006 5.3288e+002 1.2060e+002 2.0176e+000 2.4623e-001 6.7507e-002 9.3516e-002 1.6760e-002 2.1600e-003 4.6492e-003 8.7740e-005 5.0293e-004 4.5362e-005 1.6817e-005 7.7404e-006 1.2554e-007 0.0000e+000 0.0000e+000
           6 3.3213e+000 2.0785e+001 5.7546e+002 1.7161e+004 3.1644e+005 3.8776e+006 4.0369e+007 3.9900e+006 2.0198e+003 2.0506e+002 5.7252e+000 3.3318e-001 8.2866e-003 2.7211e-002 1.6908e-002 1.1466e-007 5.1571e-003 7.9241e-005 3.7535e-004 6.3818e-005 2.4887e-006 4.4560e-006 1.6190e-007 1.3426e-007
           7 3.6688e-001 2.4792e-001 5.0473e+001 1.4829e+003 3.0814e+004 4.3599e+005 4.2706e+006 3.9070e+007 4.4665e+006 5.7889e+003 3.2070e+002 1.1384e+001 7.0285e-001 2.6390e-002 1.6448e-001 1.8155e-002 8.8080e-003 4.6599e-003 4.2634e-004 1.3266e-003 7.8656e-004 8.1595e-006 8.1696e-005 8.7968e-005
           8 7.6837e-001 2.1999e-001 1.6517e+000 1.4812e+002 3.2142e+003 4.9764e+004 5.6731e+005 4.5572e+006 3.7943e+007 4.8761e+006 1.4327e+004 4.4073e+002 2.7877e+001 1.1917e+000 3.0063e-004 9.6419e-002 1.8047e-002 5.6735e-003 4.1679e-003 6.8832e-004 8.8649e-004 1.1831e-003 3.1877e-004 3.0724e-005
           9 1.2614e-001 1.1741e-002 1.2869e+000 1.2593e+001 3.6934e+002 5.9988e+003 7.4630e+004 7.0710e+005 4.7249e+006 3.7017e+007 5.1959e+006 3.1635e+004 5.1778e+002 5.8499e+001 2.7964e+000 2.5252e-002 2.7785e-001 1.9350e-003 2.7053e-002 7.4301e-004 2.0766e-003 8.1695e-004 4.2781e-003 3.3373e-003
          10 6.0927e-001 9.6267e-001 2.1358e-002 3.8572e+000 3.2460e+001 8.0641e+002 1.0290e+004 1.0560e+005 8.5007e+005 4.7621e+006 3.6339e+007 5.3981e+006 6.4628e+004 4.3984e+002 1.2651e+002 6.3041e+000 5.0414e-002 1.0045e-001 4.5326e-003 1.2598e-002 1.7623e-006 1.3780e-004 5.0816e-004 1.5003e-003
          11 1.6297e-001 1.2819e-002 6.3169e-002 7.8615e-002 7.2311e+000 8.3182e+001 1.6344e+003 1.6446e+004 1.4251e+005 9.9156e+005 4.6598e+006 3.5944e+007 5.4474e+006 1.2351e+005 1.7413e+002 2.3263e+002 1.8823e+001 6.8058e-002 2.0392e-001 3.4326e-003 3.0638e-002 4.8501e-003 4.7396e-004 7.1511e-004
          12 1.2641e+000 1.1230e+000 1.3993e-001 1.0053e-001 3.0338e-001 2.1195e+001 1.7881e+002 2.9355e+003 2.5009e+004 1.8499e+005 1.1247e+006 4.4064e+006 3.5885e+007 5.2999e+006 2.2344e+005 3.2769e+001 3.6744e+002 5.4784e+001 1.1799e+000 3.3701e-001 2.3726e-002 4.7133e-002 4.6111e-002 1.0483e-002
          13 2.7573e-001 7.9937e-001 1.6257e-001 4.2836e-005 9.6902e-006 1.4834e+000 4.8219e+001 3.9718e+002 4.9696e+003 3.6189e+004 2.3160e+005 1.2452e+006 3.9971e+006 3.6200e+007 4.9093e+006 3.8340e+005 1.7900e+003 4.3713e+002 1.3418e+002 9.3701e+000 1.0672e+000 1.1167e-001 5.1287e-003 2.7799e-002
          14 1.6383e-001 1.0411e-002 2.2634e-002 5.7023e-003 1.7920e-001 4.2525e-002 5.2970e+000 1.1238e+002 8.1536e+002 7.7856e+003 5.0075e+004 2.8074e+005 1.3487e+006 3.4283e+006 3.6926e+007 4.2261e+006 6.2258e+005 1.1379e+004 2.2451e+002 2.6800e+002 4.8019e+001 7.7816e+000 1.3183e+000 1.6005e-001
          15 4.1002e-001 4.1107e-002 1.1734e-001 6.0563e-002 9.8374e-003 1.0343e-001 2.2930e-002 1.7591e+001 2.2171e+002 1.5552e+003 1.1965e+004 6.6826e+004 3.2902e+005 1.4342e+006 2.7119e+006 3.8060e+007 3.2282e+006 9.4728e+005 4.4462e+004 8.3486e+001 3.3657e+002 1.4581e+002 4.0324e+001 1.1372e+001
          16 2.4317e-002 5.2299e-004 1.2896e-003 1.4877e-004 2.6465e-001 5.0761e-002 6.1823e-001 1.7041e-001 3.9010e+001 4.3627e+002 2.6754e+003 1.7341e+004 8.6096e+004 3.7404e+005 1.5042e+006 1.8775e+006 3.9522e+007 1.9687e+006 1.3182e+006 1.3480e+005 4.9164e+003 2.5203e+001 1.9004e+002 1.0412e+002
