   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11
           0 1.1529e+005 1.1685e+004 2.0605e+003 3.1494e+002 4.8435e+001 7.5266e+000 1.0004e+000 1.0005e-001 5.4777e-003 6.0127e-005 0.0000e+000 0.0000e+000
           1 3.9613e+001 1.1683e+005 1.8969e+004 5.2277e+003 1.0744e+003 2.0557e+002 3.7397e+001 6.2356e+000 9.4768e-001 1.2086e-001 1.1114e-002 4.9827e-004
           2 7.8216e+002 3.5633e+001 1.2242e+005 2.2714e+004 8.6509e+003 2.2376e+003 5.2836e+002 1.2028e+002 2.6008e+001 5.5665e+000 1.1348e+000 2.0980e-001
           3 1.4347e+001 2.6717e+003 8.7768e+002 1.3163e+005 2.3542e+004 1.1940e+004 3.7686e+003 1.0901e+003 3.0122e+002 7.9692e+001 2.1105e+001 5.5942e+000
           4 6.7800e+000 3.8961e+001 5.8508e+003 4.3323e+003 1.4669e+005 2.2122e+004 1.4921e+004 5.5211e+003 1.8813e+003 6.1216e+002 1.9134e+002 6.1556e+001
           5 1.9134e+000 1.2755e+001 4.7072e+001 1.1148e+004 1.3335e+004 1.7179e+005 1.8524e+004 1.7280e+004 7.1970e+003 2.8498e+003 1.0864e+003 3.9965e+002
           6 2.1693e-004 1.1535e+000 2.5892e+001 4.9683e+001 2.0367e+004 3.4017e+004 2.1342e+005 1.2614e+004 1.9226e+004 8.5500e+003 3.9502e+003 1.7708e+003
           7 7.0499e-001 2.4500e-001 3.8563e+000 7.1716e+001 2.7307e+001 3.6202e+004 8.0482e+004 2.9009e+005 4.7062e+003 2.2047e+004 9.3441e+003 4.6175e+003
           8 1.9381e+000 3.7039e-001 6.6435e-001 1.4881e+001 1.2488e+002 5.6665e-003 6.4092e+004 1.8650e+005 4.6074e+005 5.2372e+002 2.6279e+004 1.0645e+004
           9 1.6067e+000 4.8795e-001 5.6612e-001 2.4843e+000 3.1790e+001 1.3753e+002 1.0540e+000 1.0858e+005 4.3197e+005 8.9575e+005 4.4378e+004 2.6522e+004
          10 5.3418e-001 2.0643e-001 7.0336e-002 9.2003e-001 1.4691e+000 8.0079e+001 2.6185e+001 1.1769e+003 1.2260e+005 8.2798e+005 1.8331e+006 2.1098e+005
          11 4.0174e-002 1.0365e-003 2.8609e-003 1.8590e-002 9.3230e-001 1.0087e+001 2.6518e+002 3.0415e+002 2.5707e+004 3.6294e+004 1.0487e+006 2.8453e+006
          12 9.1884e-002 1.5378e-001 3.5551e-002 3.2067e-001 3.2690e-001 6.1239e+000 7.0012e+001 1.2560e+002 1.7862e+002 8.1373e+004 3.2882e+002 1.3303e+006
          13 5.2362e-001 4.2301e-001 8.2991e-002 7.7352e-001 5.0506e-002 6.3299e+000 6.7019e+000 4.1491e+002 5.3925e+002 5.6616e+003 7.5074e+004 2.6503e+001
          14 1.0488e+000 4.9749e-001 1.9641e-001 8.8413e-001 1.9734e-001 1.9380e+000 5.1680e+000 1.2167e+002 1.2561e+002 1.2897e+003 3.5091e+004 1.8439e+004
          15 1.4256e+000 3.8648e-001 3.7198e-001 8.3267e-001 3.1193e-003 7.6220e-002 7.9687e+000 1.9547e+000 6.1814e+002 7.5584e+002 4.1851e+002 6.0865e+004
          16 1.5200e+000 2.2723e-001 4.9411e-001 6.6480e-001 1.2934e-001 4.3453e-003 5.7988e+000 4.1147e+000 2.9460e+002 8.6069e+001 1.9058e+003 7.0392e+003
          17 1.3494e+000 1.0519e-001 4.7353e-001 4.0109e-001 2.1452e-001 7.1217e-003 2.0134e+000 1.0251e+000 2.7928e+001 6.7991e+002 9.1475e+002 4.2170e+001
          18 1.0272e+000 3.5676e-002 3.4648e-001 1.5508e-001 9.8728e-002 7.0124e-002 1.7995e-001 1.1319e+000 2.2890e+000 5.6269e+002 7.0954e+000 1.3762e+003
          19 6.7887e-001 6.3269e-003 2.0173e-001 2.4531e-002 1.0319e-002 8.8797e-002 9.4514e-002 5.5634e+000 9.6909e+000 2.1880e+002 2.0665e+002 1.0826e+003
          20 4.0209e-001 1.5132e-006 9.8409e-002 6.3621e-004 2.7847e-003 5.0172e-002 5.0961e-001 7.0124e+000 5.4093e+000 4.8679e+001 3.9438e+002 3.0093e+002
          21 2.1626e-001 2.0808e-003 4.1415e-002 1.7309e-002 1.5456e-002 1.5500e-002 7.0830e-001 5.4473e+000 1.3362e+000 4.8209e+000 3.4727e+002 2.2801e+001
          22 1.1351e-001 4.4319e-003 1.6471e-002 3.0413e-002 1.9580e-002 2.4467e-003 6.5300e-001 3.4891e+000 1.2571e-001 8.3000e-003 2.3465e+002 3.3755e+000
          23 6.3187e-002 5.3448e-003 6.8271e-003 3.3762e-002 1.7813e-002 2.3890e-005 5.2819e-001 2.1920e+000 5.2795e-003 1.0644e+000 1.5140e+002 2.1481e+001
          24 3.7081e-002 5.2472e-003 2.9421e-003 3.1499e-002 1.4405e-002 3.8999e-004 4.0547e-001 1.3975e+000 7.9848e-002 1.8762e+000 9.7986e+001 3.1394e+001
          25 2.1320e-002 4.3056e-003 1.2467e-003 2.4983e-002 1.0302e-002 9.3362e-004 2.8301e-001 8.5230e-001 1.2655e-001 1.8919e+000 6.0286e+001 3.0024e+001
          26 1.0564e-002 2.6687e-003 4.7965e-004 1.5165e-002 5.8498e-003 8.7297e-004 1.5896e-001 4.3879e-001 1.0270e-001 1.2724e+000 3.1188e+001 1.9831e+001
