   v'->v''           0           1           2           3           4           5           6           7           8           9          10
           0 2.2574e+002 1.2571e+004 2.1648e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.7993e+001 7.5989e-001 5.7567e+003 7.9407e+003 8.5454e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 8.4301e+003 1.8496e+003 8.2137e+002 9.1468e+002 5.5881e+003 4.0367e+003 1.3184e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.9385e+005 3.9620e+001 5.2445e+004 7.2291e+001 3.4218e+003 2.9203e+003 4.4628e+003 2.3178e+003 2.3327e+002 1.6657e-003 0.0000e+000
           4 1.2798e+006 1.1628e+004 6.1038e+004 5.1996e+004 4.5730e+003 1.9031e+003 2.1663e+003 3.0453e+003 3.4381e+003 1.9175e+003 6.0715e+002
           5 3.2325e+006 6.6094e+004 1.0335e+005 2.5506e+004 7.9872e+004 1.2269e+004 1.6661e+003 2.3523e+003 1.5138e+003 1.5782e+003 1.2637e+003
           6 2.8294e+006 8.9058e+004 1.7408e+006 3.9224e+005 8.8316e+004 8.0028e+004 3.3097e+004 9.5635e+000 2.2894e+003 1.6553e+003 7.9314e+002
           7 4.2898e+005 2.5078e+004 2.7432e+006 2.2297e+006 6.8343e+005 1.0602e+005 8.4650e+004 5.8656e+004 3.9988e+003 4.7455e+002 1.1457e+003
           8 4.0779e+004 7.6599e+001 5.8084e+005 1.4323e+006 3.9039e+006 9.9190e+005 1.9205e+005 5.6751e+004 8.3004e+004 2.1729e+004 2.4383e+003
           9 1.2225e+004 8.4079e+002 2.6176e+004 1.2801e+004 1.7219e+006 4.4031e+006 1.2943e+006 3.5080e+005 1.9513e+004 8.3464e+004 4.2404e+004
          10 2.0324e+004 2.9797e+002 7.4713e+003 3.5711e+004 4.4683e+003 1.0882e+006 5.4134e+006 1.1747e+006 6.2907e+005 6.2324e+003 2.3618e+004
          11 1.5877e+003 2.4683e+000 1.6687e+004 1.1731e+004 1.4178e+004 4.3499e+004 9.0654e+005 5.9240e+006 7.2224e+005 9.6487e+005 1.7918e+005
          12 2.2887e+003 1.2900e+002 3.3988e+003 3.3194e+000 2.5476e+004 2.2309e+003 4.1860e+004 9.2280e+005 6.2728e+006 5.5770e+004 6.7136e+005
          13 4.4773e+003 7.4392e+001 2.4405e+002 3.2029e+003 7.5041e+003 8.5728e+003 2.7975e+004 6.7074e+003 1.3236e+006 5.5165e+006 5.5793e+005
          14 1.9045e+003 3.8848e+000 2.3297e+003 3.1561e+003 5.7954e+001 1.3024e+004 4.2218e+001 5.3604e+004 2.4510e+004 2.4577e+006 1.9508e+006
          15 1.3621e+002 7.0331e+000 2.2459e+003 1.1574e+003 1.2434e+003 6.6989e+003 4.4456e+003 7.6792e+003 7.5295e+004 3.6334e+005 3.2730e+006
          16 1.4028e+002 1.9618e+001 9.7347e+002 1.1396e+002 2.3260e+003 1.7532e+003 6.9614e+003 1.3378e+002 1.4108e+004 1.5950e+005 1.7329e+006
          17 5.3740e+002 1.9304e+001 1.8395e+002 2.9106e+001 1.9004e+003 1.0436e+002 5.6389e+003 9.0000e+002 4.8082e+003 5.5236e+003 8.0620e+005
          18 6.2989e+002 1.2682e+001 1.1273e+000 1.6842e+002 1.0458e+003 6.6032e+001 3.2072e+003 2.1267e+003 9.2734e+002 7.9667e+003 5.9118e+004
          19 4.6784e+002 6.5035e+000 2.6071e+001 2.0053e+002 4.5132e+002 2.2148e+002 1.4607e+003 2.0218e+003 4.2889e+001 3.1478e+003 2.0613e+004
          20 2.3329e+002 2.5529e+000 3.5440e+001 1.2345e+002 1.5469e+002 1.8022e+002 5.3109e+002 1.1351e+003 5.8625e+000 9.7572e+002 2.5681e+003
          21 6.5313e+001 6.4450e-001 1.3230e+001 3.7267e+001 3.6647e+001 5.9191e+001 1.3003e+002 3.3247e+002 7.1169e+000 2.2771e+002 4.3972e+002
